player_id,player_name,world_cup_team,resolved_role,stable,covered,needed,overall,uncertainty,observed_minutes,missing_minutes_bound,missing_fraction,known_missing_startXI_fixtures,known_minute_coverage_lower_bound,provider_structural_missingness_confirmed,score_observed,score_empirical_low,score_empirical_median,score_empirical_high,score_strict_low,score_strict_high,conservative_observed,conservative_empirical_low,conservative_empirical_median,conservative_empirical_high,conservative_strict_low,conservative_strict_high
36579,S. Rahimi,Morocco,RW,True,False,True,0.6052352155624575,0.1380402771303948,1143.0,462.0,0.28785046728971964,6,0.7121495327102804,True,0.6052352155624575,0.5674031819371109,0.6075046023421793,0.6438831243903449,0.43101797594260993,0.7188684432323296,0.4671949384320627,0.42936290480671613,0.4694643252117845,0.5058428472599501,0.29297769881221514,0.5808281661019348
37435,D. Duarte,Cape Verde Islands,AM,True,False,True,0.5888232467012463,0.0881489997947986,2803.0,882.0,0.23934871099050203,11,0.760651289009498,True,0.5888232467012463,0.5548728950600594,0.5833349774327359,0.6170782581564028,0.4478891616020606,0.6872378725925626,0.5006742469064477,0.4667238952652608,0.49518597763793726,0.5289292583616042,0.359740161807262,0.599088872797764
41608,D. Borges,Cape Verde Islands,RB,True,False,True,0.5003054187577396,0.1256288529584353,1380.0,1260.0,0.4772727272727273,14,0.5227272727272727,True,0.5003054187577396,0.4620497239002954,0.5001157816080081,0.5544777979247038,0.26152328707790934,0.7387960143506367,0.3746765657993043,0.33642087094186013,0.3744869286495728,0.42884894496626846,0.13589443411947405,0.6131671613922014
41627,K. Gorre,Curaçao,RW,True,False,True,0.6260267512169563,0.1231978098361819,1435.0,436.0,0.2330304649919829,6,0.7669695350080171,True,0.6260267512169563,0.5905546200785484,0.6230188808866663,0.6524692548548725,0.48014344628344857,0.7131739112754315,0.5028289413807744,0.4673568102423665,0.49982107105048446,0.5292714450186906,0.3569456364472667,0.5899761014392496
42207,M. Abunada,Qatar,GK,True,False,True,0.7703520584333906,0.1229837387624884,1440.0,720.0,0.3333333333333333,8,0.6666666666666666,True,0.7703520584333906,0.7371640568359099,0.7475269795333913,0.7802573984303038,0.5135680389555938,0.8469013722889271,0.6473683196709022,0.6141803180734215,0.624543240770903,0.6572736596678155,0.39058430019310536,0.7239176335264388
42288,Lucas Mendes,Qatar,RB,True,False,True,0.4719581318656224,0.1460548781249501,1021.0,360.0,0.2606806661839247,4,0.7393193338160753,True,0.4719581318656224,0.45845291764412965,0.4792441439497801,0.5089360283143352,0.34892777163997135,0.6096084378238961,0.3259032537406723,0.31239803951917955,0.33318926582483,0.36288115018938505,0.20287289351502125,0.46355355969894596
49837,M. Gunok,Türkiye,GK,True,False,True,0.6766520926773818,0.1255833599810398,1381.0,360.0,0.2067777139574957,4,0.7932222860425043,True,0.6766520926773818,0.6754395400908706,0.6818680044867809,0.7021717680759053,0.5367355198089973,0.7435132337664929,0.5510687326963419,0.5498561801098307,0.556284644505741,0.5765884080948656,0.41115215982795744,0.617929873785453
70535,I. Adel,Egypt,RW,True,False,True,0.5786514242996121,0.1546214526945401,911.0,462.0,0.33648943918426805,6,0.663510560815732,True,0.5786514242996121,0.5433719615135622,0.590249441302444,0.632774953237845,0.3839413310538577,0.7204307702381257,0.42402997160507205,0.38875050881902207,0.43562798860790386,0.47815350054330497,0.22931987835931758,0.5658093175435857
73520,A. Ganiev,Uzbekistan,RW,True,False,True,0.4601456264029503,0.1445063007248647,1043.0,1229.0,0.5409330985915493,14,0.4590669014084507,True,0.4601456264029503,0.46753483835847187,0.5428940545580516,0.6112571419588758,0.211237626909453,0.7521707255010023,0.3156393256780856,0.32302853763360717,0.3983877538331869,0.4667508412340111,0.0667313261845883,0.6076644247761376
89982,S. Moghanlou,Iran,RW,True,False,True,0.6235941589281063,0.135400640077266,1188.0,796.0,0.4012096774193548,9,0.5987903225806451,True,0.6235941589281063,0.5634975989377131,0.6193914736159915,0.6700963247609688,0.37340214758396695,0.7746118250033218,0.48819351885084034,0.42809695886044713,0.48399083353872546,0.5346956846837028,0.23800150750670096,0.6392111849260558
113580,W. Semedo,Cape Verde Islands,AM,True,False,True,0.5609815709763251,0.1193117518002608,1530.0,1815.0,0.5426008968609866,23,0.4573991031390134,True,0.5609815709763251,0.4991234152112194,0.5636466430908897,0.6401422895805852,0.2565924674420859,0.7991933643030724,0.4416698191760643,0.3798116634109586,0.444334891290629,0.5208305377803244,0.13728071564182512,0.6798816125028116
160925,T. Ali,Sweden,AM,True,False,True,0.6676246293964022,0.1295862581594898,1297.0,309.0,0.19240348692403486,4,0.8075965130759651,True,0.6676246293964022,0.6251715492600622,0.648051153963007,0.6751761167197428,0.5391713227441679,0.7315748096682028,0.5380383712369124,0.4955852911005725,0.5184648958035173,0.545589858560253,0.40958506458467814,0.601988551508713
283174,M. Al Mannai,Qatar,AM,True,False,True,0.4347744439004372,0.1438184991013349,1053.0,555.0,0.3451492537313433,7,0.6548507462686567,True,0.4347744439004372,0.4389866728924243,0.48002999604179836,0.5286889928336508,0.2847123690467415,0.6298616227780849,0.29095594479910225,0.2951681737910894,0.3362114969404635,0.38487049373231585,0.14089386994540662,0.48604312367674996
341844,M. Ghorbani,Iran,AM,True,False,True,0.5100809049151412,0.15504752529253,906.0,825.0,0.47660311958405543,10,0.5233968804159446,True,0.5100809049151412,0.48000611311501784,0.5366812344997922,0.6038725420750327,0.266974754392327,0.7435778739763824,0.3550333796226113,0.3249585878224879,0.38163370920726225,0.44882501678250275,0.111927229099797,0.5885303486838525
377930,A. Al Oui,Qatar,RB,True,False,True,0.4040690948104095,0.1168919972510093,1594.0,692.0,0.3027121609798775,8,0.6972878390201225,True,0.4040690948104095,0.40893717093804227,0.43308072226671857,0.4675600513674716,0.2817524659351674,0.5844646269150449,0.2871770975594002,0.292045173687033,0.31618872501570927,0.3506680541164623,0.1648604686841581,0.46757262966403557
535046,A. Amaimouni,Morocco,RW,True,False,True,0.7809960817482646,0.1204187102528564,1502.0,671.0,0.30878969167050163,8,0.6912103083294984,True,0.7809960817482646,0.6861388733361728,0.7291574077822778,0.7681822275522431,0.5398325424693481,0.8486222341398497,0.6605773714954082,0.5657201630833164,0.6087386975294213,0.6477635172993866,0.4194138322164917,0.7282035238869933
542644,A. Jasim,Iraq,RW,True,False,True,0.6010403341326398,0.1214746786823312,1476.0,344.0,0.189010989010989,5,0.810989010989011,True,0.6010403341326398,0.5769915991897872,0.6033233581856083,0.627210553839042,0.4874371061427343,0.6764480951537233,0.4795656554503086,0.45551692050745596,0.48184867950327714,0.5057358751567108,0.3659624274604031,0.5549734164713921
