scenario,role,rank,player_id,player_name,covered,provider_structural_missingness_confirmed
observed,LB,9,162451,A. Salah-Eddine,True,False
observed,LB,10,47300,T. Hernandez,True,False
observed,LB,11,51466,J. Piquerez,True,False
observed,LB,12,127817,P. Hincapie,True,False
observed,LB,13,47380,M. Cucurella,True,False
observed,LB,14,162007,M. De Cuyper,True,False
observed,LB,15,50057,E. Elmali,True,False
observed,LB,16,19235,D. Spence,True,False
observed,LB,17,7578,G. Mensah,True,False
observed,LB,18,409303,M. Diouf,True,False
observed,LB,19,33,L. Hernandez,True,False
observed,LB,20,51572,M. Vina,True,False
observed,LB,21,18816,A. Masuaku,True,False
observed,LB,22,289,A. Robertson,True,False
observed,LB,23,1361,F. Kadioglu,True,False
observed,LB,24,158121,I. Jakobs,True,False
observed,LB,25,2724,L. Digne,True,False
observed,LB,26,306940,Y. Medina,True,False
observed,LB,27,46731,P. Estupinan,True,False
observed,LB,28,198654,D. Svensson,True,False
observed,LB,29,25915,P. Mwene,True,False
observed,LB,30,146772,Y. Belammari,True,False
observed,DM,1,44,Rodri,True,False
observed,DM,2,137210,A. Stiller,True,False
observed,DM,3,374058,L. Camara,True,False
observed,DM,4,162714,A. Onana,True,False
observed,DM,5,2926,Y. Tielemans,True,False
observed,DM,6,511,L. Goretzka,True,False
observed,DM,7,328033,A. Pavlovic,True,False
observed,DM,8,96512,K. Lenini,True,False
observed,DM,9,1464,G. Xhaka,True,False
observed,DM,10,1934,S. Berge,True,False
observed,DM,11,269172,Z. Al Johani,True,False
observed,DM,12,292,J. Henderson,True,False
observed,CM,1,19617,M. Olise,True,False
observed,CM,2,156477,R. Cherki,True,False
observed,CM,3,2489,L. Diaz,True,False
observed,CM,4,1422,J. Doku,True,False
observed,CM,5,214463,I. Yuksek,True,False
observed,CM,6,2676,R. Neves,True,False
observed,CM,7,635,R. Mahrez,True,False
observed,CM,8,41112,Trincao,True,False
observed,CM,9,116117,M. Caicedo,True,False
observed,CM,10,538,F. de Jong,True,False
observed,CM,11,319572,V. Barco,True,False
observed,CM,12,128384,Vitinha,True,False
observed,CM,13,129718,J. Bellingham,True,False
observed,CM,14,1271,A. Tchouameni,True,False
observed,CM,15,39064,P. Berg,True,False
observed,CM,16,1323,D. Olmo,True,False
observed,CM,17,2472,R. de Paul,True,False
observed,CM,18,6067,T. Almada,True,False
observed,CM,19,37127,M. Odegaard,True,False
observed,CM,20,1578,G. Lo Celso,True,False
observed,CM,21,747,Casemiro,True,False
observed,CM,22,754,L. Modric,True,False
observed,CM,23,51494,M. Ugarte,True,False
observed,CM,24,415431,S. El Mourabet,True,False
observed,CM,25,1640,H. Calhanoglu,True,False
observed,CM,26,10135,Bruno Guimaraes,True,False
observed,CM,27,10097,Ederson,True,False
observed,CM,28,36902,T. Reijnders,True,False
observed,CM,29,335051,J. Neves,True,False
observed,CM,30,750,A. Fidalgo,True,False
observed,AM,1,6005,J. Quintero,True,False
observed,AM,2,414149,R. Mofokeng,True,False
observed,AM,3,271,L. Paredes,True,False
observed,AM,4,37155,O. Kokcu,True,False
observed,AM,5,129678,A. Ounahi,True,False
observed,AM,6,350850,B. Zeneli,True,False
observed,AM,7,395559,K. Alajbegovic,True,False
observed,AM,8,78,H. Vanaken,True,False
observed,AM,9,441269,P. Okon-Engstler,True,False
observed,AM,10,474591,C. Inao Oulai,True,False
observed,AM,11,263228,P. Guiagon,True,False
observed,AM,12,1864,P. Neto,True,False
observed,AM,13,454,Y. Akgun,True,False
observed,AM,14,644,L. Sane,True,False
observed,AM,15,362400,M. Arfsten,True,False
observed,AM,16,51114,C. Roldan,True,False
observed,AM,17,295977,T. Moremi,True,False
observed,AM,18,7562,R. Schmid,True,False
observed,AM,19,35576,O. Pineda,True,False
observed,AM,20,339887,C. Y. Uzun,True,False
observed,AM,21,63274,B. A. Yilmaz,True,False
observed,AM,22,13376,J. Campaz,True,False
observed,AM,23,345748,Andres Gomez,True,False
observed,AM,24,38123,A. Hrustic,True,False
observed,AM,25,5994,J. Carrascal,True,False
observed,AM,26,160925,T. Ali,False,True
observed,AM,27,7050,A. O'Neill,True,False
observed,AM,28,6934,A. Rufer,True,False
observed,AM,29,475575,C. Yirenkyi,True,False
observed,AM,30,1322,N. Moro,True,False
observed,RW,1,154,L. Messi,True,False
observed,RW,2,513776,Y. Diomande,True,False
observed,RW,3,278,K. Mbappe,True,False
observed,RW,4,583,Joao Felix,True,False
observed,RW,5,25414,J. Yeboah,True,False
observed,RW,6,343027,D. Doue,True,False
observed,RW,7,2889,A. Vega,True,False
observed,RW,8,276,Neymar,True,False
observed,RW,9,535046,A. Amaimouni,False,True
observed,RW,10,927,Lee Kang-In,True,False
observed,RW,11,186,Son Heung-Min,True,False
observed,RW,12,108563,R. Zalazar,True,False
observed,RW,13,1460,B. Saka,True,False
observed,RW,14,326067,A. Hadj Moussa,True,False
observed,RW,15,350037,N. Paz,True,False
observed,RW,16,350799,Jeremy Arevalo,True,False
observed,RW,17,3246,N. Pepe,True,False
observed,RW,18,2544,A. Afif,True,False
observed,RW,19,517,J. Rodriguez,True,False
observed,RW,20,147859,C. De Ketelaere,True,False
observed,RW,21,377122,Endrick,True,False
observed,RW,22,7722,S. Kalajdzic,True,False
observed,RW,23,184,H. Kane,True,False
observed,RW,24,35532,J. Quinones,True,False
observed,RW,25,295513,J. Lopez,True,False
observed,RW,26,292396,A. Londono,True,False
observed,RW,27,44701,K. Al Ghannam,True,False
observed,RW,28,6009,J. Alvarez,True,False
observed,RW,29,35885,A. Zendejas,True,False
observed,RW,30,369544,G. Yassine,True,False
observed,LW,1,909,M. Rashford,True,False
observed,LW,2,314511,A. Nusa,True,False
observed,LW,3,127769,G. Martinelli,True,False
observed,LW,4,247,C. Gakpo,True,False
observed,LW,5,1946,L. Trossard,True,False
observed,LW,6,387643,B. Toure,True,False
observed,LW,7,26315,N. Gonzalez,True,False
observed,LW,8,301771,S. Adingra,True,False
observed,ST,1,153,O. Dembele,True,False
observed,ST,2,181812,J. Musiala,True,False
observed,ST,3,2601,D. Kamada,True,False
empirical_low,GK,1,182718,J. Garcia,True,False
empirical_low,GK,2,49866,U. Cakir,True,False
empirical_low,GK,3,129058,B. Verbruggen,True,False
empirical_low,GK,4,732,L. Zidane,True,False
empirical_low,GK,5,138804,M. Kovar,True,False
empirical_low,GK,6,22221,M. Maignan,True,False
empirical_low,GK,7,497,M. Neuer,True,False
empirical_low,GK,8,369,D. Costa,True,False
empirical_low,GK,9,46417,S. Chaine,True,False
empirical_low,GK,10,47296,G. Rulli,True,False
empirical_low,GK,11,280,Alisson,True,False
empirical_low,GK,12,353883,P. Beach,True,False
empirical_low,GK,13,2986,E. Mendy,True,False
empirical_low,GK,14,1142,Y. Mvogo,True,False
empirical_low,GK,15,702,O. Baumann,True,False
empirical_low,GK,16,269349,L. Hornicek,True,False
empirical_low,GK,17,2482,C. Vargas,True,False
empirical_low,GK,18,2892,Kim Seung-Gyu,True,False
empirical_low,GK,19,119853,M. Diaw,True,False
empirical_low,GK,20,20566,Y. Diouf,True,False
empirical_low,GK,21,194536,R. Roefs,True,False
empirical_low,GK,22,524,D. Kotarski,True,False
empirical_low,GK,23,46245,R. Goss,True,False
empirical_low,GK,24,221605,F. Wiegele,True,False
empirical_low,GK,25,6870,P. Izzo,True,False
empirical_low,GK,26,64190,Y. Fofana,True,False
empirical_low,GK,27,340151,M. Penders,True,False
empirical_low,GK,28,3275,R. Williams,True,False
empirical_low,GK,29,26232,M. Flekken,True,False
empirical_low,GK,30,19088,D. Henderson,True,False
empirical_low,RB,1,271539,J. Hadjam,True,False
empirical_low,RB,2,25158,D. Raum,True,False
empirical_low,RB,3,6002,E. Palacios,True,False
empirical_low,RB,4,2869,E. Alvarez,True,False
empirical_low,RB,5,41552,P. Ciss,True,False
empirical_low,RB,6,9,A. Hakimi,True,False
empirical_low,RB,7,390002,M. Chavez Garcia,True,False
empirical_low,RB,8,38735,S. Dest,True,False
empirical_low,RB,9,359561,K. Sebelebele,True,False
empirical_low,RB,10,502,J. Kimmich,True,False
empirical_low,RB,11,47519,P. Porro,True,False
empirical_low,RB,12,355994,A. Freeman,True,False
empirical_low,RB,13,1257,J. Kounde,True,False
empirical_low,RB,14,195992,J. Caceres,True,False
empirical_low,RB,15,1231,V. Coufal,True,False
empirical_low,RB,16,81,K. Diatta,True,False
empirical_low,RB,17,1117,K. Tierney,True,False
empirical_low,RB,18,153622,K. Trewin,True,False
empirical_low,RB,19,19545,R. James,True,False
empirical_low,RB,20,39058,F. Bjorkan,True,False
empirical_low,RB,21,161747,G. Doue,True,False
empirical_low,RB,22,1719,M. Muldur,True,False
empirical_low,RB,23,283252,Z. El Ouahdi,True,False
empirical_low,RB,24,41621,M. Nunes,True,False
empirical_low,RB,25,134995,N. Boushal,True,False
empirical_low,RB,26,44367,A. Majrashi,True,False
empirical_low,RB,27,353808,D. Fonville,True,False
empirical_low,RB,28,161907,M. Gusto,True,False
empirical_low,RB,29,48489,M. Muheim,True,False
empirical_low,RB,30,2881,J. Gallardo,True,False
empirical_low,RCB,1,69,B. Mechele,True,False
empirical_low,RCB,2,265595,G. Inacio,True,False
empirical_low,RCB,3,318,K. Koulibaly,True,False
empirical_low,RCB,4,20995,M. Lacroix,True,False
empirical_low,RCB,5,2897,Kim Min-Jae,True,False
empirical_low,RCB,6,61837,A. Bardakci,True,False
empirical_low,RCB,7,22224,Gabriel,True,False
empirical_low,RCB,8,290,V. van Dijk,True,False
empirical_low,RCB,9,266345,E. Lira,True,False
empirical_low,RCB,10,30776,C. Romero,True,False
empirical_low,RCB,11,1149,D. Upamecano,True,False
empirical_low,RCB,12,38695,J. P. van Hecke,True,False
empirical_low,RCB,13,295793,M. Pubill,True,False
empirical_low,RCB,14,2532,B. Khoukhi,True,False
empirical_low,RCB,15,25287,K. Danso,True,False
empirical_low,RCB,16,396623,P. Cubarsi,True,False
empirical_low,RCB,17,161939,T. Araujo,True,False
empirical_low,RCB,18,31,J. M. Gimenez,True,False
empirical_low,RCB,19,16804,Y. Ibrahim,True,False
empirical_low,RCB,20,312964,N. Ngoy,True,False
empirical_low,RCB,21,101814,R. Araujo,True,False
empirical_low,RCB,22,375,C. Mbemba,True,False
empirical_low,RCB,23,257,Marquinhos,True,False
empirical_low,RCB,24,567,R. Dias,True,False
empirical_low,RCB,25,44507,A. Lajami,True,False
empirical_low,RCB,26,162964,R. Hranac,True,False
empirical_low,RCB,27,30521,M. Demiral,True,False
empirical_low,RCB,28,626,J. Stones,True,False
empirical_low,RCB,29,18814,I. Diop,True,False
empirical_low,LCB,1,624,N. Otamendi,True,False
empirical_low,LCB,2,2194,R. Bensebaini,True,False
empirical_low,LCB,3,16367,W. Pacho,True,False
empirical_low,LCB,4,529,N. Tagliafico,True,False
empirical_low,LCB,5,2467,L. Martinez,True,False
empirical_low,LCB,6,30424,Ibanez,True,False
empirical_low,LCB,7,972,J. Tah,True,False
empirical_low,LCB,8,152849,M. van de Ven,True,False
empirical_low,LCB,9,129033,J. Gvardiol,True,False
empirical_low,LCB,10,20836,C. Operi,True,False
empirical_low,LCB,11,278898,C. Riad,True,False
empirical_low,LB,1,263482,N. Mendes,True,False
empirical_low,LB,2,21138,R. Ait-Nouri,True,False
empirical_low,LB,3,46334,A. Modiba,True,False
empirical_low,LB,4,51776,M. Araujo,True,False
empirical_low,LB,5,21098,J. Kayembe,True,False
empirical_low,LB,6,19549,A. Robinson,True,False
empirical_low,LB,7,307123,N. O'Reilly,True,False
empirical_low,LB,8,375974,J. Seys,True,False
empirical_low,LB,9,162451,A. Salah-Eddine,True,False
empirical_low,LB,10,47300,T. Hernandez,True,False
empirical_low,LB,11,51466,J. Piquerez,True,False
empirical_low,LB,12,127817,P. Hincapie,True,False
empirical_low,LB,13,47380,M. Cucurella,True,False
empirical_low,LB,14,162007,M. De Cuyper,True,False
empirical_low,LB,15,50057,E. Elmali,True,False
empirical_low,LB,16,19235,D. Spence,True,False
empirical_low,LB,17,7578,G. Mensah,True,False
empirical_low,LB,18,409303,M. Diouf,True,False
empirical_low,LB,19,33,L. Hernandez,True,False
empirical_low,LB,20,51572,M. Vina,True,False
empirical_low,LB,21,18816,A. Masuaku,True,False
empirical_low,LB,22,289,A. Robertson,True,False
empirical_low,LB,23,1361,F. Kadioglu,True,False
empirical_low,LB,24,158121,I. Jakobs,True,False
empirical_low,LB,25,2724,L. Digne,True,False
empirical_low,LB,26,306940,Y. Medina,True,False
empirical_low,LB,27,46731,P. Estupinan,True,False
empirical_low,LB,28,198654,D. Svensson,True,False
empirical_low,LB,29,25915,P. Mwene,True,False
empirical_low,LB,30,146772,Y. Belammari,True,False
empirical_low,DM,1,44,Rodri,True,False
empirical_low,DM,2,137210,A. Stiller,True,False
empirical_low,DM,3,374058,L. Camara,True,False
empirical_low,DM,4,162714,A. Onana,True,False
empirical_low,DM,5,2926,Y. Tielemans,True,False
empirical_low,DM,6,511,L. Goretzka,True,False
empirical_low,DM,7,328033,A. Pavlovic,True,False
empirical_low,DM,8,96512,K. Lenini,True,False
empirical_low,DM,9,1464,G. Xhaka,True,False
empirical_low,DM,10,1934,S. Berge,True,False
empirical_low,DM,11,269172,Z. Al Johani,True,False
empirical_low,DM,12,292,J. Henderson,True,False
empirical_low,CM,1,19617,M. Olise,True,False
empirical_low,CM,2,156477,R. Cherki,True,False
empirical_low,CM,3,2489,L. Diaz,True,False
empirical_low,CM,4,1422,J. Doku,True,False
empirical_low,CM,5,214463,I. Yuksek,True,False
empirical_low,CM,6,2676,R. Neves,True,False
empirical_low,CM,7,635,R. Mahrez,True,False
empirical_low,CM,8,41112,Trincao,True,False
empirical_low,CM,9,116117,M. Caicedo,True,False
empirical_low,CM,10,538,F. de Jong,True,False
empirical_low,CM,11,319572,V. Barco,True,False
empirical_low,CM,12,128384,Vitinha,True,False
empirical_low,CM,13,129718,J. Bellingham,True,False
empirical_low,CM,14,1271,A. Tchouameni,True,False
empirical_low,CM,15,39064,P. Berg,True,False
empirical_low,CM,16,1323,D. Olmo,True,False
empirical_low,CM,17,6067,T. Almada,True,False
empirical_low,CM,18,37127,M. Odegaard,True,False
empirical_low,CM,19,2472,R. de Paul,True,False
empirical_low,CM,20,1578,G. Lo Celso,True,False
empirical_low,CM,21,747,Casemiro,True,False
empirical_low,CM,22,754,L. Modric,True,False
empirical_low,CM,23,51494,M. Ugarte,True,False
empirical_low,CM,24,415431,S. El Mourabet,True,False
empirical_low,CM,25,1640,H. Calhanoglu,True,False
empirical_low,CM,26,10135,Bruno Guimaraes,True,False
empirical_low,CM,27,10097,Ederson,True,False
empirical_low,CM,28,36902,T. Reijnders,True,False
empirical_low,CM,29,335051,J. Neves,True,False
empirical_low,CM,30,750,A. Fidalgo,True,False
empirical_low,AM,1,6005,J. Quintero,True,False
empirical_low,AM,2,414149,R. Mofokeng,True,False
empirical_low,AM,3,271,L. Paredes,True,False
empirical_low,AM,4,37155,O. Kokcu,True,False
empirical_low,AM,5,129678,A. Ounahi,True,False
empirical_low,AM,6,350850,B. Zeneli,True,False
empirical_low,AM,7,395559,K. Alajbegovic,True,False
empirical_low,AM,8,78,H. Vanaken,True,False
empirical_low,AM,9,441269,P. Okon-Engstler,True,False
empirical_low,AM,10,263228,P. Guiagon,True,False
empirical_low,AM,11,474591,C. Inao Oulai,True,False
empirical_low,AM,12,1864,P. Neto,True,False
empirical_low,AM,13,454,Y. Akgun,True,False
empirical_low,AM,14,644,L. Sane,True,False
empirical_low,AM,15,362400,M. Arfsten,True,False
empirical_low,AM,16,295977,T. Moremi,True,False
empirical_low,AM,17,7562,R. Schmid,True,False
empirical_low,AM,18,339887,C. Y. Uzun,True,False
empirical_low,AM,19,63274,B. A. Yilmaz,True,False
empirical_low,AM,20,13376,J. Campaz,True,False
empirical_low,AM,21,51114,C. Roldan,True,False
empirical_low,AM,22,345748,Andres Gomez,True,False
empirical_low,AM,23,38123,A. Hrustic,True,False
empirical_low,AM,24,5994,J. Carrascal,True,False
empirical_low,AM,25,35576,O. Pineda,True,False
empirical_low,AM,26,7050,A. O'Neill,True,False
empirical_low,AM,27,6934,A. Rufer,True,False
empirical_low,AM,28,475575,C. Yirenkyi,True,False
empirical_low,AM,29,1322,N. Moro,True,False
empirical_low,AM,30,311543,N. Angulo,True,False
empirical_low,RW,1,154,L. Messi,True,False
empirical_low,RW,2,513776,Y. Diomande,True,False
empirical_low,RW,3,278,K. Mbappe,True,False
empirical_low,RW,4,25414,J. Yeboah,True,False
empirical_low,RW,5,583,Joao Felix,True,False
empirical_low,RW,6,343027,D. Doue,True,False
empirical_low,RW,7,2889,A. Vega,True,False
empirical_low,RW,8,276,Neymar,True,False
empirical_low,RW,9,927,Lee Kang-In,True,False
empirical_low,RW,10,186,Son Heung-Min,True,False
empirical_low,RW,11,1460,B. Saka,True,False
empirical_low,RW,12,326067,A. Hadj Moussa,True,False
empirical_low,RW,13,350037,N. Paz,True,False
empirical_low,RW,14,3246,N. Pepe,True,False
empirical_low,RW,15,2544,A. Afif,True,False
empirical_low,RW,16,517,J. Rodriguez,True,False
empirical_low,RW,17,147859,C. De Ketelaere,True,False
empirical_low,RW,18,377122,Endrick,True,False
empirical_low,RW,19,7722,S. Kalajdzic,True,False
empirical_low,RW,20,184,H. Kane,True,False
empirical_low,RW,21,108563,R. Zalazar,True,False
empirical_low,RW,22,35532,J. Quinones,True,False
empirical_low,RW,23,295513,J. Lopez,True,False
empirical_low,RW,24,44701,K. Al Ghannam,True,False
empirical_low,RW,25,6009,J. Alvarez,True,False
empirical_low,RW,26,35885,A. Zendejas,True,False
empirical_low,RW,27,292396,A. Londono,True,False
empirical_low,RW,28,369544,G. Yassine,True,False
empirical_low,RW,29,72155,A. Ueda,True,False
empirical_low,RW,30,279482,B. Cipenga,True,False
empirical_low,LW,1,909,M. Rashford,True,False
empirical_low,LW,2,314511,A. Nusa,True,False
empirical_low,LW,3,127769,G. Martinelli,True,False
empirical_low,LW,4,247,C. Gakpo,True,False
empirical_low,LW,5,1946,L. Trossard,True,False
empirical_low,LW,6,387643,B. Toure,True,False
empirical_low,LW,7,26315,N. Gonzalez,True,False
empirical_low,LW,8,301771,S. Adingra,True,False
empirical_low,ST,1,153,O. Dembele,True,False
empirical_low,ST,2,181812,J. Musiala,True,False
empirical_low,ST,3,2601,D. Kamada,True,False
empirical_median,GK,1,182718,J. Garcia,True,False
empirical_median,GK,2,49866,U. Cakir,True,False
empirical_median,GK,3,129058,B. Verbruggen,True,False
empirical_median,GK,4,732,L. Zidane,True,False
empirical_median,GK,5,138804,M. Kovar,True,False
empirical_median,GK,6,22221,M. Maignan,True,False
empirical_median,GK,7,497,M. Neuer,True,False
empirical_median,GK,8,369,D. Costa,True,False
empirical_median,GK,9,46417,S. Chaine,True,False
empirical_median,GK,10,47296,G. Rulli,True,False
empirical_median,GK,11,280,Alisson,True,False
empirical_median,GK,12,353883,P. Beach,True,False
empirical_median,GK,13,2986,E. Mendy,True,False
empirical_median,GK,14,1142,Y. Mvogo,True,False
empirical_median,GK,15,269349,L. Hornicek,True,False
empirical_median,GK,16,702,O. Baumann,True,False
empirical_median,GK,17,2482,C. Vargas,True,False
empirical_median,GK,18,2892,Kim Seung-Gyu,True,False
empirical_median,GK,19,119853,M. Diaw,True,False
empirical_median,GK,20,20566,Y. Diouf,True,False
empirical_median,GK,21,194536,R. Roefs,True,False
empirical_median,GK,22,524,D. Kotarski,True,False
empirical_median,GK,23,46245,R. Goss,True,False
empirical_median,GK,24,221605,F. Wiegele,True,False
empirical_median,GK,25,6870,P. Izzo,True,False
empirical_median,GK,26,64190,Y. Fofana,True,False
empirical_median,GK,27,340151,M. Penders,True,False
empirical_median,GK,28,3275,R. Williams,True,False
empirical_median,GK,29,26232,M. Flekken,True,False
empirical_median,GK,30,19088,D. Henderson,True,False
empirical_median,RB,1,271539,J. Hadjam,True,False
empirical_median,RB,2,25158,D. Raum,True,False
empirical_median,RB,3,6002,E. Palacios,True,False
empirical_median,RB,4,2869,E. Alvarez,True,False
empirical_median,RB,5,41552,P. Ciss,True,False
empirical_median,RB,6,9,A. Hakimi,True,False
empirical_median,RB,7,390002,M. Chavez Garcia,True,False
empirical_median,RB,8,38735,S. Dest,True,False
empirical_median,RB,9,355994,A. Freeman,True,False
empirical_median,RB,10,359561,K. Sebelebele,True,False
empirical_median,RB,11,502,J. Kimmich,True,False
empirical_median,RB,12,47519,P. Porro,True,False
empirical_median,RB,13,1257,J. Kounde,True,False
empirical_median,RB,14,195992,J. Caceres,True,False
empirical_median,RB,15,1231,V. Coufal,True,False
empirical_median,RB,16,81,K. Diatta,True,False
empirical_median,RB,17,1117,K. Tierney,True,False
empirical_median,RB,18,153622,K. Trewin,True,False
empirical_median,RB,19,19545,R. James,True,False
empirical_median,RB,20,39058,F. Bjorkan,True,False
empirical_median,RB,21,161747,G. Doue,True,False
empirical_median,RB,22,1719,M. Muldur,True,False
empirical_median,RB,23,283252,Z. El Ouahdi,True,False
empirical_median,RB,24,41621,M. Nunes,True,False
empirical_median,RB,25,134995,N. Boushal,True,False
empirical_median,RB,26,48489,M. Muheim,True,False
empirical_median,RB,27,44367,A. Majrashi,True,False
empirical_median,RB,28,353808,D. Fonville,True,False
empirical_median,RB,29,161907,M. Gusto,True,False
empirical_median,RB,30,2881,J. Gallardo,True,False
empirical_median,RCB,1,69,B. Mechele,True,False
empirical_median,RCB,2,265595,G. Inacio,True,False
empirical_median,RCB,3,318,K. Koulibaly,True,False
empirical_median,RCB,4,20995,M. Lacroix,True,False
empirical_median,RCB,5,2897,Kim Min-Jae,True,False
empirical_median,RCB,6,61837,A. Bardakci,True,False
empirical_median,RCB,7,22224,Gabriel,True,False
empirical_median,RCB,8,290,V. van Dijk,True,False
empirical_median,RCB,9,266345,E. Lira,True,False
empirical_median,RCB,10,30776,C. Romero,True,False
empirical_median,RCB,11,1149,D. Upamecano,True,False
empirical_median,RCB,12,38695,J. P. van Hecke,True,False
empirical_median,RCB,13,295793,M. Pubill,True,False
empirical_median,RCB,14,2532,B. Khoukhi,True,False
empirical_median,RCB,15,25287,K. Danso,True,False
empirical_median,RCB,16,396623,P. Cubarsi,True,False
empirical_median,RCB,17,161939,T. Araujo,True,False
empirical_median,RCB,18,31,J. M. Gimenez,True,False
empirical_median,RCB,19,16804,Y. Ibrahim,True,False
empirical_median,RCB,20,312964,N. Ngoy,True,False
empirical_median,RCB,21,101814,R. Araujo,True,False
empirical_median,RCB,22,375,C. Mbemba,True,False
empirical_median,RCB,23,257,Marquinhos,True,False
empirical_median,RCB,24,567,R. Dias,True,False
empirical_median,RCB,25,44507,A. Lajami,True,False
empirical_median,RCB,26,162964,R. Hranac,True,False
empirical_median,RCB,27,30521,M. Demiral,True,False
empirical_median,RCB,28,626,J. Stones,True,False
empirical_median,RCB,29,18814,I. Diop,True,False
