combination_id,role,slot,player_id,player_name,world_cup_team,overall,uncertainty,minutes_num,provider_structural_missingness_confirmed
real_xi_set_04,ST,ST,153,O. Dembele,France,0.7411214479612049,0.0887687119753338,2764.0,False
real_xi_set_05,GK,GK,269349,L. Hornicek,Czech Republic,0.7876265308470172,0.0718410567903778,4220.0,False
real_xi_set_05,RCB,CB1,69,B. Mechele,Belgium,0.7073087044532894,0.0642870696522883,5270.0,False
real_xi_set_05,LCB,CB2,624,N. Otamendi,Argentina,0.7100013786997497,0.0716460780479048,4243.0,False
real_xi_set_05,RB,FB1,25158,D. Raum,Germany,0.6677485732012052,0.0847827742638868,3030.0,False
real_xi_set_05,LB,FB2,263482,N. Mendes,Portugal,0.7103090167412799,0.0801428980321012,3391.0,False
real_xi_set_05,DM,DM,44,Rodri,Spain,0.6861275926502921,0.0880234760575071,2811.0,False
real_xi_set_05,CM,CM,19617,M. Olise,France,0.8102143473077419,0.0690427941176097,4569.0,False
real_xi_set_05,AM,AM,6005,J. Quintero,Colombia,0.7829120220261333,0.1046696441497659,1988.0,False
real_xi_set_05,RW,W1,154,L. Messi,Argentina,0.8327019832961582,0.0753707580810284,3834.0,False
real_xi_set_05,LW,W2,909,M. Rashford,England,0.683823961586197,0.0878829008130657,2820.0,False
real_xi_set_05,ST,ST,153,O. Dembele,France,0.7411214479612049,0.0887687119753338,2764.0,False
real_xi_set_06,GK,GK,269349,L. Hornicek,Czech Republic,0.7876265308470172,0.0718410567903778,4220.0,False
real_xi_set_06,RCB,CB1,69,B. Mechele,Belgium,0.7073087044532894,0.0642870696522883,5270.0,False
real_xi_set_06,LCB,CB2,624,N. Otamendi,Argentina,0.7100013786997497,0.0716460780479048,4243.0,False
real_xi_set_06,RB,FB1,25158,D. Raum,Germany,0.6677485732012052,0.0847827742638868,3030.0,False
real_xi_set_06,LB,FB2,263482,N. Mendes,Portugal,0.7103090167412799,0.0801428980321012,3391.0,False
real_xi_set_06,DM,DM,44,Rodri,Spain,0.6861275926502921,0.0880234760575071,2811.0,False
real_xi_set_06,CM,CM,19617,M. Olise,France,0.8102143473077419,0.0690427941176097,4569.0,False
real_xi_set_06,AM,AM,113580,W. Semedo,Cape Verde Islands,0.5609815709763251,0.1193117518002608,1530.0,True
real_xi_set_06,RW,W1,154,L. Messi,Argentina,0.8327019832961582,0.0753707580810284,3834.0,False
real_xi_set_06,LW,W2,909,M. Rashford,England,0.683823961586197,0.0878829008130657,2820.0,False
real_xi_set_06,ST,ST,153,O. Dembele,France,0.7411214479612049,0.0887687119753338,2764.0,False
real_xi_set_07,GK,GK,269349,L. Hornicek,Czech Republic,0.7876265308470172,0.0718410567903778,4220.0,False
real_xi_set_07,RCB,CB1,69,B. Mechele,Belgium,0.7073087044532894,0.0642870696522883,5270.0,False
real_xi_set_07,LCB,CB2,624,N. Otamendi,Argentina,0.7100013786997497,0.0716460780479048,4243.0,False
real_xi_set_07,RB,FB1,271539,J. Hadjam,Algeria,0.745403673407056,0.1061208458284146,1934.0,False
real_xi_set_07,LB,FB2,263482,N. Mendes,Portugal,0.7103090167412799,0.0801428980321012,3391.0,False
real_xi_set_07,DM,DM,44,Rodri,Spain,0.6861275926502921,0.0880234760575071,2811.0,False
real_xi_set_07,CM,CM,19617,M. Olise,France,0.8102143473077419,0.0690427941176097,4569.0,False
real_xi_set_07,AM,AM,6005,J. Quintero,Colombia,0.7829120220261333,0.1046696441497659,1988.0,False
real_xi_set_07,RW,W1,154,L. Messi,Argentina,0.8327019832961582,0.0753707580810284,3834.0,False
real_xi_set_07,LW,W2,909,M. Rashford,England,0.683823961586197,0.0878829008130657,2820.0,False
real_xi_set_07,ST,ST,153,O. Dembele,France,0.7411214479612049,0.0887687119753338,2764.0,False
real_xi_set_08,GK,GK,269349,L. Hornicek,Czech Republic,0.7876265308470172,0.0718410567903778,4220.0,False
real_xi_set_08,RCB,CB1,69,B. Mechele,Belgium,0.7073087044532894,0.0642870696522883,5270.0,False
real_xi_set_08,LCB,CB2,624,N. Otamendi,Argentina,0.7100013786997497,0.0716460780479048,4243.0,False
real_xi_set_08,RB,FB1,271539,J. Hadjam,Algeria,0.745403673407056,0.1061208458284146,1934.0,False
real_xi_set_08,LB,FB2,263482,N. Mendes,Portugal,0.7103090167412799,0.0801428980321012,3391.0,False
real_xi_set_08,DM,DM,44,Rodri,Spain,0.6861275926502921,0.0880234760575071,2811.0,False
real_xi_set_08,CM,CM,19617,M. Olise,France,0.8102143473077419,0.0690427941176097,4569.0,False
real_xi_set_08,AM,AM,113580,W. Semedo,Cape Verde Islands,0.5609815709763251,0.1193117518002608,1530.0,True
real_xi_set_08,RW,W1,154,L. Messi,Argentina,0.8327019832961582,0.0753707580810284,3834.0,False
real_xi_set_08,LW,W2,909,M. Rashford,England,0.683823961586197,0.0878829008130657,2820.0,False
real_xi_set_08,ST,ST,153,O. Dembele,France,0.7411214479612049,0.0887687119753338,2764.0,False
