path,kind,rows,columns,has_player_id,has_fixture_id,has_minutes
data/audits/exact_fixture_inventory.csv,other,13332,fixture_id | date_utc | league_id | league_name | league_type | country | season | home_team_id | home_team | away_team_id | away_team | status | is_friendly | is_youth | official_senior_main | in_current_window | in_pre_world_cup_window,False,True,False
data/audits/fixture_detail_pilot_active_players.csv,player_candidate,5909,fixture_id | date_utc | league_id | league_name | season | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved | minutes_num | rating_num | lineup_source | lineup_position | grid | formation | is_starter | is_unused_substitute | appeared | role_resolvable,True,True,True
data/audits/fixture_detail_pilot_by_competition.csv,other,116,league_id | league_name | season | sampled_fixtures | player_endpoint_available | lineup_endpoint_available | player_endpoint_rate | lineup_endpoint_rate,False,False,False
data/audits/fixture_detail_pilot_errors.csv,other,0,,False,False,False
data/audits/fixture_detail_pilot_lineups.csv,lineup_candidate,9306,fixture_id | date_utc | league_id | league_name | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/audits/fixture_detail_pilot_players.csv,player_candidate,7976,fixture_id | date_utc | league_id | league_name | season | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/audits/fixture_detail_pilot_quality.csv,other,225,fixture_id | league_id | league_name | season | player_rows | lineup_rows | players_response_nonempty | lineups_response_nonempty,False,True,False
data/audits/fixture_detail_pilot_quality_enriched.csv,other,225,fixture_id | league_id | league_name | season | player_rows | lineup_rows | players_response_nonempty | lineups_response_nonempty | date_utc | sample_order | sample_count | is_latest_sample,False,True,False
data/audits/fixture_detail_pilot_sample.csv,other,225,fixture_id | date_utc | league_id | league_name | league_type | country | season | home_team_id | home_team | away_team_id | away_team | status | is_friendly | is_youth | official_senior_main | in_current_window | in_pre_world_cup_window,False,True,False
data/audits/fixture_inventory_by_competition.csv,other,116,league_id | league_name | season | fixtures | current_window | pre_world_cup_window,False,False,False
data/audits/fixture_inventory_errors.csv,other,0,,False,False,False
data/audits/offline_readiness/fixture_information_value_queue.csv,other,364,fixture_id | unresolved_players | max_player_priority | total_player_priority | information_value_score,False,True,False
data/audits/offline_readiness/minute_reconciliation_classification.csv,other,3,selection_unresolved | classification | players,False,False,False
data/audits/offline_readiness/minute_reconciliation_players.csv,player_candidate,1062,player_id | player_name | world_cup_team | reported_minutes | detailed_match_minutes | detailed_minutes_share | expected_official_fixtures | processed_fixture_endpoints | fixture_endpoint_coverage | missing_fixture_endpoints | detailed_appearance_fixtures | detailed_minutes | aggregate_reported_minutes | minute_reconciliation_ratio_raw | minute_reconciliation_ratio_clipped | coverage_pass_80pct | minutes_present_precheck_not_current | current_share | precheck_share | precheck_pass80 | current_pass80 | classification | selection_unresolved,True,False,True
data/audits/offline_readiness/selection_challenger_priority.csv,other,323,player_id | player_name | world_cup_team | resolved_role | reason | decision_priority_score | role_gate_pressure | uncertainty_width_90 | lo90 | hi90 | best_lower_threshold | top30_lower_threshold | rank | urank | missing_fixture_count | cov_annual_current | cov_pre_world_cup | role_stability | stable,True,False,False
data/audits/offline_readiness/unresolved_players_with_consistency_flags.csv,player_candidate,323,player_id | player_name | world_cup_team | squad_position | resolved_role | role_stability | role_observations | role_distribution | reported_minutes | orientation_mapping | fixture_endpoint_coverage | coverage_pass_80pct | stable_role_60pct | scientific_role_eligible | minutes_num | overall | uncertainty | conservative_score | build_up | progression | creation | finishing | defending | duels | retention | goalkeeping | profile_scored | lower_95 | upper_95 | role_rank_conservative | top30_lower_threshold | best_lower_threshold | plausible_top30 | plausible_real_xi | guardrail_top35 | insufficient_evidence_guardrail | in_selection_frontier | frontier_reason | cov_annual_current | pass_annual_current | miss_annual_current | cov_pre_world_cup | pass_pre_world_cup | miss_pre_world_cup | covered | lo90 | hi90 | stable | rank | urank | needed | reason | anomaly_cov80_but_annual_fail | anomaly_cov80_but_prewc_fail | anomaly_zero_missing_but_annual_fail | anomaly_zero_missing_but_prewc_fail | anomaly_both_windows_pass_but_not_covered | anomaly_covered_without_both_windows | anomaly_role_stability_flag,True,False,True
data/audits/offline_readiness/unresolved_reason_by_role.csv,other,26,resolved_role | reason | players,False,False,False
data/audits/world_cup_2026_squad_universe.csv,other,1248,player_id | player_name | world_cup_team_id | world_cup_team | squad_position | age | number,True,False,False
data/lake/adaptive_fixture_progress.csv,other,10432,fixture_id | status | target_players | player_rows | lineup_rows | updated_at_utc,False,True,False
data/lake/batches/batch_29660506825_lineups.csv.gz,lineup_candidate,6619,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_29660506825_players.csv.gz,player_candidate,6619,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_29660520489_lineups.csv.gz,lineup_candidate,15091,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_29660520489_players.csv.gz,player_candidate,15077,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_29672394066_lineups.csv.gz,lineup_candidate,5454,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_29672394066_players.csv.gz,player_candidate,5452,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_29689679842_players.csv.gz,player_candidate,2,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_bundle_29690789529_1_lineups.csv.gz,lineup_candidate,5566,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_bundle_29690789529_1_players.csv.gz,player_candidate,5176,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_bundle_29690789529_2_lineups.csv.gz,lineup_candidate,1495,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_bundle_29690789529_2_players.csv.gz,player_candidate,1294,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_bundle_29690789529_3_lineups.csv.gz,lineup_candidate,37,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_bundle_29690789529_3_players.csv.gz,player_candidate,28,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_targeted_29671614118_lineups.csv.gz,lineup_candidate,8819,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_targeted_29671614118_players.csv.gz,player_candidate,8810,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_targeted_29676051690_lineups.csv.gz,lineup_candidate,1548,fixture_id | date_utc | league_id | season | team_id | team_name | formation | lineup_source | player_id | player_name | number | lineup_position | grid,True,True,False
data/lake/batches/batch_targeted_29676051690_players.csv.gz,player_candidate,1548,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_targeted_29682546014_players.csv.gz,player_candidate,2,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_targeted_29683983575_players.csv.gz,player_candidate,2,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/lake/batches/batch_targeted_29694514010_players.csv.gz,player_candidate,2,fixture_id | date_utc | league_id | league_name | season | in_current_window | in_pre_world_cup_window | team_id | team_name | player_id | player_name | minutes | number | provider_position | rating | captain | substitute | offsides | shots_total | shots_on | goals_total | goals_conceded | assists | saves | passes_total | passes_key | passes_accuracy_raw | tackles_total | blocks | interceptions | duels_total | duels_won | dribbles_attempts | dribbles_success | fouls_drawn | fouls_committed | yellow | red | penalty_won | penalty_committed | penalty_scored | penalty_missed | penalty_saved,True,True,True
data/processed/avatar_members.csv,other,159,player_id | player_name | team_id | team_name | position_group | minutes | shots | shots_on | goals | goals_conceded | assists | saves | passes | passes_accurate | key_passes | tackles | blocks | interceptions | duels | duels_won | dribbles_attempted | dribbles_completed | fouls_drawn | fouls_committed | yellow_cards | red_cards | provider_rating_mean | shots_p90 | goals_p90 | goals_conceded_p90 | assists_p90 | saves_p90 | passes_p90 | key_passes_p90 | tackles_p90 | blocks_p90 | interceptions_p90 | duels_p90 | dribbles_completed_p90 | fouls_drawn_p90 | fouls_committed_p90 | cards_p90 | shots_on_target_rate | duel_win_rate | dribble_success_rate | pass_accuracy | reliability | adjusted__saves_p90 | z__saves_p90 | adjusted__goals_conceded_p90 | z__goals_conceded_p90 | adjusted__pass_accuracy | z__pass_accuracy | adjusted__passes_p90 | z__passes_p90 | rank_score | position_rank | adjusted__interceptions_p90 | z__interceptions_p90 | adjusted__tackles_p90 | z__tackles_p90 | adjusted__blocks_p90 | z__blocks_p90 | adjusted__duel_win_rate | z__duel_win_rate | adjusted__cards_p90 | z__cards_p90 | adjusted__key_passes_p90 | z__key_passes_p90 | adjusted__assists_p90 | z__assists_p90 | adjusted__dribbles_completed_p90 | z__dribbles_completed_p90 | adjusted__goals_p90 | z__goals_p90 | adjusted__shots_p90 | z__shots_p90 | adjusted__shots_on_target_rate | z__shots_on_target_rate | adjusted__dribble_success_rate | z__dribble_success_rate | adjusted__fouls_drawn_p90 | z__fouls_drawn_p90 | avatar_id,True,False,True
data/processed/avatar_metrics.csv,other,53,avatar_id | position_group | metric | mean | arithmetic_mean | median | std | ci95_low | ci95_high | position_percentile | direction | actual_n,False,False,False
data/processed/avatars.csv,other,8,avatar_id | position_group | requested_top_n | actual_n | eligible_pool_n | sample_complete | mean_rank_score | median_minutes | interpretation_label,False,False,False
data/processed/fixtures.csv,other,102,fixture_id | date | status | home_team | away_team | home_goals | away_goals,False,True,False
data/processed/player_features.csv,player_candidate,630,player_id | player_name | team_id | team_name | position_group | minutes | shots | shots_on | goals | goals_conceded | assists | saves | passes | passes_accurate | key_passes | tackles | blocks | interceptions | duels | duels_won | dribbles_attempted | dribbles_completed | fouls_drawn | fouls_committed | yellow_cards | red_cards | provider_rating_mean | shots_p90 | goals_p90 | goals_conceded_p90 | assists_p90 | saves_p90 | passes_p90 | key_passes_p90 | tackles_p90 | blocks_p90 | interceptions_p90 | duels_p90 | dribbles_completed_p90 | fouls_drawn_p90 | fouls_committed_p90 | cards_p90 | shots_on_target_rate | duel_win_rate | dribble_success_rate | pass_accuracy,True,False,True
data/processed/player_matches.csv,player_candidate,2286,fixture_id | team_id | team_name | player_id | player_name | position_group | classification_rule | role_source | role_share | precise_role_minutes | formation | minutes | provider_rating | shots | shots_on | goals | goals_conceded | assists | saves | passes | passes_accurate | key_passes | tackles | blocks | interceptions | duels | duels_won | dribbles_attempted | dribbles_completed | fouls_drawn | fouls_committed | yellow_cards | red_cards,True,True,True
data/processed/positional_comparisons.csv,other,53,position_group | avatar_id | benchmark_id | player_id | player_name | team_name | metric | direction | avatar_value | real_value | direction_adjusted_difference | descriptive_leader,True,False,False
data/processed/rankings.csv,other,431,player_id | player_name | team_id | team_name | position_group | minutes | shots | shots_on | goals | goals_conceded | assists | saves | passes | passes_accurate | key_passes | tackles | blocks | interceptions | duels | duels_won | dribbles_attempted | dribbles_completed | fouls_drawn | fouls_committed | yellow_cards | red_cards | provider_rating_mean | shots_p90 | goals_p90 | goals_conceded_p90 | assists_p90 | saves_p90 | passes_p90 | key_passes_p90 | tackles_p90 | blocks_p90 | interceptions_p90 | duels_p90 | dribbles_completed_p90 | fouls_drawn_p90 | fouls_committed_p90 | cards_p90 | shots_on_target_rate | duel_win_rate | dribble_success_rate | pass_accuracy | reliability | adjusted__saves_p90 | z__saves_p90 | adjusted__goals_conceded_p90 | z__goals_conceded_p90 | adjusted__pass_accuracy | z__pass_accuracy | adjusted__passes_p90 | z__passes_p90 | rank_score | position_rank | adjusted__interceptions_p90 | z__interceptions_p90 | adjusted__tackles_p90 | z__tackles_p90 | adjusted__blocks_p90 | z__blocks_p90 | adjusted__duel_win_rate | z__duel_win_rate | adjusted__cards_p90 | z__cards_p90 | adjusted__key_passes_p90 | z__key_passes_p90 | adjusted__assists_p90 | z__assists_p90 | adjusted__dribbles_completed_p90 | z__dribbles_completed_p90 | adjusted__goals_p90 | z__goals_p90 | adjusted__shots_p90 | z__shots_p90 | adjusted__shots_on_target_rate | z__shots_on_target_rate | adjusted__dribble_success_rate | z__dribble_success_rate | adjusted__fouls_drawn_p90 | z__fouls_drawn_p90,True,False,True
data/processed/real_benchmarks.csv,other,8,player_id | player_name | team_id | team_name | position_group | minutes | shots | shots_on | goals | goals_conceded | assists | saves | passes | passes_accurate | key_passes | tackles | blocks | interceptions | duels | duels_won | dribbles_attempted | dribbles_completed | fouls_drawn | fouls_committed | yellow_cards | red_cards | provider_rating_mean | shots_p90 | goals_p90 | goals_conceded_p90 | assists_p90 | saves_p90 | passes_p90 | key_passes_p90 | tackles_p90 | blocks_p90 | interceptions_p90 | duels_p90 | dribbles_completed_p90 | fouls_drawn_p90 | fouls_committed_p90 | cards_p90 | shots_on_target_rate | duel_win_rate | dribble_success_rate | pass_accuracy | reliability | adjusted__saves_p90 | z__saves_p90 | adjusted__goals_conceded_p90 | z__goals_conceded_p90 | adjusted__pass_accuracy | z__pass_accuracy | adjusted__passes_p90 | z__passes_p90 | rank_score | position_rank | adjusted__interceptions_p90 | z__interceptions_p90 | adjusted__tackles_p90 | z__tackles_p90 | adjusted__blocks_p90 | z__blocks_p90 | adjusted__duel_win_rate | z__duel_win_rate | adjusted__cards_p90 | z__cards_p90 | adjusted__key_passes_p90 | z__key_passes_p90 | adjusted__assists_p90 | z__assists_p90 | adjusted__dribbles_completed_p90 | z__dribbles_completed_p90 | adjusted__goals_p90 | z__goals_p90 | adjusted__shots_p90 | z__shots_p90 | adjusted__shots_on_target_rate | z__shots_on_target_rate | adjusted__dribble_success_rate | z__dribble_success_rate | adjusted__fouls_drawn_p90 | z__fouls_drawn_p90 | benchmark_id | benchmark_rule,True,False,True
data/processed/real_best_xi.csv,other,11,slot | position_group | source_ordinal | entity_type | entity_id | entity_name | team_name | rank_score | minutes | available,False,False,True
data/processed/synthetic_xi.csv,other,11,slot | position_group | source_ordinal | entity_type | entity_id | entity_name | team_name | available,False,False,False
