player_id,cached_detailed_fixtures,cached_detailed_minutes,player_name,reported_minutes,detailed_match_minutes,ledger_detailed_minutes,ledger_aggregate_minutes,fixture_endpoint_coverage,missing_fixture_endpoints,ledger_pass,is_unresolved,cache_minus_ledger_minutes
128,2.0,189.0,,,,,,,,,False,189.0
129,1.0,0.0,,,,,,,,,False,0.0
130,45.0,3145.0,Nélson Semedo,3235.0,3235.0,3145.0,3235.0,1.0,0.0,True,False,0.0
133,2.0,111.0,,,,,,,,,False,111.0
134,1.0,90.0,,,,,,,,,False,90.0
135,1.0,88.0,,,,,,,,,False,88.0
144,3.0,279.0,,,,,,,,,False,279.0
146,1.0,90.0,,,,,,,,,False,90.0
147,1.0,79.0,,,,,,,,,False,79.0
153,53.0,2961.0,O. Dembélé,3192.0,3192.0,2764.0,3192.0,1.0,0.0,True,False,197.0
154,52.0,4542.0,L. Messi,7195.0,7195.0,3834.0,7195.0,1.0,0.0,False,True,708.0
156,1.0,88.0,,,,,,,,,False,88.0
157,3.0,180.0,,,,,,,,,False,180.0
158,1.0,43.0,,,,,,,,,False,43.0
164,1.0,0.0,,,,,,,,,False,0.0
166,1.0,18.0,,,,,,,,,False,18.0
168,54.0,4324.0,D. Sánchez,5466.0,5466.0,4228.0,5466.0,1.0,0.0,False,True,96.0
171,1.0,90.0,,,,,,,,,False,90.0
174,1.0,120.0,,,,,,,,,False,120.0
183,1.0,90.0,,,,,,,,,False,90.0
184,65.0,5077.0,H. Kane,5228.0,5228.0,4702.0,5228.0,1.0,0.0,True,False,375.0
186,37.0,2965.0,Son Heung-Min,4495.0,4495.0,2965.0,4495.0,1.0,0.0,False,True,0.0
190,1.0,81.0,,,,,,,,,False,81.0
194,1.0,0.0,,,,,,,,,False,0.0
198,1.0,90.0,,,,,,,,,False,90.0
207,47.0,3330.0,I. Perisic,3578.0,3578.0,3330.0,3578.0,1.0,0.0,True,False,0.0
212,1.0,61.0,,,,,,,,,False,61.0
214,1.0,90.0,,,,,,,,,False,90.0
216,2.0,180.0,,,,,,,,,False,180.0
217,60.0,3512.0,Lautaro Martínez,4844.0,4844.0,3169.0,4844.0,1.0,0.0,False,True,343.0
219,2.0,168.0,,,,,,,,,False,168.0
221,12.0,1096.0,E. Room,1294.0,1294.0,821.0,1294.0,1.0,0.0,False,True,275.0
224,1.0,0.0,,,,,,,,,False,0.0
225,38.0,3289.0,A. Behich,4313.0,4313.0,3289.0,4313.0,1.0,0.0,False,True,0.0
226,36.0,2315.0,D. Dumfries,2653.0,2653.0,2172.0,2653.0,1.0,0.0,True,False,143.0
227,1.0,0.0,,,,,,,,,False,0.0
228,52.0,2031.0,A. Obispo,2132.0,2132.0,2031.0,2132.0,1.0,0.0,True,False,0.0
232,1.0,59.0,,,,,,,,,False,59.0
237,1.0,10.0,,,,,,,,,False,10.0
240,1.0,90.0,,,,,,,,,False,90.0
241,42.0,2792.0,M. Sadílek,2929.0,2929.0,2792.0,2929.0,1.0,0.0,True,False,0.0
242,33.0,2249.0,R. Thomas,2532.0,2532.0,2249.0,2532.0,1.0,0.0,True,False,0.0
247,56.0,3972.0,C. Gakpo,4345.0,4345.0,3972.0,4345.0,1.0,0.0,True,False,0.0
249,53.0,3016.0,D. Malen,3344.0,3344.0,3016.0,3344.0,1.0,0.0,True,False,0.0
250,1.0,12.0,,,,,,,,,False,12.0
252,1.0,90.0,,,,,,,,,False,90.0
253,1.0,0.0,,,,,,,,,False,0.0
257,64.0,3842.0,Marquinhos,5209.0,5209.0,3252.0,5209.0,1.0,0.0,False,True,590.0
262,1.0,0.0,,,,,,,,,False,0.0
264,41.0,2744.0,T. Meunier,3124.0,3124.0,2744.0,3124.0,1.0,0.0,True,False,0.0
265,1.0,90.0,,,,,,,,,False,90.0
269,2.0,102.0,,,,,,,,,False,102.0
271,48.0,3783.0,L. Paredes,4285.0,4195.0,3687.0,4285.0,1.0,0.0,True,False,96.0
272,40.0,3405.0,A. Rabiot,3658.0,3658.0,3405.0,3658.0,1.0,0.0,True,False,0.0
273,1.0,90.0,,,,,,,,,False,90.0
276,34.0,2656.0,Neymar,3682.0,3682.0,2566.0,3682.0,1.0,0.0,False,True,90.0
278,56.0,4363.0,Kylian Mbappé,4582.0,4582.0,4228.0,4582.0,1.0,0.0,True,False,135.0
280,44.0,3841.0,Alisson Becker,4566.0,4566.0,3746.0,4566.0,1.0,0.0,True,False,95.0
284,1.0,18.0,,,,,,,,,False,18.0
289,60.0,2248.0,A. Robertson,2766.0,2766.0,2248.0,2766.0,1.0,0.0,True,False,0.0
290,59.0,5331.0,V. van Dijk,5711.0,5711.0,5331.0,5711.0,1.0,0.0,True,False,0.0
292,42.0,2106.0,J. Henderson,2262.0,2262.0,2106.0,2262.0,1.0,0.0,True,False,0.0
293,2.0,89.0,,,,,,,,,False,89.0
294,1.0,28.0,,,,,,,,,False,28.0
299,45.0,3600.0,Fabinho,5291.0,5291.0,3600.0,5291.0,1.0,0.0,False,False,0.0
300,1.0,98.0,,,,,,,,,False,98.0
302,1.0,90.0,,,,,,,,,False,90.0
304,41.0,3389.0,S. Mané,4360.0,4360.0,3389.0,4360.0,1.0,0.0,False,True,0.0
306,56.0,4145.0,Mohamed Salah,4285.0,4285.0,4145.0,4285.0,1.0,0.0,True,False,0.0
313,15.0,639.0,D. Ospina,4820.0,4799.0,549.0,4820.0,0.2542372881355932,44.0,False,True,90.0
317,1.0,0.0,,,,,,,,,False,0.0
318,37.0,2956.0,K. Koulibaly,3136.0,3136.0,2476.0,3136.0,1.0,0.0,False,True,480.0
326,2.0,78.0,,,,,,,,,False,78.0
327,1.0,10.0,,,,,,,,,False,10.0
328,48.0,2859.0,Fabián Ruiz,2715.0,2715.0,2398.0,2715.0,1.0,0.0,True,False,461.0
329,1.0,90.0,,,,,,,,,False,90.0
353,1.0,78.0,,,,,,,,,False,78.0
357,1.0,45.0,,,,,,,,,False,45.0
360,1.0,84.0,,,,,,,,,False,84.0
362,1.0,0.0,,,,,,,,,False,0.0
369,54.0,4730.0,Diogo Costa,7705.0,7705.0,4730.0,7705.0,1.0,0.0,False,True,0.0
375,51.0,2531.0,C. Mbemba,2621.0,2621.0,2531.0,2621.0,1.0,0.0,True,False,0.0
378,2.0,70.0,,,,,,,,,False,70.0
399,56.0,4476.0,A. Nübel,4641.0,4641.0,4476.0,4641.0,1.0,0.0,True,False,0.0
409,44.0,2303.0,N. Bentaleb,2702.0,2702.0,2303.0,2702.0,1.0,0.0,True,False,0.0
412,1.0,0.0,,,,,,,,,False,0.0
415,58.0,4592.0,W. McKennie,4961.0,4961.0,4364.0,4961.0,1.0,0.0,True,False,228.0
417,14.0,717.0,A. Schöpf,2155.0,2155.0,697.0,2155.0,0.5892857142857143,23.0,False,True,20.0
419,1.0,90.0,,,,,,,,,False,90.0
421,40.0,2548.0,B. Embolo,3139.0,3139.0,2548.0,3139.0,1.0,0.0,True,False,0.0
422,3.0,22.0,,,,,,,,,False,22.0
425,1.0,1.0,,,,,,,,,False,1.0
427,51.0,2774.0,H. Wright,2923.0,2923.0,2757.0,2923.0,1.0,0.0,True,False,17.0
429,46.0,3966.0,F. Muslera,4102.0,4012.0,3876.0,4102.0,1.0,0.0,True,False,90.0
440,32.0,1801.0,Y. Nagatomo,2321.0,2321.0,1685.0,2321.0,1.0,0.0,False,True,116.0
451,1.0,45.0,,,,,,,,,False,45.0
454,46.0,2553.0,Y. Akgün,2658.0,2658.0,2553.0,2658.0,1.0,0.0,True,False,0.0
458,1.0,90.0,,,,,,,,,False,90.0
463,1.0,0.0,,,,,,,,,False,0.0
483,5.0,363.0,,,,,,,,,False,363.0
484,1.0,90.0,,,,,,,,,False,90.0
485,1.0,64.0,,,,,,,,,False,64.0
495,1.0,0.0,,,,,,,,,False,0.0
497,54.0,4050.0,M. Neuer,4320.0,4320.0,3600.0,4320.0,1.0,0.0,True,False,450.0
498,3.0,0.0,,,,,,,,,False,0.0
502,59.0,4828.0,J. Kimmich,5132.0,5132.0,4423.0,5132.0,1.0,0.0,True,False,405.0
505,45.0,867.0,D. Alaba,941.0,941.0,867.0,941.0,1.0,0.0,True,False,0.0
509,28.0,874.0,A. Davies,1076.0,1076.0,874.0,1076.0,1.0,0.0,True,False,0.0
510,2.0,149.0,,,,,,,,,False,149.0
511,64.0,2584.0,L. Goretzka,2748.0,2748.0,2459.0,2748.0,1.0,0.0,True,False,125.0
512,1.0,13.0,,,,,,,,,False,13.0
517,33.0,1956.0,J. Rodríguez,3427.0,3427.0,1855.0,3427.0,1.0,0.0,False,True,101.0
521,2.0,66.0,,,,,,,,,False,66.0
522,1.0,99.0,,,,,,,,,False,99.0
524,51.0,4080.0,D. Kotarski,4111.0,4111.0,4080.0,4111.0,1.0,0.0,True,False,0.0
526,1.0,90.0,,,,,,,,,False,90.0
529,46.0,2565.0,N. Tagliafico,3844.0,3844.0,2565.0,3844.0,1.0,0.0,False,True,0.0
531,1.0,58.0,,,,,,,,,False,58.0
534,1.0,90.0,,,,,,,,,False,90.0
538,43.0,2906.0,F. de Jong,3137.0,3137.0,2906.0,3137.0,1.0,0.0,True,False,0.0
539,1.0,120.0,,,,,,,,,False,120.0
542,55.0,4478.0,R. Gravenberch,4785.0,4785.0,4478.0,4785.0,1.0,0.0,True,False,0.0
544,55.0,2027.0,N. Lang,2027.0,2027.0,2027.0,2027.0,1.0,0.0,True,False,0.0
545,39.0,2136.0,N. Mazraoui,2775.0,2630.0,2136.0,2775.0,1.0,0.0,False,False,0.0
550,1.0,78.0,,,,,,,,,False,78.0
552,2.0,166.0,,,,,,,,,False,166.0
553,1.0,27.0,,,,,,,,,False,27.0
556,1.0,90.0,,,,,,,,,False,90.0
563,54.0,4038.0,Álex Grimaldo,4263.0,4263.0,4038.0,4263.0,1.0,0.0,True,False,0.0
567,53.0,3241.0,Rúben Dias,3579.0,3579.0,3015.0,3579.0,1.0,0.0,True,False,226.0
576,1.0,90.0,,,,,,,,,False,90.0
583,44.0,3478.0,João Félix,3587.0,3587.0,3478.0,3587.0,1.0,0.0,True,False,0.0
584,1.0,120.0,,,,,,,,,False,120.0
586,1.0,90.0,,,,,,,,,False,90.0
596,1.0,29.0,,,,,,,,,False,29.0
616,1.0,0.0,,,,,,,,,False,0.0
617,47.0,3546.0,Ederson,4226.0,4226.0,3246.0,4226.0,1.0,0.0,False,True,300.0
618,9.0,593.0,Danilo,7942.0,4760.0,,,,,,False,593.0
619,62.0,3953.0,Eric García,3998.0,3998.0,3953.0,3998.0,1.0,0.0,True,False,0.0
622,41.0,3063.0,Aymeric Laporte,3198.0,3198.0,3063.0,3198.0,1.0,0.0,True,False,0.0
624,61.0,4729.0,N. Otamendi,6580.0,6580.0,4243.0,6580.0,1.0,0.0,False,True,486.0
625,2.0,178.0,,,,,,,,,False,178.0
626,48.0,1497.0,J. Stones,1685.0,1685.0,1497.0,1685.0,1.0,0.0,True,False,0.0
629,27.0,1747.0,K. De Bruyne,2036.0,2036.0,1747.0,2036.0,1.0,0.0,True,False,0.0
631,2.0,1.0,,,,,,,,,False,1.0
633,2.0,79.0,,,,,,,,,False,79.0
635,47.0,3761.0,R. Mahrez,3891.0,3891.0,3761.0,3891.0,1.0,0.0,True,False,0.0
636,65.0,4236.0,Bernardo Silva,4452.0,4452.0,3967.0,4452.0,1.0,0.0,True,False,269.0
637,51.0,3671.0,F. Nmecha,4103.0,4103.0,3403.0,4103.0,1.0,0.0,True,False,268.0
643,2.0,8.0,,,,,,,,,False,8.0
644,52.0,3725.0,L. Sané,3782.0,3782.0,3580.0,3782.0,1.0,0.0,True,False,145.0
646,1.0,0.0,,,,,,,,,False,0.0
648,1.0,90.0,,,,,,,,,False,90.0
652,1.0,0.0,,,,,,,,,False,0.0
658,35.0,2736.0,H. Aouar,2930.0,2930.0,2736.0,2930.0,1.0,0.0,True,False,0.0
667,39.0,2256.0,M. Depay,4158.0,4158.0,2166.0,4158.0,1.0,0.0,False,True,90.0
686,1.0,0.0,,,,,,,,,False,0.0
687,2.0,169.0,,,,,,,,,False,169.0
691,1.0,86.0,,,,,,,,,False,86.0
696,1.0,95.0,,,,,,,,,False,95.0
702,40.0,3270.0,O. Baumann,3540.0,3540.0,3270.0,3540.0,1.0,0.0,True,False,0.0
706,38.0,2152.0,J. Brenet,2731.0,2731.0,1967.0,2731.0,1.0,0.0,False,True,185.0
711,46.0,2539.0,S. Posch,2744.0,2744.0,2539.0,2744.0,1.0,0.0,True,False,0.0
714,40.0,2878.0,N. Amiri,2899.0,2899.0,2878.0,2899.0,1.0,0.0,True,False,0.0
715,1.0,21.0,,,,,,,,,False,21.0
719,39.0,1894.0,F. Grillitsch,1951.0,1951.0,1894.0,1951.0,1.0,0.0,True,False,0.0
726,40.0,2491.0,A. Kramaric,2555.0,2555.0,2491.0,2555.0,1.0,0.0,True,False,0.0
730,57.0,5096.0,T. Courtois,5280.0,5280.0,4556.0,5280.0,1.0,0.0,True,False,540.0
731,1.0,90.0,,,,,,,,,False,90.0
732,41.0,3089.0,L. Zidane,3273.0,3273.0,3089.0,3273.0,1.0,0.0,True,False,0.0
733,1.0,0.0,,,,,,,,,False,0.0
736,1.0,0.0,,,,,,,,,False,0.0
744,67.0,2867.0,Brahim Díaz,3132.0,3132.0,2764.0,3132.0,1.0,0.0,True,False,103.0
746,1.0,90.0,,,,,,,,,False,90.0
747,43.0,3144.0,Casemiro,4863.0,4475.0,3049.0,4863.0,1.0,0.0,False,True,95.0
748,1.0,8.0,,,,,,,,,False,8.0
750,48.0,2438.0,Álvaro Fidalgo,3372.0,3163.0,2338.0,3372.0,1.0,0.0,False,True,100.0
753,57.0,4068.0,Marcos Llorente,4249.0,4249.0,4068.0,4249.0,1.0,0.0,True,False,0.0
754,50.0,3322.0,L. Modric,3574.0,3574.0,3193.0,3574.0,1.0,0.0,True,False,129.0
756,55.0,4580.0,F. Valverde,5892.0,5892.0,4580.0,5892.0,1.0,0.0,False,False,0.0
762,66.0,5230.0,Vinícius Júnior,6562.0,6562.0,4696.0,6562.0,1.0,0.0,False,True,534.0
763,1.0,0.0,,,,,,,,,False,0.0
774,2.0,174.0,,,,,,,,,False,174.0
778,1.0,90.0,,,,,,,,,False,90.0
786,1.0,17.0,,,,,,,,,False,17.0
790,40.0,1516.0,E. Dzeko,5088.0,5088.0,1516.0,5088.0,1.0,0.0,False,True,0.0
791,1.0,18.0,,,,,,,,,False,18.0
792,26.0,1043.0,J. Kluivert,1165.0,1092.0,1043.0,1165.0,1.0,0.0,True,False,0.0
794,46.0,3043.0,P. Schick,3159.0,3159.0,3043.0,3159.0,1.0,0.0,True,False,0.0
799,1.0,0.0,,,,,,,,,False,0.0
818,34.0,2319.0,T. Chorý,2423.0,2423.0,2319.0,2423.0,1.0,0.0,True,False,0.0
833,1.0,70.0,,,,,,,,,False,70.0
834,1.0,54.0,,,,,,,,,False,54.0
838,1.0,36.0,,,,,,,,,False,36.0
841,1.0,90.0,,,,,,,,,False,90.0
842,45.0,3544.0,N. Vlasic,3616.0,3616.0,3544.0,3616.0,1.0,0.0,True,False,0.0
846,1.0,89.0,,,,,,,,,False,89.0
851,2.0,0.0,,,,,,,,,False,0.0
854,1.0,0.0,,,,,,,,,False,0.0
855,42.0,2637.0,João Cancelo,2865.0,2865.0,2230.0,2865.0,1.0,0.0,False,True,407.0
860,4.0,373.0,Alex Sandro,6694.0,4899.0,,,,,,False,373.0
862,2.0,149.0,,,,,,,,,False,149.0
863,41.0,3006.0,R. Bentancur,3803.0,3803.0,3006.0,3803.0,1.0,0.0,False,False,0.0
874,37.0,3180.0,Cristiano Ronaldo,3861.0,3861.0,3180.0,3861.0,1.0,0.0,True,False,0.0
875,1.0,90.0,,,,,,,,,False,90.0
886,42.0,2861.0,Diogo Dalot,3039.0,3039.0,2861.0,3039.0,1.0,0.0,True,False,0.0
887,1.0,0.0,,,,,,,,,False,0.0
889,55.0,2186.0,V. Lindelöf,2303.0,2303.0,2186.0,2303.0,1.0,0.0,True,False,0.0
890,1.0,0.0,,,,,,,,,False,0.0
892,1.0,90.0,,,,,,,,,False,90.0
894,1.0,22.0,,,,,,,,,False,22.0
896,1.0,86.0,,,,,,,,,False,86.0
897,2.0,182.0,,,,,,,,,False,182.0
898,1.0,45.0,,,,,,,,,False,45.0
899,3.0,203.0,,,,,,,,,False,203.0
900,1.0,90.0,,,,,,,,,False,90.0
903,47.0,3971.0,S. McTominay,4242.0,4242.0,3971.0,4242.0,1.0,0.0,True,False,0.0
906,34.0,1126.0,T. Chong,1362.0,1362.0,1126.0,1362.0,1.0,0.0,True,False,0.0
907,8.0,236.0,R. Lukaku,355.0,355.0,,,,,,False,236.0
909,61.0,2820.0,M. Rashford,3099.0,3099.0,2820.0,3099.0,1.0,0.0,True,False,0.0
912,1.0,98.0,,,,,,,,,False,98.0
914,1.0,0.0,,,,,,,,,False,0.0
925,43.0,2321.0,Gonçalo Guedes,2411.0,2411.0,2321.0,2411.0,1.0,0.0,True,False,0.0
926,2.0,142.0,,,,,,,,,False,142.0
927,56.0,2179.0,Lee Kang-In,3738.0,3738.0,2119.0,3738.0,1.0,0.0,False,True,60.0
928,1.0,66.0,,,,,,,,,False,66.0
930,1.0,120.0,,,,,,,,,False,120.0
931,59.0,2933.0,Ferran Torres,3088.0,3088.0,2933.0,3088.0,1.0,0.0,True,False,0.0
932,1.0,72.0,,,,,,,,,False,72.0
943,1.0,12.0,,,,,,,,,False,12.0
944,1.0,90.0,,,,,,,,,False,90.0
951,42.0,3145.0,M. Aebischer,3771.0,3771.0,3145.0,3771.0,1.0,0.0,True,False,0.0
952,46.0,2767.0,C. Fassnacht,2821.0,2821.0,2767.0,2821.0,1.0,0.0,True,False,0.0
955,1.0,61.0,,,,,,,,,False,61.0
957,43.0,2543.0,D. Sow,2785.0,2785.0,2543.0,2785.0,1.0,0.0,True,False,0.0
971,1.0,90.0,,,,,,,,,False,90.0
972,63.0,4539.0,J. Tah,5066.0,5066.0,4147.0,5066.0,1.0,0.0,True,False,392.0
974,1.0,90.0,,,,,,,,,False,90.0
978,32.0,1421.0,K. Havertz,1652.0,1621.0,1421.0,1652.0,1.0,0.0,True,False,0.0
982,1.0,37.0,,,,,,,,,False,37.0
983,2.0,120.0,,,,,,,,,False,120.0
990,1.0,90.0,,,,,,,,,False,90.0
999,1.0,90.0,,,,,,,,,False,90.0
1005,1.0,64.0,,,,,,,,,False,64.0
1006,1.0,8.0,,,,,,,,,False,8.0
1069,1.0,90.0,,,,,,,,,False,90.0
1084,54.0,4083.0,M. Pongracic,5594.0,5594.0,4083.0,5594.0,1.0,0.0,False,True,0.0
1085,1.0,99.0,,,,,,,,,False,99.0
1090,1.0,0.0,,,,,,,,,False,0.0
1095,35.0,2306.0,X. Schlager,2446.0,2446.0,2306.0,2446.0,1.0,0.0,True,False,0.0
1096,2.0,180.0,,,,,,,,,False,180.0
1100,64.0,4863.0,E. Haaland,5118.0,5118.0,4608.0,5118.0,1.0,0.0,True,False,255.0
1103,1.0,90.0,,,,,,,,,False,90.0
1106,,,C. Gordon,843.0,843.0,,,,,,False,0.0
1110,1.0,59.0,,,,,,,,,False,59.0
1111,33.0,2841.0,J. Hendry,3103.0,3103.0,2841.0,3103.0,1.0,0.0,True,False,0.0
1114,2.0,171.0,,,,,,,,,False,171.0
1115,46.0,1654.0,A. Ralston,1772.0,1772.0,1654.0,1772.0,1.0,0.0,True,False,0.0
1117,52.0,3486.0,K. Tierney,3708.0,3708.0,3486.0,3708.0,1.0,0.0,True,False,0.0
1119,49.0,2635.0,K. Ajer,3030.0,3030.0,2635.0,3030.0,1.0,0.0,True,False,0.0
1124,1.0,68.0,,,,,,,,,False,68.0
1125,31.0,1154.0,R. Christie,1956.0,1866.0,1154.0,1956.0,1.0,0.0,False,True,0.0
1131,1.0,0.0,,,,,,,,,False,0.0
1135,2.0,65.0,,,,,,,,,False,65.0
1138,50.0,3260.0,T. Weah,3633.0,3633.0,3215.0,3633.0,1.0,0.0,True,False,45.0
1139,1.0,90.0,,,,,,,,,False,90.0
1142,39.0,2790.0,Y. Mvogo,3015.0,3015.0,2790.0,3015.0,1.0,0.0,True,False,0.0
1145,59.0,4294.0,I. Konaté,4547.0,4547.0,4294.0,4547.0,1.0,0.0,True,False,0.0
1148,1.0,90.0,,,,,,,,,False,90.0
1149,63.0,4246.0,D. Upamecano,4452.0,4452.0,3956.0,4452.0,1.0,0.0,True,False,290.0
1150,37.0,2511.0,T. Adams,2773.0,2504.0,2142.0,2773.0,1.0,0.0,False,True,369.0
1151,1.0,90.0,,,,,,,,,False,90.0
1153,1.0,0.0,,,,,,,,,False,0.0
1157,57.0,3953.0,K. Laimer,4131.0,4131.0,3656.0,4131.0,1.0,0.0,True,False,297.0
1159,48.0,2938.0,M. Sabitzer,3419.0,3419.0,2709.0,3419.0,1.0,0.0,False,True,229.0
1165,42.0,3055.0,Matheus Cunha,3681.0,3650.0,2976.0,3681.0,1.0,0.0,True,False,79.0
1170,2.0,180.0,,,,,,,,,False,180.0
1171,1.0,90.0,,,,,,,,,False,90.0
1173,2.0,59.0,,,,,,,,,False,59.0
1184,1.0,1.0,,,,,,,,,False,1.0
1197,1.0,90.0,,,,,,,,,False,90.0
1201,1.0,90.0,,,,,,,,,False,90.0
1213,1.0,67.0,,,,,,,,,False,67.0
1218,3.0,156.0,,,,,,,,,False,156.0
1223,1.0,90.0,,,,,,,,,False,90.0
1231,38.0,3377.0,V. Coufal,3727.0,3727.0,3377.0,3727.0,1.0,0.0,True,False,0.0
1234,1.0,23.0,,,,,,,,,False,23.0
1237,41.0,2430.0,J. Zelený,2496.0,2496.0,2430.0,2496.0,1.0,0.0,True,False,0.0
1243,41.0,2643.0,T. Soucek,2700.0,2700.0,2643.0,2700.0,0.9565217391304348,2.0,True,False,0.0
1249,1.0,35.0,,,,,,,,,False,35.0
1256,1.0,90.0,,,,,,,,,False,90.0
1257,57.0,4139.0,J. Koundé,4340.0,4340.0,4139.0,4340.0,1.0,0.0,True,False,0.0
1258,1.0,83.0,,,,,,,,,False,83.0
1262,1.0,7.0,,,,,,,,,False,7.0
1264,1.0,90.0,,,,,,,,,False,90.0
1266,1.0,78.0,,,,,,,,,False,78.0
1271,63.0,4835.0,A. Tchouaméni,5020.0,5020.0,4300.0,5020.0,1.0,0.0,True,False,535.0
1272,1.0,79.0,,,,,,,,,False,79.0
1274,1.0,25.0,,,,,,,,,False,25.0
1290,68.0,3710.0,G. Varela,5704.0,5704.0,3574.0,5704.0,1.0,0.0,False,True,136.0
1291,1.0,105.0,,,,,,,,,False,105.0
1297,1.0,3.0,,,,,,,,,False,3.0
1298,1.0,68.0,,,,,,,,,False,68.0
1302,1.0,22.0,,,,,,,,,False,22.0
1305,43.0,2010.0,D. Livakovic,2271.0,2271.0,2010.0,2271.0,0.984375,2.0,True,False,0.0
1306,1.0,0.0,,,,,,,,,False,0.0
1309,1.0,6.0,,,,,,,,,False,6.0
1314,2.0,180.0,,,,,,,,,False,180.0
1322,60.0,2733.0,N. Moro,2779.0,2779.0,2733.0,2779.0,1.0,0.0,True,False,0.0
1323,56.0,3265.0,Dani Olmo,3408.0,3408.0,3265.0,3408.0,1.0,0.0,True,False,0.0
1324,26.0,2112.0,I. Sunjic,2938.0,2938.0,2112.0,2938.0,1.0,0.0,False,True,0.0
1345,1.0,90.0,,,,,,,,,False,90.0
1353,2.0,82.0,,,,,,,,,False,82.0
1358,2.0,145.0,,,,,,,,,False,145.0
1359,1.0,69.0,,,,,,,,,False,69.0
1361,46.0,3676.0,F. Kadioglu,3676.0,3676.0,3676.0,3676.0,1.0,0.0,True,False,0.0
1369,1.0,0.0,,,,,,,,,False,0.0
1371,1.0,65.0,,,,,,,,,False,65.0
1379,1.0,90.0,,,,,,,,,False,90.0
1407,1.0,63.0,,,,,,,,,False,63.0
1408,1.0,1.0,,,,,,,,,False,1.0
1411,22.0,1650.0,H. Delcroix,1750.0,1750.0,1650.0,1750.0,1.0,0.0,True,False,0.0
1417,45.0,3162.0,A. Saelemaekers,3316.0,3316.0,3162.0,3316.0,1.0,0.0,True,False,0.0
1422,58.0,3517.0,J. Doku,4019.0,4019.0,3271.0,4019.0,1.0,0.0,True,False,246.0
1424,49.0,2928.0,E. Kayembe,2973.0,2973.0,2928.0,2973.0,1.0,0.0,True,False,0.0
1431,1.0,45.0,,,,,,,,,False,45.0
1442,44.0,2151.0,S. Kolasinac,2790.0,2790.0,2151.0,2790.0,1.0,0.0,False,False,0.0
1445,1.0,90.0,,,,,,,,,False,90.0
1454,1.0,90.0,,,,,,,,,False,90.0
1457,1.0,22.0,,,,,,,,,False,22.0
1460,59.0,3522.0,B. Saka,3928.0,3809.0,3522.0,3928.0,1.0,0.0,True,False,0.0
1462,3.0,167.0,,,,,,,,,False,167.0
