player_id,player_name,world_cup_team,squad_position,reported_minutes,benchmark_precheck,window,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,denominator_note,reconciled_detailed_appearance_fixtures,reconciled_detailed_minutes,original_detailed_minutes,original_coverage_pass_80pct,recovered_minutes,pass_changed_false_to_true
31,J. Giménez,Uruguay,Defender,2569.0,True,annual_current,66,66,1.0,0,38,1537.0,2569.0,0.5982872713117945,0.5982872713117945,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,38,1537.0,1537.0,False,0.0,False
31,J. Giménez,Uruguay,Defender,2569.0,True,pre_world_cup,63,63,1.0,0,35,1537.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,35,1537.0,1537.0,True,0.0,False
33,L. Hernández,France,Defender,2291.0,True,annual_current,63,63,1.0,0,60,2084.0,2291.0,0.9096464426014841,0.9096464426014841,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,60,2084.0,2084.0,True,0.0,False
33,L. Hernández,France,Defender,2291.0,True,pre_world_cup,63,63,1.0,0,58,2182.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,58,2182.0,2182.0,True,0.0,False
44,Rodri,Spain,Midfielder,3076.0,True,annual_current,67,67,1.0,0,42,2811.0,3076.0,0.9138491547464239,0.9138491547464239,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,42,2811.0,2811.0,True,0.0,False
44,Rodri,Spain,Midfielder,3076.0,True,pre_world_cup,64,64,1.0,0,39,2356.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,39,2356.0,2356.0,True,0.0,False
49,T. Partey,Ghana,Midfielder,2722.0,True,annual_current,53,53,1.0,0,41,1602.0,2722.0,0.588537839823659,0.588537839823659,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,41,1602.0,1602.0,False,0.0,False
49,T. Partey,Ghana,Midfielder,2722.0,True,pre_world_cup,49,49,1.0,0,38,1332.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,38,1332.0,1332.0,True,0.0,False
69,B. Mechele,Belgium,Defender,5448.0,True,annual_current,60,60,1.0,0,60,5270.0,5448.0,0.9673274596182085,0.9673274596182085,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,60,5270.0,5270.0,True,0.0,False
69,B. Mechele,Belgium,Defender,5448.0,True,pre_world_cup,54,54,1.0,0,54,4700.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,54,4700.0,4700.0,True,0.0,False
74,S. Amrabat,Morocco,Midfielder,2721.0,True,annual_current,101,101,1.0,0,45,2369.0,2721.0,0.870635795663359,0.870635795663359,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,45,2369.0,2369.0,True,0.0,False
74,S. Amrabat,Morocco,Midfielder,2721.0,True,pre_world_cup,95,95,1.0,0,39,2224.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,39,2224.0,2224.0,True,0.0,False
78,H. Vanaken,Belgium,Midfielder,5007.0,True,annual_current,60,60,1.0,0,59,4957.0,5007.0,0.9900139804274016,0.9900139804274016,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,59,4957.0,4957.0,True,0.0,False
78,H. Vanaken,Belgium,Midfielder,5007.0,True,pre_world_cup,54,54,1.0,0,53,4633.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,53,4633.0,4633.0,True,0.0,False
81,K. Diatta,Senegal,Defender,2517.0,True,annual_current,58,58,1.0,0,33,2180.0,2517.0,0.8661104489471593,0.8661104489471593,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,33,2180.0,2180.0,True,0.0,False
81,K. Diatta,Senegal,Defender,2517.0,True,pre_world_cup,54,54,1.0,0,29,1790.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,29,1790.0,1790.0,True,0.0,False
130,Nélson Semedo,Portugal,Defender,3235.0,True,annual_current,58,58,1.0,0,45,3145.0,3235.0,0.9721792890262752,0.9721792890262752,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,45,3145.0,3145.0,True,0.0,False
130,Nélson Semedo,Portugal,Defender,3235.0,True,pre_world_cup,53,53,1.0,0,40,3021.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,40,3021.0,3021.0,True,0.0,False
153,O. Dembélé,France,Midfielder,3192.0,True,annual_current,63,63,1.0,0,49,2764.0,3192.0,0.8659147869674185,0.8659147869674185,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,49,2764.0,2764.0,True,0.0,False
153,O. Dembélé,France,Midfielder,3192.0,True,pre_world_cup,63,63,1.0,0,46,2409.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,46,2409.0,2409.0,True,0.0,False
154,L. Messi,Argentina,Attacker,7195.0,True,annual_current,52,52,1.0,0,44,3834.0,7195.0,0.5328700486448923,0.5328700486448923,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,44,3834.0,3834.0,False,0.0,False
154,L. Messi,Argentina,Attacker,7195.0,True,pre_world_cup,54,52,0.9629629629629628,2,45,3922.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,45,3922.0,3832.0,True,90.0,False
168,D. Sánchez,Colombia,Defender,5466.0,True,annual_current,60,60,1.0,0,53,4228.0,5466.0,0.7735089645078668,0.7735089645078668,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,53,4228.0,4228.0,False,0.0,False
168,D. Sánchez,Colombia,Defender,5466.0,True,pre_world_cup,56,56,1.0,0,49,3844.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,49,3844.0,3844.0,True,0.0,False
184,H. Kane,England,Attacker,5228.0,True,annual_current,62,62,1.0,0,60,4702.0,5228.0,0.8993879112471308,0.8993879112471308,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,60,4702.0,4702.0,True,0.0,False
184,H. Kane,England,Attacker,5228.0,True,pre_world_cup,60,60,1.0,0,58,4423.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,58,4423.0,4423.0,True,0.0,False
186,Son Heung-Min,South Korea,Attacker,4495.0,True,annual_current,43,43,1.0,0,37,2965.0,4495.0,0.6596218020022246,0.6596218020022246,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,37,2965.0,2965.0,False,0.0,False
186,Son Heung-Min,South Korea,Attacker,4495.0,True,pre_world_cup,44,44,1.0,0,34,2794.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,34,2794.0,2794.0,True,0.0,False
207,I. Perisic,Croatia,Defender,3578.0,True,annual_current,50,50,1.0,0,47,3330.0,3578.0,0.9306875349357183,0.9306875349357183,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,47,3330.0,3330.0,True,0.0,False
207,I. Perisic,Croatia,Defender,3578.0,True,pre_world_cup,46,46,1.0,0,43,2970.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,43,2970.0,2970.0,True,0.0,False
217,Lautaro Martínez,Argentina,Attacker,4844.0,True,annual_current,63,63,1.0,0,55,3169.0,4844.0,0.6542113955408753,0.6542113955408753,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,55,3169.0,3169.0,False,0.0,False
217,Lautaro Martínez,Argentina,Attacker,4844.0,True,pre_world_cup,61,61,1.0,0,53,3201.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,53,3201.0,3201.0,True,0.0,False
221,E. Room,Curaçao,Goalkeeper,1294.0,False,annual_current,45,45,1.0,0,9,821.0,1294.0,0.634466769706337,0.634466769706337,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,9,821.0,821.0,False,0.0,False
221,E. Room,Curaçao,Goalkeeper,1294.0,False,pre_world_cup,45,45,1.0,0,9,826.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,9,826.0,826.0,True,0.0,False
225,A. Behich,Australia,Midfielder,4313.0,True,annual_current,41,41,1.0,0,38,3289.0,4313.0,0.7625782517968931,0.7625782517968931,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,38,3289.0,3289.0,False,0.0,False
225,A. Behich,Australia,Midfielder,4313.0,True,pre_world_cup,37,37,1.0,0,34,3066.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,34,3066.0,3066.0,True,0.0,False
226,D. Dumfries,Netherlands,Midfielder,2653.0,True,annual_current,57,57,1.0,0,34,2172.0,2653.0,0.8186958160572936,0.8186958160572936,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,34,2172.0,2172.0,True,0.0,False
226,D. Dumfries,Netherlands,Midfielder,2653.0,True,pre_world_cup,57,57,1.0,0,32,1925.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,32,1925.0,1925.0,True,0.0,False
228,A. Obispo,Curaçao,Defender,2132.0,True,annual_current,55,55,1.0,0,52,2031.0,2132.0,0.952626641651032,0.952626641651032,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,52,2031.0,2031.0,True,0.0,False
228,A. Obispo,Curaçao,Defender,2132.0,True,pre_world_cup,52,52,1.0,0,49,1761.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,49,1761.0,1761.0,True,0.0,False
241,M. Sadílek,Czech Republic,Midfielder,2929.0,True,annual_current,45,45,1.0,0,42,2792.0,2929.0,0.9532263571184705,0.9532263571184705,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,42,2792.0,2792.0,True,0.0,False
241,M. Sadílek,Czech Republic,Midfielder,2929.0,True,pre_world_cup,42,42,1.0,0,39,2609.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,39,2609.0,2609.0,True,0.0,False
242,R. Thomas,New Zealand,Midfielder,2532.0,True,annual_current,39,39,1.0,0,33,2249.0,2532.0,0.8882306477093207,0.8882306477093207,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,33,2249.0,2249.0,True,0.0,False
242,R. Thomas,New Zealand,Midfielder,2532.0,True,pre_world_cup,36,36,1.0,0,30,2168.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,30,2168.0,2168.0,True,0.0,False
247,C. Gakpo,Netherlands,Attacker,4345.0,True,annual_current,59,59,1.0,0,56,3972.0,4345.0,0.9141542002301496,0.9141542002301496,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,56,3972.0,3972.0,True,0.0,False
247,C. Gakpo,Netherlands,Attacker,4345.0,True,pre_world_cup,55,55,1.0,0,52,3601.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,52,3601.0,3601.0,True,0.0,False
249,D. Malen,Netherlands,Attacker,3344.0,True,annual_current,108,108,1.0,0,53,3016.0,3344.0,0.9019138755980861,0.9019138755980861,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,53,3016.0,3016.0,True,0.0,False
249,D. Malen,Netherlands,Attacker,3344.0,True,pre_world_cup,104,104,1.0,0,49,2829.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,49,2829.0,2829.0,True,0.0,False
257,Marquinhos,Brazil,Defender,5209.0,True,annual_current,63,63,1.0,0,56,3252.0,5209.0,0.6243040890765982,0.6243040890765982,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,56,3252.0,3252.0,False,0.0,False
257,Marquinhos,Brazil,Defender,5209.0,True,pre_world_cup,66,66,1.0,0,59,3392.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,59,3392.0,3392.0,True,0.0,False
264,T. Meunier,Belgium,Defender,3124.0,True,annual_current,54,54,1.0,0,41,2744.0,3124.0,0.8783610755441741,0.8783610755441741,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,41,2744.0,2744.0,True,0.0,False
264,T. Meunier,Belgium,Defender,3124.0,True,pre_world_cup,48,48,1.0,0,35,2554.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,35,2554.0,2554.0,True,0.0,False
271,L. Paredes,Argentina,Midfielder,4285.0,True,annual_current,50,50,1.0,0,47,3687.0,4285.0,0.860443407234539,0.860443407234539,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,47,3687.0,3687.0,True,0.0,False
271,L. Paredes,Argentina,Midfielder,4285.0,True,pre_world_cup,45,45,1.0,0,41,3385.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,41,3385.0,3385.0,True,0.0,False
272,A. Rabiot,France,Midfielder,3658.0,True,annual_current,83,83,1.0,0,40,3405.0,3658.0,0.9308365226899945,0.9308365226899945,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,40,3405.0,3405.0,True,0.0,False
272,A. Rabiot,France,Midfielder,3658.0,True,pre_world_cup,76,76,1.0,0,33,2910.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,33,2910.0,2910.0,True,0.0,False
276,Neymar,Brazil,Attacker,3682.0,True,annual_current,68,68,1.0,0,33,2566.0,3682.0,0.6969038565996741,0.6969038565996741,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,33,2566.0,2566.0,False,0.0,False
276,Neymar,Brazil,Attacker,3682.0,True,pre_world_cup,65,65,1.0,0,31,2619.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,31,2619.0,2619.0,True,0.0,False
278,Kylian Mbappé,France,Attacker,4582.0,True,annual_current,63,63,1.0,0,53,4228.0,4582.0,0.9227411610650371,0.9227411610650371,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,53,4228.0,4228.0,True,0.0,False
278,Kylian Mbappé,France,Attacker,4582.0,True,pre_world_cup,62,62,1.0,0,49,3755.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,49,3755.0,3755.0,True,0.0,False
280,Alisson Becker,Brazil,Goalkeeper,4566.0,True,annual_current,62,62,1.0,0,43,3746.0,4566.0,0.8204117389399912,0.8204117389399912,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,43,3746.0,3746.0,True,0.0,False
280,Alisson Becker,Brazil,Goalkeeper,4566.0,True,pre_world_cup,58,58,1.0,0,39,3391.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,39,3391.0,3391.0,True,0.0,False
289,A. Robertson,Scotland,Defender,2766.0,True,annual_current,60,60,1.0,0,60,2248.0,2766.0,0.8127259580621836,0.8127259580621836,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,60,2248.0,2248.0,True,0.0,False
289,A. Robertson,Scotland,Defender,2766.0,True,pre_world_cup,57,57,1.0,0,57,2023.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,57,2023.0,2023.0,True,0.0,False
290,V. van Dijk,Netherlands,Defender,5711.0,True,annual_current,59,59,1.0,0,59,5331.0,5711.0,0.933461740500788,0.933461740500788,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,59,5331.0,5331.0,True,0.0,False
290,V. van Dijk,Netherlands,Defender,5711.0,True,pre_world_cup,55,55,1.0,0,55,4941.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,55,4941.0,4941.0,True,0.0,False
292,J. Henderson,England,Midfielder,2262.0,True,annual_current,48,48,1.0,0,42,2106.0,2262.0,0.9310344827586207,0.9310344827586207,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,42,2106.0,2106.0,True,0.0,False
292,J. Henderson,England,Midfielder,2262.0,True,pre_world_cup,41,41,1.0,0,35,2094.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,35,2094.0,2094.0,True,0.0,False
299,Fabinho,Brazil,Midfielder,5291.0,True,annual_current,49,49,1.0,0,45,3600.0,5291.0,0.6804006804006804,0.6804006804006804,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,45,3600.0,3600.0,False,0.0,False
299,Fabinho,Brazil,Midfielder,5291.0,True,pre_world_cup,44,44,1.0,0,40,3522.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,40,3522.0,3522.0,True,0.0,False
304,S. Mané,Senegal,Midfielder,4360.0,True,annual_current,56,56,1.0,0,41,3389.0,4360.0,0.7772935779816513,0.7772935779816513,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,41,3389.0,3389.0,False,0.0,False
304,S. Mané,Senegal,Midfielder,4360.0,True,pre_world_cup,52,52,1.0,0,37,3026.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,37,3026.0,3026.0,True,0.0,False
306,Mohamed Salah,Egypt,Attacker,4285.0,True,annual_current,67,67,1.0,0,56,4145.0,4285.0,0.9673278879813302,0.9673278879813302,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,56,4145.0,4145.0,True,0.0,False
306,Mohamed Salah,Egypt,Attacker,4285.0,True,pre_world_cup,62,62,1.0,0,51,3717.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,51,3717.0,3717.0,True,0.0,False
313,D. Ospina,Colombia,Goalkeeper,4820.0,True,annual_current,59,15,0.2542372881355932,44,14,639.0,4820.0,0.13257261410788382,0.13257261410788382,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,14,639.0,549.0,False,90.0,False
313,D. Ospina,Colombia,Goalkeeper,4820.0,True,pre_world_cup,59,11,0.1864406779661017,48,10,639.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,10,639.0,549.0,False,90.0,False
318,K. Koulibaly,Senegal,Defender,3136.0,True,annual_current,54,54,1.0,0,32,2476.0,3136.0,0.7895408163265306,0.7895408163265306,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,32,2476.0,2476.0,False,0.0,False
318,K. Koulibaly,Senegal,Defender,3136.0,True,pre_world_cup,55,55,1.0,0,33,2794.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,33,2794.0,2794.0,True,0.0,False
328,Fabián Ruiz,Spain,Midfielder,2715.0,True,annual_current,63,63,1.0,0,41,2398.0,2715.0,0.8832412523020258,0.8832412523020258,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,41,2398.0,2398.0,True,0.0,False
328,Fabián Ruiz,Spain,Midfielder,2715.0,True,pre_world_cup,63,63,1.0,0,41,2590.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,41,2590.0,2590.0,True,0.0,False
369,Diogo Costa,Portugal,Goalkeeper,7705.0,True,annual_current,57,57,1.0,0,54,4730.0,7705.0,0.6138870863075925,0.6138870863075925,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,54,4730.0,4730.0,False,0.0,False
369,Diogo Costa,Portugal,Goalkeeper,7705.0,True,pre_world_cup,52,52,1.0,0,49,4280.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,49,4280.0,4280.0,True,0.0,False
375,C. Mbemba,Congo DR,Defender,2621.0,True,annual_current,57,57,1.0,0,51,2531.0,2621.0,0.9656619610835558,0.9656619610835558,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,51,2531.0,2531.0,True,0.0,False
375,C. Mbemba,Congo DR,Defender,2621.0,True,pre_world_cup,53,53,1.0,0,47,2171.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,47,2171.0,2171.0,True,0.0,False
399,A. Nübel,Germany,Goalkeeper,4641.0,True,annual_current,56,56,1.0,0,56,4476.0,4641.0,0.9644473173884939,0.9644473173884939,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,56,4476.0,4476.0,True,0.0,False
399,A. Nübel,Germany,Goalkeeper,4641.0,True,pre_world_cup,52,52,1.0,0,52,4476.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,52,4476.0,4476.0,True,0.0,False
409,N. Bentaleb,Algeria,Midfielder,2702.0,True,annual_current,52,52,1.0,0,44,2303.0,2702.0,0.8523316062176166,0.8523316062176166,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,44,2303.0,2303.0,True,0.0,False
409,N. Bentaleb,Algeria,Midfielder,2702.0,True,pre_world_cup,48,48,1.0,0,40,2015.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,40,2015.0,2015.0,True,0.0,False
415,W. McKennie,USA,Midfielder,4961.0,True,annual_current,55,55,1.0,0,54,4364.0,4961.0,0.8796613585970571,0.8796613585970571,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,54,4364.0,4364.0,True,0.0,False
415,W. McKennie,USA,Midfielder,4961.0,True,pre_world_cup,54,54,1.0,0,53,4148.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,53,4148.0,4148.0,True,0.0,False
417,A. Schöpf,Austria,Midfielder,2155.0,True,annual_current,56,33,0.5892857142857143,23,14,717.0,2155.0,0.33271461716937356,0.33271461716937356,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,14,717.0,697.0,False,20.0,False
417,A. Schöpf,Austria,Midfielder,2155.0,True,pre_world_cup,58,35,0.603448275862069,23,10,717.0,,,,False,exact fixture inventory; no independent aggregate-minute denominator,10,717.0,697.0,False,20.0,False
421,B. Embolo,Switzerland,Attacker,3139.0,True,annual_current,43,43,1.0,0,40,2548.0,3139.0,0.8117234788149092,0.8117234788149092,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,40,2548.0,2548.0,True,0.0,False
421,B. Embolo,Switzerland,Attacker,3139.0,True,pre_world_cup,37,37,1.0,0,34,2042.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,34,2042.0,2042.0,True,0.0,False
427,H. Wright,USA,Attacker,2923.0,True,annual_current,54,54,1.0,0,50,2757.0,2923.0,0.9432090318166267,0.9432090318166267,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,50,2757.0,2757.0,True,0.0,False
427,H. Wright,USA,Attacker,2923.0,True,pre_world_cup,55,55,1.0,0,46,2772.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,46,2772.0,2772.0,True,0.0,False
429,F. Muslera,Uruguay,Goalkeeper,4102.0,True,annual_current,49,49,1.0,0,45,3876.0,4102.0,0.9449049244271087,0.9449049244271087,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,45,3876.0,3876.0,True,0.0,False
429,F. Muslera,Uruguay,Goalkeeper,4102.0,True,pre_world_cup,47,47,1.0,0,43,3741.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,43,3741.0,3741.0,True,0.0,False
440,Y. Nagatomo,Japan,Defender,2321.0,True,annual_current,39,39,1.0,0,27,1685.0,2321.0,0.7259801809564843,0.7259801809564843,False,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,27,1685.0,1685.0,False,0.0,False
440,Y. Nagatomo,Japan,Defender,2321.0,True,pre_world_cup,40,40,1.0,0,28,1786.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,28,1786.0,1786.0,True,0.0,False
454,Y. Akgün,Türkiye,Midfielder,2658.0,True,annual_current,56,56,1.0,0,46,2553.0,2658.0,0.9604966139954854,0.9604966139954854,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,46,2553.0,2553.0,True,0.0,False
454,Y. Akgün,Türkiye,Midfielder,2658.0,True,pre_world_cup,53,53,1.0,0,43,2465.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,43,2465.0,2465.0,True,0.0,False
497,M. Neuer,Germany,Goalkeeper,4320.0,True,annual_current,59,59,1.0,0,49,3600.0,4320.0,0.8333333333333334,0.8333333333333334,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,49,3600.0,3600.0,True,0.0,False
497,M. Neuer,Germany,Goalkeeper,4320.0,True,pre_world_cup,60,60,1.0,0,50,3660.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,50,3660.0,3660.0,True,0.0,False
502,J. Kimmich,Germany,Defender,5132.0,True,annual_current,59,59,1.0,0,54,4423.0,5132.0,0.8618472330475448,0.8618472330475448,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,54,4423.0,4423.0,True,0.0,False
502,J. Kimmich,Germany,Defender,5132.0,True,pre_world_cup,60,60,1.0,0,55,4475.0,,,,True,exact fixture inventory; no independent aggregate-minute denominator,55,4475.0,4475.0,True,0.0,False
505,D. Alaba,Austria,Defender,941.0,False,annual_current,60,60,1.0,0,45,867.0,941.0,0.9213602550478215,0.9213602550478215,True,existing aggregate-season denominator; exact-window detailed numerator reconciled from all cached official fixture rows,45,867.0,867.0,True,0.0,False
