player_id,fixture_id,window,priority_reason,selection_resolution_reason,resolved_role,reason_weight,data_weight,priority_score,date_utc,status,league_id,league_name,season,official_senior_main,provider_league_name,league_type,country,coverage_events,coverage_lineups,coverage_fixture_statistics,coverage_player_statistics,coverage_players
304782,1324242,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-09-20T10:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324252,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-09-23T09:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324252,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-09-23T09:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324252,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-09-23T09:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324252,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-09-23T09:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324267,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-09-27T08:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324267,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-09-27T08:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324267,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-09-27T08:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324267,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-09-27T08:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324273,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-10-05T06:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324273,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-10-05T06:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324273,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-10-05T06:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324273,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-10-05T06:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324289,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-10-17T10:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324289,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-10-17T10:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324289,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-10-17T10:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324289,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-10-17T10:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324299,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-10-25T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324299,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-10-25T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324299,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-10-25T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324299,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-10-25T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324302,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-11-08T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324302,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-11-08T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324302,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-11-08T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324302,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-11-08T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324312,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-11-30T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324312,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-11-30T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324312,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-11-30T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324312,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-11-30T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324322,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-12-06T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
34418,1324322,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0,2025-12-06T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324322,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-12-06T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
304782,1324322,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0,2025-12-06T05:00:00+00:00,FT,98,J1 League,2025,True,J1 League,League,Japan,True,True,True,True,True
129670,1389126,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-09T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389126,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-09T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389135,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-18T18:45:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389135,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-18T18:45:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389147,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-23T12:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389147,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-23T12:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389162,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-15T18:45:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389162,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-15T18:45:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389174,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-23T18:30:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389174,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-23T18:30:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389189,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-27T12:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389189,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-27T12:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389222,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-10-28T19:30:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389222,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-10-28T19:30:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389235,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-10-31T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389235,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-10-31T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389239,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-11-07T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389239,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-11-07T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389257,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-12-06T13:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389257,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-12-06T13:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389267,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-12-13T13:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389267,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-12-13T13:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389281,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-01-16T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389281,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-01-16T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389304,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-01-30T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389304,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-01-30T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389321,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-02-14T13:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389321,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-02-14T13:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389329,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-02-20T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389329,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-02-20T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389343,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-03-13T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389343,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-03-13T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389358,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-03-20T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389358,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-03-20T19:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389367,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-04T12:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389367,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-04T12:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389377,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-10T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389377,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-10T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389387,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-17T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389387,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-17T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389396,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-24T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389396,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-04-24T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389405,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-05-02T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389405,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-05-02T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389406,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-05-09T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1389406,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2026-05-09T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1396828,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-29T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
129670,1396828,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-29T18:00:00+00:00,FT,62,Ligue 2,2025,True,Ligue 2,League,France,True,True,True,True,True
21101,1398320,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-09T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398320,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-09T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398333,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-17T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398333,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-17T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398335,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-24T18:30:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398335,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-24T18:30:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398349,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-31T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398349,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-08-31T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398364,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-13T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398364,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-13T16:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398374,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-20T13:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398374,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-20T13:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398384,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-25T14:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398384,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-09-25T14:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398404,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-10-05T13:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
21101,1398404,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0,2025-10-05T13:00:00+00:00,FT,204,1. Lig,2025,True,1. Lig,League,Turkey,True,True,True,True,True
