fixture_id,fixture_returned,status_short,status_elapsed,lineups_key_present,events_key_present,lineup_team_blocks,event_count,home_team_id,away_team_id,home_startxi_count,away_startxi_count
1405447,True,FT,90,True,True,2,14,4160,375,11,11
1405451,True,FT,90,True,True,2,20,656,588,11,11
1405458,True,FT,90,True,True,2,17,588,656,11,11
1405461,True,FT,90,True,True,2,13,375,4160,11,11
1410016,True,FT,90,True,True,2,15,709,2402,11,11
1410019,True,FT,90,True,True,2,12,3402,685,11,11
1410025,True,FT,90,True,True,2,13,385,4195,11,11
1410048,True,FT,90,True,True,2,18,2402,709,11,11
1410049,True,FT,90,True,True,2,17,685,3402,11,11
1410056,True,FT,90,True,True,2,18,4195,385,11,11
1410072,True,FT,90,True,True,2,19,549,550,11,11
1410075,True,FT,90,True,True,2,21,550,549,11,11
1415590,True,FT,90,True,True,2,15,3402,614,11,11
1415592,True,FT,90,True,True,2,16,3403,3399,11,11
1415598,True,FT,90,True,True,2,17,2247,3403,11,11
1415603,True,FT,90,True,True,2,29,3403,602,11,11
1415607,True,FT,90,True,True,2,16,3402,3406,11,11
1415609,True,FT,90,True,True,2,15,3416,3403,11,11
1415614,True,FT,90,True,True,2,14,3402,3396,11,11
1415617,True,FT,90,True,True,2,19,3403,3415,11,11
1415620,True,FT,90,True,True,2,23,2269,3402,11,11
1415626,True,FT,90,True,True,2,14,3402,3408,11,11
1415627,True,FT,90,True,True,2,19,614,3403,11,11
1415630,True,FT,90,True,True,2,14,3424,3402,11,11
1415643,True,FT,90,True,True,2,16,3402,3403,11,11
1415644,True,FT,90,True,True,2,17,3399,3402,11,11
1415649,True,FT,90,True,True,2,14,3403,3396,11,11
1415657,True,FT,90,True,True,2,15,3402,2247,11,11
1415668,True,FT,90,True,True,2,22,3424,3403,11,11
1415679,True,FT,90,True,True,2,17,614,3402,11,11
1415685,True,FT,90,True,True,2,12,3399,3403,11,11
1415692,True,FT,90,True,True,2,17,3402,3412,11,11
1415695,True,FT,90,True,True,2,16,3406,3402,11,11
1415697,True,FT,90,True,True,2,17,602,3403,11,11
1415701,True,FT,90,True,True,2,15,3396,3402,11,11
1415708,True,FT,90,True,True,2,14,3415,3403,11,11
1415717,True,FT,90,True,True,2,24,3408,3402,11,11
1415721,True,FT,90,True,True,2,15,3402,3424,11,11
1415724,True,FT,90,True,True,2,18,3412,3403,11,11
1415732,True,FT,90,True,True,2,24,3403,3402,11,11
1415916,True,FT,90,True,True,2,15,2870,2873,11,11
1415918,True,FT,90,True,True,2,15,2876,10155,11,11
1415919,True,FT,90,True,True,2,17,2865,9136,11,11
1415921,True,FT,90,True,True,2,12,2879,2875,11,11
1415923,True,FT,90,True,True,2,13,2877,2876,11,11
1415924,True,FT,90,True,True,2,14,2874,2871,11,11
1415926,True,FT,90,True,True,2,23,2867,2865,11,11
1415927,True,FT,90,True,True,2,14,2875,2870,11,11
1415928,True,FT,90,True,True,2,14,9136,4912,11,11
1419568,True,FT,90,True,True,2,18,664,656,11,11
1421138,True,FT,90,True,True,2,14,572,3403,11,11
1421145,True,FT,90,True,True,2,14,3403,572,11,11
1421175,True,FT,90,True,True,2,18,11238,3402,11,11
1421202,True,FT,90,True,True,2,16,3402,11238,11,11
1435928,True,FT,90,True,True,2,20,10511,2992,11,11
1435937,True,FT,90,True,True,2,14,2992,2938,11,11
1435943,True,FT,90,True,True,2,16,2992,2944,11,11
1435949,True,FT,90,True,True,2,24,10509,2992,11,11
1435960,True,FT,90,True,True,2,16,2992,2929,11,11
1436778,True,FT,90,True,True,2,16,609,566,11,11
1436780,True,FT,90,True,True,2,16,2250,375,11,11
1436783,True,AET,120,True,True,2,21,566,609,11,11
1436819,True,FT,90,True,True,2,16,1424,4660,11,11
1437227,True,FT,90,True,True,2,17,375,2250,11,11
1438690,True,FT,90,True,True,2,13,2402,781,11,11
1438815,True,FT,90,True,True,2,17,781,2402,11,11
1442428,True,FT,90,True,True,2,16,2789,2797,11,11
1446592,True,FT,90,True,True,2,10,2776,2789,11,11
1446596,True,FT,90,True,True,2,16,2789,2772,11,11
1446611,True,FT,90,True,True,2,19,2769,2789,11,11
1446620,True,FT,90,True,True,2,16,2773,2789,11,11
1446627,True,FT,90,True,True,2,14,2789,2786,11,11
1446640,True,FT,90,True,True,2,14,6572,2789,11,11
1446895,True,FT,90,True,True,2,10,2876,2875,11,11
1446896,True,FT,90,True,True,2,19,2870,2877,11,11
1446899,True,FT,90,True,True,2,19,2879,9136,11,11
1446900,True,FT,90,True,True,2,14,2871,10155,11,11
1446901,True,FT,90,True,True,2,14,2872,2865,11,11
1446902,True,FT,90,True,True,2,21,2875,2873,11,11
1446903,True,FT,90,True,True,2,16,2877,2871,11,11
1446904,True,FT,90,True,True,2,13,2865,4912,11,11
1446906,True,FT,90,True,True,2,17,10155,2870,11,11
1446907,True,FT,90,True,True,2,13,9136,2872,11,11
1446909,True,FT,90,True,True,2,23,4912,2876,11,11
1446910,True,FT,90,True,True,2,16,2871,2875,11,11
1446911,True,FT,90,True,True,2,15,2870,2865,11,11
1446913,True,FT,90,True,True,2,15,2873,9136,11,11
1446917,True,FT,90,True,True,2,16,9136,2875,11,11
1446918,True,FT,90,True,True,2,12,2876,2870,11,11
1446919,True,FT,90,True,True,2,15,2867,2871,11,11
1446922,True,FT,90,True,True,2,15,2865,2877,11,11
1446923,True,FT,90,True,True,2,17,2875,10155,11,11
1446924,True,FT,90,True,True,2,17,2879,2865,11,11
1446925,True,FT,90,True,True,2,15,2870,2874,11,11
1446928,True,FT,90,True,True,2,15,2873,2876,11,11
1446929,True,FT,90,True,True,2,16,2871,9136,11,11
1451458,True,FT,90,True,True,2,16,566,1424,11,11
1451486,True,FT,90,True,True,2,24,1426,566,11,11
1451495,True,FT,90,True,True,2,13,851,566,11,11
1451617,True,FT,90,True,True,2,13,566,851,11,11
1482482,True,FT,90,True,True,2,18,2767,2761,11,11
1482491,True,FT,90,True,True,2,6,2764,2766,11,11
1482495,True,FT,90,True,True,2,17,2746,2764,11,11
1482496,True,FT,90,True,True,2,15,2768,2750,11,11
1485346,True,FT,90,True,True,2,16,2874,9136,11,11
1485352,True,FT,90,True,True,2,22,2879,2876,11,11
1485353,True,FT,90,True,True,2,8,9136,2867,11,11
1485354,True,FT,90,True,True,2,19,2871,2870,11,11
1489326,True,FT,90,True,True,2,14,7406,611,11,11
1489334,True,FT,90,True,True,2,16,611,1009,11,11
1491231,True,FT,90,True,True,2,8,2789,2769,11,11
1491256,True,FT,90,True,True,2,15,2789,6572,11,11
1491304,True,FT,90,True,True,2,17,2803,2789,11,11
1491601,True,FT,90,True,True,2,18,2898,2897,11,11
1491607,True,FT,90,True,True,2,17,2905,2903,11,11
1491631,True,FT,90,True,True,2,20,2903,2897,11,11
1491633,True,FT,90,True,True,2,18,2899,2900,11,11
1491648,True,FT,90,True,True,2,13,2893,2905,11,11
1491649,True,FT,90,True,True,2,17,2907,2900,11,11
1505602,True,FT,90,True,True,2,19,2873,2870,11,11
1505608,True,FT,90,True,True,2,12,2875,2879,11,11
1505609,True,FT,90,True,True,2,16,2872,2870,11,11
1505611,True,FT,90,True,True,2,11,2876,2873,11,11
1505612,True,FT,90,True,True,2,11,9136,2877,11,11
1505613,True,FT,90,True,True,2,15,2867,10155,11,11
1505614,True,FT,90,True,True,2,19,4912,2865,11,11
1506899,True,FT,90,True,True,2,17,2762,2745,11,11
1506901,True,FT,90,True,True,2,21,2750,2748,11,11
1506902,True,FT,90,True,True,2,14,2764,2746,11,11
1506903,True,FT,90,True,True,2,21,2767,2766,11,11
1506904,True,FT,90,True,True,2,12,2745,2750,11,11
1506906,True,FT,90,True,True,2,15,2768,2762,11,11
1506910,True,FT,90,True,True,2,16,2745,2767,11,11
1506915,True,FT,90,True,True,2,12,2745,2746,11,11
1506916,True,FT,90,True,True,2,20,2763,2750,11,11
1506917,True,FT,90,True,True,2,15,2761,2767,11,11
1506918,True,FT,90,True,True,2,18,2762,2748,11,11
1506919,True,FT,90,True,True,2,17,2764,2766,11,11
1506921,True,FT,90,True,True,2,19,2766,2759,11,11
1506936,True,FT,90,True,True,2,14,2750,2746,11,11
1506942,True,FT,90,True,True,2,21,2767,2759,11,11
1506945,True,FT,90,True,True,2,17,2762,2763,11,11
1506947,True,FT,90,True,True,2,15,2748,2767,11,11
1506948,True,FT,90,True,True,2,18,2750,2761,11,11
1506956,True,FT,90,True,True,2,19,2766,2768,11,11
1506957,True,FT,90,True,True,2,12,2767,2764,11,11
1506958,True,FT,90,True,True,2,16,2763,2746,11,11
1506959,True,FT,90,True,True,2,14,2761,2762,11,11
1506961,True,FT,90,True,True,2,20,2759,2750,11,11
1506963,True,FT,90,True,True,2,19,2762,2759,11,11
1506965,True,FT,90,True,True,2,17,2746,2764,11,11
1506966,True,FT,90,True,True,2,14,2768,2767,11,11
1506967,True,FT,90,True,True,2,15,2766,2748,11,11
1506970,True,FT,90,True,True,2,16,2759,2746,11,11
1506974,True,FT,90,True,True,2,13,2746,2750,11,11
1506978,True,FT,90,True,True,2,17,2745,2762,11,11
1506979,True,FT,90,True,True,2,14,2767,2761,11,11
1506990,True,FT,90,True,True,2,12,2759,2767,11,11
1506991,True,FT,90,True,True,2,14,2766,2763,11,11
1506996,True,FT,90,True,True,2,12,2761,2750,11,11
1506997,True,FT,90,True,True,2,9,2766,2746,11,11
1521238,True,FT,90,True,True,2,13,9136,2879,11,11
1528518,True,FT,90,True,True,2,20,656,1120,11,11
1528526,True,FT,90,True,True,2,14,656,2257,11,11
1528532,True,FT,90,True,True,2,13,656,3552,11,11
1537392,True,FT,90,True,True,2,14,614,3402,11,11
1537393,True,FT,90,True,True,2,14,3408,3403,11,11
1537399,True,FT,90,True,True,2,23,602,3402,11,11
1537400,True,FT,90,True,True,2,19,2247,3403,11,11
1537625,True,FT,90,True,True,2,17,2875,2876,11,11
1537626,True,FT,90,True,True,2,15,4912,9136,11,11
1540727,True,FT,90,True,True,2,13,4195,4488,11,11
1540975,True,FT,90,True,True,2,16,853,566,11,11
1540978,True,FT,90,True,True,2,14,646,566,11,11
1540980,True,FT,90,True,True,2,16,566,646,11,11
1540984,True,FT,90,True,True,2,13,566,853,11,11
1540986,True,FT,90,True,True,2,13,1424,1427,11,11
1540993,True,FT,90,True,True,2,16,857,1424,11,11
1540999,True,FT,90,True,True,2,14,1424,1416,11,11
1542139,True,FT,90,True,True,2,18,2875,2872,11,11
1542140,True,FT,90,True,True,2,16,2874,2865,11,11
1542141,True,FT,90,True,True,2,12,2870,10155,11,11
1542383,True,FT,90,True,True,2,16,3402,3408,11,11
1543176,True,FT,90,True,True,2,18,2865,2873,11,11
1543177,True,FT,90,True,True,2,11,9136,2874,11,11
1543178,True,FT,90,True,True,2,18,2877,2870,11,11
1543180,True,FT,90,True,True,2,16,10155,2876,11,11
1543778,True,FT,90,True,True,2,16,3403,3408,11,11
1543779,True,FT,90,True,True,2,20,614,3403,11,11
1544963,True,FT,90,True,True,2,15,2879,10155,11,11
1544965,True,FT,90,True,True,2,15,2872,2876,11,11
1544966,True,FT,90,True,True,2,15,2865,2867,11,11
1544967,True,FT,90,True,True,2,19,2873,2875,11,11
1544968,True,FT,90,True,True,2,23,2871,2877,11,11
1544969,True,FT,90,True,True,2,16,2870,9136,11,11
1546530,True,PEN,120,True,True,2,13,566,858,11,11
