player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,identity_rows_before_deduplication,formation_primary_role,formation_primary_role_raw,formation_role_stability_minutes,formation_precise_minutes,formation_role_observations,formation_role_distribution,canonical_name,allowed_roles,preferred_role,public_position,source_type,source_url,checked_at_utc,evidence_note,high_impact_current_release,public_anchor_available,current_role_publicly_compatible,formation_role_publicly_compatible,audited_role,audited_role_source,audited_role_publicly_compatible,role_changed,public_conflict_current,public_conflict_formation,formation_evidence_stable,profile_scored_bool,audited_role_eligible,overall_audited,conservative_score_audited,audited_role_rank
380587,I. Maza,Algeria,Attacker,RW,0.725,40,RW:29 | ST:10 | LW:1,3625.0,0.6509555464477557,0.0775130689759408,0.5734424774718148,0.493499249036127,0.7611786394095634,0.6244786454600753,0.595521530221642,0.529443546957648,0.6894589079027851,0.5202417640433541,0.4273554772176046,True,1,AM,AM,0.75776926351639,2349.0,30.0,AM:1780m/23 | RCB:225m/3 | ST:173m/2 | DM:90m/1 | CM:81m/1,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.6210108746340368,0.543497805658096,11
19170,M. Rogers,England,Midfielder,CM,0.8679245283018868,53,CM:46 | AM:4 | RW:2 | ST:1,4821.0,0.5881325665571878,0.0672140975522974,0.5209184690048904,0.3901634704124652,0.6702875962155881,0.6668396804257725,0.690690344490787,0.3725787400408605,0.4840820164644321,0.3309191381084649,0.2696340614264759,True,1,AM,AM,0.7278439869989166,4615.0,53.0,AM:3359m/39 | LW:540m/6 | DM:270m/3 | ST:266m/3 | CM:90m/1 | RW:90m/1,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.5881325665571877,0.5209184690048902,12
47237,L. Suarez,Colombia,Attacker,RW,0.9387755102040816,49,RW:46 | ST:3,4490.0,0.6343863749956058,0.0696475377168659,0.5647388372787399,0.3046670543996549,0.6196152012397385,0.6082485306093545,0.9307482901980462,0.2746745299583242,0.5098495466461584,0.3489588225344356,0.2605036463446184,True,1,AM,AM,0.7783745913124708,4282.0,49.0,AM:3333m/38 | ST:679m/8 | DM:270m/3,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.5904782573343225,0.5208307196174565,13
290212,D. Visinsky,Czech Republic,Midfielder,AM,0.6,25,AM:15 | RW:6 | DM:2 | CM:1 | ST:1,2186.0,0.5023685551079452,0.099816849663119,0.4025517054448261,0.3839066029090714,0.7056406196648246,0.6255000602671739,0.7464996154509587,0.3990330938161257,0.572430982464306,0.3672957159171167,0.367060060925748,True,1,AM,AM,0.7067610062893082,1272.0,18.0,AM:899m/12 | DM:219m/3 | LCB:90m/1 | ST:41m/1 | CB:23m/1,,,,,,,,,False,False,True,True,AM,formation_only,True,False,False,False,True,True,True,0.5975818523683726,0.4977650027052536,14
199310,A. Slimane,Tunisia,Attacker,RW,0.875,16,RW:14 | ST:2,1615.0,0.6092780671733525,0.1161295316078348,0.4931485355655177,0.4176804178102276,0.5923495103114129,0.6926901149407662,0.7496194421243165,0.4716793960001292,0.525107202619457,0.3589202940355859,0.2697927224398999,True,1,AM,AM,0.7166813768755517,1133.0,16.0,AM:812m/11 | DM:321m/5,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.5952197186594834,0.47909018705164863,15
162037,M. Tillman,USA,Midfielder,RW,0.5757575757575758,33,RW:19 | CM:6 | AM:5 | DM:3,2716.0,0.5289273536064744,0.0895496834313274,0.4393776701751469,0.5088328859275629,0.5650676468118575,0.5396102038354038,0.6995741887693167,0.5990219155151474,0.6279092262057567,0.4207508382338144,0.4601421368480722,True,1,AM,AM,0.7682027649769585,2170.0,26.0,AM:1667m/20 | CM:270m/3 | DM:233m/3,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.5513916845993385,0.4618420011680111,16
2601,D. Kamada,Japan,Attacker,ST,0.7804878048780488,41,ST:32 | RW:9,3539.0,0.528463835858335,0.0784492247909585,0.4500146110673764,0.5412662696607501,0.5372325867858309,0.5753677173982457,0.4576874143318721,0.5970166967405329,0.5313868625917663,0.5419582573201696,0.510870199213738,True,1,AM,AM,0.5334728033472803,956.0,13.0,AM:510m/6 | CM:377m/5 | RW:69m/1 | ST:0m/1,Daichi Kamada,AM|CM,AM,midfielder,official_club,https://www.cpfc.co.uk/teams/first-team/midfielder/daichi-kamada/,2026-07-20,Crystal Palace lists Kamada as a midfielder; ST is excluded,True,True,False,True,AM,formation_and_public_agree,True,True,True,False,False,True,True,0.5371060417897717,0.4586568169988132,17
199837,K. Sulemana,Ghana,Midfielder,RW,0.6428571428571429,14,RW:9 | ST:4 | LW:1,1489.0,0.5997325863334227,0.1209432371895753,0.4787893491438473,0.413310752221576,0.7336105001597792,0.5274943893021311,0.5976769251239219,0.3429359722352783,0.5790623298290339,0.4620387760060688,0.4981384320067645,True,1,AM,AM,0.8456591639871383,933.0,14.0,AM:789m/12 | CM:73m/1 | LW:71m/1,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.5653729085535951,0.44442967136401984,18
34710,Oh Hyeon-Gyu,South Korea,Attacker,RW,1.0,34,RW:34,3098.0,0.6357311764957843,0.0838471356471395,0.5518840408486447,0.2851219872059108,0.4972419513277459,0.5251193697320674,0.8468776969916093,0.2996373078087196,0.4813790551322673,0.3840957240606456,0.3388128080645862,True,1,AM,AM,0.6185012549300825,2789.0,34.0,AM:1725m/20 | DM:1064m/14,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.5231744721953003,0.4393273365481608,19
249,D. Malen,Netherlands,Attacker,RW,0.9705882352941176,34,RW:33 | ST:1,3016.0,0.6263560040809734,0.0849793234330597,0.5413766806479136,0.2572865359926948,0.5590083260740126,0.4696001339417269,0.9025874246000932,0.2509785216142509,0.3064630440815506,0.3615798151454605,0.3245068654104084,True,1,AM,AM,0.6164542294322132,2589.0,33.0,AM:1596m/19 | ST:793m/11 | RW:200m/3,,,,,,,,,False,False,True,True,AM,formation_only,True,True,False,False,True,True,True,0.522985259892074,0.4380059364590143,20
129718,J. Bellingham,England,Midfielder,CM,0.9069767441860463,43,CM:39 | RW:2 | AM:1 | DM:1,3335.0,0.6683896059962172,0.0808129607964196,0.5875766451997976,0.6088707701785495,0.7520291900145389,0.6543866218426447,0.7875740073528149,0.611675496306573,0.8520440992771415,0.6157830143284415,0.5907841067312104,True,1,CM,CM,0.3231197771587744,3231.0,40.0,CM:1044m/13 | AM:970m/11 | DM:771m/10 | LCB:144m/2 | LB:90m/1 | ST:90m/1 | CB:64m/1 | RCB:58m/1,Jude Bellingham,CM|AM,CM,midfielder,official_club,https://www.realmadrid.com/en-US/football/squad/jude-bellingham,2026-07-20,Real Madrid lists Bellingham as a midfielder,True,True,True,True,CM,formation_and_public_agree,True,False,False,False,False,True,True,0.6683896059962172,0.5875766451997976,1
335051,J. Neves,Portugal,Midfielder,CM,0.8709677419354839,31,CM:27 | DM:4,3100.0,0.61830617405438,0.0838200838201257,0.5344860902342543,0.7127797600624238,0.5106426443235746,0.5239049952185048,0.6107787848617217,0.6493036285035264,0.650227262038763,0.6598830606821753,0.6695142074437828,True,2,CM,CM,0.7690631808278867,3213.0,38.0,CM:2471m/29 | DM:742m/9,,,,,,,,,False,False,True,True,CM,formation_only,True,False,False,False,True,True,True,0.61830617405438,0.5344860902342543,2
6002,E. Palacios,Argentina,Defender,RB,1.0,19,RB:19,1686.0,0.6944075536179698,0.1136580374025179,0.5807495162154519,0.8757533339022833,0.4776174621152314,0.4792543885933022,0.3748372202761329,0.7186354540806643,0.5777035333139608,0.60083118492179,0.6705733245181427,True,1,RCB,RCB,0.5,360.0,4.0,RCB:180m/2 | DM:90m/1 | RB:90m/1,Exequiel Palacios,CM|DM,CM,midfielder,official_club,https://www.bayer04.de/en-us/player/werkself/bayer-04-leverkusen/exequiel-palacios,2026-07-20,Bayer 04 lists Palacios in midfield; RB is excluded,True,True,False,False,CM,public_preferred_override,True,True,True,True,False,True,True,0.632023270867794,0.5183652334652761,3
37127,M. Odegaard,Norway,Midfielder,CM,1.0,28,CM:28,2454.0,0.661647463877579,0.0942088404740865,0.5674386234034925,0.6985688106655853,0.6442887643023582,0.8265230016828289,0.506071445881358,0.3963932063152922,0.2959989858123488,0.4844693121787117,0.5255699679978867,True,1,CM,CM,0.901933050447902,2121.0,28.0,CM:1913m/25 | RW:81m/1 | AM:66m/1 | DM:61m/1,,,,,,,,,True,False,True,True,CM,formation_only,True,False,False,False,True,True,True,0.5928732154994977,0.49866437502541117,4
328,F. Ruiz,Spain,Midfielder,CM,0.9230769230769232,26,CM:24 | DM:2,2398.0,0.5776942100882977,0.0953025120725547,0.4823916980157429,0.8355926047641281,0.4821511046612259,0.648630629635923,0.5103973916883973,0.5232333183084324,0.2748002834247137,0.4888838280665958,0.6671852695898486,True,2,CM,CM,0.7228867623604466,2508.0,33.0,CM:1813m/23 | DM:695m/10,,,,,,,,,False,False,True,True,CM,formation_only,True,False,False,False,True,True,True,0.5776942100882976,0.4823916980157429,5
637,F. Nmecha,Germany,Midfielder,CM,0.6744186046511628,43,CM:29 | AM:10 | DM:3 | RW:1,3403.0,0.5581631461101286,0.0800014692783089,0.4781616768318196,0.56330991625129,0.5549710149676228,0.5088564222678965,0.5489490579739043,0.586172335076007,0.5626718191215805,0.576047454429404,0.5497008150509278,True,1,CM,CM,0.8065749235474006,1308.0,16.0,CM:1055m/13 | DM:163m/2 | AM:90m/1,,,,,,,,,False,False,True,True,CM,formation_only,True,False,False,False,True,True,True,0.5581631461101286,0.47816167683181976,6
1159,M. Sabitzer,Austria,Midfielder,CM,0.6363636363636364,33,CM:21 | AM:10 | DM:1 | RW:1,2709.0,0.4748918648152407,0.0896653060533144,0.3852265587619263,0.5013932492280085,0.4298762456897961,0.5194494372829968,0.4623905958091188,0.539177806700586,0.3308308614686591,0.4800407202665523,0.4910704170557545,True,1,CM,CM,0.6940350877192982,1425.0,17.0,CM:989m/12 | LW:360m/4 | AM:76m/1,,,,,,,,,False,False,True,True,CM,formation_only,True,False,False,False,True,True,True,0.47489186481524076,0.38522655876192635,7
214463,I. Yuksek,Türkiye,Midfielder,CM,0.6333333333333333,30,CM:19 | AM:7 | DM:4,2742.0,0.7326909935459869,0.0891241113336148,0.6435668822123721,0.6283337052868869,0.6275680525916363,0.5095438877673146,0.4725854738857691,0.8494374666504607,0.8901382133380141,0.6385757792490552,0.5143966451127413,True,1,DM,DM,0.8381294964028777,1946.0,27.0,DM:1631m/23 | AM:315m/4,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.7326909935459869,0.6435668822123721,1
133609,Pedri,Spain,Midfielder,DM,0.5,40,DM:20 | CM:20,3539.0,0.7498726700561549,0.0784492247909585,0.6714234452651964,0.8682861030032805,0.744662145761666,0.8028639644207798,0.4976017024687286,0.6260208393109629,0.6725794066459398,0.6856077779514611,0.6569414888582186,True,1,DM,DM,0.9003362885967594,3271.0,40.0,DM:2945m/36 | CM:326m/4,,,,,,,,,False,False,True,True,DM,formation_only,True,False,False,False,True,True,True,0.7211220418565222,0.6426728170655637,2
44,Rodri,Spain,Midfielder,DM,0.8235294117647058,34,DM:28 | CM:6,2811.0,0.6861275926502921,0.0880234760575071,0.598104116592785,0.9039289927251551,0.5523575160255001,0.5596753011208864,0.4210374739736437,0.6126617776135338,0.7254504290382311,0.6969721050599981,0.6621970697110556,True,1,DM,DM,1.0,2728.0,34.0,DM:2728m/34,Rodri,DM|CM,DM,midfielder,official_club,https://www.mancity.com/players/rodri,2026-07-20,Public anchor restricts Rodri to central midfield roles,True,True,True,True,DM,formation_and_public_agree,True,False,False,False,True,True,True,0.7154060927466134,0.6273826166891063,3
271,L. Paredes,Argentina,Midfielder,AM,0.8205128205128205,39,AM:32 | DM:5 | CM:2,3687.0,0.7297198287208823,0.0768585822136089,0.6528612465072733,0.8558873158433865,0.6559637023984938,0.7830182295331928,0.5118561604933325,0.5722299527203937,0.6258665937194237,0.7569725055534922,0.6004025523684093,True,1,DM,DM,0.7251461988304093,684.0,8.0,DM:496m/6 | CM:188m/2,Leandro Paredes,DM|CM,DM,midfielder,official_club_news,https://www.asroma.com/en/news/72982/paredes-signs-new-deal-until-30-june-2026,2026-07-20,Roma identifies Paredes as a midfielder; AM is excluded,True,True,False,True,DM,formation_and_public_agree,True,True,True,False,False,True,True,0.699795449408959,0.6229368671953501,4
116117,M. Caicedo,Ecuador,Midfielder,CM,0.7962962962962963,54,CM:43 | AM:6 | DM:4 | RB:1,4587.0,0.6786519157182012,0.0689071943910715,0.6097447213271296,0.7500559848327902,0.5053478485273366,0.4853478869000268,0.4911146258465191,0.7669843623507198,0.6069081778588362,0.6475330754222635,0.6748482419617458,True,1,DM,DM,0.9201929401447051,4561.0,54.0,DM:4197m/48 | CM:315m/5 | RCB:49m/1,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6786519157182012,0.6097447213271296,5
538,F. de Jong,Netherlands,Midfielder,CM,0.6333333333333333,30,CM:19 | DM:10 | AM:1,2906.0,0.6885209136413053,0.0865727339620117,0.6019481796792936,0.840445240693581,0.5414784357669888,0.6930029366082213,0.4087682769905908,0.624155959648854,0.5284093664181425,0.7679339656778659,0.7279808049114846,True,1,DM,DM,0.9234596249521623,2613.0,30.0,DM:2413m/28 | CM:110m/1 | AM:90m/1,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6798281914684863,0.5932554575064746,6
474591,C. Inao Oulai,Ivory Coast,Midfielder,AM,0.8387096774193549,31,AM:26 | CM:5,2727.0,0.6789827251586308,0.0893688910072626,0.5896138341513681,0.6612338159991005,0.7208812410696721,0.6363318192376196,0.4339857954890807,0.6347986158836765,0.7311770700389152,0.6946391898867025,0.670599123907782,True,1,DM,DM,0.7784458834412581,2162.0,26.0,DM:1683m/20 | CM:400m/5 | LCB:79m/1,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6810535674834001,0.5916846764761374,7
1271,A. Tchouameni,France,Midfielder,CM,0.66,50,CM:33 | DM:16 | RB:1,4300.0,0.657686962436472,0.0711696303142693,0.5865173321222026,0.7058617721292647,0.4276109701650715,0.4761015879890125,0.4190843034914269,0.7544992677659212,0.6497771674447707,0.6216174795140407,0.6730092542052012,True,2,DM,DM,0.650375939849624,4522.0,54.0,DM:2941m/36 | LCB:693m/8 | CM:439m/5 | CB:269m/3 | RCB:180m/2,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6576869624364718,0.5865173321222026,8
747,Casemiro,Brazil,Midfielder,CM,0.6842105263157895,38,CM:26 | DM:10 | AM:2,3049.0,0.6411760848519107,0.0845181973337754,0.5566578875181353,0.6374750355213868,0.4900754778405246,0.5525437921001186,0.6663096809718071,0.7872626925514871,0.7360703238301084,0.468449686017049,0.4347570122134844,True,1,DM,DM,0.6232590529247911,2872.0,37.0,DM:1790m/22 | RCB:465m/6 | CM:258m/3 | CB:240m/4 | LCB:119m/2,,,,,,,,,False,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6411760848519107,0.5566578875181353,9
863,R. Bentancur,Uruguay,Midfielder,AM,0.5714285714285714,35,AM:20 | CM:14 | DM:1,3006.0,0.6409532152840922,0.085120555578755,0.5558326597053371,0.5664705404613857,0.4860785333145671,0.4071001633498079,0.3802804326630128,0.7498342851446715,0.6494720303864596,0.6832130970763357,0.5387479951967442,True,2,DM,DM,0.8725694444444444,2880.0,35.0,DM:2513m/31 | CM:367m/4,,,,,,,,,False,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6409532152840922,0.5558326597053372,10
162714,A. Onana,Belgium,Midfielder,DM,0.9117647058823528,34,DM:31 | CM:3,2755.0,0.6446414237282015,0.0889135880183747,0.5557278357098268,0.5484746024236936,0.4242473828958686,0.369326055134022,0.4693548847051301,0.756671336093744,0.7418487067773843,0.6695624296570434,0.6088345529583552,True,1,DM,DM,1.0,2611.0,34.0,DM:2611m/34,,,,,,,,,True,False,True,True,DM,formation_only,True,False,False,False,True,True,True,0.6446414237282015,0.5557278357098269,11
502,J. Kimmich,Germany,Defender,RB,0.9607843137254902,51,RB:49 | LCB:1 | RCB:1,4423.0,0.5906843413603334,0.070173068568647,0.5205112727916864,0.9013443502714392,0.5924648192656017,0.7807731875063859,0.4561724479180171,0.5000363725647609,0.3520069571608188,0.6968742103202051,0.6682638901997705,True,1,DM,DM,0.9218507859198584,4517.0,51.0,DM:4164m/47 | RB:293m/3 | RCB:60m/1,Joshua Kimmich,RB|DM|CM,,midfielder or right-back,official_club,https://fcbayern.com/en/teams/first-team/joshua-kimmich,2026-07-20,Bayern lists Kimmich in midfield while Germany also uses him at right-back,True,True,True,True,DM,formation_and_public_agree,True,True,False,False,True,True,True,0.6241770533739106,0.5540039848052636,12
128384,Vitinha,Portugal,Midfielder,CM,0.912280701754386,57,CM:52 | DM:5,4450.0,0.6617941383723814,0.0699598600804197,0.5918342782919617,0.9236335272349772,0.537360340369081,0.6395878345805815,0.5493645853997734,0.4831926762075494,0.2904506622911522,0.7771431237525894,0.7171743456667145,True,1,DM,DM,1.0,4909.0,57.0,DM:4909m/57,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6238995356678466,0.553939675587427,13
299,Fabinho,Brazil,Midfielder,CM,0.5,40,CM:20 | AM:13 | RB:5 | DM:2,3600.0,0.5949320016741578,0.0777817459305202,0.5171502557436376,0.67876832832574,0.4480610850739044,0.4835813015281852,0.4701690573546828,0.6578243761054915,0.5184304943593446,0.7311619563747358,0.7008131238107177,True,1,DM,DM,0.6774088541666666,3072.0,35.0,DM:2081m/23 | LCB:728m/9 | RCB:263m/3,,,,,,,,,False,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6274653865763056,0.5496836406457853,14
39064,P. Berg,Norway,Midfielder,CM,0.813953488372093,43,CM:35 | AM:7 | DM:1,3911.0,0.6570063383773185,0.074625117806403,0.5823812205709155,0.6920005784029539,0.615808429179472,0.7539534206184103,0.535320043234048,0.6624518254979578,0.4099814057426353,0.6882971331660341,0.5865642434012504,True,1,DM,DM,0.8848538529672276,3387.0,38.0,DM:2997m/34 | CM:390m/4,,,,,,,,,True,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6239661921436457,0.5493410743372427,15
41552,P. Ciss,Senegal,Defender,RB,0.9696969696969696,33,RB:32 | RCB:1,3307.0,0.6532749553885828,0.0811543568399717,0.5721205985486111,0.6144583167812718,0.4391807092868971,0.4587449336997629,0.4834867322399042,0.7369531144675066,0.5019028547277028,0.7471194212025006,0.5963195004964036,True,1,RCB,RCB,0.4,300.0,3.0,RCB:120m/1 | DM:90m/1 | LCB:90m/1,Pathe Ciss,DM|CM,DM,midfielder,official_club,https://www.rayovallecano.es/jugadores/pathe-ciss,2026-07-20,Rayo identifies Ciss as a midfielder with defensive responsibilities,True,True,False,False,DM,public_preferred_override,True,True,True,True,False,True,True,0.6303209410181089,0.5491665841781371,16
16841,M. Lasheen,Egypt,Midfielder,DM,0.5428571428571428,35,DM:19 | CM:11 | AM:5,3237.0,0.6289237836500015,0.0820271434990939,0.5468966401509076,0.5536986161907723,0.5072898819303058,0.4458716277234474,0.3616010051819665,0.7106242406237476,0.7023516438108709,0.6277249386438901,0.5040334947960826,True,1,DM,DM,0.8241232731137088,1882.0,22.0,DM:1551m/18 | CM:179m/2 | RCB:152m/2,,,,,,,,,False,False,True,True,DM,formation_only,True,False,False,False,True,True,True,0.6289237836500015,0.5468966401509076,17
51494,M. Ugarte,Uruguay,Midfielder,CM,0.7857142857142857,14,CM:11 | DM:3,1322.0,0.6736204692964424,0.1283551238614283,0.545265345435014,0.6157349626203524,0.4536040055695436,0.3778153017805578,0.3614862655235084,0.871811566250847,0.7526039475160561,0.5591632292870354,0.5332003351640601,True,1,DM,DM,0.7244258872651357,958.0,13.0,DM:694m/9 | CB:219m/3 | LCB:45m/1,,,,,,,,,False,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.6736204692964424,0.545265345435014,18
2290,N. Kante,France,Midfielder,CM,0.5,36,CM:18 | AM:14 | DM:4,3453.0,0.6002798674745242,0.0794201400443037,0.5208597274302205,0.6871337631325362,0.5387888914014352,0.517372955025692,0.4792215829494483,0.708672561085029,0.4850353659947421,0.6150388029995644,0.6230817907759405,True,1,DM,DM,0.6905674846625767,2608.0,30.0,DM:1801m/21 | RCB:717m/8 | CB:90m/1,,,,,,,,,False,False,True,True,DM,formation_only,True,True,False,False,True,True,True,0.62392037450153,0.5445002344572263,19
2926,Y. Tielemans,Belgium,Midfielder,DM,0.7272727272727273,33,DM:24 | CM:9,3059.0,0.627375779658962,0.0843799374713126,0.5429958421876493,0.6411131659999763,0.5781929512979206,0.6887476825646183,0.5138356671324724,0.631818955143164,0.6485271538772158,0.599479067714576,0.5361387503202085,True,1,DM,DM,0.8414934836209933,2839.0,33.0,DM:2389m/28 | AM:450m/5,,,,,,,,,True,False,True,True,DM,formation_only,True,False,False,False,True,True,True,0.6242468856823495,0.539866948211037,20
