player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,lower_95,upper_95,role_rank_conservative,top30_lower_threshold,best_lower_threshold,plausible_top30,plausible_real_xi,guardrail_top35,insufficient_evidence_guardrail,in_selection_frontier,frontier_reason,cov_annual_current,pass_annual_current,miss_annual_current,known_minute_cov_annual_current,missing_startXI_annual_current,exact_minutes_annual_current,coverage_version_annual_current,cov_pre_world_cup,pass_pre_world_cup,miss_pre_world_cup,known_minute_cov_pre_world_cup,missing_startXI_pre_world_cup,exact_minutes_pre_world_cup,coverage_version_pre_world_cup,covered,lo90,hi90,stable,rank,urank,needed,reason
74,S. Amrabat,Morocco,Midfielder,DM,0.5555555555555556,27,DM:15 | CM:9 | AM:3,2721.0,low_is_left,1.0,True,False,False,2369.0,0.5277369314738592,0.0958840583112958,0.4318528731625634,0.6935500284858133,0.4450214349951684,0.4199509748380775,0.4362688840535284,0.5292615840939586,0.4357130816897616,0.546492072528213,0.6486538998395244,True,0.3398041771837193,0.7156696857639991,15.0,0.2567438243531459,0.59591886719741,True,True,True,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,2369.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2224.0,exact_window_known_minutes_v2_event_bounded,True,0.3700216903936979,0.6854521725540206,False,15.0,16.0,False,outside_decision_frontier
78,H. Vanaken,Belgium,Midfielder,AM,0.9454545454545454,55,AM:52 | DM:3,5007.0,low_is_left,1.0,True,True,True,4957.0,0.6603140068596475,0.066285643728143,0.5940283631315044,0.7569089021769452,0.5971181969093774,0.7115579378835555,0.6113323048944709,0.4380983774821079,0.4649282509624705,0.6303435959024378,0.6041107865007218,True,0.5303941451524872,0.7902338685668078,13.0,0.4583156981188975,0.5944349510352618,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,4957.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,4633.0,exact_window_known_minutes_v2_event_bounded,True,0.5512838253585983,0.7693441883606966,True,13.0,49.0,False,outside_decision_frontier
81,K. Diatta,Senegal,Defender,RB,1.0,22,RB:22,2517.0,low_is_left,1.0,True,True,True,2180.0,0.6160434273216835,0.0999541179145381,0.5160893094071454,0.5722797759381563,0.5673539948209534,0.6008575722670274,0.3449658951860562,0.6704825612166899,0.7036673044800837,0.6332904576381608,0.4676098618148491,True,0.4201333562091888,0.8119534984341782,20.0,0.4140762867709887,0.537777630667353,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2180.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,1790.0,exact_window_known_minutes_v2_event_bounded,True,0.4516335339412204,0.7804533207021466,True,20.0,15.0,False,outside_decision_frontier
130,N. Semedo,Portugal,Defender,RB,0.9714285714285714,35,RB:34 | LB:1,3235.0,low_is_left,1.0,True,True,True,3145.0,0.5612505475192219,0.0832182565270137,0.4780322909922081,0.5359011918363134,0.5941490681000298,0.4935547423377427,0.3777861132278269,0.6063318694968683,0.5442409215040888,0.5217354652145995,0.5297847158300615,True,0.3981427647262749,0.7243583303121688,52.0,0.4140762867709887,0.537777630667353,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,3145.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3021.0,exact_window_known_minutes_v2_event_bounded,True,0.42436869644218533,0.6981323985962584,True,51.0,74.0,False,outside_decision_frontier
153,O. Dembele,France,Midfielder,ST,0.6666666666666666,30,ST:20 | RW:10,3192.0,low_is_left,1.0,True,True,True,2764.0,0.7417284292611853,0.0887687119753338,0.6529597172858516,0.6628569603177686,0.7739761411254704,0.8890804977038986,0.9272547986584286,0.2629343307329015,0.2596122756297043,0.5545521791605952,0.4487996154343285,True,0.5677417537895311,0.9157151047328396,3.0,0.2801951276511578,0.6164915702025182,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2764.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2409.0,exact_window_known_minutes_v2_event_bounded,True,0.595716891408747,0.8877399671136237,True,3.0,3.0,False,outside_decision_frontier
154,L. Messi,Argentina,Attacker,RW,0.9791666666666666,48,RW:47 | LW:1,7195.0,low_is_left,1.0,False,True,False,3834.0,0.8331962192973716,0.0753707580810284,0.7578254612163432,0.6182088787096945,0.9067075438878912,0.9486847944457204,0.9729316339589624,0.3113123520480016,0.5905131930704841,0.4796213300566958,0.4060572440520354,True,0.6854695334585559,0.9809229051361874,1.0,0.5129506006993587,0.6854695334585559,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,3834.0,exact_window_known_minutes_v2_event_bounded,0.9629629629629628,True,2,1.0,0,3922.0,exact_window_known_minutes_v2_event_bounded,True,0.7092223545017101,0.9571700840930332,True,1.0,4.0,False,outside_decision_frontier
168,D. Sanchez,Colombia,Defender,RB,0.64,50,RB:32 | RCB:17 | LCB:1,5466.0,low_is_left,1.0,False,True,False,4228.0,0.5183388347507255,0.0717730576679086,0.4465657770828168,0.7111965961046816,0.401916443623992,0.3920696386039475,0.4340638930826722,0.592052572394067,0.54973387401257,0.6166178490126715,0.6211265095603415,True,0.3776636417216245,0.6590140277798265,77.0,0.4140762867709887,0.537777630667353,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,4228.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3844.0,exact_window_known_minutes_v2_event_bounded,True,0.4002826605282689,0.6363950089731821,True,75.0,160.0,False,outside_decision_frontier
184,H. Kane,England,Attacker,RW,0.9444444444444444,54,RW:51 | ST:3,5228.0,low_is_left,1.0,True,True,True,4702.0,0.675589081348311,0.0680593230862138,0.6075297582620971,0.3714757807555581,0.6289589786220117,0.6216829195720501,0.988131052051075,0.3172435386098768,0.5120353456519237,0.5097916651206341,0.3375682452851536,True,0.5421928080993319,0.80898535459729,28.0,0.5129506006993587,0.6854695334585559,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,4702.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,4423.0,exact_window_known_minutes_v2_event_bounded,True,0.5636414569220901,0.7875367057745318,True,28.0,109.0,False,outside_decision_frontier
186,Son Heung-Min,South Korea,Attacker,RW,1.0,32,RW:32,4495.0,low_is_left,1.0,False,True,False,2965.0,0.7378856111280744,0.0857070582353981,0.6521785528926762,0.4752968586380203,0.7989568620498672,0.891499929357371,0.8154635382332016,0.2601346634683194,0.4015140569866491,0.5254248009408238,0.5124398937952475,True,0.5698997769866939,0.9058714452694548,11.0,0.5129506006993587,0.6854695334585559,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2965.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2794.0,exact_window_known_minutes_v2_event_bounded,True,0.5969100455342388,0.87886117672191,True,11.0,22.0,False,outside_decision_frontier
207,I. Perisic,Croatia,Defender,LCB,0.45,40,LCB:18 | LB:12 | RB:10,3578.0,low_is_left,1.0,True,False,False,3330.0,0.4490150517822239,0.0808736084303188,0.368141443351905,0.4738305415149895,0.5466401761235373,0.7719571706177539,0.6876568947578323,0.5208077665797199,0.4023443937733159,0.3615983561714483,0.3113873848065273,True,0.2905027792587989,0.6075273243056489,24.0,0.1977891624684348,0.5686669344450404,True,True,True,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,3330.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2970.0,exact_window_known_minutes_v2_event_bounded,True,0.31598980363096085,0.5820402999334869,False,24.0,24.0,False,outside_decision_frontier
217,L. Martinez,Argentina,Attacker,ST,0.55,40,ST:22 | RW:18,4844.0,low_is_left,1.0,False,False,False,3169.0,0.6301429707584345,0.0829025364262972,0.5472404343321373,0.3630677884177352,0.5944351006367985,0.6492548584717607,0.9183436012951112,0.3707872736407114,0.4999298112584077,0.3314357463523186,0.3205100351295209,True,0.467653999362892,0.792631942153977,8.0,0.2801951276511578,0.6164915702025182,True,True,True,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,3169.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3201.0,exact_window_known_minutes_v2_event_bounded,True,0.49378043303416297,0.766505508482706,False,8.0,9.0,False,outside_decision_frontier
225,A. Behich,Australia,Midfielder,RB,0.8888888888888888,36,RB:32 | LB:2 | LCB:2,4313.0,low_is_left,1.0,False,True,False,3289.0,0.4942459559722165,0.08137612413107,0.4128698318411465,0.5763030376380305,0.5131388208597117,0.5205008515894115,0.5161487852183589,0.4679383117563122,0.3585425534583501,0.4360648637064681,0.3924620906567505,True,0.3347487526753193,0.6537431592691137,126.0,0.4140762867709887,0.537777630667353,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,3289.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3066.0,exact_window_known_minutes_v2_event_bounded,True,0.3603941430479728,0.6280977688964602,True,124.0,172.0,False,outside_decision_frontier
226,D. Dumfries,Netherlands,Midfielder,CM,0.8461538461538461,26,CM:22 | RB:4,2653.0,low_is_left,1.0,True,True,True,2172.0,0.4245609559863174,0.1001380262906767,0.3244229296956407,0.3893742248383957,0.4555873132848329,0.535841130485832,0.5608297925471153,0.4159661557907878,0.4536251188420948,0.3370532067405183,0.4394001946739428,True,0.228290424456591,0.6208314875160438,107.0,0.4698174469315781,0.6752213663290523,True,False,False,False,True,plausible_top30,1.0,True,0,1.0,0,2172.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,1925.0,exact_window_known_minutes_v2_event_bounded,True,0.25984856024633596,0.5892733517262988,True,107.0,107.0,False,outside_decision_frontier
228,A. Obispo,Curaçao,Defender,LCB,0.5714285714285714,21,LCB:12 | RB:6 | RCB:3,2132.0,low_is_left,1.0,True,False,False,2031.0,0.5797625027736789,0.1035556922070369,0.4762068105666419,0.6250805360941528,0.3415859530767202,0.3312371652677184,0.4985723947343586,0.5096946876410027,0.5037531929885124,0.7405361983215313,0.6153700337674954,True,0.3767933460478864,0.7827316594994714,14.0,0.1977891624684348,0.5686669344450404,True,True,True,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,2031.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,1761.0,exact_window_known_minutes_v2_event_bounded,True,0.4094285468554639,0.7500964586918939,False,14.0,11.0,False,outside_decision_frontier
241,M. Sadilek,Czech Republic,Midfielder,DM,0.4666666666666667,30,DM:14 | CM:12 | ST:2 | AM:1 | RW:1,2929.0,low_is_left,1.0,True,False,False,2792.0,0.5908365439280426,0.0883224750494112,0.5025140688786314,0.5462732599090596,0.6098261502756881,0.8004665762790634,0.4454117562692021,0.5343582758811134,0.3842782149209274,0.3137078246515044,0.440963442857348,True,0.4177244928311966,0.7639485950248887,11.0,0.2567438243531459,0.59591886719741,True,True,True,True,True,insufficient_evidence_guardrail,1.0,True,0,1.0,0,2792.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2609.0,exact_window_known_minutes_v2_event_bounded,True,0.44555900050168773,0.7361140873543975,False,11.0,11.0,False,outside_decision_frontier
242,R. Thomas,New Zealand,Midfielder,AM,1.0,27,AM:27,2532.0,low_is_left,1.0,True,True,True,2249.0,0.6179900777989061,0.0984088620763962,0.5195812157225098,0.4853371864714861,0.5112677718377491,0.4203920341799691,0.3946408244629197,0.8103859666060337,0.7279939991440225,0.5083411853153614,0.3867242940608886,True,0.4251087081291694,0.8108714474686429,48.0,0.4583156981188975,0.5944349510352618,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,2249.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2168.0,exact_window_known_minutes_v2_event_bounded,True,0.45612190408837866,0.7798582515094337,True,48.0,44.0,False,outside_decision_frontier
247,C. Gakpo,Netherlands,Attacker,LW,0.6444444444444445,45,LW:29 | RW:11 | ST:5,4345.0,low_is_left,1.0,True,True,True,3972.0,0.6251857072112027,0.074049872962758,0.5511358342484447,0.3868359720469838,0.6652153325449283,0.6861437994473077,0.6803275088542048,0.3539401017468002,0.5545740795541789,0.4159946100419018,0.3650665686559,True,0.4800479562041969,0.7703234582182085,6.0,0.3207813027734048,0.5966203093952415,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,3972.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3601.0,exact_window_known_minutes_v2_event_bounded,True,0.5033845050931145,0.7469869093292909,True,6.0,10.0,False,outside_decision_frontier
249,D. Malen,Netherlands,Attacker,RW,0.9705882352941176,34,RW:33 | ST:1,3344.0,low_is_left,1.0,True,True,True,3016.0,0.6269773332788622,0.0849793234330597,0.5419980098458024,0.257917658282663,0.5600188963548149,0.4698549248491888,0.9017132208405652,0.2514792789103721,0.3088364399871208,0.3646292740489376,0.3257278899261163,True,0.4604178593500649,0.7935368072076594,95.0,0.5129506006993587,0.6854695334585559,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,3016.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2829.0,exact_window_known_minutes_v2_event_bounded,True,0.4871987849141117,0.7667558816436126,True,95.0,141.0,False,outside_decision_frontier
257,Marquinhos,Brazil,Defender,RCB,0.8,40,RCB:32 | RB:7 | LCB:1,5209.0,low_is_left,1.0,False,True,False,3252.0,0.4619324037867408,0.081837747856168,0.3800946559305727,0.7642319979436476,0.3531033277246257,0.3505468475841167,0.4133055291515298,0.4663806821901061,0.4271394981930335,0.8809515502878863,0.7276830417989536,True,0.3015304179886514,0.6223343895848303,31.0,0.2888160648935492,0.5805399022955131,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,3252.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3392.0,exact_window_known_minutes_v2_event_bounded,True,0.3273212874039828,0.5965435201694987,True,30.0,32.0,False,outside_decision_frontier
264,T. Meunier,Belgium,Defender,RB,1.0,30,RB:30,3124.0,low_is_left,1.0,True,True,True,2744.0,0.4879208437297481,0.0890916257807464,0.3988292179490016,0.5871874660891903,0.4624422684604393,0.5291256874317122,0.4423378972607554,0.5109451671134435,0.3220907440150362,0.5498976945064652,0.4544440563618109,True,0.3133012571994851,0.6625404302600111,147.0,0.4140762867709887,0.537777630667353,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,2744.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2554.0,exact_window_known_minutes_v2_event_bounded,True,0.3413781599332841,0.634463527526212,True,145.0,165.0,False,outside_decision_frontier
271,L. Paredes,Argentina,Midfielder,AM,0.8205128205128205,39,AM:32 | DM:5 | CM:2,4285.0,low_is_left,1.0,True,True,True,3687.0,0.7293666769152567,0.0768585822136089,0.6525080947016477,0.8557000911927245,0.6572961673619357,0.7837314112621074,0.5136296936855256,0.5723806754931691,0.6261552258444278,0.7532987264071341,0.6030917597962128,True,0.5787238557765831,0.8800094980539303,5.0,0.4583156981188975,0.5944349510352618,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,3687.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3385.0,exact_window_known_minutes_v2_event_bounded,True,0.6029455591988542,0.8557877946316592,True,5.0,13.0,False,outside_decision_frontier
272,A. Rabiot,France,Midfielder,CM,0.7105263157894737,38,CM:27 | DM:7 | AM:3 | RW:1,3658.0,low_is_left,1.0,True,True,True,3405.0,0.5613439880639977,0.0799779705351736,0.4813660175288239,0.5976344263057934,0.5262166016755211,0.544177226263359,0.5281478158050574,0.5567855123967484,0.6281052159793852,0.5411633127533452,0.5606670086699478,True,0.4045871658150572,0.718100810312938,66.0,0.4698174469315781,0.6752213663290523,True,True,False,False,True,plausible_real_xi,1.0,True,0,1.0,0,3405.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2910.0,exact_window_known_minutes_v2_event_bounded,True,0.4297919331529994,0.692896042974996,True,66.0,78.0,False,outside_decision_frontier
276,Neymar,Brazil,Attacker,RW,1.0,29,RW:29,3682.0,low_is_left,1.0,False,True,False,2566.0,0.7563695175494118,0.0921299025288989,0.664239615020513,0.6046952529862666,0.8541927828338964,0.8409329072587145,0.8192392660892999,0.2593611258098884,0.731116883800549,0.3376598375883269,0.3116956952616166,True,0.5757949085927699,0.9369441265060536,8.0,0.5129506006993587,0.6854695334585559,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2566.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2619.0,exact_window_known_minutes_v2_event_bounded,True,0.6048293132240669,0.9079097218747568,True,8.0,10.0,False,outside_decision_frontier
278,K. Mbappe,France,Attacker,RW,0.8723404255319149,47,RW:41 | ST:5 | LW:1,4582.0,low_is_left,1.0,True,True,True,4228.0,0.7659073826417372,0.0717730576679086,0.6941343249738285,0.5106956840964556,0.8403682505437964,0.7896475463759417,0.9773472637085762,0.2279846792350926,0.4098768554284305,0.5455716689305089,0.5347304004385646,True,0.6252321896126362,0.9065825756708382,3.0,0.5129506006993587,0.6854695334585559,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,4228.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3755.0,exact_window_known_minutes_v2_event_bounded,True,0.6478512084192806,0.8839635568641938,True,3.0,18.0,False,outside_decision_frontier
280,Alisson,Brazil,Goalkeeper,GK,1.0,39,GK:39,4566.0,low_is_left,1.0,True,True,True,3746.0,0.7909528456378755,0.0762509135372791,0.7147019321005963,0.3518406281758738,0.3094461634957204,0.3098140524348434,0.3215983069298614,0.2098057679714838,0.1591700392101938,0.8051277504963809,0.9996646498695336,True,0.6415010551048084,0.9404046361709426,12.0,0.589972475664744,0.6652816201691438,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,3746.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,3391.0,exact_window_known_minutes_v2_event_bounded,True,0.6655312539477188,0.9163744373280321,True,12.0,24.0,False,outside_decision_frontier
289,A. Robertson,Scotland,Defender,LB,0.75,20,LB:15 | LCB:3 | RB:2,2766.0,low_is_left,1.0,True,True,True,2248.0,0.5014368834779376,0.0984307477348624,0.4030061357430751,0.6890395680627165,0.4977110681879,0.6328127810617502,0.5262096917425654,0.4168486145823931,0.2316976166771069,0.5414384468628218,0.510774919560916,True,0.3085126179176072,0.694361149038268,32.0,0.3170630071570786,0.5537089048331636,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,2248.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,2023.0,exact_window_known_minutes_v2_event_bounded,True,0.3395327110627038,0.6633410558931714,True,31.0,26.0,False,outside_decision_frontier
290,V. van Dijk,Netherlands,Defender,RCB,0.864406779661017,59,RCB:51 | RB:5 | LCB:3,5711.0,low_is_left,1.0,True,True,True,5331.0,0.5629299340897959,0.063918208850236,0.4990117252395598,0.7514020355498617,0.3436887837785522,0.3914734399101394,0.5430031418811186,0.4016265739845977,0.6067839452292751,0.566943652732951,0.6285904568032546,True,0.4376502447433331,0.6882096234362586,10.0,0.2888160648935492,0.5805399022955131,True,True,True,False,True,plausible_real_xi,1.0,True,0,1.0,0,5331.0,exact_window_known_minutes_v2_event_bounded,1.0,True,0,1.0,0,4941.0,exact_window_known_minutes_v2_event_bounded,True,0.4577938364342435,0.6680660317453482,True,10.0,20.0,False,outside_decision_frontier
