player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible
217,L. Martínez,Argentina,Attacker,RW,0.75,4,RW:3 | ST:1,4844.0,low_is_left,1.0,False,True,False
221,E. Room,Curaçao,Goalkeeper,GK,1.0,9,GK:9,1294.0,low_is_left,1.0,False,True,False
225,A. Behich,Australia,Midfielder,RB,0.8888888888888888,36,RB:32 | LB:2 | LCB:2,4313.0,low_is_left,1.0,False,True,False
226,D. Dumfries,Netherlands,Midfielder,CM,0.8461538461538461,26,CM:22 | RB:4,2653.0,low_is_left,1.0,True,True,True
228,A. Obispo,Curaçao,Defender,LCB,0.5714285714285714,21,LCB:12 | RB:6 | RCB:3,2132.0,low_is_left,1.0,True,False,False
241,M. Sadilek,Czech Republic,Midfielder,DM,0.4666666666666667,30,DM:14 | CM:12 | ST:2 | AM:1 | RW:1,2929.0,low_is_left,1.0,True,False,False
242,R. Thomas,New Zealand,Midfielder,AM,1.0,27,AM:27,2532.0,low_is_left,1.0,True,True,True
247,C. Gakpo,Netherlands,Attacker,LW,0.6444444444444445,45,LW:29 | RW:11 | ST:5,4345.0,low_is_left,1.0,True,True,True
249,D. Malen,Netherlands,Attacker,RW,0.9705882352941176,34,RW:33 | ST:1,3344.0,low_is_left,1.0,True,True,True
257,Marquinhos,Brazil,Defender,RCB,0.8,40,RCB:32 | RB:7 | LCB:1,5209.0,low_is_left,1.0,False,True,False
264,T. Meunier,Belgium,Defender,RB,1.0,30,RB:30,3124.0,low_is_left,1.0,True,True,True
271,L. Paredes,Argentina,Midfielder,AM,0.8205128205128205,39,AM:32 | DM:5 | CM:2,4285.0,low_is_left,1.0,True,True,True
272,A. Rabiot,France,Midfielder,CM,0.7105263157894737,38,CM:27 | DM:7 | AM:3 | RW:1,3658.0,low_is_left,1.0,True,True,True
276,Neymar,Brazil,Attacker,RW,1.0,29,RW:29,3682.0,low_is_left,1.0,False,True,False
278,K. Mbappe,France,Attacker,RW,0.8723404255319149,47,RW:41 | ST:5 | LW:1,4582.0,low_is_left,1.0,True,True,True
278,K. Mbappé,France,Attacker,ST,1.0,1,ST:1,4582.0,low_is_left,1.0,True,True,True
280,Alisson,Brazil,Goalkeeper,GK,1.0,39,GK:39,4566.0,low_is_left,1.0,True,True,True
280,Alisson Becker,Brazil,Goalkeeper,GK,1.0,1,GK:1,4566.0,low_is_left,1.0,True,True,True
289,A. Robertson,Scotland,Defender,LB,0.75,20,LB:15 | LCB:3 | RB:2,2766.0,low_is_left,1.0,True,True,True
290,V. van Dijk,Netherlands,Defender,RCB,0.864406779661017,59,RCB:51 | RB:5 | LCB:3,5711.0,low_is_left,1.0,True,True,True
292,J. Henderson,England,Midfielder,DM,0.75,24,DM:18 | CM:5 | AM:1,2262.0,low_is_left,1.0,True,True,True
299,Fabinho,Brazil,Midfielder,CM,0.5,40,CM:20 | AM:13 | RB:5 | DM:2,5291.0,low_is_left,1.0,False,False,False
304,S. Mane,Senegal,Midfielder,CM,0.5789473684210527,38,CM:22 | LW:6 | DM:6 | ST:2 | RW:2,4360.0,low_is_left,1.0,False,False,False
306,M. Salah,Egypt,Attacker,RW,0.9210526315789473,38,RW:35 | ST:3,4285.0,low_is_left,1.0,True,True,True
306,Mohamed Salah,Egypt,Attacker,RW,1.0,1,RW:1,4285.0,low_is_left,1.0,True,True,True
313,D. Ospina,Colombia,Goalkeeper,GK,1.0,34,GK:34,4820.0,low_is_left,1.0,False,True,False
318,K. Koulibaly,Senegal,Defender,RCB,0.6176470588235294,34,RCB:21 | LCB:12 | RB:1,3136.0,low_is_left,1.0,False,True,False
328,F. Ruiz,Spain,Midfielder,CM,0.9230769230769231,26,CM:24 | DM:2,2715.0,low_is_left,1.0,True,True,True
328,Fabián Ruiz,Spain,Midfielder,CM,1.0,7,CM:7,2715.0,low_is_left,1.0,True,True,True
369,D. Costa,Portugal,Goalkeeper,GK,1.0,54,GK:54,7705.0,low_is_left,1.0,False,True,False
375,C. Mbemba,Congo DR,Defender,RCB,0.68,25,RCB:17 | RB:6 | LCB:2,2621.0,low_is_left,1.0,True,True,True
399,A. Nubel,Germany,Goalkeeper,GK,1.0,49,GK:49,4641.0,low_is_left,1.0,True,True,True
409,N. Bentaleb,Algeria,Midfielder,CM,0.36,25,CM:9 | DM:8 | AM:6 | LCB:2,2702.0,low_is_left,1.0,True,False,False
415,W. McKennie,USA,Midfielder,CM,0.5576923076923077,52,CM:29 | DM:12 | RW:5 | AM:4 | RB:1 | ST:1,4961.0,low_is_left,1.0,True,False,False
417,A. Schopf,Austria,Midfielder,AM,1.0,23,AM:23,2155.0,low_is_left,1.0,True,True,True
421,B. Embolo,Switzerland,Attacker,RW,0.9629629629629629,27,RW:26 | ST:1,3139.0,low_is_left,1.0,True,True,True
427,H. Wright,USA,Attacker,RW,0.9696969696969697,33,RW:32 | ST:1,2923.0,low_is_left,1.0,True,True,True
429,F. Muslera,Uruguay,Goalkeeper,GK,1.0,43,GK:43,4102.0,low_is_left,1.0,True,True,True
440,Y. Nagatomo,Japan,Defender,RB,1.0,21,RB:21,2321.0,low_is_left,1.0,False,True,False
454,Y. Akgun,Türkiye,Midfielder,AM,0.8387096774193549,31,AM:26 | CM:4 | RW:1,2658.0,low_is_left,1.0,True,True,True
497,M. Neuer,Germany,Goalkeeper,GK,1.0,45,GK:45,4320.0,low_is_left,1.0,True,True,True
502,J. Kimmich,Germany,Defender,RB,0.9607843137254902,51,RB:49 | LCB:1 | RCB:1,5132.0,low_is_left,1.0,True,True,True
505,D. Alaba,Austria,Defender,LCB,0.5,10,LCB:5 | RB:4 | RCB:1,941.0,low_is_left,1.0,True,False,False
509,A. Davies,Canada,Defender,LB,0.875,8,LB:7 | RB:1,1076.0,low_is_left,1.0,True,True,True
511,L. Goretzka,Germany,Midfielder,DM,0.8571428571428571,28,DM:24 | CM:4,2748.0,low_is_left,1.0,True,True,True
517,J. Rodriguez,Colombia,Attacker,RW,1.0,23,RW:23,3427.0,low_is_left,1.0,False,True,False
524,D. Kotarski,Croatia,Goalkeeper,GK,1.0,45,GK:45,4111.0,low_is_left,1.0,True,True,True
529,N. Tagliafico,Argentina,Defender,LCB,0.6206896551724138,29,LCB:18 | LB:6 | RB:4 | RCB:1,3844.0,low_is_left,1.0,False,True,False
538,F. de Jong,Netherlands,Midfielder,CM,0.6333333333333333,30,CM:19 | DM:10 | AM:1,3137.0,low_is_left,1.0,True,True,True
542,R. Gravenberch,Netherlands,Midfielder,CM,0.5490196078431373,51,CM:28 | DM:22 | RB:1,4785.0,low_is_left,1.0,True,False,False
544,N. Lang,Netherlands,Attacker,LW,0.55,20,LW:11 | RW:9,2027.0,low_is_left,1.0,True,False,False
545,N. Mazraoui,Morocco,Defender,RB,0.5652173913043478,23,RB:13 | LB:8 | LCB:1 | RCB:1,2775.0,low_is_left,1.0,False,False,False
563,A. Grimaldo,Spain,Defender,LB,0.5111111111111111,45,LB:23 | RB:17 | LCB:5,4263.0,low_is_left,1.0,True,False,False
567,R. Dias,Portugal,Defender,RCB,0.9117647058823529,34,RCB:31 | LCB:3,3579.0,low_is_left,1.0,True,True,True
567,Rúben Dias,Portugal,Defender,RCB,1.0,2,RCB:2,3579.0,low_is_left,1.0,True,True,True
583,Joao Felix,Portugal,Midfielder,RW,0.775,40,RW:31 | ST:6 | LW:3,3587.0,low_is_left,1.0,True,True,True
617,Ederson,Brazil,Goalkeeper,GK,1.0,39,GK:39,4226.0,low_is_left,1.0,False,True,False
619,E. Garcia,Spain,Defender,RB,0.5319148936170213,47,RB:25 | LCB:14 | RCB:8,3998.0,low_is_left,1.0,True,False,False
622,A. Laporte,Spain,Defender,RB,0.8,35,RB:28 | LCB:7,3198.0,low_is_left,1.0,True,True,True
624,N. Otamendi,Argentina,Defender,LCB,0.8490566037735849,53,LCB:45 | RB:6 | RCB:2,6580.0,low_is_left,1.0,False,True,False
626,J. Stones,England,Defender,RCB,0.6875,16,RCB:11 | RB:4 | LCB:1,1685.0,low_is_left,1.0,True,True,True
629,K. De Bruyne,Belgium,Midfielder,AM,0.47619047619047616,21,AM:10 | RW:7 | CM:4,2036.0,low_is_left,1.0,True,False,False
635,R. Mahrez,Algeria,Midfielder,CM,0.7555555555555555,45,CM:34 | RW:10 | AM:1,3891.0,low_is_left,1.0,True,True,True
636,B. Silva,Portugal,Midfielder,CM,0.5652173913043478,46,CM:26 | DM:20,4452.0,low_is_left,1.0,True,False,False
636,Bernardo Silva,Portugal,Midfielder,CM,0.6666666666666666,3,CM:2 | DM:1,4452.0,low_is_left,1.0,True,True,True
637,F. Nmecha,Germany,Midfielder,CM,0.6744186046511628,43,CM:29 | AM:10 | DM:3 | RW:1,4103.0,low_is_left,1.0,True,True,True
644,L. Sane,Germany,Midfielder,AM,0.6829268292682927,41,AM:28 | CM:10 | RW:2 | DM:1,3782.0,low_is_left,1.0,True,True,True
644,L. Sané,Germany,Midfielder,AM,1.0,1,AM:1,3782.0,low_is_left,1.0,True,True,True
658,H. Aouar,Algeria,Attacker,RW,0.84375,32,RW:27 | ST:4 | LW:1,2930.0,low_is_left,1.0,True,True,True
667,M. Depay,Netherlands,Attacker,RW,1.0,25,RW:25,4158.0,low_is_left,1.0,False,True,False
702,O. Baumann,Germany,Goalkeeper,GK,1.0,36,GK:36,3540.0,low_is_left,1.0,True,True,True
706,J. Brenet,Curaçao,Defender,RB,1.0,23,RB:23,2731.0,low_is_left,1.0,False,True,False
711,S. Posch,Austria,Defender,RB,1.0,28,RB:28,2744.0,low_is_left,1.0,True,True,True
714,N. Amiri,Germany,Midfielder,AM,0.5625,32,AM:18 | CM:9 | DM:3 | RW:2,2899.0,low_is_left,1.0,True,False,False
719,F. Grillitsch,Austria,Midfielder,CM,0.5,20,CM:10 | AM:7 | DM:3,1951.0,low_is_left,1.0,True,False,False
726,A. Kramaric,Croatia,Midfielder,RW,0.8928571428571429,28,RW:25 | ST:3,2555.0,low_is_left,1.0,True,True,True
730,T. Courtois,Belgium,Goalkeeper,GK,1.0,57,GK:57,5280.0,low_is_left,1.0,True,True,True
732,L. Zidane,Algeria,Goalkeeper,GK,1.0,34,GK:34,3273.0,low_is_left,1.0,True,True,True
744,B. Diaz,Morocco,Midfielder,CM,0.5333333333333333,30,CM:16 | RW:12 | AM:1 | ST:1,3132.0,low_is_left,1.0,True,False,False
747,Casemiro,Brazil,Midfielder,CM,0.6842105263157895,38,CM:26 | DM:10 | AM:2,4863.0,low_is_left,1.0,False,True,False
750,A. Fidalgo,Mexico,Midfielder,CM,0.7586206896551724,29,CM:22 | AM:4 | DM:3,3372.0,low_is_left,1.0,False,True,False
753,M. Llorente,Spain,Midfielder,RB,0.8043478260869565,46,RB:37 | RCB:9,4249.0,low_is_left,1.0,True,True,True
754,L. Modric,Croatia,Midfielder,CM,0.7222222222222222,36,CM:26 | DM:7 | AM:3,3574.0,low_is_left,1.0,True,True,True
756,F. Valverde,Uruguay,Midfielder,CM,0.5769230769230769,52,CM:30 | RB:15 | DM:6 | AM:1,5892.0,low_is_left,1.0,False,False,False
762,Vinicius Junior,Brazil,Midfielder,ST,0.5094339622641509,53,ST:27 | LW:18 | RW:8,6562.0,low_is_left,1.0,False,False,False
762,Vinícius Júnior,Brazil,Midfielder,RW,1.0,6,RW:6,6562.0,low_is_left,1.0,False,True,False
790,E. Dzeko,Bosnia & Herzegovina,Attacker,RW,0.8235294117647058,17,RW:14 | ST:3,5088.0,low_is_left,1.0,False,True,False
792,J. Kluivert,Netherlands,Attacker,RW,0.8181818181818182,11,RW:9 | ST:2,1165.0,low_is_left,1.0,True,True,True
794,P. Schick,Czech Republic,Attacker,RW,1.0,33,RW:33,3159.0,low_is_left,1.0,True,True,True
818,T. Chory,Czech Republic,Attacker,RW,0.7777777777777778,27,RW:21 | ST:6,2423.0,low_is_left,1.0,True,True,True
842,N. Vlasic,Croatia,Midfielder,RW,0.43902439024390244,41,RW:18 | CM:14 | AM:8 | ST:1,3616.0,low_is_left,1.0,True,False,False
855,J. Cancelo,Portugal,Defender,LB,0.5714285714285714,28,LB:16 | RB:12,2865.0,low_is_left,1.0,False,False,False
855,João Cancelo,Portugal,Defender,RB,1.0,5,RB:5,2865.0,low_is_left,1.0,False,True,False
863,R. Bentancur,Uruguay,Midfielder,AM,0.5714285714285714,35,AM:20 | CM:14 | DM:1,3803.0,low_is_left,1.0,False,False,False
863,Rodrigo Bentancur,Uruguay,Midfielder,AM,1.0,1,AM:1,3803.0,low_is_left,1.0,False,True,False
874,C. Ronaldo,Portugal,Attacker,RW,0.6756756756756757,37,RW:25 | ST:12,3861.0,low_is_left,1.0,True,True,True
886,D. Dalot,Portugal,Defender,RB,0.7096774193548387,31,RB:22 | LB:9,3039.0,low_is_left,1.0,True,True,True
889,V. Lindelof,Sweden,Midfielder,RB,0.56,25,RB:14 | RCB:8 | LB:2 | LCB:1,2303.0,low_is_left,1.0,True,False,False
903,S. McTominay,Scotland,Attacker,RW,0.7317073170731707,41,RW:30 | ST:11,4242.0,low_is_left,1.0,True,True,True
906,T. Chong,Curaçao,Midfielder,AM,0.9090909090909091,11,AM:10 | CM:1,1362.0,low_is_left,1.0,True,True,True
909,M. Rashford,England,Attacker,LW,0.7142857142857143,28,LW:20 | RW:6 | ST:2,3099.0,low_is_left,1.0,True,True,True
925,G. Guedes,Portugal,Attacker,RW,0.6666666666666666,27,RW:18 | LW:7 | ST:2,2411.0,low_is_left,1.0,True,True,True
927,Lee Kang-In,South Korea,Attacker,RW,0.7894736842105263,19,RW:15 | ST:2 | LW:2,3738.0,low_is_left,1.0,False,True,False
931,F. Torres,Spain,Midfielder,RW,0.65625,32,RW:21 | ST:7 | LW:4,3088.0,low_is_left,1.0,True,True,True
951,M. Aebischer,Switzerland,Midfielder,AM,0.9444444444444444,36,AM:34 | DM:1 | CM:1,3771.0,low_is_left,1.0,True,True,True
952,C. Fassnacht,Switzerland,Midfielder,AM,0.7419354838709677,31,AM:23 | RW:7 | CM:1,2821.0,low_is_left,1.0,True,True,True
957,D. Sow,Switzerland,Midfielder,AM,0.8275862068965517,29,AM:24 | CM:5,2785.0,low_is_left,1.0,True,True,True
972,J. Tah,Germany,Defender,LCB,0.66,50,LCB:33 | RCB:13 | RB:4,5066.0,low_is_left,1.0,True,True,True
978,K. Havertz,Germany,Attacker,RW,0.625,16,RW:10 | ST:6,1652.0,low_is_left,1.0,True,True,True
1084,M. Pongracic,Croatia,Defender,RB,0.9333333333333333,45,RB:42 | LCB:3,5594.0,low_is_left,1.0,False,True,False
1095,X. Schlager,Austria,Midfielder,CM,0.7777777777777778,27,CM:21 | DM:4 | AM:2,2446.0,low_is_left,1.0,True,True,True
1100,E. Haaland,Norway,Attacker,RW,0.7636363636363637,55,RW:42 | ST:13,5118.0,low_is_left,1.0,True,True,True
1111,J. Hendry,Scotland,Defender,RB,1.0,29,RB:29,3103.0,low_is_left,1.0,True,True,True
1115,A. Ralston,Scotland,Defender,RB,1.0,16,RB:16,1772.0,low_is_left,1.0,True,True,True
1117,K. Tierney,Scotland,Midfielder,RB,0.7,40,RB:28 | LB:12,3708.0,low_is_left,1.0,True,True,True
1119,K. Ajer,Norway,Defender,RB,0.7931034482758621,29,RB:23 | RCB:6,3030.0,low_is_left,1.0,True,True,True
1125,R. Christie,Scotland,Midfielder,CM,0.9,10,CM:9 | AM:1,1956.0,low_is_left,1.0,False,True,False
1138,T. Weah,USA,Attacker,RW,0.5555555555555556,36,RW:20 | RB:13 | LW:1 | LB:1 | ST:1,3633.0,low_is_left,1.0,True,False,False
1138,Timothy Weah,USA,Attacker,RW,1.0,1,RW:1,3633.0,low_is_left,1.0,True,True,True
1142,Y. Mvogo,Switzerland,Goalkeeper,GK,1.0,31,GK:31,3015.0,low_is_left,1.0,True,True,True
1145,I. Konate,France,Defender,RB,1.0,48,RB:48,4547.0,low_is_left,1.0,True,True,True
1145,I. Konaté,France,Defender,RB,1.0,1,RB:1,4547.0,low_is_left,1.0,True,True,True
1149,D. Upamecano,France,Defender,RCB,0.8125,48,RCB:39 | RB:8 | LCB:1,4452.0,low_is_left,1.0,True,True,True
1150,T. Adams,USA,Midfielder,CM,0.9310344827586207,29,CM:27 | DM:1 | AM:1,2773.0,low_is_left,1.0,False,True,False
1157,K. Laimer,Austria,Defender,RB,0.5813953488372093,43,RB:25 | LB:17 | RCB:1,4131.0,low_is_left,1.0,True,False,False
1159,M. Sabitzer,Austria,Midfielder,CM,0.6363636363636364,33,CM:21 | AM:10 | DM:1 | RW:1,3419.0,low_is_left,1.0,False,True,False
1165,M. Cunha,Brazil,Attacker,RW,0.5428571428571428,35,RW:19 | ST:9 | LW:7,3681.0,low_is_left,1.0,True,False,False
1231,V. Coufal,Czech Republic,Midfielder,RB,1.0,35,RB:35,3727.0,low_is_left,1.0,True,True,True
1237,J. Zeleny,Czech Republic,Midfielder,RB,0.9642857142857143,28,RB:27 | LB:1,2496.0,low_is_left,1.0,True,True,True
1243,T. Soucek,Czech Republic,Midfielder,AM,0.6153846153846154,26,AM:16 | CM:8 | DM:2,2700.0,low_is_left,0.9565217391304348,True,True,True
1257,J. Kounde,France,Defender,RB,1.0,46,RB:46,4340.0,low_is_left,1.0,True,True,True
1271,A. Tchouameni,France,Midfielder,CM,0.66,50,CM:33 | DM:16 | RB:1,5020.0,low_is_left,1.0,True,True,True
1271,A. Tchouaméni,France,Midfielder,CM,0.3333333333333333,6,CM:2 | DM:2 | RCB:2,5020.0,low_is_left,1.0,True,False,False
1290,G. Varela,Uruguay,Defender,RB,1.0,38,RB:38,5704.0,low_is_left,1.0,False,True,False
1305,D. Livakovic,Croatia,Goalkeeper,GK,1.0,22,GK:22,2271.0,low_is_left,0.984375,True,True,True
1322,N. Moro,Croatia,Midfielder,AM,0.9310344827586207,29,AM:27 | CM:2,2779.0,low_is_left,1.0,True,True,True
1323,D. Olmo,Spain,Midfielder,CM,0.6111111111111112,36,CM:22 | AM:11 | LW:2 | RW:1,3408.0,low_is_left,1.0,True,True,True
1324,I. Sunjic,Bosnia & Herzegovina,Midfielder,AM,0.8222222222222222,45,AM:37 | CM:6 | RCB:1 | RB:1,2938.0,low_is_left,1.0,False,True,False
1361,F. Kadioglu,Türkiye,Defender,LB,0.7073170731707317,41,LB:29 | RB:12,3676.0,low_is_left,1.0,True,True,True
1411,H. Delcroix,Haiti,Defender,RB,0.7368421052631579,19,RB:14 | LCB:5,1750.0,low_is_left,1.0,True,True,True
1417,A. Saelemaekers,Belgium,Attacker,RW,1.0,38,RW:38,3316.0,low_is_left,1.0,True,True,True
1422,J. Doku,Belgium,Midfielder,CM,0.9,40,CM:36 | LW:3 | ST:1,4019.0,low_is_left,1.0,True,True,True
1424,E. Kayembe,Congo DR,Midfielder,AM,0.45161290322580644,31,AM:14 | RW:9 | CM:7 | DM:1,2973.0,low_is_left,1.0,True,False,False
1442,S. Kolasinac,Bosnia & Herzegovina,Defender,LB,0.37037037037037035,27,LB:10 | RB:10 | LCB:6 | RCB:1,2790.0,low_is_left,1.0,False,False,False
1460,B. Saka,England,Midfielder,RW,0.9487179487179487,39,RW:37 | ST:2,3928.0,low_is_left,1.0,True,True,True
1464,G. Xhaka,Switzerland,Midfielder,DM,0.6153846153846154,39,DM:24 | CM:15,3946.0,low_is_left,1.0,True,True,True
1485,B. Fernandes,Portugal,Midfielder,AM,0.4634146341463415,41,AM:19 | CM:15 | DM:7,4783.0,low_is_left,1.0,False,False,False
1494,J. Cabral,Cape Verde Islands,Midfielder,LW,1.0,2,LW:2,3320.0,low_is_left,1.0,False,True,False
1494,Jovane,Cape Verde Islands,Midfielder,RW,1.0,17,RW:17,3320.0,low_is_left,1.0,False,True,False
1496,Raphinha,Brazil,Midfielder,AM,0.3793103448275862,29,AM:11 | CM:10 | RW:4 | LW:4,3660.0,low_is_left,1.0,False,False,False
1567,A. Mandi,Algeria,Defender,LCB,0.5227272727272727,44,LCB:23 | RCB:18 | RB:3,4294.0,low_is_left,1.0,True,False,False
1578,G. Lo Celso,Argentina,Midfielder,CM,0.9047619047619048,21,CM:19 | RW:1 | AM:1,2394.0,low_is_left,1.0,False,True,False
1590,J. Sa,Portugal,Goalkeeper,GK,1.0,24,GK:24,2248.0,low_is_left,1.0,True,True,True
1631,R. Rodriguez,Switzerland,Defender,RB,0.8125,32,RB:26 | LB:6,3273.0,low_is_left,1.0,True,True,True
1640,H. Calhanoglu,Türkiye,Midfielder,CM,0.896551724137931,29,CM:26 | DM:2 | AM:1,2898.0,low_is_left,1.0,False,True,False
1642,F. Kessie,Ivory Coast,Midfielder,CM,0.5454545454545454,44,CM:24 | DM:18 | LCB:1 | RB:1,4046.0,low_is_left,1.0,True,False,False
1646,Lucas Paqueta,Brazil,Midfielder,CM,0.4,35,CM:14 | AM:14 | RW:6 | ST:1,3851.0,low_is_left,1.0,True,False,False
1646,Lucas Paquetá,Brazil,Midfielder,AM,1.0,1,AM:1,3851.0,low_is_left,1.0,True,True,True
1719,M. Muldur,Türkiye,Defender,RB,0.7272727272727273,22,RB:16 | LB:6,2516.0,low_is_left,1.0,True,True,True
1725,D. Ljubicic,Austria,Midfielder,AM,0.7352941176470589,34,AM:25 | CM:5 | RW:4,2706.0,low_is_left,1.0,True,True,True
1741,N. Katic,Bosnia & Herzegovina,Defender,RB,0.8620689655172413,29,RB:25 | RCB:4,3129.0,low_is_left,0.95,True,True,True
1807,E. Ndicka,Ivory Coast,Defender,RB,0.7380952380952381,42,RB:31 | LB:5 | LCB:4 | RCB:2,7332.0,low_is_left,1.0,False,True,False
1864,P. Neto,Portugal,Midfielder,AM,0.7916666666666666,48,AM:38 | CM:5 | RW:5,5367.0,low_is_left,1.0,False,True,False
1864,Pedro Neto,Portugal,Midfielder,AM,0.5,6,AM:3 | RW:2 | CM:1,5367.0,low_is_left,1.0,False,False,False
1902,D. Caleta-Car,Croatia,Defender,RB,1.0,28,RB:28,2541.0,low_is_left,1.0,True,True,True
1929,J. Lucumi,Colombia,Defender,RB,0.5106382978723404,47,RB:24 | RCB:16 | LCB:7,5780.0,low_is_left,1.0,False,False,False
1934,S. Berge,Norway,Midfielder,DM,0.65,40,DM:26 | CM:11 | AM:3,3916.0,low_is_left,1.0,True,True,True
1942,J. Ito,Japan,Attacker,RW,0.9310344827586207,29,RW:27 | ST:2,3139.0,low_is_left,1.0,False,True,False
1946,L. Trossard,Belgium,Midfielder,LW,0.868421052631579,38,LW:33 | RW:4 | ST:1,3560.0,low_is_left,1.0,True,True,True
2001,C. Larin,Canada,Attacker,ST,0.5,10,ST:5 | RW:5,2043.0,low_is_left,1.0,True,False,False
2032,J. Larsen,Norway,Attacker,ST,1.0,1,ST:1,3340.0,low_is_left,1.0,True,True,True
2032,J. S. Larsen,Norway,Attacker,RW,0.65625,32,RW:21 | ST:11,3340.0,low_is_left,1.0,True,True,True
2194,R. Bensebaini,Algeria,Defender,LCB,0.6052631578947368,38,LCB:23 | LB:15,4235.0,low_is_left,1.0,False,True,False
2218,I. Sarr,Senegal,Midfielder,RW,0.9574468085106383,47,RW:45 | ST:2,4521.0,low_is_left,1.0,True,True,True
2252,T. Holes,Czech Republic,Defender,RB,0.88,25,RB:22 | RCB:3,2436.0,low_is_left,1.0,True,True,True
2285,A. Rudiger,Germany,Defender,RB,0.7692307692307693,26,RB:20 | LCB:5 | LB:1,2847.0,low_is_left,1.0,True,True,True
2285,A. Rüdiger,Germany,Defender,RB,1.0,4,RB:4,2847.0,low_is_left,1.0,True,True,True
2290,N. Kante,France,Midfielder,CM,0.5,36,CM:18 | AM:14 | DM:4,4147.0,low_is_left,1.0,True,False,False
2410,Weverton,Brazil,Goalkeeper,GK,1.0,51,GK:51,7181.0,low_is_left,1.0,False,True,False
2465,J. Musso,Argentina,Goalkeeper,GK,1.0,18,GK:18,1739.0,low_is_left,1.0,True,True,True
2467,L. Martinez,Argentina,Defender,LCB,0.95,20,LCB:19 | RB:1,2534.0,low_is_left,1.0,False,True,False
2468,G. Montiel,Argentina,Defender,RB,1.0,32,RB:32,4694.0,low_is_left,1.0,False,True,False
2472,R. De Paul,Argentina,Midfielder,AM,0.5,2,AM:1 | CM:1,5168.0,low_is_left,1.0,False,False,False
2472,R. de Paul,Argentina,Midfielder,CM,0.9,40,CM:36 | DM:2 | AM:2,5168.0,low_is_left,1.0,False,True,False
