player_id,player_name,fixtures,starts,minutes_num,shots_total,shots_on,goals_total,assists,saves,passes_total,passes_completed,passes_key,tackles_total,blocks,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red,pass_completion_rate,window
69,Brandon Mechele,50,50,4453.0,36.0,17.0,6.0,1.0,0.0,3473.0,3203.0,21.0,100.0,45.0,63.0,424.0,269.0,7.0,6.0,20.0,42.0,5,0,0.9222574143391881,pre_world_cup
74,Sofyan Amrabat,32,26,2224.0,9.0,3.0,2.0,0.0,0.0,1521.0,1375.0,16.0,41.0,8.0,16.0,202.0,101.0,20.0,10.0,30.0,44.0,8,0,0.9040105193951348,pre_world_cup
78,Hans Vanaken,50,49,4363.0,45.0,25.0,10.0,6.0,0.0,3223.0,2850.0,92.0,48.0,19.0,30.0,363.0,195.0,49.0,28.0,35.0,25.0,4,0,0.884269314303444,pre_world_cup
81,Krépin Diatta,28,18,1790.0,7.0,1.0,0.0,3.0,0.0,879.0,718.0,30.0,46.0,4.0,24.0,181.0,114.0,21.0,12.0,15.0,19.0,4,0,0.8168373151308305,pre_world_cup
130,Nelson Semedo,2,2,174.0,0.0,0.0,0.0,0.0,0.0,62.0,51.0,1.0,6.0,0.0,3.0,17.0,11.0,6.0,4.0,1.0,1.0,0,0,0.8225806451612904,pre_world_cup
130,Nélson Semedo,37,34,2727.0,16.0,3.0,1.0,3.0,0.0,1316.0,1137.0,28.0,62.0,7.0,31.0,293.0,151.0,81.0,36.0,40.0,31.0,10,0,0.8639817629179332,pre_world_cup
153,Ousmane Dembélé,44,27,2409.0,82.0,41.0,22.0,12.0,0.0,1417.0,1186.0,81.0,11.0,1.0,4.0,134.0,65.0,67.0,38.0,13.0,8.0,2,0,0.8369795342272407,pre_world_cup
154,Lionel Messi,39,39,3506.0,135.0,86.0,36.0,24.0,0.0,1775.0,1447.0,120.0,27.0,0.0,7.0,410.0,198.0,209.0,101.0,61.0,26.0,4,0,0.8152112676056338,pre_world_cup
168,Davinson Sánchez,46,45,3844.0,20.0,8.0,2.0,0.0,0.0,2760.0,2471.0,19.0,75.0,33.0,41.0,366.0,208.0,19.0,9.0,37.0,56.0,11,1,0.8952898550724637,pre_world_cup
184,Harry Kane,56,48,4423.0,163.0,119.0,64.0,8.0,0.0,1314.0,1036.0,75.0,32.0,11.0,14.0,456.0,237.0,98.0,59.0,76.0,47.0,4,0,0.7884322678843226,pre_world_cup
186,Heung-min Son,13,12,1013.0,16.0,12.0,4.0,10.0,0.0,334.0,283.0,28.0,8.0,1.0,1.0,82.0,37.0,29.0,12.0,16.0,4.0,2,0,0.8473053892215568,pre_world_cup
186,Son Heung-min,10,9,827.0,12.0,7.0,0.0,4.0,0.0,250.0,211.0,20.0,1.0,0.0,1.0,78.0,32.0,36.0,14.0,15.0,3.0,0,0,0.844,pre_world_cup
207,Ivan Perisic,1,1,70.0,1.0,1.0,0.0,0.0,0.0,33.0,24.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0,0,0.7272727272727273,pre_world_cup
207,Ivan Perišić,41,35,2900.0,54.0,26.0,10.0,14.0,0.0,1185.0,899.0,63.0,37.0,6.0,37.0,258.0,121.0,37.0,15.0,11.0,36.0,7,0,0.7586497890295358,pre_world_cup
217,Lautaro Martínez,47,40,3201.0,105.0,57.0,25.0,6.0,0.0,901.0,704.0,49.0,38.0,2.0,14.0,400.0,181.0,66.0,29.0,68.0,65.0,8,0,0.781354051054384,pre_world_cup
221,Eloy Room,9,9,826.0,0.0,0.0,0.0,0.0,25.0,268.0,190.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0,0,0.7089552238805971,pre_world_cup
225,Aziz Behich,34,34,3066.0,28.0,15.0,3.0,3.0,0.0,1791.0,1454.0,37.0,39.0,7.0,28.0,212.0,110.0,52.0,22.0,33.0,16.0,7,0,0.8118369625907315,pre_world_cup
226,Denzel Dumfries,30,22,1925.0,22.0,7.0,5.0,2.0,0.0,555.0,454.0,19.0,27.0,0.0,12.0,192.0,90.0,29.0,8.0,20.0,29.0,3,0,0.818018018018018,pre_world_cup
228,Armando Obispo,30,19,1761.0,20.0,9.0,2.0,0.0,0.0,1161.0,1036.0,3.0,15.0,14.0,19.0,169.0,91.0,2.0,2.0,12.0,16.0,3,0,0.892334194659776,pre_world_cup
241,Michal Sadílek,36,30,2609.0,24.0,6.0,1.0,4.0,0.0,1122.0,925.0,82.0,45.0,7.0,25.0,227.0,106.0,9.0,2.0,36.0,40.0,6,0,0.8244206773618539,pre_world_cup
242,Ryan Thomas,8,8,644.0,2.0,1.0,0.0,0.0,0.0,303.0,253.0,3.0,18.0,3.0,10.0,78.0,43.0,11.0,5.0,9.0,12.0,3,0,0.834983498349835,pre_world_cup
247,Cody Gakpo,52,41,3601.0,67.0,32.0,9.0,6.0,0.0,1011.0,810.0,76.0,35.0,5.0,15.0,426.0,205.0,94.0,45.0,59.0,51.0,3,0,0.8011869436201781,pre_world_cup
249,Donyell Malen,49,31,2829.0,89.0,52.0,22.0,4.0,0.0,422.0,328.0,18.0,12.0,0.0,3.0,277.0,99.0,93.0,36.0,35.0,18.0,1,0,0.7772511848341233,pre_world_cup
257,Marquinhos,41,37,3392.0,9.0,3.0,2.0,0.0,0.0,2743.0,2585.0,10.0,39.0,21.0,23.0,241.0,139.0,7.0,7.0,9.0,29.0,3,0,0.942398833394094,pre_world_cup
264,Thomas Meunier,35,28,2554.0,15.0,5.0,2.0,3.0,0.0,1442.0,1200.0,26.0,41.0,6.0,25.0,179.0,87.0,23.0,14.0,5.0,38.0,3,0,0.8321775312066574,pre_world_cup
271,Leandro Paredes,5,5,391.0,1.0,1.0,1.0,0.0,0.0,311.0,290.0,7.0,8.0,0.0,2.0,27.0,21.0,1.0,1.0,11.0,4.0,2,0,0.932475884244373,pre_world_cup
272,Adrien Rabiot,33,32,2910.0,42.0,15.0,6.0,4.0,0.0,1557.0,1344.0,33.0,63.0,6.0,23.0,341.0,188.0,44.0,21.0,59.0,47.0,8,1,0.8631984585741811,pre_world_cup
276,Neymar,3,3,265.0,7.0,2.0,0.0,0.0,0.0,151.0,121.0,8.0,0.0,0.0,1.0,36.0,19.0,13.0,6.0,12.0,1.0,1,0,0.8013245033112583,pre_world_cup
278,Kylian Mbappé,47,41,3755.0,163.0,100.0,43.0,6.0,0.0,1410.0,1215.0,102.0,6.0,0.0,4.0,347.0,164.0,202.0,102.0,48.0,18.0,7,0,0.8617021276595744,pre_world_cup
280,Alisson,38,38,3391.0,0.0,0.0,0.0,0.0,87.0,1139.0,894.0,0.0,1.0,0.0,0.0,19.0,16.0,1.0,1.0,7.0,1.0,1,0,0.7848990342405618,pre_world_cup
289,Andrew Robertson,31,15,1618.0,6.0,4.0,2.0,2.0,0.0,1118.0,959.0,33.0,18.0,5.0,15.0,87.0,42.0,11.0,5.0,2.0,14.0,1,0,0.8577817531305904,pre_world_cup
289,Andy Robertson,4,4,315.0,2.0,1.0,1.0,0.0,0.0,149.0,121.0,4.0,1.0,0.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0,0,0.8120805369127517,pre_world_cup
290,Virgil van Dijk,55,55,4941.0,41.0,19.0,8.0,3.0,0.0,3920.0,3501.0,19.0,29.0,37.0,42.0,386.0,277.0,4.0,2.0,20.0,37.0,6,0,0.8931122448979592,pre_world_cup
292,Jordan Henderson,33,23,2049.0,5.0,1.0,1.0,3.0,0.0,1233.0,966.0,19.0,28.0,7.0,19.0,104.0,49.0,9.0,3.0,7.0,13.0,6,0,0.7834549878345499,pre_world_cup
299,Fabinho,40,40,3522.0,21.0,10.0,3.0,4.0,0.0,2272.0,2109.0,31.0,82.0,19.0,45.0,314.0,178.0,22.0,15.0,36.0,57.0,9,2,0.9282570422535211,pre_world_cup
304,Sadio Mane,3,3,270.0,7.0,4.0,0.0,1.0,0.0,161.0,131.0,8.0,4.0,0.0,1.0,29.0,15.0,13.0,9.0,2.0,3.0,0,0,0.8136645962732919,pre_world_cup
304,Sadio Mané,34,31,2756.0,65.0,40.0,13.0,11.0,0.0,975.0,763.0,72.0,35.0,3.0,12.0,367.0,179.0,133.0,62.0,48.0,38.0,7,0,0.7825641025641026,pre_world_cup
306,Mohamed Salah,47,40,3717.0,81.0,44.0,16.0,11.0,0.0,1325.0,1024.0,91.0,32.0,1.0,12.0,371.0,129.0,133.0,45.0,40.0,25.0,2,0,0.7728301886792452,pre_world_cup
318,Kalidou Koulibaly,32,32,2794.0,13.0,6.0,3.0,4.0,0.0,1695.0,1485.0,16.0,67.0,21.0,39.0,240.0,153.0,11.0,8.0,7.0,29.0,10,2,0.8761061946902655,pre_world_cup
328,Fabián Ruiz,41,30,2590.0,35.0,15.0,5.0,6.0,0.0,2302.0,2099.0,39.0,53.0,2.0,18.0,151.0,77.0,18.0,6.0,12.0,16.0,5,0,0.9118158123370982,pre_world_cup
369,Diogo Costa,45,45,4010.0,0.0,0.0,0.0,0.0,88.0,1374.0,1044.0,0.0,0.0,0.0,1.0,15.0,14.0,1.0,1.0,6.0,0.0,3,0,0.759825327510917,pre_world_cup
375,Chancel Mbemba,26,21,2171.0,10.0,6.0,0.0,1.0,0.0,1319.0,1182.0,11.0,31.0,9.0,28.0,165.0,109.0,6.0,2.0,24.0,14.0,4,0,0.8961334344200151,pre_world_cup
399,Alexander Nübel,49,49,4476.0,0.0,0.0,0.0,2.0,146.0,1832.0,1272.0,4.0,0.0,0.0,1.0,22.0,20.0,0.0,0.0,10.0,1.0,0,0,0.6943231441048034,pre_world_cup
409,Nabil Bentaleb,37,22,2015.0,19.0,8.0,2.0,2.0,0.0,1561.0,1356.0,19.0,28.0,9.0,26.0,160.0,87.0,12.0,7.0,29.0,19.0,4,0,0.8686739269698911,pre_world_cup
415,Weston McKennie,52,47,4148.0,49.0,23.0,9.0,6.0,0.0,1662.0,1369.0,72.0,73.0,14.0,40.0,358.0,174.0,46.0,23.0,16.0,60.0,7,0,0.8237063778580024,pre_world_cup
421,Breel Embolo,32,20,1917.0,36.0,18.0,9.0,3.0,0.0,370.0,262.0,15.0,19.0,4.0,5.0,281.0,123.0,44.0,15.0,60.0,49.0,4,0,0.7081081081081081,pre_world_cup
427,Haji Wright,33,23,1964.0,47.0,26.0,11.0,1.0,0.0,281.0,193.0,16.0,8.0,3.0,2.0,259.0,102.0,30.0,10.0,22.0,23.0,4,0,0.6868327402135231,pre_world_cup
429,Fernando Muslera,5,5,456.0,0.0,0.0,0.0,0.0,16.0,148.0,95.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.6418918918918919,pre_world_cup
440,Yuto Nagatomo,1,1,78.0,1.0,1.0,0.0,0.0,0.0,30.0,27.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0,0,0.9,pre_world_cup
454,Yunus Akgün,40,30,2465.0,41.0,17.0,10.0,9.0,0.0,945.0,806.0,61.0,25.0,2.0,14.0,205.0,87.0,69.0,29.0,26.0,20.0,2,0,0.852910052910053,pre_world_cup
497,Manuel Neuer,42,42,3660.0,0.0,0.0,0.0,0.0,89.0,1417.0,1112.0,0.0,0.0,0.0,0.0,9.0,7.0,2.0,1.0,5.0,0.0,3,0,0.784756527875794,pre_world_cup
502,Joshua Kimmich,54,48,4475.0,33.0,15.0,2.0,13.0,0.0,4724.0,4312.0,112.0,59.0,8.0,45.0,270.0,152.0,31.0,18.0,56.0,17.0,9,0,0.9127857747671465,pre_world_cup
505,David Alaba,16,6,589.0,3.0,1.0,0.0,0.0,0.0,505.0,466.0,0.0,6.0,8.0,0.0,30.0,17.0,0.0,0.0,0.0,2.0,1,0,0.9227722772277228,pre_world_cup
509,Alphonso Davies,23,8,852.0,4.0,1.0,1.0,5.0,0.0,553.0,521.0,16.0,18.0,6.0,9.0,99.0,53.0,36.0,19.0,9.0,9.0,1,0,0.9421338155515371,pre_world_cup
511,Leon Goretzka,51,29,2479.0,32.0,12.0,6.0,4.0,0.0,1984.0,1809.0,27.0,36.0,11.0,32.0,206.0,98.0,14.0,11.0,19.0,24.0,5,0,0.9117943548387096,pre_world_cup
517,James Rodriguez,2,1,64.0,5.0,2.0,0.0,0.0,0.0,59.0,50.0,5.0,1.0,0.0,0.0,9.0,4.0,2.0,2.0,1.0,1.0,0,0,0.847457627118644,pre_world_cup
517,James Rodríguez,19,13,1237.0,23.0,15.0,3.0,5.0,0.0,803.0,671.0,39.0,7.0,0.0,1.0,103.0,59.0,20.0,14.0,32.0,3.0,2,0,0.8356164383561644,pre_world_cup
524,Dominik Kotarski,44,44,3990.0,0.0,0.0,0.0,1.0,122.0,1376.0,1007.0,4.0,1.0,0.0,0.0,20.0,17.0,4.0,3.0,4.0,0.0,2,0,0.7318313953488372,pre_world_cup
529,Nicolas Tagliafico,1,0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0,0,0.0,pre_world_cup
529,Nicolás Tagliafico,28,23,2024.0,18.0,2.0,0.0,3.0,0.0,1076.0,932.0,16.0,49.0,6.0,31.0,229.0,125.0,10.0,5.0,42.0,47.0,12,3,0.8661710037174721,pre_world_cup
538,Frenkie de Jong,38,26,2575.0,5.0,2.0,1.0,8.0,0.0,2358.0,2221.0,51.0,60.0,5.0,26.0,201.0,128.0,12.0,8.0,43.0,26.0,9,2,0.9418999151823579,pre_world_cup
542,Ryan Gravenberch,50,47,4131.0,35.0,18.0,6.0,6.0,0.0,2513.0,2228.0,41.0,76.0,14.0,74.0,379.0,211.0,71.0,39.0,62.0,50.0,8,0,0.8865897333863908,pre_world_cup
544,Noa Lang,44,19,1939.0,24.0,13.0,3.0,5.0,0.0,855.0,690.0,47.0,24.0,1.0,7.0,195.0,96.0,68.0,35.0,23.0,17.0,5,0,0.8070175438596491,pre_world_cup
545,Noussair Mazraoui,27,18,1650.0,3.0,1.0,0.0,1.0,0.0,894.0,764.0,13.0,51.0,6.0,21.0,208.0,131.0,29.0,15.0,34.0,20.0,3,0,0.854586129753915,pre_world_cup
563,Alejandro Grimaldo,45,44,3948.0,63.0,35.0,14.0,12.0,0.0,2728.0,2364.0,99.0,94.0,7.0,35.0,383.0,185.0,94.0,37.0,37.0,23.0,8,0,0.8665689149560117,pre_world_cup
563,Alex Grimaldo,1,1,90.0,3.0,0.0,0.0,0.0,0.0,72.0,66.0,6.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,1.0,0.0,0,0,0.9166666666666666,pre_world_cup
567,Rúben Dias,36,32,2881.0,12.0,6.0,2.0,0.0,0.0,2477.0,2315.0,8.0,25.0,24.0,27.0,184.0,111.0,8.0,5.0,11.0,26.0,4,0,0.9345983044004844,pre_world_cup
583,João Félix,39,37,3274.0,105.0,56.0,24.0,15.0,0.0,1239.0,1008.0,109.0,30.0,1.0,9.0,375.0,184.0,112.0,53.0,82.0,57.0,6,0,0.8135593220338984,pre_world_cup
617,Ederson,38,38,3426.0,0.0,0.0,0.0,0.0,87.0,1086.0,801.0,1.0,1.0,0.0,0.0,21.0,18.0,0.0,0.0,7.0,0.0,9,1,0.7375690607734806,pre_world_cup
619,Eric García,51,47,3953.0,27.0,11.0,1.0,2.0,0.0,3538.0,3277.0,39.0,96.0,11.0,64.0,350.0,204.0,11.0,5.0,35.0,53.0,7,2,0.9262295081967213,pre_world_cup
622,Aymeric Laporte,29,27,2344.0,10.0,5.0,0.0,1.0,0.0,1432.0,1278.0,7.0,33.0,16.0,26.0,172.0,118.0,4.0,3.0,15.0,10.0,5,0,0.8924581005586593,pre_world_cup
624,Nicolas Otamendi,1,1,90.0,1.0,0.0,0.0,0.0,0.0,73.0,65.0,1.0,3.0,0.0,1.0,13.0,11.0,1.0,0.0,1.0,0.0,0,0,0.8904109589041096,pre_world_cup
624,Nicolás Otamendi,51,51,4472.0,33.0,14.0,3.0,1.0,0.0,3070.0,2766.0,16.0,69.0,35.0,76.0,444.0,314.0,15.0,13.0,57.0,41.0,11,2,0.9009771986970684,pre_world_cup
626,John Stones,18,13,1154.0,1.0,0.0,0.0,0.0,0.0,936.0,887.0,6.0,6.0,9.0,12.0,52.0,41.0,2.0,2.0,3.0,0.0,0,0,0.9476495726495726,pre_world_cup
629,Kevin De Bruyne,21,16,1360.0,22.0,11.0,5.0,4.0,0.0,819.0,688.0,41.0,16.0,0.0,6.0,92.0,41.0,19.0,13.0,8.0,9.0,1,0,0.8400488400488401,pre_world_cup
635,Riyad Mahrez,42,42,3498.0,45.0,27.0,11.0,10.0,0.0,1346.0,1130.0,99.0,48.0,4.0,12.0,289.0,146.0,71.0,37.0,48.0,21.0,2,0,0.8395245170876672,pre_world_cup
636,Bernardo Silva,56,48,4133.0,25.0,13.0,4.0,6.0,0.0,3033.0,2748.0,70.0,73.0,9.0,27.0,335.0,141.0,67.0,29.0,33.0,58.0,15,1,0.9060336300692384,pre_world_cup
637,Felix Nmecha,47,39,3399.0,35.0,15.0,6.0,3.0,0.0,1739.0,1504.0,32.0,56.0,10.0,40.0,304.0,172.0,68.0,38.0,39.0,37.0,1,0,0.8648648648648649,pre_world_cup
644,Leroy Sane,3,3,249.0,1.0,0.0,0.0,0.0,0.0,125.0,99.0,7.0,1.0,0.0,5.0,33.0,18.0,18.0,14.0,3.0,4.0,0,0,0.792,pre_world_cup
644,Leroy Sané,41,35,3148.0,52.0,23.0,7.0,8.0,0.0,1444.0,1225.0,56.0,60.0,2.0,17.0,410.0,187.0,176.0,89.0,28.0,38.0,2,1,0.8483379501385041,pre_world_cup
658,Houssem Aouar,31,30,2563.0,46.0,26.0,14.0,4.0,0.0,1233.0,1051.0,29.0,29.0,1.0,15.0,275.0,126.0,79.0,39.0,43.0,25.0,3,0,0.8523925385239254,pre_world_cup
667,Memphis Depay,8,7,588.0,10.0,3.0,2.0,0.0,0.0,193.0,150.0,11.0,0.0,0.0,0.0,58.0,20.0,14.0,6.0,10.0,9.0,1,0,0.7772020725388601,pre_world_cup
702,Oliver Baumann,36,36,3270.0,0.0,0.0,0.0,0.0,102.0,1310.0,934.0,1.0,0.0,0.0,0.0,20.0,16.0,2.0,2.0,7.0,1.0,4,0,0.7129770992366412,pre_world_cup
706,Joshua Brenet,8,5,514.0,3.0,1.0,0.0,0.0,0.0,175.0,136.0,5.0,4.0,1.0,2.0,26.0,14.0,4.0,2.0,4.0,1.0,1,0,0.7771428571428571,pre_world_cup
711,Stefan Posch,34,24,2161.0,23.0,8.0,3.0,0.0,0.0,1111.0,872.0,11.0,68.0,13.0,33.0,264.0,163.0,13.0,6.0,27.0,22.0,6,0,0.7848784878487849,pre_world_cup
714,Nadiem Amiri,35,32,2838.0,49.0,31.0,17.0,3.0,0.0,1526.0,1255.0,77.0,45.0,3.0,29.0,253.0,120.0,59.0,28.0,32.0,34.0,9,1,0.8224115334207077,pre_world_cup
719,Florian Grillitsch,28,19,1700.0,10.0,6.0,3.0,2.0,0.0,1424.0,1262.0,11.0,36.0,5.0,24.0,181.0,100.0,14.0,4.0,34.0,21.0,5,0,0.8862359550561798,pre_world_cup
726,Andrej Kramarić,36,28,2421.0,52.0,35.0,15.0,8.0,0.0,1059.0,903.0,40.0,8.0,3.0,8.0,120.0,49.0,34.0,19.0,16.0,5.0,3,0,0.8526912181303116,pre_world_cup
730,Thibaut Courtois,51,51,4545.0,0.0,0.0,0.0,2.0,154.0,1552.0,1203.0,2.0,1.0,0.0,0.0,17.0,12.0,0.0,0.0,4.0,1.0,1,0,0.7751288659793815,pre_world_cup
732,Luca Zidane,4,4,390.0,0.0,0.0,0.0,0.0,9.0,115.0,91.0,0.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,0,0,0.7913043478260869,pre_world_cup
744,Brahim Díaz,53,24,2405.0,39.0,26.0,7.0,8.0,0.0,932.0,841.0,49.0,26.0,1.0,2.0,324.0,140.0,92.0,39.0,69.0,40.0,4,0,0.9023605150214592,pre_world_cup
747,Casemiro,37,35,2765.0,37.0,18.0,9.0,2.0,0.0,1762.0,1436.0,38.0,91.0,29.0,34.0,382.0,201.0,17.0,8.0,37.0,48.0,12,1,0.8149829738933031,pre_world_cup
750,Álvaro Fidalgo,35,28,2330.0,16.0,6.0,2.0,0.0,0.0,1745.0,1587.0,34.0,49.0,1.0,11.0,209.0,116.0,37.0,23.0,35.0,9.0,1,0,0.9094555873925502,pre_world_cup
753,Marcos Llorente,49,44,3875.0,26.0,12.0,4.0,5.0,0.0,2212.0,1985.0,38.0,109.0,12.0,31.0,315.0,164.0,41.0,19.0,21.0,43.0,10,1,0.8973779385171791,pre_world_cup
754,Luka Modrić,43,32,3003.0,16.0,10.0,2.0,3.0,0.0,2415.0,2187.0,57.0,54.0,12.0,40.0,213.0,117.0,38.0,18.0,34.0,25.0,4,0,0.9055900621118013,pre_world_cup
756,Federico Valverde,51,49,4343.0,53.0,30.0,9.0,13.0,0.0,2847.0,2548.0,67.0,66.0,15.0,43.0,279.0,165.0,62.0,42.0,19.0,28.0,4,1,0.8949771689497716,pre_world_cup
762,Vinicius Júnior,19,18,1587.0,53.0,30.0,10.0,1.0,0.0,527.0,431.0,35.0,9.0,0.0,2.0,209.0,99.0,100.0,45.0,44.0,17.0,3,0,0.8178368121442126,pre_world_cup
762,Vinícius Júnior,41,37,3202.0,85.0,47.0,14.0,10.0,0.0,1321.0,1084.0,71.0,28.0,0.0,2.0,416.0,197.0,196.0,89.0,79.0,36.0,9,0,0.8205904617713853,pre_world_cup
790,Edin Džeko,22,8,880.0,32.0,18.0,6.0,3.0,0.0,264.0,173.0,19.0,3.0,1.0,0.0,154.0,94.0,15.0,10.0,14.0,10.0,1,1,0.6553030303030303,pre_world_cup
792,Justin Kluivert,21,11,1017.0,11.0,4.0,2.0,0.0,0.0,367.0,301.0,22.0,10.0,2.0,4.0,122.0,40.0,27.0,11.0,13.0,19.0,5,0,0.8201634877384196,pre_world_cup
794,Patrik Schick,42,33,2863.0,80.0,48.0,22.0,4.0,0.0,562.0,445.0,19.0,12.0,3.0,6.0,297.0,148.0,48.0,19.0,36.0,27.0,2,0,0.791814946619217,pre_world_cup
818,Tomas Chory,2,2,179.0,8.0,2.0,0.0,0.0,0.0,33.0,22.0,8.0,0.0,0.0,0.0,24.0,9.0,1.0,0.0,4.0,4.0,0,1,0.6666666666666666,pre_world_cup
818,Tomáš Chorý,28,25,2104.0,75.0,35.0,17.0,4.0,0.0,512.0,332.0,24.0,6.0,3.0,2.0,326.0,164.0,16.0,9.0,39.0,52.0,4,1,0.6484375,pre_world_cup
842,Nikola Vlašić,35,34,2913.0,35.0,16.0,8.0,3.0,0.0,1113.0,931.0,48.0,63.0,3.0,24.0,306.0,145.0,44.0,22.0,40.0,41.0,5,0,0.8364779874213837,pre_world_cup
855,Joao Cancelo,3,3,202.0,0.0,0.0,0.0,0.0,0.0,123.0,105.0,3.0,6.0,0.0,0.0,28.0,17.0,8.0,5.0,5.0,2.0,0,0,0.8536585365853658,pre_world_cup
855,João Cancelo,31,25,2121.0,22.0,11.0,3.0,6.0,0.0,1306.0,1132.0,29.0,51.0,8.0,26.0,265.0,139.0,88.0,50.0,23.0,29.0,6,0,0.8667687595712098,pre_world_cup
863,Rodrigo Bentancur,36,33,2736.0,19.0,4.0,1.0,1.0,0.0,1444.0,1249.0,15.0,80.0,9.0,45.0,291.0,168.0,38.0,26.0,14.0,26.0,8,0,0.8649584487534626,pre_world_cup
874,Cristiano Ronaldo,32,32,2739.0,120.0,60.0,28.0,3.0,0.0,612.0,517.0,28.0,4.0,1.0,3.0,128.0,53.0,27.0,15.0,19.0,12.0,2,0,0.8447712418300654,pre_world_cup
886,Diogo Dalot,36,31,2797.0,23.0,7.0,1.0,3.0,0.0,1234.0,1049.0,32.0,54.0,9.0,29.0,238.0,142.0,29.0,19.0,15.0,26.0,5,0,0.8500810372771475,pre_world_cup
889,Victor Lindelöf,28,21,1829.0,3.0,0.0,0.0,1.0,0.0,1178.0,1102.0,5.0,13.0,7.0,15.0,72.0,38.0,6.0,4.0,3.0,10.0,2,0,0.9354838709677419,pre_world_cup
903,Scott McTominay,43,40,3611.0,85.0,39.0,13.0,3.0,0.0,1700.0,1512.0,35.0,38.0,14.0,24.0,409.0,216.0,73.0,37.0,90.0,34.0,2,0,0.8894117647058823,pre_world_cup
906,Tahith Chong,13,4,490.0,5.0,4.0,2.0,2.0,0.0,152.0,122.0,11.0,6.0,1.0,2.0,63.0,30.0,19.0,10.0,10.0,3.0,2,0,0.8026315789473685,pre_world_cup
909,Marcus Rashford,49,26,2636.0,81.0,46.0,14.0,11.0,0.0,1155.0,968.0,66.0,15.0,3.0,4.0,256.0,103.0,125.0,44.0,37.0,17.0,3,0,0.8380952380952381,pre_world_cup
925,Goncalo Guedes,1,1,78.0,1.0,0.0,0.0,1.0,0.0,23.0,17.0,2.0,3.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,1.0,0,0,0.7391304347826086,pre_world_cup
925,Gonçalo Guedes,37,26,2243.0,40.0,23.0,9.0,7.0,0.0,679.0,502.0,35.0,29.0,0.0,5.0,234.0,106.0,45.0,20.0,43.0,21.0,5,0,0.7393225331369662,pre_world_cup
