player_id,player_name,active_fixtures,active_minutes,starts,modal_provider_position,provider_position_stability,modal_lineup_position,lineup_position_stability,modal_grid_row,grid_row_stability,modal_grid_band,grid_band_stability,modal_formation,world_cup_team,squad_position,rank_entry_precheck,benchmark_precheck
624,Nicolás Otamendi,29,2199.0,24,D,1.0,D,1.0,2.0,1.0,center,0.9583333333333334,4-2-3-1,Argentina,Defender,True,True
626,John Stones,23,1497.0,16,D,1.0,D,1.0,2.0,1.0,outer_high,0.875,4-2-3-1,England,Defender,True,False
629,Kevin De Bruyne,10,691.0,10,M,0.8,M,0.8,4.0,1.0,center,0.6,4-2-3-1,Belgium,Midfielder,True,True
635,Riyad Mahrez,22,1781.0,21,M,0.6818181818181818,M,0.6363636363636364,4.0,0.8571428571428571,outer_high,1.0,4-2-3-1,Algeria,Midfielder,True,True
636,Bernardo Silva,60,4236.0,49,M,1.0,M,1.0,3.0,0.5714285714285714,outer_high,0.7346938775510204,4-1-4-1,Portugal,Midfielder,True,True
637,Felix Nmecha,44,3094.0,36,M,0.9772727272727273,M,0.9772727272727273,3.0,0.9722222222222222,center,0.5833333333333334,3-4-2-1,Germany,Midfielder,True,True
644,Leroy Sane,1,90.0,1,M,1.0,M,1.0,4.0,1.0,outer_high,1.0,4-2-3-1,Germany,Midfielder,True,True
644,Leroy Sané,34,2549.0,28,M,0.7941176470588235,M,0.7941176470588235,4.0,0.8928571428571429,outer_high,0.9285714285714286,4-2-3-1,Germany,Midfielder,True,True
658,Houssem Aouar,9,650.0,8,M,0.8888888888888888,M,1.0,3.0,0.5,outer_high,0.625,4-2-3-1,Algeria,Attacker,True,True
667,Memphis Depay,3,51.0,0,F,1.0,F,1.0,,0.0,,0.0,4-3-3,Netherlands,Attacker,True,True
702,Oliver Baumann,16,1440.0,16,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Germany,Goalkeeper,True,True
706,Joshua Brenet,7,561.0,6,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Curaçao,Defender,True,True
711,Stefan Posch,16,1289.0,15,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,3-5-2,Austria,Defender,True,True
714,Nadiem Amiri,15,1132.0,12,M,1.0,M,1.0,3.0,0.9166666666666666,outer_high,0.6666666666666666,3-4-2-1,Germany,Midfielder,True,True
719,Florian Grillitsch,3,103.0,0,M,1.0,M,1.0,,0.0,,0.0,4-2-3-1,Austria,Midfielder,True,True
726,Andrej Kramarić,19,1036.0,11,F,0.5789473684210527,F,0.5789473684210527,4.0,0.8181818181818182,outer_high,1.0,4-2-3-1,Croatia,Midfielder,True,True
730,Thibaut Courtois,52,4646.0,52,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-4-2,Belgium,Goalkeeper,True,True
732,Luca Zidane,7,660.0,7,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Algeria,Goalkeeper,True,True
744,Brahim Díaz,53,2765.0,30,M,0.7735849056603774,M,0.7547169811320755,4.0,0.8666666666666667,outer_high,0.9,4-4-2,Morocco,Midfielder,True,True
747,Casemiro,42,3144.0,40,M,1.0,M,1.0,3.0,1.0,outer_high,0.7631578947368421,4-2-3-1,Brazil,Midfielder,True,True
750,Álvaro Fidalgo,8,374.0,5,M,1.0,M,1.0,3.0,0.6,center,0.6,4-1-4-1,Mexico,Midfielder,True,True
753,Marcos Llorente,52,4068.0,46,D,0.6538461538461539,D,0.6470588235294118,2.0,0.7333333333333333,outer_high,1.0,4-4-2,Spain,Midfielder,True,True
754,Luka Modrić,27,1946.0,21,M,1.0,M,1.0,3.0,1.0,center,0.7142857142857143,3-5-2,Croatia,Midfielder,True,True
756,Federico Valverde,48,4033.0,46,M,0.7083333333333334,M,0.723404255319149,3.0,0.6,outer_high,0.8888888888888888,4-4-2,Uruguay,Midfielder,True,True
762,Vinicius Júnior,16,1310.0,15,F,0.8125,F,0.8666666666666667,4.0,0.9285714285714286,center,0.6428571428571429,4-4-2,Brazil,Midfielder,True,True
762,Vinícius Júnior,42,3372.0,39,F,0.7857142857142857,F,0.7857142857142857,4.0,0.9210526315789473,center,0.39473684210526316,4-3-3,Brazil,Midfielder,True,True
790,Edin Džeko,3,179.0,3,F,1.0,F,1.0,4.0,1.0,center,0.6666666666666666,4-4-2,Bosnia & Herzegovina,Attacker,True,True
792,Justin Kluivert,16,652.0,6,F,0.625,F,0.625,4.0,1.0,outer_high,0.6666666666666666,4-2-3-1,Netherlands,Attacker,True,False
794,Patrik Schick,35,2367.0,27,F,1.0,F,1.0,5.0,0.88,outer_high,1.0,3-4-2-1,Czech Republic,Attacker,True,True
818,Tomas Chory,1,89.0,1,F,1.0,F,1.0,5.0,1.0,outer_high,1.0,3-4-2-1,Czech Republic,Attacker,True,True
818,Tomáš Chorý,10,640.0,7,F,1.0,F,1.0,5.0,0.7142857142857143,outer_high,0.7142857142857143,3-4-2-1,Czech Republic,Attacker,True,True
842,Nikola Vlašić,9,685.0,8,M,0.6666666666666666,M,0.6666666666666666,4.0,0.625,outer_high,0.875,3-5-2,Croatia,Midfielder,True,True
855,Joao Cancelo,3,202.0,3,D,1.0,D,1.0,2.0,1.0,outer_low,1.0,4-2-3-1,Portugal,Defender,True,True
855,João Cancelo,36,2435.0,30,D,0.9444444444444444,D,0.9444444444444444,2.0,0.9333333333333333,outer_high,0.5666666666666667,4-2-3-1,Portugal,Defender,True,True
863,Rodrigo Bentancur,38,2916.0,35,M,1.0,M,1.0,3.0,0.9428571428571428,outer_high,0.7428571428571429,4-2-3-1,Uruguay,Midfielder,True,True
874,Cristiano Ronaldo,18,1559.0,18,F,1.0,F,1.0,5.0,0.6111111111111112,outer_high,0.7777777777777778,4-2-3-1,Portugal,Attacker,True,True
886,Diogo Dalot,37,2771.0,30,D,0.6486486486486487,D,0.6486486486486487,2.0,0.5666666666666667,outer_high,0.7,4-2-3-1,Portugal,Defender,True,True
889,Victor Lindelöf,32,2186.0,25,D,0.84375,D,0.84375,2.0,0.8,outer_high,0.6,4-2-3-1,Sweden,Midfielder,True,True
903,Scott McTominay,17,1505.0,17,M,0.8823529411764706,M,0.8823529411764706,3.0,0.7142857142857143,outer_high,0.7857142857142857,3-4-2-1,Scotland,Attacker,True,True
906,Tahith Chong,5,372.0,4,M,1.0,M,1.0,3.0,0.6666666666666666,outer_high,1.0,5-4-1,Curaçao,Midfielder,True,False
909,Marcus Rashford,54,2820.0,28,F,0.5925925925925926,F,0.5925925925925926,4.0,0.9285714285714286,outer_low,0.7142857142857143,4-2-3-1,England,Attacker,True,True
925,Goncalo Guedes,1,78.0,1,M,1.0,M,1.0,4.0,1.0,center,1.0,4-2-3-1,Portugal,Attacker,True,True
925,Gonçalo Guedes,8,532.0,6,M,0.75,M,0.75,3.0,0.5,outer_high,0.5,4-4-2,Portugal,Attacker,True,True
927,Kang-in Lee,46,2179.0,22,M,0.717391304347826,M,0.717391304347826,4.0,0.5263157894736842,outer_high,0.7894736842105263,4-3-3,South Korea,Attacker,True,True
931,Ferran Torres,56,2933.0,32,F,0.9464285714285714,F,0.9464285714285714,5.0,0.59375,outer_high,0.65625,4-2-3-1,Spain,Midfielder,True,True
951,Michel Aebischer,4,162.0,2,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-2-3-1,Switzerland,Midfielder,True,True
952,Christian Fassnacht,3,160.0,2,M,0.6666666666666666,M,0.6666666666666666,4.0,1.0,outer_high,1.0,4-2-3-1,Switzerland,Midfielder,True,True
957,Djibril Sow,11,781.0,8,M,1.0,M,1.0,3.0,0.625,outer_high,0.75,4-2-3-1,Switzerland,Midfielder,True,True
972,Jonathan Tah,58,4539.0,51,D,1.0,D,1.0,2.0,1.0,center,0.8,4-2-3-1,Germany,Defender,True,True
978,Kai Havertz,28,1421.0,16,F,0.7857142857142857,F,0.7777777777777778,4.0,0.5625,outer_high,0.625,4-2-3-1,Germany,Attacker,True,False
1084,Marin Pongračić,5,442.0,5,D,1.0,D,1.0,2.0,1.0,center,0.6,4-2-3-1,Croatia,Defender,True,True
1095,Xaver Schlager,18,1193.0,16,M,1.0,M,1.0,3.0,1.0,center,0.625,4-3-3,Austria,Midfielder,True,True
1100,Erling Haaland,61,4863.0,55,F,1.0,F,1.0,5.0,0.7636363636363637,outer_high,0.7636363636363637,4-1-4-1,Norway,Attacker,True,True
1111,Jack Hendry,9,757.0,9,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,5-3-2,Scotland,Defender,True,True
1115,Anthony Ralston,2,46.0,0,D,1.0,D,1.0,,0.0,,0.0,4-2-3-1,Scotland,Defender,True,False
1115,Tony Ralston,2,16.0,0,D,1.0,D,1.0,,0.0,,0.0,,Scotland,Defender,True,False
1117,Kieran Tierney,4,253.0,3,D,0.75,D,0.75,2.0,1.0,outer_high,1.0,4-2-3-1,Scotland,Midfielder,True,True
1119,Kristoffer Ajer,23,1799.0,20,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Norway,Defender,True,True
1125,Ryan Christie,22,706.0,5,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-2-3-1,Scotland,Midfielder,True,True
1138,Tim Weah,3,164.0,2,F,0.6666666666666666,F,0.6666666666666666,2.0,0.5,outer_high,0.5,4-2-3-1,USA,Attacker,True,True
1138,Timothy Weah,19,1548.0,18,M,0.5263157894736842,M,0.5263157894736842,2.0,0.4444444444444444,outer_high,0.9444444444444444,4-2-3-1,USA,Attacker,True,True
1142,Yvon Mvogo,4,360.0,4,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,3-4-2-1,Switzerland,Goalkeeper,True,True
1145,Ibrahima Konaté,51,4264.0,49,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,France,Defender,True,True
1149,Dayot Upamecano,54,4246.0,49,D,1.0,D,1.0,2.0,1.0,outer_high,0.9791666666666666,4-2-3-1,France,Defender,True,True
1150,Tyler Adams,28,2031.0,24,M,1.0,M,1.0,3.0,1.0,outer_high,0.875,4-2-3-1,USA,Midfielder,True,True
1157,Konrad Laimer,55,3953.0,44,D,0.7454545454545455,D,0.7454545454545455,2.0,0.9302325581395349,outer_high,0.5813953488372093,4-2-3-1,Austria,Defender,True,True
1159,Marcel Sabitzer,37,2675.0,31,M,0.972972972972973,M,0.972972972972973,3.0,0.8387096774193549,outer_high,0.7096774193548387,3-4-2-1,Austria,Midfielder,True,True
1165,Matheus Cunha,40,2965.0,35,F,0.6,F,0.6,4.0,0.7352941176470589,outer_high,0.5588235294117647,4-2-3-1,Brazil,Attacker,True,True
1231,Vladimir Coufal,1,90.0,1,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Czech Republic,Midfielder,True,True
1231,Vladimír Coufal,18,1581.0,18,D,0.7222222222222222,D,0.7222222222222222,2.0,0.8666666666666667,outer_high,1.0,4-2-3-1,Czech Republic,Midfielder,True,True
1237,Jaroslav Zelený,6,459.0,5,D,0.6666666666666666,D,0.6666666666666666,2.0,0.75,outer_high,0.75,3-4-3,Czech Republic,Midfielder,True,True
1243,Tomáš Souček,30,1744.0,18,M,1.0,M,1.0,3.0,0.8823529411764706,outer_high,0.9411764705882353,4-2-3-1,Czech Republic,Midfielder,True,True
1257,Jules Koundé,54,4139.0,46,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,France,Defender,True,True
1271,Aurélien Tchouaméni,52,4323.0,50,M,0.9423076923076923,M,0.9411764705882353,3.0,0.9387755102040817,center,0.6122448979591837,4-4-2,France,Midfielder,True,True
1290,Guillermo Varela,8,679.0,7,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,4-2-3-1,Uruguay,Defender,True,True
1305,Dominik Livaković,6,540.0,6,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,4-2-3-1,Croatia,Goalkeeper,True,True
1322,Nikola Moro,11,368.0,3,M,1.0,M,1.0,3.0,1.0,outer_high,0.6666666666666666,4-2-3-1,Croatia,Midfielder,True,True
1323,Dani Olmo,56,3265.0,36,M,0.9464285714285714,M,0.9464285714285714,4.0,0.6388888888888888,center,0.6388888888888888,4-2-3-1,Spain,Midfielder,True,True
1324,Ivan Šunjić,6,378.0,5,M,0.8333333333333334,M,0.8333333333333334,3.0,0.8,center,0.6,4-4-2,Bosnia & Herzegovina,Midfielder,True,True
1361,Ferdi Kadıoğlu,42,3565.0,39,D,0.8809523809523809,D,0.8809523809523809,2.0,0.8717948717948718,outer_low,0.717948717948718,4-2-3-1,Türkiye,Defender,True,True
1411,Hannes Delcroix,6,495.0,5,D,1.0,D,1.0,2.0,1.0,center,1.0,4-2-3-1,Haiti,Defender,True,False
1417,Alexis Saelemaekers,22,1492.0,18,M,0.8181818181818182,M,0.8636363636363636,3.0,0.9444444444444444,outer_high,1.0,3-5-2,Belgium,Attacker,True,True
1422,Jérémy Doku,55,3517.0,40,M,0.6545454545454545,M,0.6545454545454545,4.0,1.0,outer_low,0.7,4-1-4-1,Belgium,Midfielder,True,True
1424,Edo Kayembe,7,335.0,3,M,1.0,M,1.0,3.0,0.6666666666666666,outer_low,0.6666666666666666,4-1-4-1,Congo DR,Midfielder,True,True
1442,Sead Kolasinac,1,45.0,1,D,1.0,D,1.0,2.0,1.0,outer_high,1.0,3-4-2-1,Bosnia & Herzegovina,Defender,True,True
1442,Sead Kolašinac,18,1224.0,16,D,1.0,D,1.0,2.0,1.0,outer_low,0.4375,3-4-2-1,Bosnia & Herzegovina,Defender,True,True
1460,Bukayo Saka,55,3522.0,39,F,0.6545454545454545,F,0.6727272727272727,4.0,1.0,outer_high,0.9487179487179487,4-3-3,England,Midfielder,True,True
1464,Granit Xhaka,42,3637.0,39,M,1.0,M,1.0,3.0,1.0,outer_high,0.6923076923076923,4-2-3-1,Switzerland,Midfielder,True,True
1485,Bruno Fernandes,41,3579.0,41,M,1.0,M,1.0,4.0,0.5853658536585366,center,0.8048780487804879,4-2-3-1,Portugal,Midfielder,True,True
1494,Jovane Cabral,2,141.0,2,M,1.0,M,1.0,4.0,1.0,outer_low,1.0,4-1-4-1,Cape Verde Islands,Midfielder,True,True
1496,Raphinha,38,2533.0,31,M,0.6052631578947368,M,0.6052631578947368,4.0,1.0,outer_low,0.5862068965517241,4-2-3-1,Brazil,Midfielder,True,True
1567,Aissa Mandi,1,90.0,1,D,1.0,D,1.0,2.0,1.0,center,1.0,4-2-3-1,Algeria,Defender,True,True
1567,Aïssa Mandi,31,2666.0,29,D,1.0,D,1.0,2.0,1.0,center,0.6896551724137931,4-2-3-1,Algeria,Defender,True,True
1578,Giovani Lo Celso,8,351.0,3,M,0.875,M,0.875,3.0,0.3333333333333333,outer_high,0.6666666666666666,4-2-3-1,Argentina,Midfielder,True,True
1590,Jose Sa,1,90.0,1,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,3-4-2-1,Portugal,Goalkeeper,True,True
1590,José Sá,23,2070.0,23,G,1.0,G,1.0,1.0,1.0,outer_high,1.0,3-4-2-1,Portugal,Goalkeeper,True,True
1631,Ricardo Rodríguez,11,866.0,10,D,1.0,D,1.0,2.0,1.0,outer_low,0.6,4-2-3-1,Switzerland,Defender,True,True
1640,Hakan Çalhanoğlu,17,1240.0,16,M,1.0,M,1.0,3.0,1.0,center,0.5,3-5-2,Türkiye,Midfielder,True,True
1642,Franck Kessie,1,120.0,1,M,1.0,M,1.0,3.0,1.0,outer_high,1.0,4-2-3-1,Ivory Coast,Midfielder,True,True
1642,Franck Kessié,22,1867.0,22,M,0.9545454545454546,M,0.9545454545454546,3.0,0.6818181818181818,outer_high,0.6363636363636364,4-3-3,Ivory Coast,Midfielder,True,True
1646,Lucas Paquetá,20,1539.0,19,M,0.75,M,0.75,4.0,0.6666666666666666,outer_high,0.7777777777777778,4-2-3-1,Brazil,Midfielder,True,True
1719,Mert Müldür,35,1958.0,20,D,1.0,D,1.0,2.0,1.0,outer_high,0.7368421052631579,4-2-3-1,Türkiye,Defender,True,True
