player_id,player_name,world_cup_team,window,fixture_id,benchmark_precheck,priority_reason
30,S. Arias,Colombia,pre_world_cup,1351194,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351210,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351222,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351230,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351235,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351250,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351257,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351270,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351281,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351294,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351320,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351330,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351336,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351350,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351358,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1351369,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1377225,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1377226,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1377528,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1377529,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1436279,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1436285,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1478008,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1478017,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1478033,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1478037,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1478051,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491825,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491842,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491855,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491873,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491886,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491901,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491914,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491931,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491950,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491962,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491974,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1491993,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1492004,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1492015,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1492035,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1492046,True,player_below_80pct_coverage
30,S. Arias,Colombia,pre_world_cup,1544180,True,player_below_80pct_coverage
154,L. Messi,Argentina,annual_current,1326555,True,player_below_80pct_coverage
154,L. Messi,Argentina,annual_current,1326593,True,player_below_80pct_coverage
154,L. Messi,Argentina,annual_current,1326608,True,player_below_80pct_coverage
154,L. Messi,Argentina,annual_current,1326638,True,player_below_80pct_coverage
154,L. Messi,Argentina,annual_current,1326655,True,player_below_80pct_coverage
154,L. Messi,Argentina,annual_current,1351448,True,player_below_80pct_coverage
154,L. Messi,Argentina,annual_current,1430905,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326494,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326517,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326562,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326568,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326595,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326611,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326643,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326665,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326675,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326694,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326703,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1326737,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1482406,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,annual_current,1482409,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326465,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326494,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326517,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326536,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326562,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326568,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326595,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326611,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326643,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326665,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326675,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326694,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326703,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1326737,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1482406,True,player_below_80pct_coverage
186,Son Heung-Min,South Korea,pre_world_cup,1482409,True,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382457,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382515,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382522,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382535,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382549,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382570,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382590,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1382650,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1536966,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1536968,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1536974,False,player_below_80pct_coverage
221,E. Room,Curaçao,annual_current,1536977,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382457,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382515,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382522,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382535,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382549,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382570,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382590,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1382650,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1536966,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1536968,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1536974,False,player_below_80pct_coverage
221,E. Room,Curaçao,pre_world_cup,1536977,False,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380872,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380876,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380888,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380900,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380917,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380943,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380962,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380970,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380978,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1380992,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381010,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381011,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381028,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381037,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381055,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381070,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381082,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381100,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381109,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381118,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381123,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381136,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381154,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1381161,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1477441,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,annual_current,1485138,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380872,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380876,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380888,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380900,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380917,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380943,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380962,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380970,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380978,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1380992,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381010,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381011,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381028,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381037,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381055,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381070,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381082,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381100,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381109,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381118,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381123,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381136,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381154,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1381161,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1477441,True,player_below_80pct_coverage
242,R. Thomas,New Zealand,pre_world_cup,1485138,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374083,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374094,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374112,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374125,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374141,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374156,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374181,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374185,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374202,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374214,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374233,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374243,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374264,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1374294,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1486755,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1488201,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1488799,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491822,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491837,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491852,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491877,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491881,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491895,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491915,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491926,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491941,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491956,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491982,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1491987,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1492010,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1492015,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1492045,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1535248,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1535250,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1535270,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1535283,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1535299,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1535314,True,player_below_80pct_coverage
271,L. Paredes,Argentina,annual_current,1544177,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374063,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374083,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374094,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374112,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374125,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374141,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374156,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374181,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374185,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374202,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374214,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374233,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374243,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374264,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1374294,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1486755,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1488201,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1488799,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491822,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491837,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491852,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491877,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491881,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491895,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491915,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491926,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491941,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491956,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491982,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1491987,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1492010,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1492015,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1492045,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1535248,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1535250,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1535270,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1535283,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1535299,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1535314,True,player_below_80pct_coverage
271,L. Paredes,Argentina,pre_world_cup,1544177,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351187,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351196,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351212,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351216,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351228,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351236,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351250,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351256,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351268,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351276,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351287,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351296,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351311,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351316,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351326,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351334,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1351346,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1478016,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1478022,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1478034,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1478043,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1478054,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492112,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492128,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492130,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492149,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492156,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492168,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492178,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492183,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492199,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492227,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492232,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492258,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492269,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492274,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492288,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1492291,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1500511,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1500533,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1500539,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1500545,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1500557,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1500562,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1500572,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1523395,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1535145,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1535166,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1535183,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1535201,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1535216,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1535230,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1537018,True,player_below_80pct_coverage
276,Neymar,Brazil,annual_current,1537025,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351161,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351176,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351187,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351196,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351212,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351216,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351228,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351236,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351250,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351256,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351268,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351276,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351287,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351296,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351311,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351316,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351326,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351334,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1351346,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1478016,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1478022,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1478034,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1478043,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1478054,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1492112,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1492128,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1492130,True,player_below_80pct_coverage
276,Neymar,Brazil,pre_world_cup,1492149,True,player_below_80pct_coverage
