player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,lower_95,upper_95,role_rank_conservative,top30_lower_threshold,best_lower_threshold,plausible_top30,plausible_real_xi,guardrail_top35,insufficient_evidence_guardrail,in_selection_frontier,frontier_reason,cov_annual_current,pass_annual_current,miss_annual_current,cov_pre_world_cup,pass_pre_world_cup,miss_pre_world_cup,covered,lo90,hi90,stable,rank,urank,needed,reason
257,Marquinhos,Brazil,Defender,RCB,0.8,40,RCB:32 | RB:7 | LCB:1,5209.0,low_is_left,1.0,False,True,False,3252.0,0.4606693772960224,0.081837747856168,0.3788316294398543,0.7622144080392949,0.3516677176209405,0.347839899398449,0.4069067056813285,0.4643620291567988,0.4302356757776386,0.8754304692646232,0.7196724716327013,True,0.3002673914979329,0.6210713630941118,31.0,0.2846286838382076,0.5773018040873583,True,True,True,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.3260582609132644,0.5952804936787804,True,31.0,37.0,True,covered_pool_shortage
271,L. Paredes,Argentina,Midfielder,DM,0.5555555555555556,9,DM:5 | CM:2 | AM:2,4285.0,low_is_left,0.22,False,False,False,693.0,0.6497159328361792,0.1772810520855836,0.4724348807505956,0.8906043937899126,0.5071475728638636,0.543476756777909,0.5181593417569439,0.5298892786679616,0.4873320800271995,0.7452226298232894,0.7123288804424016,True,0.3022450707484353,0.9971867949239231,13.0,0.1989949383818902,0.5975349074559566,True,True,True,True,True,insufficient_evidence_guardrail,0.22,False,39,0.1111111111111111,False,40,False,0.3581145513234342,0.9413173143489242,False,13.0,1.0,True,high_ability_role_stabilization
289,A. Robertson,Scotland,Defender,LB,0.7894736842105263,19,LB:15 | LCB:3 | RB:1,2766.0,low_is_left,0.9833333333333332,False,True,False,2158.0,0.5031928698915222,0.1004623233154172,0.402730546576105,0.6776886221381135,0.5039297213652059,0.6450537095100424,0.5308017868653077,0.4130427215440444,0.2366394962350481,0.5346476495774252,0.5002046681689902,True,0.3062867161933045,0.70009902358974,31.0,0.3176634434926551,0.556795893166828,True,True,True,False,True,plausible_real_xi,0.9833333333333332,False,1,0.9824561403508772,True,1,False,0.3379470530141868,0.6684386867688576,True,31.0,29.0,True,upper90_can_enter_real_xi
304,S. Mane,Senegal,Midfielder,CM,0.5789473684210527,38,CM:22 | LW:6 | DM:6 | ST:2 | RW:2,4360.0,low_is_left,1.0,False,False,False,3389.0,0.7241782676418739,0.08016654249287,0.6440117251490038,0.4775609019466838,0.8328350272203102,0.836278626026818,0.7816420679426896,0.3900893531065085,0.6562559263379607,0.4433482733103887,0.3562059122155826,True,0.5670518443558485,0.8813046909278992,7.0,0.4628172708218756,0.6802178488026471,True,True,True,True,True,insufficient_evidence_guardrail,1.0,False,0,1.0,True,0,False,0.5923160394623174,0.8560404958214304,False,7.0,12.0,True,high_ability_role_stabilization
318,K. Koulibaly,Senegal,Defender,RCB,0.6176470588235294,34,RCB:21 | LCB:12 | RB:1,3136.0,low_is_left,1.0,False,True,False,2476.0,0.6481108626959445,0.0937893697625287,0.5543214929334158,0.6232664196327236,0.3801935385138749,0.4318994735795521,0.4380559611922275,0.6897378303624923,0.54119306526579,0.740402500203377,0.5774666497641572,True,0.4642836979613882,0.8319380274305008,3.0,0.2846286838382076,0.5773018040873583,True,True,True,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.49384107767255647,0.8023806477193326,True,3.0,5.0,True,upper90_can_enter_real_xi
369,D. Costa,Portugal,Goalkeeper,GK,1.0,50,GK:50,7705.0,low_is_left,0.8947368421052632,False,True,False,4460.0,0.7870239920782139,0.0698813857314584,0.7171426063467555,0.3436615953613843,0.3030157635205193,0.3059598084423749,0.3109547249571381,0.2067914009599425,0.1703991676519025,0.7898407705179571,0.9996646498695336,True,0.6500564760445555,0.9239915081118724,8.0,0.563013526862479,0.664191027707044,True,True,True,False,True,plausible_real_xi,0.8947368421052632,False,6,0.8846153846153846,True,6,False,0.6720793413014298,0.9019686428549981,True,8.0,49.0,True,upper90_can_enter_real_xi
421,B. Embolo,Switzerland,Attacker,RW,0.9615384615384616,26,RW:25 | ST:1,3139.0,low_is_left,0.9534883720930232,False,True,False,2423.0,0.5613526627691063,0.0948095817367865,0.4665430810323198,0.2572535463757705,0.5519641656804772,0.5366738959988044,0.7693370114586857,0.3224653979019269,0.6072374936662752,0.2551815491512786,0.1986886985181477,True,0.3755258825650046,0.747179442973208,144.0,0.5042096688986383,0.6792848188630003,True,True,False,False,True,plausible_real_xi,0.9534883720930232,False,2,0.945945945945946,True,2,False,0.405404778379601,0.7173005471586117,True,144.0,182.0,True,upper90_can_enter_real_xi
427,H. Wright,USA,Attacker,RW,0.8888888888888888,9,RW:8 | ST:1,2923.0,low_is_left,0.3888888888888889,False,True,False,823.0,0.5357245828485048,0.1626780732875641,0.3730465095609406,0.2133648969151362,0.4178212917889921,0.4011143015465469,0.7477475531318766,0.2603412806431429,0.4526754798291234,0.1925842992926582,0.1581774024701763,True,0.2168755592048791,0.8545736064921303,202.0,0.5042096688986383,0.6792848188630003,True,True,False,False,True,plausible_real_xi,0.3888888888888889,False,33,0.4,False,33,False,0.2681429639759776,0.803306201721032,True,202.0,103.0,True,upper90_can_enter_real_xi
429,F. Muslera,Uruguay,Goalkeeper,GK,1.0,8,GK:8,4102.0,low_is_left,0.1632653061224489,False,True,False,681.0,0.6763081541893095,0.1788361788191236,0.4974719753701858,0.3026403847366214,0.2970060933240284,0.3059598084423749,0.3109547249571381,0.204786471396867,0.0587134647146547,0.1064301320916106,0.9996646498695336,True,0.3257892437038272,1.0,80.0,0.563013526862479,0.664191027707044,True,True,False,False,True,plausible_real_xi,0.1632653061224489,False,41,0.1063829787234042,False,42,False,0.38214881682853197,0.9704674915500869,True,80.0,8.0,True,upper90_can_enter_real_xi
517,J. Rodriguez,Colombia,Attacker,RW,1.0,12,RW:12,3427.0,low_is_left,0.5,False,True,False,885.0,0.729772950928163,0.1568762872187043,0.5728966637094586,0.7466926253835144,0.7816420114082725,0.9192759916327982,0.7173100622145949,0.3079911680567029,0.3906109118912401,0.6212983316432908,0.4982420434480282,True,0.4222954279795024,1.0,45.0,0.5042096688986383,0.6792848188630003,True,True,False,False,True,plausible_real_xi,0.5,False,29,0.4545454545454545,False,30,False,0.4717344209137963,0.9878114809425296,True,45.0,7.0,True,upper90_can_enter_real_xi
524,D. Kotarski,Croatia,Goalkeeper,GK,1.0,22,GK:22,4111.0,low_is_left,0.5294117647058824,False,True,False,2010.0,0.6907156355056885,0.1040952491496244,0.5866203863560641,0.3300371987944852,0.3142974262243049,0.352807603664687,0.3109547249571381,0.208804755594342,0.1450612272306377,0.1659509221236532,0.9996646498695336,True,0.4866889471724246,0.8947423238389524,47.0,0.563013526862479,0.664191027707044,True,True,False,False,True,plausible_real_xi,0.5294117647058824,False,24,0.4893617021276595,False,24,False,0.5194941873935116,0.8619370836178654,True,47.0,60.0,True,upper90_can_enter_real_xi
529,N. Tagliafico,Argentina,Defender,LCB,0.5925925925925926,27,LCB:16 | LB:6 | RB:4 | RCB:1,3844.0,low_is_left,0.8947368421052632,False,False,False,2394.0,0.6181491295920034,0.0953820966476532,0.5227670329443502,0.5555584955651507,0.4533438136936198,0.4721154485238288,0.3368636641010727,0.6575035230385124,0.6659380817317945,0.5623278876600625,0.5473739810095173,True,0.4312002201626032,0.8050980390214036,8.0,0.057613517656569,0.5680335443672709,True,True,True,True,True,insufficient_evidence_guardrail,0.8947368421052632,False,6,0.8823529411764706,True,6,False,0.4612595419748752,0.7750387172091316,False,8.0,12.0,True,high_ability_role_stabilization
617,Ederson,Brazil,Goalkeeper,GK,1.0,38,GK:38,4226.0,low_is_left,0.96875,False,True,False,3126.0,0.693299913754836,0.0834707759725446,0.6098291377822914,0.3250858235980108,0.3045912500766208,0.3106562607664639,0.3109547249571381,0.204786471396867,0.1646747280556102,0.1897812773799354,0.9996646498695336,True,0.5296971928486486,0.8569026346610235,39.0,0.563013526862479,0.664191027707044,True,True,False,False,True,plausible_real_xi,0.96875,False,3,0.96875,True,3,False,0.5560027051519423,0.8305971223577298,True,39.0,73.0,True,upper90_can_enter_real_xi
624,N. Otamendi,Argentina,Defender,LCB,0.8490566037735849,53,LCB:45 | RB:6 | RCB:2,6580.0,low_is_left,1.0,False,True,False,4243.0,0.7084598573411645,0.0716460780479048,0.6368137792932596,0.6966437852412013,0.3847257604233832,0.3561942222251671,0.4365729251812407,0.6415391747588884,0.7517886237811396,0.7777157048619107,0.6417826121057705,True,0.5680335443672709,0.848886170315058,1.0,0.057613517656569,0.5680335443672709,True,True,True,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.59061254600722,0.8263071686751089,True,1.0,5.0,True,upper90_can_enter_real_xi
667,M. Depay,Netherlands,Attacker,RW,1.0,7,RW:7,4158.0,low_is_left,0.2142857142857142,False,True,False,639.0,0.5637766222425814,0.18,0.3837766222425814,0.4179458736047021,0.6456203679293298,0.6939249456379291,0.610504230674302,0.204786471396867,0.2764361819625496,0.3532907533035692,0.3463500873717971,True,0.2109766222425814,0.9165766222425814,197.0,0.5042096688986383,0.6792848188630003,True,True,False,False,True,plausible_real_xi,0.2142857142857142,False,55,0.1594202898550724,False,58,False,0.26770296939131644,0.8598502750938464,True,197.0,50.0,True,upper90_can_enter_real_xi
706,J. Brenet,Curaçao,Defender,RB,1.0,6,RB:6,2731.0,low_is_left,0.3209876543209876,False,True,False,478.0,0.4743949119053542,0.18,0.2943949119053542,0.3722016656468213,0.50489064646152,0.5112674869037017,0.5056080926587969,0.5228008505176511,0.4213206880225085,0.5288695684002296,0.4166593292294018,True,0.1215949119053542,0.8271949119053542,182.0,0.3992356420301455,0.5298895123436286,True,True,False,False,True,plausible_real_xi,0.3209876543209876,False,55,0.3209876543209876,False,55,False,0.17832125905408924,0.7704685647566192,True,182.0,30.0,True,upper90_can_enter_real_xi
732,L. Zidane,Algeria,Goalkeeper,GK,1.0,7,GK:7,3273.0,low_is_left,0.1666666666666666,False,True,False,660.0,0.7098071745535373,0.18,0.5298071745535373,0.3540291104002661,0.3037794322748863,0.3059598084423749,0.3109547249571381,0.2172038143784974,0.1454717037112785,0.261238633634936,0.9996646498695336,True,0.3570071745535372,1.0,71.0,0.563013526862479,0.664191027707044,True,True,False,False,True,plausible_real_xi,0.1666666666666666,False,45,0.1,False,45,False,0.4137335217022723,1.0,True,71.0,1.0,True,upper90_can_enter_real_xi
747,Casemiro,Brazil,Midfielder,CM,0.6842105263157895,38,CM:26 | DM:10 | AM:2,4863.0,low_is_left,1.0,False,True,False,3049.0,0.6421068635821942,0.0845181973337754,0.5575886662484187,0.6355138982274977,0.4923374491890778,0.5569031004130046,0.6741857416491175,0.7876379203395221,0.7403204526337278,0.469903667818394,0.4381538082103423,True,0.4764511968079944,0.8077625303563939,26.0,0.4628172708218756,0.6802178488026471,True,True,True,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.5030868001543334,0.7811269270100549,True,26.0,43.0,True,upper90_can_enter_real_xi
750,A. Fidalgo,Mexico,Midfielder,CM,0.7586206896551724,29,CM:22 | AM:4 | DM:3,3372.0,low_is_left,1.0,False,True,False,2338.0,0.6268044569946568,0.0965176377947303,0.5302868191999265,0.7433406656547611,0.6055343848989748,0.5599532017591391,0.5038278297310922,0.4817335451006925,0.5010146880202769,0.7111868364944823,0.6509690534617169,True,0.4376298869169853,0.8159790270723284,38.0,0.4628172708218756,0.6802178488026471,True,True,False,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.4680470704032062,0.7855618435861074,True,38.0,40.0,True,upper90_can_enter_real_xi
762,Vinicius Junior,Brazil,Midfielder,ST,0.5094339622641509,53,ST:27 | LW:18 | RW:8,6562.0,low_is_left,1.0,False,False,False,4696.0,0.7566600728125907,0.0681027883315721,0.6885572844810186,0.4794921409582371,0.865029164566849,0.7483215365156034,0.8650217058201949,0.2888241221435492,0.6543747742470652,0.4632708107108926,0.4369511630573111,True,0.6231786076827093,0.8901415379424722,1.0,0.2817073696090256,0.6231786076827093,True,True,True,True,True,insufficient_evidence_guardrail,1.0,False,0,1.0,True,0,False,0.644640954419896,0.8686791912052855,False,1.0,5.0,True,high_ability_role_stabilization
790,E. Dzeko,Bosnia & Herzegovina,Attacker,RW,0.6666666666666666,6,RW:4 | ST:2,5088.0,low_is_left,0.4333333333333333,False,True,False,504.0,0.5820900673939862,0.18,0.4020900673939862,0.3470374639035735,0.5314714536595575,0.7057249827838386,0.5917457089918458,0.2404180232242862,0.841458376274884,0.2463395618659968,0.1508859414227257,True,0.2292900673939861,0.9348900673939862,187.0,0.5042096688986383,0.6792848188630003,True,True,False,False,True,plausible_real_xi,0.4333333333333333,False,51,0.4069767441860465,False,51,False,0.2860164145427212,0.8781637202452511,True,187.0,37.0,True,upper90_can_enter_real_xi
855,J. Cancelo,Portugal,Defender,LB,0.5714285714285714,28,LB:16 | RB:12,2865.0,low_is_left,1.0,False,False,False,2230.0,0.690832255281653,0.0988272034588541,0.5920050518227988,0.6546222879271282,0.7630185361104957,0.647302676079305,0.5299707746935616,0.6562402584558883,0.7033408199232912,0.6130532467271035,0.5631907632109173,True,0.4971309365022989,0.8845335740610072,3.0,0.3176634434926551,0.556795893166828,True,True,True,True,True,insufficient_evidence_guardrail,1.0,False,0,1.0,True,0,False,0.5282759712308858,0.8533885393324203,False,3.0,4.0,True,high_ability_role_stabilization
863,R. Bentancur,Uruguay,Midfielder,AM,0.5714285714285714,35,AM:20 | CM:14 | DM:1,3803.0,low_is_left,1.0,False,False,False,3006.0,0.6402485687336372,0.085120555578755,0.5551280131548821,0.5647670105607551,0.4882339711907564,0.4062830990742429,0.3750021041919917,0.7500054556812509,0.6543192889134605,0.6759495181291105,0.5388189565159835,True,0.4734122797992773,0.8070848576679972,21.0,0.4172372019118209,0.5982105538392852,True,True,True,True,True,insufficient_evidence_guardrail,1.0,False,0,1.0,True,0,False,0.5002377141617977,0.7802594233054767,False,21.0,40.0,True,covered_pool_shortage
906,T. Chong,Curaçao,Midfielder,AM,0.75,4,AM:3 | CM:1,1362.0,low_is_left,0.1862745098039215,False,True,False,533.0,0.6745538989396115,0.18,0.4945538989396115,0.3590810585076184,0.8517718619268344,0.6862302100730984,0.7182011420304494,0.3680505367434976,0.8172285933202,0.5690070912512611,0.3350737244603402,True,0.3217538989396115,1.0,36.0,0.4172372019118209,0.5982105538392852,True,True,False,False,True,plausible_real_xi,0.1862745098039215,False,83,0.1616161616161616,False,83,False,0.3784802460883465,0.9706275517908765,True,36.0,3.0,True,upper90_can_enter_real_xi
927,Lee Kang-In,South Korea,Attacker,RW,0.7894736842105263,19,RW:15 | ST:2 | LW:2,3738.0,low_is_left,1.0,False,True,False,2119.0,0.7603444953279909,0.1013826080904338,0.658961887237557,0.7806073511640934,0.8766780895630933,0.906139301481453,0.6308949223344263,0.3463804345630712,0.5441743550778929,0.6685571749359903,0.6604683874126666,True,0.5616345834707406,0.9590544071852412,7.0,0.5042096688986383,0.6792848188630003,True,True,True,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.5935849447006412,0.9271040459553406,True,7.0,14.0,True,upper90_can_enter_real_xi
951,M. Aebischer,Switzerland,Midfielder,AM,0.8947368421052632,19,AM:17 | DM:1 | CM:1,3771.0,low_is_left,0.7560975609756098,False,True,False,1651.0,0.514422826721758,0.1148564532168225,0.3995663735049354,0.5478907626764595,0.5013839326299433,0.5141443875724879,0.3890134643476177,0.608130169022133,0.4414307501566406,0.4658183748591596,0.5127545131859095,True,0.2893041784167857,0.7395414750267302,72.0,0.4172372019118209,0.5982105538392852,True,True,False,False,True,plausible_real_xi,0.7560975609756098,False,20,0.7368421052631579,False,20,False,0.3255007730692854,0.7033448803742306,True,72.0,76.0,True,upper90_can_enter_real_xi
957,D. Sow,Switzerland,Midfielder,AM,0.8095238095238095,21,AM:17 | CM:4,2785.0,low_is_left,0.6382978723404256,False,True,False,1756.0,0.4919827597895048,0.1113696056653664,0.3806131541241383,0.5154963686616031,0.4615435627599807,0.5362787808684777,0.5199253652771607,0.4988916949958484,0.3937586011875742,0.5,0.6171042881504208,True,0.2736983326853865,0.710267186893623,78.0,0.4172372019118209,0.5982105538392852,True,True,False,False,True,plausible_real_xi,0.6382978723404256,False,17,0.5853658536585366,False,17,False,0.30879605997867166,0.6751694596003379,True,78.0,87.0,True,upper90_can_enter_real_xi
1084,M. Pongracic,Croatia,Defender,RB,0.8846153846153846,26,RB:23 | LCB:3,5594.0,low_is_left,0.5614035087719298,False,True,False,2316.0,0.4620367978690751,0.0969749713983985,0.3650618264706766,0.6334273974858788,0.4014106202128108,0.3450830870349837,0.3471858455798083,0.5437198228078026,0.3849398284144019,0.7695652264348732,0.6429516984080627,True,0.2719658539282141,0.6521077418099361,134.0,0.3992356420301455,0.5298895123436286,True,True,False,False,True,plausible_real_xi,0.5614035087719298,False,25,0.5283018867924528,False,25,False,0.302527164440904,0.6215464312972462,True,134.0,165.0,True,upper90_can_enter_real_xi
1111,J. Hendry,Scotland,Defender,RB,1.0,12,RB:12,3103.0,low_is_left,0.4054054054054054,False,True,False,1297.0,0.3943726735952685,0.1295862581594898,0.2647864154357787,0.559988991528195,0.3440947939905789,0.3527991619897903,0.540636614017356,0.4204206215055669,0.2945123350960308,0.3461485994577795,0.7019591920818802,True,0.1403836076026685,0.6483617395878687,195.0,0.3992356420301455,0.5298895123436286,True,True,False,False,True,plausible_real_xi,0.4054054054054054,False,22,0.3529411764705882,False,22,False,0.18122224685856192,0.6075231003319751,True,195.0,175.0,True,upper90_can_enter_real_xi
1125,R. Christie,Scotland,Midfielder,CM,0.9,10,CM:9 | AM:1,1956.0,low_is_left,1.0,False,True,False,1154.0,0.6125502007783503,0.1373807975501983,0.4751694032281519,0.5398943815814585,0.6511631081082826,0.4742250112102321,0.5771693900007889,0.7182194700340999,0.7681610477300169,0.4080658815503187,0.3375574685700845,True,0.3432838375799615,0.8818165639767391,74.0,0.4628172708218756,0.6802178488026471,True,True,False,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.3865788976544207,0.83852150390228,True,74.0,15.0,True,upper90_can_enter_real_xi
1142,Y. Mvogo,Switzerland,Goalkeeper,GK,1.0,23,GK:23,3015.0,low_is_left,0.75,False,True,False,2070.0,0.7943590113053327,0.1025755289064345,0.6917834823988982,0.395773905304018,0.3045703605778898,0.3059598084423749,0.3109547249571381,0.2086874711535549,0.1525844026528003,0.7692578187752364,0.9996646498695336,True,0.5933109746487211,0.9954070479619443,15.0,0.563013526862479,0.664191027707044,True,True,True,False,True,plausible_real_xi,0.75,False,11,0.7105263157894737,False,11,False,0.6256372805471183,0.9630807420635471,True,15.0,11.0,True,upper90_can_enter_real_xi
1150,T. Adams,USA,Midfielder,CM,0.9310344827586208,29,CM:27 | DM:1 | AM:1,2773.0,low_is_left,1.0,False,True,False,2142.0,0.6022745913857517,0.1008368346731032,0.5014377567126485,0.6017479171104523,0.3994531333706808,0.4041030474830423,0.5292124676877598,0.7699094772048152,0.5441187737565417,0.5674224376313779,0.5747987057152774,True,0.4046343954264693,0.7999147873450341,55.0,0.4628172708218756,0.6802178488026471,True,True,False,False,True,plausible_real_xi,1.0,False,0,1.0,True,0,False,0.4364127581433919,0.7681364246281115,True,55.0,51.0,True,upper90_can_enter_real_xi
1159,M. Sabitzer,Austria,Midfielder,CM,0.6363636363636364,33,CM:21 | AM:10 | DM:1 | RW:1,3419.0,low_is_left,1.0,False,True,False,2709.0,0.4756409305790409,0.0896653060533144,0.3859756245257265,0.5,0.4305210955689677,0.5226631935493348,0.4609406398190941,0.5379304266933721,0.3351221638090385,0.4809897727566783,0.4926874209962856,True,0.2998969307145446,0.6513849304435373,107.0,0.4628172708218756,0.6802178488026471,True,False,False,False,True,plausible_top30,1.0,False,0,1.0,True,0,False,0.3281546267055329,0.6231272344525489,True,107.0,113.0,True,upper90_can_enter_top30
1237,J. Zeleny,Czech Republic,Midfielder,RB,0.875,8,RB:7 | LB:1,2496.0,low_is_left,0.2352941176470588,False,True,False,787.0,0.4575622097370827,0.1663571883153629,0.2912050214217198,0.5485896111182323,0.4250491883101588,0.4312581100047265,0.3109547249571381,0.4323805619757666,0.4789437398102644,0.6110823436577392,0.4624468342538442,True,0.1315021206389713,0.7836222988351941,185.0,0.3992356420301455,0.5298895123436286,True,True,False,False,True,plausible_real_xi,0.2352941176470588,False,39,0.1875,False,39,False,0.18392898516710898,0.7311954343070565,True,185.0,56.0,True,upper90_can_enter_real_xi
