player_id,annual_minutes,final_role,final_family,exact_role_minutes,exact_role_observations,exact_role_share,family,family_minutes,family_observations,family_share,player_name,world_cup_team,squad_position,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,exact_window_total_minutes,human_review_resolved,review_resolved,assignment_source,overall_final,conservative_score_final,complete_role_specific_profile,final_role_eligible_before_coverage,eligibility_exclusion_reason,fixture_coverage_annual_current,known_minute_coverage_annual_current,missing_fixture_endpoints_annual_current,missing_startXI_annual_current,exact_detailed_minutes_annual_current,coverage_pass_90_annual_current,fixture_coverage_pre_world_cup,known_minute_coverage_pre_world_cup,missing_fixture_endpoints_pre_world_cup,missing_startXI_pre_world_cup,exact_detailed_minutes_pre_world_cup,coverage_pass_90_pre_world_cup,coverage_pass_90pct,final_candidate_eligible,coverage_exclusion_reason
1485,3624,AM,MID,2102.0,24.0,0.5873148924280526,MID,3579.0,41.0,1.0,B. Fernandes,Portugal,Midfielder,0.7463815258219413,0.077523762646265,0.6688577631756762,0.7419535163235885,0.7456260869685294,0.9462343217135988,0.6269102663181005,0.4844859371296802,0.4092761248076461,0.4601807651215661,0.4410180414374093,3624,True,True,explicit_outcome_blind_adjudication,0.7463815258219413,0.6688577631756762,True,True,,1.0,1.0,0,0,3624.0,True,1.0,1.0,0,0,3201.0,True,True,True,
1578,1858,AM,MID,980.0,13.0,0.6494367130550033,MID,1325.0,18.0,0.8780649436713055,G. Lo Celso,Argentina,Midfielder,0.6657389093073696,0.1082694879625898,0.5574694213447797,0.6818387523653894,0.6919569966511793,0.7193842743549633,0.6320650230948341,0.4222450382296067,0.6317782949535714,0.5346303873835316,0.5991828317818676,1858,True,True,explicit_outcome_blind_adjudication,0.6657389093073696,0.5574694213447797,True,True,,1.0,1.0,0,0,1858.0,True,1.0,1.0,0,0,1798.0,True,True,True,
1646,3297,AM,MID,979.0,12.0,0.3506446991404011,MID,2019.0,25.0,0.7231375358166189,Lucas Paqueta,Brazil,Midfielder,0.5889539044724175,0.0812773366905476,0.5076765677818698,0.6026914236950318,0.6484626913603834,0.6081490394864689,0.740911265800375,0.5485132786686764,0.7609909660672001,0.4451385602317958,0.4134278009744953,3297,True,True,explicit_outcome_blind_adjudication,0.5889539044724175,0.5076765677818698,True,True,,1.0,1.0,0,0,3297.0,True,1.0,1.0,0,0,3061.0,True,True,True,
2906,2906,AM,MID,452.0,6.0,0.211808809746954,MID,1716.0,21.0,0.8041237113402062,Lee Jae-Sung,South Korea,Attacker,0.4873377804207437,0.0865727339620117,0.400765046458732,0.3870764137986521,0.4518777058545319,0.5449018522182432,0.5801781804769283,0.5662411545127255,0.4915349323661893,0.3167316294561901,0.3456873199518029,2906,True,True,explicit_outcome_blind_adjudication,0.4873377804207437,0.400765046458732,True,True,,1.0,1.0,0,0,2906.0,True,1.0,1.0,0,0,2787.0,True,True,True,
5994,2743,AM,MID,670.0,10.0,0.3155911446066886,MID,726.0,11.0,0.3419689119170984,J. Carrascal,Colombia,Midfielder,0.6339611430940773,0.0891078641160276,0.5448532789780496,0.4999119744630146,0.8099139252217586,0.798953867832142,0.5882285011450229,0.5155210748172943,0.7890182918180587,0.4814590491419443,0.4353695082372931,2743,True,True,explicit_outcome_blind_adjudication,0.6339611430940773,0.5448532789780496,True,False,positional_family_minutes_lt_900;,1.0,1.0,0,0,2743.0,True,1.0,1.0,0,0,2743.0,True,True,False,
7562,3254,AM,MID,1726.0,20.0,0.5602077247646868,MID,1906.0,22.0,0.6186303148328465,R. Schmid,Austria,Midfielder,0.6451455130526302,0.0818125940987409,0.5633329189538894,0.5439676388457423,0.7210234944290888,0.8056773038731775,0.5718935891379296,0.4126208849126679,0.4013522303625815,0.3452340689019673,0.284779005706636,3254,True,True,explicit_outcome_blind_adjudication,0.6451455130526302,0.5633329189538894,True,True,,0.9743589743589745,1.0,1,0,3254.0,True,0.9714285714285714,1.0,1,0,2988.0,True,True,True,
19170,4821,AM,MID,2767.0,32.0,0.599566630552546,MID,2857.0,33.0,0.619068255687974,M. Rogers,England,Midfielder,0.5892993490281012,0.0672140975522974,0.5220852514758038,0.3907013643744304,0.6716550477706279,0.667476717866693,0.6909467086669052,0.3730033958167456,0.4854650201718914,0.3344298909833547,0.2704735166694485,4821,True,True,explicit_outcome_blind_adjudication,0.5892993490281012,0.5220852514758038,True,True,,1.0,1.0,0,0,4821.0,True,1.0,1.0,0,0,4562.0,True,True,True,
19586,3421,AM,MID,1349.0,17.0,0.4797297297297297,MID,2407.0,32.0,0.8559743954480796,E. Eze,England,Midfielder,0.5260585173615536,0.0797907230543159,0.4462677943072377,0.4597139417597255,0.640081153040992,0.5766162339914329,0.6622396813610973,0.3556983773071243,0.4870519555733161,0.5676550071576786,0.5232998406800103,3421,True,True,explicit_outcome_blind_adjudication,0.5260585173615536,0.4462677943072377,True,True,,1.0,1.0,0,0,3421.0,True,1.0,1.0,0,0,3291.0,True,True,True,
35576,3543,AM,MID,0.0,0.0,0.0,MID,538.0,8.0,0.9228130360205832,O. Pineda,Mexico,Midfielder,0.6362194590598961,0.0784049282178101,0.5578145308420859,0.6647365811968053,0.6607090882099584,0.5253455385995246,0.5050220972148951,0.6452936099201703,0.7862162062840093,0.5946912490536694,0.6158463418225407,3543,True,True,explicit_outcome_blind_adjudication,0.6362194590598961,0.5578145308420859,True,False,positional_family_minutes_lt_900;,1.0,0.921935987509758,0,3,3543.0,True,1.0,0.9230769230769232,0,3,3600.0,True,True,False,
36905,2990,AM,MID,708.0,9.0,0.2650692624485211,MID,1102.0,14.0,0.4125795582178959,G. Til,Netherlands,Midfielder,0.573723255651254,0.0853479990184588,0.4883752566327952,0.4023030071230338,0.4993288802425766,0.6781184069733254,0.8286959014543811,0.3649680059359037,0.3078782409761426,0.3182118003970843,0.4645079809412299,2990,True,True,explicit_outcome_blind_adjudication,0.573723255651254,0.4883752566327952,True,True,,1.0,1.0,0,0,2990.0,True,1.0,1.0,0,0,2959.0,True,True,True,
37127,2454,AM,MID,66.0,1.0,0.0311173974540311,MID,2040.0,27.0,0.9618104667609618,M. Odegaard,Norway,Midfielder,0.6626185269811603,0.0942088404740865,0.5684096865070738,0.6985852740347607,0.6455899636997648,0.8272146471464674,0.5078909305642113,0.3967922277540738,0.2984036788093923,0.4853103835083999,0.5279904083071503,2454,True,True,explicit_outcome_blind_adjudication,0.6626185269811603,0.5684096865070738,True,True,,1.0,1.0,0,0,2454.0,True,1.0,1.0,0,0,1983.0,True,True,True,
38123,2600,AM,MID,152.0,2.0,0.4578313253012048,MID,332.0,4.0,1.0,A. Hrustic,Australia,Midfielder,0.6394184719903983,0.0915255323771628,0.5478929396132355,0.5472693730548807,0.6831093168624878,0.7875333297461037,0.5553559795689291,0.4072073299292813,0.3751355884685561,0.4225248608756288,0.388852619397342,2600,True,True,explicit_outcome_blind_adjudication,0.6394184719903983,0.5478929396132355,True,False,positional_family_minutes_lt_900;,1.0,1.0,0,0,2600.0,True,1.0,1.0,0,0,2522.0,True,True,False,
48002,3496,AM,MID,1287.0,17.0,0.4433344815707888,MID,2408.0,30.0,0.8294867378573889,B. Nygren,Sweden,Midfielder,0.6513849124434392,0.078930204083765,0.5724547083596742,0.5384608973429613,0.6345255626001323,0.6987733138819063,0.847433313875773,0.396554766938761,0.4573497930776361,0.4454156395810714,0.4458951893464838,3496,True,True,explicit_outcome_blind_adjudication,0.6513849124434392,0.5724547083596742,True,True,,1.0,1.0,0,0,3496.0,True,1.0,1.0,0,0,3358.0,True,True,True,
50739,2771,AM,MID,681.0,9.0,0.2755969243221368,MID,1113.0,14.0,0.4504249291784702,B. Aaronson,USA,Attacker,0.5701470683818647,0.0886565189208728,0.4814905494609918,0.3663086467295203,0.6174983527612412,0.5931331470203777,0.5768571202688113,0.5407930194993862,0.6310617838574029,0.3715424410313646,0.412336707839238,2771,True,True,explicit_outcome_blind_adjudication,0.5701470683818647,0.4814905494609918,True,True,,0.979591836734694,1.0,1,0,2771.0,True,0.98,1.0,1,0,2838.0,True,True,True,
66387,2788,AM,MID,519.0,6.0,0.3571920165175499,MID,519.0,6.0,0.3571920165175499,P. Sulc,Czech Republic,Attacker,0.607526700334926,0.0883858113609207,0.5191408889740052,0.3387878250176009,0.6072456367993807,0.6848012593779081,0.7940158217646591,0.395804879515318,0.4421582310989481,0.3298479106149133,0.246674002789709,2788,True,True,explicit_outcome_blind_adjudication,0.607526700334926,0.5191408889740052,True,False,positional_family_minutes_lt_900;,1.0,1.0,0,0,2788.0,True,1.0,1.0,0,0,2599.0,True,True,False,
70747,3353,AM,MID,2060.0,25.0,0.6632324533161623,MID,2060.0,25.0,0.6632324533161623,J. Enciso,Paraguay,Attacker,0.6796997310887938,0.0805957536999602,0.5991039773888335,0.4076177134192001,0.7784206407462534,0.6883274762612658,0.7491067160147024,0.3561929158519589,0.5377080322860033,0.473671316676673,0.4405778744326291,3353,True,True,explicit_outcome_blind_adjudication,0.6796997310887938,0.5991039773888335,True,True,,1.0,1.0,0,0,3353.0,True,1.0,1.0,0,0,3061.0,True,True,True,
106485,3703,AM,MID,1596.0,21.0,0.5368314833501514,MID,1858.0,25.0,0.6249579549276825,Mauricio,Paraguay,Midfielder,0.5066023316234699,0.0766923563748696,0.4299099752486003,0.4572573971805894,0.53465870837375,0.6453228865672012,0.5953443658407697,0.4639878465782183,0.3764711018856654,0.5084439299366805,0.4578269473553339,3703,True,True,explicit_outcome_blind_adjudication,0.5066023316234699,0.4299099752486003,True,True,,1.0,1.0,0,0,3703.0,True,1.0,1.0,0,0,3818.0,True,True,True,
108563,2638,AM,MID,1343.0,18.0,0.5963587921847247,MID,1343.0,18.0,0.5963587921847247,R. Zalazar,Uruguay,Midfielder,0.7382059018204237,0.0908639353012965,0.6473419665191271,0.5653960247107079,0.802516149713225,0.6779539562957194,0.8697578300539694,0.3599350480343496,0.7830433711798354,0.4588205807294253,0.4151093985008919,2638,True,True,explicit_outcome_blind_adjudication,0.7382059018204237,0.6473419665191271,True,True,,1.0,0.8460551635663887,0,5,2638.0,False,1.0,0.8460551635663887,0,5,2638.0,False,False,False,annual_current_coverage_lt_0_90;pre_world_cup_coverage_lt_0_90;
129718,3335,AM,MID,1130.0,13.0,0.3320599471054951,MID,2854.0,34.0,0.838671760211578,J. Bellingham,England,Midfielder,0.6684158397944093,0.0808129607964196,0.5876028789979897,0.6090500199197738,0.7535118916872088,0.6550067472771239,0.7871125575305447,0.6117643843973788,0.8510365939782338,0.6141292886267666,0.5934464222654002,3335,True,True,explicit_outcome_blind_adjudication,0.6684158397944093,0.5876028789979897,True,True,,1.0,1.0,0,0,3335.0,True,1.0,1.0,0,0,3164.0,True,True,True,
147859,3389,AM,MID,2351.0,30.0,0.7489646384198789,MID,2351.0,30.0,0.7489646384198789,C. De Ketelaere,Belgium,Attacker,0.6994530015453719,0.08016654249287,0.6192864590525019,0.5250457131666892,0.8058537760379295,0.8102349807239909,0.6407706378263491,0.3708482469850022,0.6575217772597743,0.4252086238206062,0.3244694930054122,3389,True,True,explicit_outcome_blind_adjudication,0.6994530015453719,0.6192864590525019,True,True,,1.0,1.0,0,0,3389.0,True,1.0,1.0,0,0,3036.0,True,True,True,
156477,2970,AM,MID,807.0,10.0,0.4953959484346225,MID,1101.0,14.0,0.6758747697974218,R. Cherki,France,Midfielder,0.7884631372516417,0.0856348838577675,0.7028282533938742,0.7693744425726562,0.8741470971850495,0.8901514433251044,0.708867859753454,0.388522420332303,0.5878432747372776,0.5399126853092701,0.5181101369294063,2970,True,True,explicit_outcome_blind_adjudication,0.7884631372516417,0.7028282533938742,True,True,,1.0,1.0,0,0,2970.0,True,1.0,1.0,0,0,2987.0,True,True,True,
161897,3863,AM,MID,1350.0,17.0,0.3596164091635588,MID,2559.0,31.0,0.6816728822589239,I. Saibari,Morocco,Attacker,0.6812104417029115,0.0750873165032781,0.6061231251996333,0.4829041174569827,0.7054350240356778,0.663409740869397,0.8346800409787728,0.4269590769089976,0.5552045269699327,0.5271135148634407,0.4824840695229545,3863,True,True,explicit_outcome_blind_adjudication,0.6812104417029115,0.6061231251996333,True,True,,1.0,1.0,0,0,3863.0,True,1.0,1.0,0,0,3478.0,True,True,True,
162037,2716,AM,MID,2118.0,26.0,0.772992700729927,MID,2740.0,33.0,1.0,M. Tillman,USA,Midfielder,0.5297284806268223,0.0895496834313274,0.4401787971954949,0.5091935405916979,0.5661019116817236,0.5400220101117537,0.6997576666105656,0.5991306061087388,0.6281820346124022,0.4227900324417083,0.4622317708810973,2716,True,True,explicit_outcome_blind_adjudication,0.5297284806268223,0.4401787971954949,True,True,,1.0,1.0,0,0,2716.0,True,1.0,1.0,0,0,2903.0,True,True,True,
163032,2847,AM,MID,1522.0,20.0,0.5754253308128544,MID,2279.0,29.0,0.8616257088846881,F. Rieder,Switzerland,Midfielder,0.4728967014284039,0.0874651819932764,0.3854315194351275,0.4050370302899942,0.5926039786144796,0.6279213226470576,0.5704873384668034,0.4637026471851015,0.4087647800387223,0.3415841462479148,0.2902265173431778,2847,True,True,explicit_outcome_blind_adjudication,0.4728967014284039,0.3854315194351275,True,True,,1.0,1.0,0,0,2847.0,True,1.0,1.0,0,0,2543.0,True,True,True,
180560,2012,AM,MID,579.0,9.0,0.5030408340573415,MID,1088.0,15.0,0.945264986967854,H. Mejbri,Tunisia,Attacker,0.6600635928555444,0.1040434990847062,0.5560200937708382,0.5153350133011653,0.7651201270793032,0.7575183803443053,0.4552448780311471,0.5237240288642319,0.8097133533788337,0.4759289496503135,0.3501590295820562,2012,True,True,explicit_outcome_blind_adjudication,0.6600635928555444,0.5560200937708382,True,True,,1.0,1.0,0,0,2012.0,True,1.0,1.0,0,0,1742.0,True,True,True,
181812,1452,AM,MID,998.0,14.0,0.8855368234250222,MID,998.0,14.0,0.8855368234250222,J. Musiala,Germany,Attacker,0.7533280491784211,0.1224744871391589,0.6308535620392622,0.4954563107025429,0.8511248908872482,0.7482165205665615,0.7443673560635138,0.4900302191776462,0.7845571806826785,0.5464596505351109,0.4991876099852254,1452,True,True,explicit_outcome_blind_adjudication,0.7533280491784211,0.6308535620392622,True,False,total_minutes_lt_1800;,1.0,1.0,0,0,1452.0,True,1.0,1.0,0,0,1298.0,True,True,False,
199143,2864,AM,MID,2404.0,29.0,0.9350447296771685,MID,2404.0,29.0,0.9350447296771685,Y. Suzuki,Japan,Midfielder,0.5875668476479786,0.0872052097259788,0.5003616379219997,0.363472540986189,0.6443367883633623,0.6444034325551835,0.682720683495861,0.4480755735037613,0.4126624022888825,0.4469179927364927,0.325906586732868,2864,True,True,explicit_outcome_blind_adjudication,0.5875668476479786,0.5003616379219997,True,True,,0.9482758620689656,1.0,3,0,2864.0,True,0.9444444444444444,1.0,3,0,2853.0,True,True,True,
203224,3865,AM,MID,1999.0,25.0,0.5497799779977998,MID,2178.0,27.0,0.599009900990099,F. Wirtz,Germany,Attacker,0.6719684158227035,0.0750678864818626,0.5969005293408408,0.6641241630346639,0.7821042214715079,0.8243927402331528,0.5995365790503601,0.4175754973533127,0.4239764479696891,0.5198045728207084,0.4811321887375968,3865,True,True,explicit_outcome_blind_adjudication,0.6719684158227035,0.5969005293408408,True,True,,1.0,1.0,0,0,3865.0,True,1.0,1.0,0,0,3502.0,True,True,True,
274300,3435,AM,MID,1591.0,19.0,0.5128949065119278,MID,1591.0,19.0,0.5128949065119278,M. Akliouche,France,Midfielder,0.6477032695466504,0.0796279558554141,0.5680753136912362,0.53819510870549,0.6866337636589452,0.7238647492285581,0.6359021085938891,0.4771714137305283,0.4506000112940307,0.5239178333982997,0.5059945269610481,3435,True,True,explicit_outcome_blind_adjudication,0.6477032695466504,0.5680753136912362,True,True,,1.0,1.0,0,0,3435.0,True,1.0,1.0,0,0,3425.0,True,True,True,
276670,3213,AM,MID,255.0,4.0,0.088326983027364,MID,1981.0,24.0,0.6861794250086595,F. Chaibi,Algeria,Midfielder,0.5295406645369375,0.0823329307421631,0.4472077337947743,0.5236519880071574,0.5518192037465881,0.6836322217709297,0.5417998989431012,0.4965968357658814,0.4359784931810559,0.4526301319221202,0.390109511808665,3213,True,True,explicit_outcome_blind_adjudication,0.5295406645369375,0.4472077337947743,True,True,,1.0,1.0,0,0,3213.0,True,1.0,1.0,0,0,2853.0,True,True,True,
290212,2186,AM,MID,247.0,3.0,0.1369179600886918,MID,343.0,5.0,0.1901330376940133,D. Visinsky,Czech Republic,Midfielder,0.5035761836032274,0.099816849663119,0.4037593339401083,0.3844518890988893,0.7070768920749867,0.6260759634958407,0.746318150899652,0.3994291063898575,0.573138415847613,0.3702538317154147,0.3685712381850466,2186,True,True,explicit_outcome_blind_adjudication,0.5035761836032274,0.4037593339401083,True,False,positional_family_minutes_lt_900;,1.0,1.0,0,0,2186.0,True,1.0,1.0,0,0,2130.0,True,True,False,
291964,3531,AM,MID,851.0,11.0,0.2385758340342024,MID,2783.0,36.0,0.7802074572469863,A. Guler,Türkiye,Attacker,0.7197625418816729,0.078538043641699,0.6412244982399739,0.7427243335777008,0.7675473828023704,0.8774400264898783,0.6269505622081362,0.4777220036443763,0.5445505948453522,0.6577671407791512,0.6257283397193308,3531,True,True,explicit_outcome_blind_adjudication,0.7197625418816729,0.6412244982399739,True,True,,1.0,1.0,0,0,3531.0,True,1.0,1.0,0,0,3684.0,True,True,True,
295026,2182,AM,MID,758.0,9.0,0.4155701754385965,MID,758.0,9.0,0.4155701754385965,M. Baturina,Croatia,Attacker,0.7639026642787035,0.0999082989261509,0.6639943653525525,0.6321681697872972,0.8418948695515482,0.8639937373463469,0.7199650125311774,0.3588641099274828,0.6454296465546554,0.6085052298262652,0.5697074038907446,2182,True,True,explicit_outcome_blind_adjudication,0.7639026642787035,0.6639943653525525,True,False,positional_family_minutes_lt_900;,1.0,1.0,0,0,2182.0,True,1.0,1.0,0,0,1858.0,True,True,False,
306380,2816,AM,MID,306.0,4.0,0.192090395480226,MID,1346.0,17.0,0.8449466415568111,M. Al Juwayr,Saudi Arabia,Attacker,0.6329605638400001,0.0879452954966893,0.5450152683433108,0.7960541305103328,0.6815232860232278,0.8832348433857834,0.5892114977572226,0.4722540108200046,0.3322460013424504,0.4477053374775063,0.4979742736307087,2816,True,True,explicit_outcome_blind_adjudication,0.6329605638400001,0.5450152683433108,True,True,,1.0,1.0,0,0,2816.0,True,1.0,1.0,0,0,2715.0,True,True,True,
327895,2499,AM,MID,514.0,6.0,0.2190963341858482,MID,2127.0,25.0,0.9066496163682864,P. Wanner,Austria,Midfielder,0.5648775644109483,0.0933567683378007,0.4715207960731475,0.5568911893230867,0.5852925751025367,0.5776712293712536,0.5916626897533732,0.5152385065586834,0.5452454839941625,0.582029824001069,0.5843857815799602,2499,True,True,explicit_outcome_blind_adjudication,0.5648775644109483,0.4715207960731475,True,True,,1.0,1.0,0,0,2499.0,True,1.0,1.0,0,0,2265.0,True,True,True,
339883,3909,AM,MID,2415.0,29.0,0.6458946242310778,MID,2415.0,29.0,0.6458946242310778,K. Yildiz,Türkiye,Midfielder,0.7250643603956258,0.0746442059555338,0.6504201544400919,0.5374348680012372,0.8447331613813894,0.772672560630862,0.7146791676403134,0.3295961972202529,0.5911504727350063,0.5300684360061064,0.487105014785674,3909,True,True,explicit_outcome_blind_adjudication,0.7250643603956258,0.6504201544400919,True,True,,1.0,1.0,0,0,3909.0,True,1.0,1.0,0,0,3941.0,True,True,True,
339887,1567,AM,MID,792.0,12.0,0.6798283261802575,MID,1094.0,16.0,0.9390557939914164,C. Y. Uzun,Türkiye,Midfielder,0.6729558252144678,0.1178947428398691,0.5550610823745987,0.5615845816234275,0.6961750840335649,0.7020102395360303,0.8718901133134442,0.3668451595200336,0.5358729245948942,0.4374603955785721,0.43242910286719,1567,True,True,explicit_outcome_blind_adjudication,0.6729558252144678,0.5550610823745987,True,False,total_minutes_lt_1800;,1.0,1.0,0,0,1567.0,True,1.0,1.0,0,0,1522.0,True,True,False,
340573,3547,AM,MID,1919.0,24.0,0.5893734643734644,MID,2241.0,28.0,0.6882678132678133,B. El Khannouss,Morocco,Attacker,0.6526116894715234,0.0783607065965721,0.5742509828749512,0.6195233996065616,0.6867679620374104,0.7693626046407886,0.6609372230619784,0.5334515812885408,0.5110758244152931,0.4982878100701611,0.395665148273821,3547,True,True,explicit_outcome_blind_adjudication,0.6526116894715234,0.5742509828749512,True,True,,1.0,1.0,0,0,3547.0,True,1.0,1.0,0,0,3081.0,True,True,True,
350037,3370,AM,MID,2699.0,31.0,0.8777235772357723,MID,2760.0,32.0,0.8975609756097561,N. Paz,Argentina,Attacker,0.710847747394613,0.0803922136271258,0.6304555337674872,0.5615819588916212,0.7598709808696316,0.6525113551639787,0.7866780845607194,0.6599889663507378,0.7684720445857228,0.536583766436141,0.4825039299056999,3370,True,True,explicit_outcome_blind_adjudication,0.710847747394613,0.6304555337674872,True,True,,1.0,1.0,0,0,3370.0,True,1.0,1.0,0,0,3299.0,True,True,True,
357286,3074,AM,MID,1287.0,15.0,0.8912742382271468,MID,1287.0,15.0,0.8912742382271468,J. Bae,South Korea,Attacker,0.5503140370352406,0.0841738140363198,0.4661402229989208,0.3699755771852721,0.6127796526277359,0.5304972618553444,0.5284584597093294,0.4591326392514529,0.5476650074187517,0.4900921822868958,0.3938811137728581,3074,True,True,explicit_outcome_blind_adjudication,0.5503140370352406,0.4661402229989208,True,True,,1.0,1.0,0,0,3074.0,True,1.0,1.0,0,0,3074.0,True,True,True,
