player_id,player_name,primary_role,primary_role_minutes,primary_role_observations,classified_role_minutes,primary_role_share,primary_role_eligible,exact_window_total_minutes,positional_gate_passed,total_minutes_gate_passed
42,G. Assuncao,CM,0.0,1,0.0,0.0,False,0.0,False,False
44,Rodri,DM,2278.0,29,2278.0,1.0,True,2811.0,True,True
45,T. Lemar,AM,0.0,8,0.0,0.0,False,0.0,False,False
48,S. Niguez,DM,0.0,16,0.0,0.0,False,0.0,False,False
49,T. Partey,CM,891.0,12,1161.0,0.7674418604651163,False,1602.0,False,False
50,Koke,CM,0.0,31,0.0,0.0,False,0.0,False,False
52,S. Camello,ST,0.0,3,0.0,0.0,False,0.0,False,False
53,A. Correa,AM,0.0,3,0.0,0.0,False,0.0,False,False
56,A. Griezmann,ST,0.0,29,0.0,0.0,False,0.0,False,False
59,A. Morata,ST,0.0,9,0.0,0.0,False,0.0,False,False
61,B. Gabriel,GK,0.0,5,0.0,0.0,False,0.0,False,False
67,S. Denswil,LCB,0.0,7,0.0,0.0,False,0.0,False,False
68,C. Mata,RCB,0.0,29,0.0,0.0,False,0.0,False,False
69,B. Mechele,LCB,4880.0,55,5180.0,0.942084942084942,True,5270.0,True,True
70,M. Mitrovic,LCB,0.0,1,0.0,0.0,False,0.0,False,False
71,Luan Peres,LCB,0.0,5,0.0,0.0,False,0.0,False,False
74,S. Amrabat,DM,1565.0,19,1988.0,0.7872233400402414,True,2369.0,True,True
75,B. Baiye,DM,0.0,2,0.0,0.0,False,0.0,False,False
78,H. Vanaken,AM,2655.0,30,4818.0,0.5510585305105853,False,4957.0,False,True
80,E. Dennis,ST,0.0,1,0.0,0.0,False,0.0,False,False
81,K. Diatta,RB,1654.0,19,1744.0,0.948394495412844,True,2180.0,True,True
83,A. Danjuma,LW,0.0,6,0.0,0.0,False,0.0,False,False
85,C. Ngonge,ST,0.0,4,0.0,0.0,False,0.0,False,False
86,L. Openda,ST,0.0,9,0.0,0.0,False,0.0,False,False
87,K. Rezaei,ST,0.0,1,0.0,0.0,False,0.0,False,False
88,S. Schrijvers,CM,0.0,4,0.0,0.0,False,0.0,False,False
95,B. Badiashile,LCB,0.0,14,0.0,0.0,False,0.0,False,False
98,B. Henrichs,RB,0.0,3,0.0,0.0,False,0.0,False,False
102,D. Sidibe,RB,0.0,5,0.0,0.0,False,0.0,False,False
104,Carlos Vinicius,ST,0.0,6,0.0,0.0,False,0.0,False,False
105,F. Ballo-Toure,LB,0.0,7,0.0,0.0,False,0.0,False,False
107,S. Diop,AM,0.0,7,0.0,0.0,False,0.0,False,False
109,A. Golovin,AM,0.0,16,0.0,0.0,False,0.0,False,False
110,H. Massengo,CM,0.0,29,0.0,0.0,False,0.0,False,False
111,Rony Lopes,ST,0.0,2,0.0,0.0,False,0.0,False,False
112,K. N'Doram,CM,0.0,2,0.0,0.0,False,0.0,False,False
116,K. Thuram,CM,0.0,36,0.0,0.0,False,0.0,False,False
118,G. Martins,RW,0.0,8,0.0,0.0,False,0.0,False,False
120,W. Geubbels,ST,0.0,6,0.0,0.0,False,0.0,False,False
124,J. Cillessen,GK,0.0,2,0.0,0.0,False,0.0,False,False
125,J. Ezkieta,GK,0.0,1,0.0,0.0,False,0.0,False,False
126,I. Pena,GK,0.0,6,0.0,0.0,False,0.0,False,False
127,M. ter Stegen,GK,0.0,2,0.0,0.0,False,0.0,False,False
128,J. Alba,LB,0.0,7,0.0,0.0,False,0.0,False,False
130,N. Semedo,RB,2204.0,27,2508.0,0.8787878787878788,True,3145.0,True,True
131,J. Cuenca,LCB,0.0,14,0.0,0.0,False,0.0,False,False
133,C. Lenglet,LCB,0.0,20,0.0,0.0,False,0.0,False,False
134,J. Miranda,LB,0.0,17,0.0,0.0,False,0.0,False,False
135,J. Murillo,LCB,0.0,1,0.0,0.0,False,0.0,False,False
137,S. Roberto,DM,0.0,5,0.0,0.0,False,0.0,False,False
138,J. Todibo,LCB,0.0,10,0.0,0.0,False,0.0,False,False
143,C. Alena,LW,0.0,8,0.0,0.0,False,0.0,False,False
144,S. Busquets,CM,0.0,5,0.0,0.0,False,0.0,False,False
146,A. Collado,AM,0.0,1,0.0,0.0,False,0.0,False,False
147,Coutinho,AM,0.0,26,0.0,0.0,False,0.0,False,False
150,Arthur Melo,DM,0.0,3,0.0,0.0,False,0.0,False,False
153,O. Dembele,ST,1554.0,22,2510.0,0.6191235059760957,True,2764.0,True,True
154,L. Messi,ST,1109.0,14,1920.0,0.5776041666666667,False,3834.0,False,True
156,Malcom,RW,0.0,29,0.0,0.0,False,0.0,False,False
157,L. Suarez,ST,0.0,7,0.0,0.0,False,0.0,False,False
158,P. Gazzaniga,GK,0.0,27,0.0,0.0,False,0.0,False,False
159,H. Lloris,GK,0.0,14,0.0,0.0,False,0.0,False,False
164,B. Davies,LB,0.0,3,0.0,0.0,False,0.0,False,False
166,J. Foyth,RCB,0.0,17,0.0,0.0,False,0.0,False,False
168,D. Sanchez,RCB,3643.0,43,4093.0,0.8900561935010994,True,4228.0,True,True
169,K. Trippier,RB,0.0,31,0.0,0.0,False,0.0,False,False
171,K. Walker-Peters,RB,0.0,12,0.0,0.0,False,0.0,False,False
174,C. Eriksen,CM,0.0,8,0.0,0.0,False,0.0,False,False
175,E. Dier,RCB,0.0,8,0.0,0.0,False,0.0,False,False
178,Lucas Moura,ST,0.0,1,0.0,0.0,False,0.0,False,False
180,O. Skipp,DM,0.0,6,0.0,0.0,False,0.0,False,False
182,H. Winks,DM,0.0,4,0.0,0.0,False,0.0,False,False
183,V. Janssen,ST,0.0,10,0.0,0.0,False,0.0,False,False
184,H. Kane,ST,4355.0,50,4689.0,0.928769460439326,True,4702.0,True,True
186,Son Heung-Min,ST,912.0,11,1079.0,0.845227062094532,True,2965.0,True,True
189,D. Padelli,GK,0.0,1,0.0,0.0,False,0.0,False,False
190,C. Soares,RB,0.0,4,0.0,0.0,False,0.0,False,False
194,S. de Vrij,RCB,0.0,1,0.0,0.0,False,0.0,False,False
198,M. Skriniar,RCB,0.0,30,0.0,0.0,False,0.0,False,False
200,G. Zappa,RCB,0.0,4,0.0,0.0,False,0.0,False,False
201,M. Brozovic,CM,0.0,18,0.0,0.0,False,0.0,False,False
203,R. Gagliardini,DM,0.0,4,0.0,0.0,False,0.0,False,False
206,Joao Mario,LW,0.0,1,0.0,0.0,False,0.0,False,False
207,I. Perisic,LW,2210.0,29,3089.0,0.7154418905794756,True,3330.0,True,True
211,M. Vecino,DM,0.0,4,0.0,0.0,False,0.0,False,False
212,A. Adorante,ST,0.0,1,0.0,0.0,False,0.0,False,False
215,S. Esposito,ST,0.0,12,0.0,0.0,False,0.0,False,False
216,M. Icardi,ST,0.0,15,0.0,0.0,False,0.0,False,False
217,L. Martinez,ST,2867.0,39,2957.0,0.96956374704092,True,3169.0,True,True
219,M. Politano,RW,0.0,12,0.0,0.0,False,0.0,False,False
220,E. Salcedo,ST,0.0,1,0.0,0.0,False,0.0,False,False
221,E. Room,GK,819.0,9,819.0,1.0,False,821.0,False,False
225,A. Behich,LB,210.0,2,210.0,1.0,False,3289.0,False,True
226,D. Dumfries,RB,2050.0,25,2050.0,1.0,True,2172.0,True,True
227,Angelino,LB,0.0,3,0.0,0.0,False,0.0,False,False
228,A. Obispo,LCB,1289.0,16,1445.0,0.8920415224913495,True,2031.0,True,True
231,J. Teze,RB,0.0,13,0.0,0.0,False,0.0,False,False
232,N. Viergever,LCB,0.0,5,0.0,0.0,False,0.0,False,False
233,Mauro Junior,LB,0.0,18,0.0,0.0,False,0.0,False,False
234,E. Gutierrez,CM,0.0,6,0.0,0.0,False,0.0,False,False
236,M. Ihattaren,RW,0.0,2,0.0,0.0,False,0.0,False,False
237,G. Pereiro,RW,0.0,1,0.0,0.0,False,0.0,False,False
240,P. Rosario,DM,0.0,9,0.0,0.0,False,0.0,False,False
241,M. Sadilek,CM,1554.0,19,1989.0,0.7812971342383107,True,2792.0,True,True
242,R. Thomas,DM,317.0,4,317.0,1.0,False,2249.0,False,True
243,Z. Aboukhlal,LB,0.0,3,0.0,0.0,False,0.0,False,False
244,S. Bergwijn,LW,0.0,12,0.0,0.0,False,0.0,False,False
246,L. de Jong,ST,0.0,1,0.0,0.0,False,0.0,False,False
247,C. Gakpo,LW,2791.0,34,3634.0,0.7680242157402312,True,3972.0,True,True
248,H. Lozano,LW,0.0,2,0.0,0.0,False,0.0,False,False
249,D. Malen,ST,1885.0,24,2085.0,0.9040767386091128,True,3016.0,True,True
250,J. Piroe,AM,0.0,2,0.0,0.0,False,0.0,False,False
253,A. Areola,GK,0.0,19,0.0,0.0,False,0.0,False,False
257,Marquinhos,RCB,3479.0,39,3569.0,0.9747828523395908,True,3252.0,True,True
259,Thiago Silva,RCB,0.0,27,0.0,0.0,False,0.0,False,False
261,T. Kehrer,RCB,0.0,24,0.0,0.0,False,0.0,False,False
264,T. Meunier,RB,2403.0,28,2403.0,1.0,True,2744.0,True,True
265,A. Zagre,LB,0.0,4,0.0,0.0,False,0.0,False,False
266,Á. Di María,RW,0.0,4,0.0,0.0,False,0.0,False,False
267,J. Draxler,LW,0.0,2,0.0,0.0,False,0.0,False,False
269,C. Nkunku,ST,0.0,17,0.0,0.0,False,0.0,False,False
270,S. Nsoki,LCB,0.0,5,0.0,0.0,False,0.0,False,False
271,L. Paredes,DM,296.0,4,386.0,0.7668393782383419,False,3687.0,False,True
272,A. Rabiot,CM,2610.0,29,3195.0,0.8169014084507042,True,3405.0,True,True
273,M. Verratti,DM,0.0,5,0.0,0.0,False,0.0,False,False
276,Neymar,ST,265.0,3,355.0,0.7464788732394366,False,2566.0,False,True
277,M. Diaby,RW,0.0,19,0.0,0.0,False,0.0,False,False
278,K. Mbappe,ST,3966.0,45,4146.0,0.9565846599131692,True,4228.0,True,True
279,L. Mbe Soh,LCB,0.0,2,0.0,0.0,False,0.0,False,False
280,Alisson,GK,3476.0,39,3566.0,0.9747616376892876,True,3746.0,True,True
281,C. Kelleher,GK,0.0,34,0.0,0.0,False,0.0,False,False
282,S. Mignolet,GK,0.0,19,0.0,0.0,False,0.0,False,False
283,T. Alexander-Arnold,RB,0.0,27,0.0,0.0,False,0.0,False,False
284,J. Gomez,RB,0.0,8,0.0,0.0,False,0.0,False,False
285,K. Hoever,RB,0.0,11,0.0,0.0,False,0.0,False,False
287,D. Lovren,LCB,0.0,1,0.0,0.0,False,0.0,False,False
288,A. Moreno,LB,0.0,15,0.0,0.0,False,0.0,False,False
289,A. Robertson,LB,1417.0,17,1484.0,0.9548517520215634,True,2248.0,True,True
290,V. van Dijk,LCB,5031.0,56,5031.0,1.0,True,5331.0,True,True
292,J. Henderson,DM,1615.0,20,1705.0,0.9472140762463344,True,2106.0,True,True
293,C. Jones,DM,0.0,11,0.0,0.0,False,0.0,False,False
294,N. Keita,DM,0.0,1,0.0,0.0,False,0.0,False,False
296,J. Milner,DM,0.0,9,0.0,0.0,False,0.0,False,False
297,A. Oxlade-Chamberlain,DM,0.0,4,0.0,0.0,False,0.0,False,False
299,Fabinho,DM,1601.0,18,2449.0,0.6537362188648428,True,3600.0,True,True
300,G. Wijnaldum,AM,0.0,4,0.0,0.0,False,0.0,False,False
301,B. Woodburn,CM,0.0,1,0.0,0.0,False,0.0,False,False
302,Roberto Firmino,AM,0.0,2,0.0,0.0,False,0.0,False,False
304,S. Mane,LW,2541.0,29,2720.0,0.9341911764705882,True,3389.0,True,True
306,M. Salah,RW,2473.0,29,3322.0,0.7444310656231186,True,4145.0,True,True
307,X. Shaqiri,AM,0.0,1,0.0,0.0,False,0.0,False,False
312,A. Meret,GK,0.0,9,0.0,0.0,False,0.0,False,False
318,K. Koulibaly,LCB,1398.0,16,2592.0,0.5393518518518519,False,2476.0,False,True
319,S. Luperto,LCB,0.0,9,0.0,0.0,False,0.0,False,False
325,G. Gaetano,DM,0.0,5,0.0,0.0,False,0.0,False,False
326,Allan,CM,0.0,4,0.0,0.0,False,0.0,False,False
327,A. Ounas,AM,0.0,1,0.0,0.0,False,0.0,False,False
328,F. Ruiz,CM,1799.0,23,2508.0,0.717304625199362,True,2398.0,True,True
329,P. Zielinski,DM,0.0,18,0.0,0.0,False,0.0,False,False
336,M. Borjan,GK,0.0,9,0.0,0.0,False,0.0,False,False
349,A. Terzic,LB,0.0,2,0.0,0.0,False,0.0,False,False
353,M. Ivanic,LW,0.0,4,0.0,0.0,False,0.0,False,False
364,D. Joveljic,ST,0.0,3,0.0,0.0,False,0.0,False,False
369,D. Costa,GK,2363.0,26,2363.0,1.0,True,4730.0,True,True
372,Eder Militao,RCB,0.0,16,0.0,0.0,False,0.0,False,False
374,Joao Pedro,RB,0.0,1,0.0,0.0,False,0.0,False,False
375,C. Mbemba,RCB,1773.0,19,1953.0,0.9078341013824884,True,2531.0,True,True
376,D. Leite,LCB,0.0,19,0.0,0.0,False,0.0,False,False
378,Alex Telles,LB,0.0,10,0.0,0.0,False,0.0,False,False
380,Otavio,CM,0.0,4,0.0,0.0,False,0.0,False,False
381,D. Pereira,RCB,0.0,13,0.0,0.0,False,0.0,False,False
385,O. Torres,CM,0.0,3,0.0,0.0,False,0.0,False,False
388,Y. Brahimi,LW,0.0,5,0.0,0.0,False,0.0,False,False
389,J. Corona,LW,0.0,2,0.0,0.0,False,0.0,False,False
390,Tiquinho Soares,ST,0.0,1,0.0,0.0,False,0.0,False,False
399,A. Nubel,GK,4386.0,48,4386.0,1.0,True,4476.0,True,True
407,B. Stambouli,DM,0.0,4,0.0,0.0,False,0.0,False,False
409,N. Bentaleb,DM,1425.0,17,1974.0,0.7218844984802432,True,2303.0,True,True
412,A. Harit,LW,0.0,18,0.0,0.0,False,0.0,False,False
414,O. Mascarell,DM,0.0,9,0.0,0.0,False,0.0,False,False
415,W. McKennie,RB,1574.0,18,4276.0,0.3681010289990645,False,4364.0,False,True
418,S. Serdar,CM,0.0,2,0.0,0.0,False,0.0,False,False
421,B. Embolo,ST,1627.0,20,1627.0,1.0,True,2548.0,True,True
422,A. Kutucu,AM,0.0,1,0.0,0.0,False,0.0,False,False
425,C. Teuchert,AM,0.0,1,0.0,0.0,False,0.0,False,False
427,H. Wright,ST,465.0,6,465.0,1.0,False,2757.0,False,True
429,F. Muslera,GK,501.0,7,501.0,1.0,False,3876.0,False,True
431,O. Bayram,LB,0.0,1,0.0,0.0,False,0.0,False,False
433,Marcao,LCB,0.0,5,0.0,0.0,False,0.0,False,False
443,E. Akbaba,AM,0.0,2,0.0,0.0,False,0.0,False,False
445,Y. Belhanda,AM,0.0,1,0.0,0.0,False,0.0,False,False
453,C. Yuksel,CM,0.0,2,0.0,0.0,False,0.0,False,False
454,Y. Akgun,AM,1476.0,19,2349.0,0.6283524904214559,True,2553.0,True,True
456,H. Onyekuru,LW,0.0,1,0.0,0.0,False,0.0,False,False
458,M. Diagne,ST,0.0,1,0.0,0.0,False,0.0,False,False
461,A. Kol,LW,0.0,2,0.0,0.0,False,0.0,False,False
483,K. Kvaratskhelia,LW,0.0,28,0.0,0.0,False,0.0,False,False
484,A. Miranchuk,AM,0.0,10,0.0,0.0,False,0.0,False,False
495,C. Fruchtl,GK,0.0,1,0.0,0.0,False,0.0,False,False
496,R. Hoffmann,GK,0.0,1,0.0,0.0,False,0.0,False,False
497,M. Neuer,GK,3960.0,45,3960.0,1.0,True,3600.0,True,True
498,S. Ulreich,GK,0.0,1,0.0,0.0,False,0.0,False,False
502,J. Kimmich,DM,4074.0,46,4517.0,0.901926057117556,True,4423.0,True,True
505,D. Alaba,LCB,718.0,10,718.0,1.0,False,867.0,False,False
506,N. Sule,RCB,0.0,8,0.0,0.0,False,0.0,False,False
508,K. Coman,RW,0.0,19,0.0,0.0,False,0.0,False,False
509,A. Davies,LB,473.0,7,534.0,0.8857677902621723,False,874.0,False,False
510,S. Gnabry,AM,0.0,19,0.0,0.0,False,0.0,False,False
511,L. Goretzka,DM,1818.0,25,2054.0,0.8851022395326192,True,2459.0,True,True
512,Jeong Woo-Yeong,AM,0.0,7,0.0,0.0,False,0.0,False,False
513,R. Sanches,CM,0.0,6,0.0,0.0,False,0.0,False,False
517,J. Rodriguez,RW,675.0,10,1606.0,0.4202988792029888,False,1855.0,False,True
519,C. Tolisso,CM,0.0,8,0.0,0.0,False,0.0,False,False
520,P. Will,LB,0.0,1,0.0,0.0,False,0.0,False,False
521,R. Lewandowski,ST,0.0,27,0.0,0.0,False,0.0,False,False
522,T. Muller,AM,0.0,8,0.0,0.0,False,0.0,False,False
524,D. Kotarski,GK,990.0,11,990.0,1.0,True,4080.0,True,True
526,A. Onana,GK,0.0,10,0.0,0.0,False,0.0,False,False
527,B. Varela,GK,0.0,5,0.0,0.0,False,0.0,False,False
529,N. Tagliafico,LB,1376.0,17,1466.0,0.9386084583901774,True,2565.0,True,True
531,D. Blind,LCB,0.0,19,0.0,0.0,False,0.0,False,False
532,M. de Ligt,RCB,0.0,4,0.0,0.0,False,0.0,False,False
533,R. Kristensen,RB,0.0,18,0.0,0.0,False,0.0,False,False
537,J. Veltman,RB,0.0,12,0.0,0.0,False,0.0,False,False
538,F. de Jong,DM,2323.0,27,2613.0,0.8890164561806353,True,2906.0,True,True
539,D. de Wit,CM,0.0,2,0.0,0.0,False,0.0,False,False
540,C. Eiting,CM,0.0,1,0.0,0.0,False,0.0,False,False
541,J. Ekkelenkamp,CM,0.0,3,0.0,0.0,False,0.0,False,False
542,R. Gravenberch,DM,3968.0,46,4405.0,0.900794551645857,True,4478.0,True,True
544,N. Lang,LW,1074.0,14,1148.0,0.9355400696864112,True,2027.0,True,True
545,N. Mazraoui,LB,828.0,9,1895.0,0.4369393139841688,False,2136.0,False,True
547,D. van de Beek,AM,0.0,1,0.0,0.0,False,0.0,False,False
549,V. Cerny,RW,0.0,9,0.0,0.0,False,0.0,False,False
550,K. Dolberg,ST,0.0,5,0.0,0.0,False,0.0,False,False
552,David Neres,RW,0.0,4,0.0,0.0,False,0.0,False,False
553,Danilo Pereira,ST,0.0,5,0.0,0.0,False,0.0,False,False
554,D. Tadic,AM,0.0,4,0.0,0.0,False,0.0,False,False
556,M. Svilar,GK,0.0,32,0.0,0.0,False,0.0,False,False
557,O. Vlachodimos,GK,0.0,16,0.0,0.0,False,0.0,False,False
563,A. Grimaldo,LB,3993.0,45,3993.0,1.0,True,4038.0,True,True
565,Y. Ribeiro,LB,0.0,1,0.0,0.0,False,0.0,False,False
566,Ferro,LCB,0.0,3,0.0,0.0,False,0.0,False,False
567,R. Dias,RCB,1431.0,16,2016.0,0.7098214285714286,True,3015.0,True,True
568,Gabriel Pires,DM,0.0,1,0.0,0.0,False,0.0,False,False
572,Pizzi,AM,0.0,1,0.0,0.0,False,0.0,False,False
573,Rafa Silva,AM,0.0,14,0.0,0.0,False,0.0,False,False
575,Florentino,CM,0.0,14,0.0,0.0,False,0.0,False,False
576,E. Salvio,LW,0.0,2,0.0,0.0,False,0.0,False,False
579,A. Zivkovic,LW,0.0,1,0.0,0.0,False,0.0,False,False
583,Joao Felix,ST,1591.0,18,2480.0,0.6415322580645161,True,3478.0,True,True
584,V. Barkas,GK,0.0,8,0.0,0.0,False,0.0,False,False
593,N. Hult,LB,0.0,9,0.0,0.0,False,0.0,False,False
600,G. Botos,LW,0.0,1,0.0,0.0,False,0.0,False,False
606,P. Mantalos,DM,0.0,2,0.0,0.0,False,0.0,False,False
607,A. Bakasetas,CM,0.0,7,0.0,0.0,False,0.0,False,False
608,L. Boye,ST,0.0,6,0.0,0.0,False,0.0,False,False
612,E. Ponce,ST,0.0,3,0.0,0.0,False,0.0,False,False
615,D. Grimshaw,GK,0.0,4,0.0,0.0,False,0.0,False,False
616,A. Muric,GK,0.0,30,0.0,0.0,False,0.0,False,False
617,Ederson,GK,3156.0,35,3156.0,1.0,True,3246.0,True,True
618,Danilo,RCB,0.0,25,0.0,0.0,False,0.0,False,False
619,E. Garcia,LCB,1214.0,14,3882.0,0.3127253992787223,False,3953.0,False,True
622,A. Laporte,LCB,2902.0,34,2902.0,1.0,True,3063.0,True,True
624,N. Otamendi,LCB,4202.0,48,4292.0,0.979030754892824,True,4243.0,True,True
625,P. Sandler,RCB,0.0,1,0.0,0.0,False,0.0,False,False
626,J. Stones,RCB,1060.0,12,1285.0,0.8249027237354085,False,1497.0,True,False
627,K. Walker,RB,0.0,31,0.0,0.0,False,0.0,False,False
628,A. Bernabe,CM,0.0,8,0.0,0.0,False,0.0,False,False
629,K. De Bruyne,AM,820.0,11,1456.0,0.5631868131868132,False,1747.0,False,False
631,P. Foden,CM,0.0,17,0.0,0.0,False,0.0,False,False
633,I. Gundogan,DM,0.0,12,0.0,0.0,False,0.0,False,False
635,R. Mahrez,RW,3560.0,43,3645.0,0.9766803840877916,True,3761.0,True,True
636,B. Silva,CM,1203.0,15,2801.0,0.429489468047126,False,3967.0,False,True
637,F. Nmecha,CM,3132.0,39,3456.0,0.90625,True,3403.0,True,True
641,O. Zinchenko,LB,0.0,7,0.0,0.0,False,0.0,False,False
643,Gabriel Jesus,ST,0.0,8,0.0,0.0,False,0.0,False,False
644,L. Sane,RW,3028.0,36,3535.0,0.8565770862800566,True,3580.0,True,True
645,R. Sterling,LW,0.0,5,0.0,0.0,False,0.0,False,False
646,M. Gorgelin,GK,0.0,1,0.0,0.0,False,0.0,False,False
647,A. Lopes,GK,0.0,11,0.0,0.0,False,0.0,False,False
652,Marcal,RCB,0.0,2,0.0,0.0,False,0.0,False,False
653,F. Mendy,LB,0.0,6,0.0,0.0,False,0.0,False,False
656,O. Solet,LCB,0.0,9,0.0,0.0,False,0.0,False,False
657,K. Tete,RB,0.0,19,0.0,0.0,False,0.0,False,False
658,H. Aouar,AM,1638.0,19,2684.0,0.6102831594634873,True,2736.0,True,True
659,M. Caqueret,DM,0.0,8,0.0,0.0,False,0.0,False,False
662,T. Ndombele,CM,0.0,2,0.0,0.0,False,0.0,False,False
663,M. Terrier,AM,0.0,10,0.0,0.0,False,0.0,False,False
664,L. Tousart,AM,0.0,2,0.0,0.0,False,0.0,False,False
666,M. Dembele,ST,0.0,7,0.0,0.0,False,0.0,False,False
667,M. Depay,ST,286.0,5,376.0,0.7606382978723404,False,2166.0,False,True
670,L. Pintor,LW,0.0,3,0.0,0.0,False,0.0,False,False
671,B. Traore,RW,0.0,10,0.0,0.0,False,0.0,False,False
675,A. Trubin,GK,0.0,47,0.0,0.0,False,0.0,False,False
676,V. Bondar,RCB,0.0,2,0.0,0.0,False,0.0,False,False
682,M. Matviienko,LCB,0.0,2,0.0,0.0,False,0.0,False,False
684,Taison,LW,0.0,2,0.0,0.0,False,0.0,False,False
687,Maycon,CM,0.0,3,0.0,0.0,False,0.0,False,False
688,Fernando,LW,0.0,1,0.0,0.0,False,0.0,False,False
691,Tete,RW,0.0,4,0.0,0.0,False,0.0,False,False
692,Alan Patrick,AM,0.0,6,0.0,0.0,False,0.0,False,False
696,Marcos Antonio,CM,0.0,5,0.0,0.0,False,0.0,False,False
697,M. Solomon,LW,0.0,5,0.0,0.0,False,0.0,False,False
698,T. Stepanenko,DM,0.0,1,0.0,0.0,False,0.0,False,False
700,O. Kayode,ST,0.0,1,0.0,0.0,False,0.0,False,False
702,O. Baumann,GK,2820.0,31,2820.0,1.0,True,3270.0,True,True
706,J. Brenet,RB,364.0,4,454.0,0.801762114537445,False,1967.0,False,True
709,P. Kaderabek,RB,0.0,1,0.0,0.0,False,0.0,False,False
711,S. Posch,RB,591.0,8,951.0,0.6214511041009464,False,2539.0,False,True
714,N. Amiri,CM,2197.0,26,2376.0,0.9246632996632996,True,2878.0,True,True
715,C. Baumgartner,CM,0.0,28,0.0,0.0,False,0.0,False,False
716,L. Bittencourt,DM,0.0,4,0.0,0.0,False,0.0,False,False
717,K. Demirbay,DM,0.0,8,0.0,0.0,False,0.0,False,False
718,D. Geiger,DM,0.0,1,0.0,0.0,False,0.0,False,False
719,F. Grillitsch,CM,1346.0,17,1346.0,1.0,True,1894.0,True,True
723,Joelinton,CM,0.0,28,0.0,0.0,False,0.0,False,False
725,R. Hack,LW,0.0,2,0.0,0.0,False,0.0,False,False
726,A. Kramaric,RW,767.0,9,1962.0,0.390927624872579,False,2491.0,False,True
730,T. Courtois,GK,4916.0,56,4916.0,1.0,True,4556.0,True,True
731,K. Navas,GK,0.0,32,0.0,0.0,False,0.0,False,False
732,L. Zidane,GK,660.0,7,660.0,1.0,False,3089.0,False,True
733,D. Carvajal,RB,0.0,10,0.0,0.0,False,0.0,False,False
734,Dela,RCB,0.0,11,0.0,0.0,False,0.0,False,False
735,N. Fernandez,RCB,0.0,4,0.0,0.0,False,0.0,False,False
736,F. Garcia,LB,0.0,13,0.0,0.0,False,0.0,False,False
737,A. Odriozola,RB,0.0,1,0.0,0.0,False,0.0,False,False
738,S. Ramos,LCB,0.0,4,0.0,0.0,False,0.0,False,False
740,J. Sanchez,RCB,0.0,2,0.0,0.0,False,0.0,False,False
744,B. Diaz,RW,1621.0,21,2270.0,0.7140969162995595,True,2764.0,True,True
745,Isco,AM,0.0,1,0.0,0.0,False,0.0,False,False
746,M. Asensio,AM,0.0,11,0.0,0.0,False,0.0,False,False
747,Casemiro,DM,1790.0,22,2962.0,0.6043214044564483,True,3049.0,True,True
748,D. Ceballos,DM,0.0,4,0.0,0.0,False,0.0,False,False
750,A. Fidalgo,CM,1090.0,15,1676.0,0.6503579952267303,True,2338.0,True,True
751,J. Grau,DM,0.0,2,0.0,0.0,False,0.0,False,False
753,M. Llorente,RB,2798.0,33,3835.0,0.7295958279009126,True,4068.0,True,True
754,L. Modric,DM,2776.0,32,3014.0,0.9210351692103516,True,3193.0,True,True
756,F. Valverde,RW,1521.0,19,4412.0,0.3447416137805983,False,4580.0,False,True
