player_id,player_name,world_cup_team,squad_position,resolved_role,role_stability,role_observations,role_distribution,reported_minutes,orientation_mapping,fixture_endpoint_coverage,coverage_pass_80pct,stable_role_60pct,scientific_role_eligible,minutes_num,overall,uncertainty,conservative_score,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,profile_scored,lower_95,upper_95,role_rank_conservative,top30_lower_threshold,best_lower_threshold,plausible_top30,plausible_real_xi,guardrail_top35,insufficient_evidence_guardrail,in_selection_frontier,frontier_reason,exact_detailed_minutes,old_aggregate_minute_eligible,exact_window_minute_eligible,eligibility_changed_to_ineligible
78,H. Vanaken,Belgium,Midfielder,AM,0.9454545454545454,55,AM:52 | DM:3,5007.0,low_is_left,1.0,True,True,True,4957.0,0.6599597617822015,0.066285643728143,0.5936741180540585,0.7569867522165423,0.5959696355439813,0.7108731145122033,0.6103896246670814,0.4377498821822979,0.4633974419931835,0.6322867076556804,0.6014188808066708,True,0.5300399000750412,0.7898796234893618,13.0,0.4573598994234634,0.5936229045955952,True,True,True,False,True,plausible_real_xi,4957.0,True,True,False
81,K. Diatta,Senegal,Defender,RB,1.0,22,RB:22,2517.0,low_is_left,1.0,True,True,True,2180.0,0.6156527392907735,0.0999541179145381,0.5156986213762353,0.5720322579519451,0.5663149015097847,0.6003252592768554,0.3421309400198761,0.6704834844749327,0.7039560513026037,0.6352850856089071,0.4654904088876548,True,0.4197426681782787,0.8115628104032682,18.0,0.4120479238918248,0.5374068155833632,True,True,True,False,True,plausible_real_xi,2180.0,True,True,False
130,N. Semedo,Portugal,Defender,RB,0.9714285714285714,35,RB:34 | LB:1,3235.0,low_is_left,1.0,True,True,True,3145.0,0.5606673616082127,0.0832182565270137,0.477449105081199,0.5355874864304265,0.5930109412795795,0.4932454744610239,0.3750980398165509,0.6062344758751269,0.543305574263867,0.5216144897265973,0.5273563799205411,True,0.3975595788152657,0.7237751444011598,47.0,0.4120479238918248,0.5374068155833632,True,True,False,False,True,plausible_real_xi,3145.0,True,True,False
153,O. Dembele,France,Midfielder,ST,0.6666666666666666,30,ST:20 | RW:10,3192.0,low_is_left,1.0,True,True,True,2764.0,0.7411214479612049,0.0887687119753338,0.6523527359858712,0.662777051096792,0.7724913943194567,0.8884879084590284,0.9280927764430096,0.2624359420664008,0.2571288022121382,0.5550775541433375,0.4467863423695978,True,0.5671347724895507,0.9151081234328592,3.0,0.2798223985475019,0.6159234774194389,True,True,True,False,True,plausible_real_xi,2764.0,True,True,False
154,L. Messi,Argentina,Attacker,RW,0.9791666666666666,48,RW:47 | LW:1,7195.0,low_is_left,1.0,True,True,True,3834.0,0.8327019832961582,0.0753707580810284,0.7573312252151297,0.6180466806720493,0.9055959745769304,0.948299724867384,0.9734699926446616,0.3108360057761186,0.589943530715964,0.4786685134400633,0.4043028992254805,True,0.6849752974573424,0.980428669134974,1.0,0.5126371832828966,0.6849752974573424,True,True,True,False,True,plausible_real_xi,3834.0,True,True,False
168,D. Sanchez,Colombia,Defender,RB,0.64,50,RB:32 | RCB:17 | LCB:1,5466.0,low_is_left,1.0,True,True,True,4228.0,0.5180891284503611,0.0717730576679086,0.4463160707824524,0.7112016843714798,0.4016083812216765,0.3919969098459616,0.431703710544544,0.5919327621118733,0.5488416220324294,0.6183166068351186,0.6183937055208244,True,0.3774139354212601,0.6587643214794622,72.0,0.4120479238918248,0.5374068155833632,True,True,False,False,True,plausible_real_xi,4228.0,True,True,False
184,H. Kane,England,Attacker,RW,0.9444444444444444,54,RW:51 | ST:3,5228.0,low_is_left,1.0,True,True,True,4702.0,0.6749721831511387,0.0680593230862138,0.606912860064925,0.3709159378274648,0.6277061470534656,0.6211142928561909,0.9884464067142844,0.3167711087061316,0.5108510025909473,0.5094341668618113,0.3362661160757912,True,0.5415759099021596,0.8083684564001178,28.0,0.5126371832828966,0.6849752974573424,True,True,True,False,True,plausible_real_xi,4702.0,True,True,False
186,Son Heung-Min,South Korea,Attacker,RW,1.0,32,RW:32,4495.0,low_is_left,1.0,True,True,True,2965.0,0.7372220122216853,0.0857070582353981,0.6515149539862871,0.47487953012232,0.7974872089522366,0.8909132444230837,0.8160884644455246,0.2596355872831972,0.3995704647892775,0.525376838967848,0.5100905762643014,True,0.5692361780803048,0.9052078463630656,11.0,0.5126371832828966,0.6849752974573424,True,True,True,False,True,plausible_real_xi,2965.0,True,True,False
207,I. Perisic,Croatia,Defender,LCB,0.45,40,LCB:18 | LB:12 | RB:10,3578.0,low_is_left,1.0,True,False,False,3330.0,0.4477423319889671,0.0808736084303188,0.3668687235586482,0.4734108495252057,0.5456830336591483,0.7712436444633788,0.6873730762947048,0.5205771365110305,0.4004056909075976,0.3585003365894121,0.3102651761360433,True,0.2892300594655421,0.6062546045123921,24.0,0.1974815576494011,0.5695750657258561,True,True,True,True,True,insufficient_evidence_guardrail,3330.0,True,True,False
217,L. Martinez,Argentina,Attacker,ST,0.55,40,ST:22 | RW:18,4844.0,low_is_left,1.0,True,False,False,3169.0,0.6292101888097221,0.0829025364262972,0.5463076523834249,0.3624991096769053,0.5932959636564107,0.6486429877809423,0.9192021876759704,0.370360375554831,0.4986540419750448,0.3278821845287677,0.3193249047658137,True,0.4667212174141796,0.7916991602052647,8.0,0.2798223985475019,0.6159234774194389,True,True,True,True,True,insufficient_evidence_guardrail,3169.0,True,True,False
221,E. Room,Curaçao,Goalkeeper,GK,1.0,9,GK:9,1294.0,low_is_left,1.0,True,True,True,821.0,0.6720400301855227,0.1628760990130837,0.509163931172439,0.2717416111611241,0.2995948031206682,0.3099237670214717,0.3186822542325283,0.2071535262410329,0.1657223660729978,0.1191743368336955,0.9996646498695336,True,0.3528028761198786,0.9912771842511668,98.0,0.5874052742680734,0.6657559138357259,True,True,False,False,True,plausible_real_xi,821.0,True,False,True
225,A. Behich,Australia,Midfielder,RB,0.8888888888888888,36,RB:32 | LB:2 | LCB:2,4313.0,low_is_left,1.0,True,True,True,3289.0,0.4935355331165302,0.08137612413107,0.4121594089854601,0.5760629475599398,0.5123224052564694,0.5201312728492021,0.5143955653904547,0.4676302245384315,0.3563689326615588,0.4342729923034303,0.3907944576121624,True,0.334038329819633,0.6530327364134274,119.0,0.4120479238918248,0.5374068155833632,True,True,False,False,True,plausible_real_xi,3289.0,True,True,False
226,D. Dumfries,Netherlands,Midfielder,CM,0.8461538461538461,26,CM:22 | RB:4,2653.0,low_is_left,1.0,True,True,True,2172.0,0.4233762301166988,0.1001380262906767,0.3232382038260221,0.3888347409109313,0.4550293634068611,0.535438248227684,0.5594489341140476,0.4155897162130104,0.4520155228075995,0.3335804215556886,0.4374418781181154,True,0.2271056985869724,0.6196467616464252,110.0,0.4692310874343214,0.6748904708372268,True,False,False,False,True,plausible_top30,2172.0,True,True,False
228,A. Obispo,Curaçao,Defender,LCB,0.5714285714285714,21,LCB:12 | RB:6 | RCB:3,2132.0,low_is_left,1.0,True,False,False,2031.0,0.5800452540198231,0.1035556922070369,0.4764895618127861,0.6249311148908131,0.3415544918840136,0.3313016042374662,0.4966793077496625,0.5094472858570117,0.5025061456334343,0.7440813400133586,0.6126501760394845,True,0.3770760972940306,0.7830144107456156,14.0,0.1974815576494011,0.5695750657258561,True,True,True,True,True,insufficient_evidence_guardrail,2031.0,True,True,False
241,M. Sadilek,Czech Republic,Midfielder,DM,0.4666666666666667,30,DM:14 | CM:12 | ST:2 | AM:1 | RW:1,2929.0,low_is_left,1.0,True,False,False,2792.0,0.5893306930706789,0.0883224750494112,0.5010082180212676,0.5459782085580659,0.6086342508524629,0.7997577243592595,0.4431275653572455,0.5341483612756447,0.3822367585798988,0.3099128662228338,0.4389959029529542,True,0.4162186419738328,0.7624427441675249,11.0,0.1016909168060523,0.5961121894658761,True,True,True,True,True,insufficient_evidence_guardrail,2792.0,True,True,False
242,R. Thomas,New Zealand,Midfielder,AM,1.0,27,AM:27,2532.0,low_is_left,1.0,True,True,True,2249.0,0.6178392656019376,0.0984088620763962,0.5194304035255413,0.484936250317673,0.5104594701166946,0.4202530682244478,0.3920416455426498,0.8105553635954343,0.728445736489277,0.5079549657079375,0.3850937915708158,True,0.4249578959322008,0.8107206352716743,44.0,0.4573598994234634,0.5936229045955952,True,True,False,False,True,plausible_real_xi,2249.0,True,True,False
247,C. Gakpo,Netherlands,Attacker,LW,0.6444444444444445,45,LW:29 | RW:11 | ST:5,4345.0,low_is_left,1.0,True,True,True,3972.0,0.6241604122740908,0.074049872962758,0.5501105393113328,0.3862934773396557,0.6638630988905239,0.6854841251248585,0.6799820991159076,0.3534970316108055,0.5537199094457104,0.4138308134152614,0.3635787221591789,True,0.479022661267085,0.7692981632810966,6.0,0.3192654468841587,0.5961757558726325,True,True,True,False,True,plausible_real_xi,3972.0,True,True,False
249,D. Malen,Netherlands,Attacker,RW,0.9705882352941176,34,RW:33 | ST:1,3344.0,low_is_left,1.0,True,True,True,3016.0,0.6263560040809734,0.0849793234330597,0.5413766806479136,0.2572865359926948,0.5590083260740126,0.4696001339417269,0.9025874246000932,0.2509785216142509,0.3064630440815506,0.3615798151454605,0.3245068654104084,True,0.4597965301521761,0.7929154780097706,91.0,0.5126371832828966,0.6849752974573424,True,True,False,False,True,plausible_real_xi,3016.0,True,True,False
257,Marquinhos,Brazil,Defender,RCB,0.8,40,RCB:32 | RB:7 | LCB:1,5209.0,low_is_left,1.0,True,True,True,3252.0,0.4616107381320056,0.081837747856168,0.3797729902758375,0.7643205347850145,0.3530201627654105,0.3505688849664536,0.4108143872106283,0.4660704170716859,0.425353608904682,0.884815583718715,0.7248983256763785,True,0.3012087523339161,0.622012723930095,31.0,0.2887834878404863,0.5813060479348042,True,True,True,False,True,plausible_real_xi,3252.0,True,True,False
264,T. Meunier,Belgium,Defender,RB,1.0,30,RB:30,3124.0,low_is_left,1.0,True,True,True,2744.0,0.48726634580617,0.0890916257807464,0.3981747200254236,0.5869675398121239,0.4618527675215726,0.5287372798194991,0.4400328309841801,0.5106996416043418,0.3197627300963018,0.5503319980145411,0.452398374540552,True,0.312646759275907,0.661885932336433,139.0,0.4120479238918248,0.5374068155833632,True,True,False,False,True,plausible_real_xi,2744.0,True,True,False
271,L. Paredes,Argentina,Midfielder,AM,0.8205128205128205,39,AM:32 | DM:5 | CM:2,4285.0,low_is_left,1.0,True,True,True,3687.0,0.7297198287208823,0.0768585822136089,0.6528612465072733,0.8558873158433865,0.6559637023984938,0.7830182295331928,0.5118561604933325,0.5722299527203937,0.6258665937194237,0.7569725055534922,0.6004025523684093,True,0.5790770075822087,0.8803626498595558,5.0,0.4573598994234634,0.5936229045955952,True,True,True,False,True,plausible_real_xi,3687.0,True,True,False
272,A. Rabiot,France,Midfielder,CM,0.7105263157894737,38,CM:27 | DM:7 | AM:3 | RW:1,3658.0,low_is_left,1.0,True,True,True,3405.0,0.561063014696052,0.0799779705351736,0.4810850441608783,0.5974339203754121,0.5253441779013489,0.5437566204900964,0.5264924714751672,0.5566103724271672,0.6278318082700844,0.5414260535772721,0.5581135095505663,True,0.4043061924471116,0.7178198369449924,66.0,0.4692310874343214,0.6748904708372268,True,True,False,False,True,plausible_real_xi,3405.0,True,True,False
276,Neymar,Brazil,Attacker,RW,1.0,29,RW:29,3682.0,low_is_left,1.0,True,True,True,2566.0,0.7555341996354499,0.0921299025288989,0.663404297106551,0.6045078928477888,0.8528378375200718,0.8402555190377923,0.8198836064473262,0.2588618719088636,0.7315886581507504,0.3341958927102497,0.3105713572931282,True,0.574959590678808,0.9361088085920918,8.0,0.5126371832828966,0.6849752974573424,True,True,True,False,True,plausible_real_xi,2566.0,True,True,False
278,K. Mbappe,France,Attacker,RW,0.8723404255319149,47,RW:41 | ST:5 | LW:1,4582.0,low_is_left,1.0,True,True,True,4228.0,0.7652669971779251,0.0717730576679086,0.6934939395100165,0.5103376224444001,0.8389728071545359,0.7889353649265,0.9778309582408936,0.2274829287792701,0.4079832050523204,0.5459210982195699,0.5322806446313325,True,0.6245918041488241,0.9059421902070262,3.0,0.5126371832828966,0.6849752974573424,True,True,True,False,True,plausible_real_xi,4228.0,True,True,False
280,Alisson,Brazil,Goalkeeper,GK,1.0,39,GK:39,4566.0,low_is_left,1.0,True,True,True,3746.0,0.7914404294111732,0.0762509135372791,0.715189515873894,0.3512609198417811,0.3095544063758802,0.3099237670214717,0.3186822542325283,0.2093071169229591,0.1568307640052847,0.8091512534304894,0.9996646498695336,True,0.6419886388781061,0.9408922199442404,12.0,0.5874052742680734,0.6657559138357259,True,True,True,False,True,plausible_real_xi,3746.0,True,True,False
289,A. Robertson,Scotland,Defender,LB,0.75,20,LB:15 | LCB:3 | RB:2,2766.0,low_is_left,1.0,True,True,True,2248.0,0.500683191614501,0.0984307477348624,0.4022524438796386,0.6890064648976657,0.4969622391592323,0.6322259951338666,0.5245384182903448,0.4164732522465105,0.2291986167857703,0.5417066034287498,0.5084334962463115,True,0.3077589260541706,0.6936074571748314,32.0,0.3165528409838564,0.5532289365983614,True,True,True,False,True,plausible_real_xi,2248.0,True,True,False
290,V. van Dijk,Netherlands,Defender,RCB,0.864406779661017,59,RCB:51 | RB:5 | LCB:3,5711.0,low_is_left,1.0,True,True,True,5331.0,0.5628584489440945,0.063918208850236,0.4989402400938584,0.751471650400319,0.3436479372153132,0.3914020962416797,0.5414712826072438,0.4012330930809854,0.6063430721124853,0.5677099855558894,0.6258422568560024,True,0.4375787595976318,0.6881381382905573,10.0,0.2887834878404863,0.5813060479348042,True,True,True,False,True,plausible_real_xi,5331.0,True,True,False
292,J. Henderson,England,Midfielder,DM,0.75,24,DM:18 | CM:5 | AM:1,2262.0,low_is_left,1.0,True,True,True,2106.0,0.4550099778188806,0.1016950359746253,0.3533149418442552,0.600389612187314,0.4099695793348817,0.5176276333925827,0.3813827212516699,0.4919998807550753,0.2420070192817714,0.3564270619002015,0.3500174542144711,True,0.2556877073086149,0.6543322483291463,22.0,0.1016909168060523,0.5961121894658761,True,True,True,False,True,plausible_real_xi,2106.0,True,True,False
299,Fabinho,Brazil,Midfielder,CM,0.5,40,CM:20 | AM:13 | RB:5 | DM:2,5291.0,low_is_left,1.0,True,False,False,3600.0,0.5949320016741578,0.0777817459305202,0.5171502557436376,0.67876832832574,0.4480610850739044,0.4835813015281852,0.4701690573546828,0.6578243761054915,0.5184304943593446,0.7311619563747358,0.7008131238107177,True,0.4424797796503382,0.7473842236979775,44.0,0.4692310874343214,0.6748904708372268,True,True,False,True,True,insufficient_evidence_guardrail,3600.0,True,True,False
304,S. Mane,Senegal,Midfielder,CM,0.5789473684210527,38,CM:22 | LW:6 | DM:6 | ST:2 | RW:2,4360.0,low_is_left,1.0,True,False,False,3389.0,0.7174178145846807,0.08016654249287,0.6372512720918106,0.4788344690375199,0.8255802239208702,0.82701699155753,0.7709890443090418,0.3921785550681347,0.6514183566714383,0.4406989981881514,0.3504269639438877,True,0.5602913912986554,0.874544237870706,7.0,0.4692310874343214,0.6748904708372268,True,True,True,True,True,insufficient_evidence_guardrail,3389.0,True,True,False
306,M. Salah,Egypt,Attacker,RW,0.9210526315789472,38,RW:35 | ST:3,4285.0,low_is_left,1.0,True,True,True,4145.0,0.6421606265650694,0.0724880922794636,0.5696725342856057,0.4497794510306726,0.7127332787881153,0.7979899375468272,0.7576791891946131,0.318265145214731,0.3256589420589742,0.3297271100775282,0.3145099227404326,True,0.5000839656973206,0.7842372874328183,54.0,0.5126371832828966,0.6849752974573424,True,True,False,False,True,plausible_real_xi,4145.0,True,True,False
313,D. Ospina,Colombia,Goalkeeper,GK,1.0,8,GK:8,4820.0,low_is_left,0.3050847457627119,False,True,False,729.0,0.7115239240239541,0.1728483242900449,0.5386755997339092,0.3848219679393734,0.3147170604887819,0.3099237670214717,0.3186822542325283,0.2071535262410329,0.1810618998624341,0.2316264867189061,0.9996646498695336,True,0.372741208415466,1.0,95.0,0.5874052742680734,0.6657559138357259,True,True,False,False,True,plausible_real_xi,819.0,True,False,True
318,K. Koulibaly,Senegal,Defender,RCB,0.6176470588235294,34,RCB:21 | LCB:12 | RB:1,3136.0,low_is_left,1.0,True,True,True,2476.0,0.649132594771255,0.0937893697625287,0.5553432250087262,0.6251903432816215,0.3808433105443346,0.4318368325980048,0.4405621886335279,0.689944444416697,0.5360659565852074,0.7494628172274317,0.5786764685898439,True,0.4653054300366986,0.8329597595058114,3.0,0.2887834878404863,0.5813060479348042,True,True,True,False,True,plausible_real_xi,2476.0,True,True,False
328,F. Ruiz,Spain,Midfielder,CM,0.9230769230769232,26,CM:24 | DM:2,2715.0,low_is_left,1.0,True,True,True,2398.0,0.5776942100882977,0.0953025120725547,0.4823916980157429,0.8355926047641281,0.4821511046612259,0.648630629635923,0.5103973916883973,0.5232333183084324,0.2748002834247137,0.4888838280665958,0.6671852695898486,True,0.3909012864260903,0.764487133750505,64.0,0.4692310874343214,0.6748904708372268,True,True,False,False,True,plausible_real_xi,2398.0,True,True,False
369,D. Costa,Portugal,Goalkeeper,GK,1.0,54,GK:54,7705.0,low_is_left,1.0,True,True,True,4730.0,0.7902106868754002,0.0678575799950948,0.7223531068803053,0.349775120374536,0.3056047127736152,0.3099237670214717,0.3186822542325283,0.209047738092186,0.1698364933236739,0.8029340358149969,0.9996646498695336,True,0.6572098300850142,0.9232115436657862,7.0,0.5874052742680734,0.6657559138357259,True,True,True,False,True,plausible_real_xi,4730.0,True,True,False
375,C. Mbemba,Congo DR,Defender,RCB,0.68,25,RCB:17 | RB:6 | LCB:2,2621.0,low_is_left,1.0,True,True,True,2531.0,0.4787047073024166,0.0927647257855013,0.3859399815169153,0.608149356885389,0.385751605619151,0.414943991249492,0.4301642179283717,0.5199592816687775,0.5153315221260336,0.6103050310418521,0.5925067429222561,True,0.296885844762834,0.6605235698419993,29.0,0.2887834878404863,0.5813060479348042,True,True,True,False,True,plausible_real_xi,2531.0,True,True,False
399,A. Nubel,Germany,Goalkeeper,GK,1.0,49,GK:49,4641.0,low_is_left,1.0,True,True,True,4476.0,0.6983630533387567,0.0697563742078625,0.6286066791308942,0.3733486286203454,0.3115803204071363,0.3372110537900517,0.3186822542325283,0.2091556102505922,0.164905599597306,0.1591851345762941,0.9996646498695336,True,0.5616405598913462,0.8350855467861672,43.0,0.5874052742680734,0.6657559138357259,True,True,False,False,True,plausible_real_xi,4476.0,True,True,False
409,N. Bentaleb,Algeria,Midfielder,CM,0.36,25,CM:9 | DM:8 | AM:6 | LCB:2,2702.0,low_is_left,1.0,True,False,False,2303.0,0.576418500388955,0.0972482889329719,0.4791702114559831,0.7590876340593603,0.4618927068892574,0.4975652148945977,0.4741158592478305,0.5558177347133275,0.4286029023043594,0.6228348971066169,0.5728862730664688,True,0.38581185408033,0.76702514669758,68.0,0.4692310874343214,0.6748904708372268,True,True,False,True,True,insufficient_evidence_guardrail,2303.0,True,True,False
415,W. McKennie,USA,Midfielder,CM,0.5576923076923077,52,CM:29 | DM:12 | RW:5 | AM:4 | RB:1 | ST:1,4961.0,low_is_left,1.0,True,False,False,4364.0,0.5262487573065295,0.070645835667494,0.4556029216390355,0.4873895120268787,0.5530733316050215,0.646502264131426,0.5779860861890171,0.5347290253632946,0.4075648394742816,0.4962291118101713,0.422988919350096,True,0.3877829193982413,0.6647145952148178,81.0,0.4692310874343214,0.6748904708372268,True,False,False,True,True,insufficient_evidence_guardrail,4364.0,True,True,False
417,A. Schopf,Austria,Midfielder,AM,1.0,9,AM:9,2155.0,low_is_left,0.6071428571428571,False,True,False,777.0,0.5629111554494097,0.1674242755125075,0.3954868799369022,0.5534984504467123,0.6206648420823179,0.5814218641590752,0.657186422805749,0.563825724952326,0.5839368015290407,0.4911632301642876,0.4963636567832808,True,0.2347595754448949,0.8910627354539244,128.0,0.4573598994234634,0.5936229045955952,True,True,False,False,True,plausible_real_xi,797.0,True,False,True
421,B. Embolo,Switzerland,Attacker,RW,0.9629629629629628,27,RW:26 | ST:1,3139.0,low_is_left,1.0,True,True,True,2548.0,0.5611965794796607,0.0924547494222867,0.4687418300573739,0.2579396013846279,0.5484221044435889,0.5410662135244481,0.7894354992597279,0.3254782774878644,0.5818068261148984,0.2444022222104926,0.1872117219343249,True,0.3799852706119787,0.7424078883473428,172.0,0.5126371832828966,0.6849752974573424,True,True,False,False,True,plausible_real_xi,2548.0,True,True,False
427,H. Wright,USA,Attacker,RW,0.9696969696969696,33,RW:32 | ST:1,2923.0,low_is_left,1.0,True,True,True,2757.0,0.607077530482999,0.0888813320448777,0.5181961984381211,0.2203016199820456,0.4634658527939269,0.4471305266024208,0.8587556120895883,0.2599235426789328,0.4875025964853148,0.2300216304904404,0.1602060500159719,True,0.4328701196750385,0.7812849412909594,118.0,0.5126371832828966,0.6849752974573424,True,True,False,False,True,plausible_real_xi,2757.0,True,True,False
429,F. Muslera,Uruguay,Goalkeeper,GK,1.0,43,GK:43,4102.0,low_is_left,1.0,True,True,True,3876.0,0.6895763077678788,0.074961290320002,0.6146150174478768,0.309951364972223,0.3104751102076741,0.3173057106934764,0.3186822542325283,0.2071535262410329,0.1702870131540324,0.1851365156346048,0.9996646498695336,True,0.5426521787406748,0.8365004367950828,52.0,0.5874052742680734,0.6657559138357259,True,True,False,False,True,plausible_real_xi,3876.0,True,True,False
440,Y. Nagatomo,Japan,Defender,RB,1.0,21,RB:21,2321.0,low_is_left,1.0,True,True,True,1685.0,0.4240500624307853,0.1136917588206765,0.3103583036101088,0.3963003114687525,0.4283990930693896,0.5109019757740019,0.3412942415227881,0.4871232275874417,0.2402485328458804,0.2652852666307927,0.3092446041930152,True,0.2012142151422593,0.6468859097193113,228.0,0.4120479238918248,0.5374068155833632,True,True,False,False,True,plausible_real_xi,1685.0,True,True,False
