player_id,fixture_id,window,priority_reason,selection_resolution_reason,resolved_role,reason_weight,data_weight,priority_score
304782,1324302,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
34418,1324312,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
34418,1324312,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
304782,1324312,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
304782,1324312,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
34418,1324322,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
34418,1324322,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
304782,1324322,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
304782,1324322,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
129670,1389126,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389126,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389135,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389135,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389147,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389147,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389162,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389162,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389174,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389174,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389189,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389189,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389222,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389222,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389235,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389235,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389239,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389239,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389257,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389257,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389267,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389267,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389281,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389281,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389304,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389304,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389321,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389321,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389329,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389329,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389343,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389343,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389358,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389358,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389367,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389367,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389377,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389377,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389387,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389387,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389396,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389396,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389405,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389405,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389406,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1389406,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1396828,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1396828,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398320,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398320,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398333,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398333,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398335,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398335,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398349,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398349,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398364,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398364,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398374,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398374,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398384,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398384,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398404,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398404,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398410,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398410,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398424,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398424,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398433,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398433,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398444,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398444,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398447,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398447,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398463,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398463,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398471,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398471,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398483,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398483,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398513,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398513,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398516,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398516,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398533,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398533,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398544,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398544,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398551,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398551,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398564,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398564,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398565,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398565,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398592,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398592,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398604,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398604,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398607,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398607,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398624,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398624,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398631,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398631,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398644,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398644,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398646,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398646,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398663,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398663,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398668,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1398668,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400744,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400744,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400759,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400759,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400761,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400761,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400794,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400794,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400803,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400803,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400819,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400819,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400857,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400857,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400867,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400867,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400882,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400882,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400890,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400890,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400896,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400896,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400901,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1400901,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
8450,1410025,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
8450,1410025,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
8450,1410056,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
8450,1410056,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
8450,1421166,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
8450,1421166,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
8450,1421182,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
8450,1421182,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
2699,1446905,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1446905,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1446909,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1446909,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1446928,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1446928,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1485352,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1485352,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1485357,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1485357,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1485366,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1485366,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
129670,1485861,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1485861,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1486807,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1486807,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1488830,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1488830,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1495627,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
129670,1495627,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
34418,1501309,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
34418,1501309,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
304782,1501309,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
304782,1501309,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
34418,1504674,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
34418,1504674,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
304782,1504674,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
304782,1504674,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
34418,1504683,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
34418,1504683,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
304782,1504683,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
304782,1504683,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
34418,1504695,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
34418,1504695,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
304782,1504695,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
304782,1504695,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
34418,1504705,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
34418,1504705,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,RB,5.0,2.0,7.0
304782,1504705,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
304782,1504705,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,GK,5.0,2.0,7.0
2699,1505593,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1505593,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1505605,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1505605,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1505611,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
2699,1505611,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,CM,5.0,2.0,7.0
21101,1537081,annual_current,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
21101,1537081,pre_world_cup,missing_fixture_endpoint,upper90_can_enter_real_xi,AM,5.0,2.0,7.0
