player_id,player_name,world_cup_team,reported_minutes,detailed_match_minutes,detailed_minutes_share,expected_official_fixtures,processed_fixture_endpoints,fixture_endpoint_coverage,missing_fixture_endpoints,detailed_appearance_fixtures,detailed_minutes,aggregate_reported_minutes,minute_reconciliation_ratio_raw,minute_reconciliation_ratio_clipped,coverage_pass_80pct,minutes_present_precheck_not_current,current_share,precheck_share,precheck_pass80,current_pass80,classification,selection_unresolved
351587,T. Oluwaseyi,Canada,4341.0,4330.0,0.9974660216539968,72,72,1.0,0,58,2299.0,4341.0,0.5296014743146741,0.5296014743146741,False,2031.0,0.5296014743146741,0.9974660216539968,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
362145,A. Ahmed,Canada,4668.0,4643.0,0.9946443873179092,71,71,1.0,0,39,2614.0,4668.0,0.5599828620394173,0.5599828620394173,False,2029.0,0.5599828620394173,0.9946443873179092,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
260865,Marco Pasalic,Croatia,3746.0,3746.0,1.0,37,37,1.0,0,27,1741.0,3746.0,0.4647624132407901,0.4647624132407901,False,2005.0,0.4647624132407901,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
667,M. Depay,Netherlands,4158.0,4158.0,1.0,70,70,1.0,0,38,2166.0,4158.0,0.5209235209235209,0.5209235209235209,False,1992.0,0.5209235209235209,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
257,Marquinhos,Brazil,5209.0,5209.0,1.0,63,63,1.0,0,56,3252.0,5209.0,0.6243040890765982,0.6243040890765982,False,1957.0,0.6243040890765982,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
6005,J. Quintero,Colombia,3936.0,3936.0,1.0,99,99,1.0,0,45,1988.0,3936.0,0.5050813008130082,0.5050813008130082,False,1948.0,0.5050813008130082,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
277003,N. El Aynaoui,Morocco,4908.0,4908.0,1.0,61,61,1.0,0,52,2961.0,4908.0,0.6033007334963325,0.6033007334963325,False,1947.0,0.6033007334963325,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
304951,Lee Gi-Hyuk,South Korea,2538.0,2538.0,1.0,47,9,0.1914893617021276,38,8,613.0,2538.0,0.2415287628053585,0.2415287628053585,False,1925.0,0.2415287628053585,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
163200,C. dos Santos,Cape Verde Islands,3025.0,3025.0,1.0,62,62,1.0,0,32,1124.0,3025.0,0.3715702479338843,0.3715702479338843,False,1901.0,0.3715702479338843,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
44349,Mohamed Kanno,Saudi Arabia,4754.0,4754.0,1.0,48,48,1.0,0,45,2856.0,4754.0,0.6007572570466975,0.6007572570466975,False,1898.0,0.6007572570466975,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
2468,G. Montiel,Argentina,4694.0,4694.0,1.0,55,55,1.0,0,45,2823.0,4694.0,0.6014060502769493,0.6014060502769493,False,1871.0,0.6014060502769493,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
35533,E. Valencia,Ecuador,3881.0,3881.0,1.0,74,74,1.0,0,38,2010.0,3881.0,0.5179077557330585,0.5179077557330585,False,1871.0,0.5179077557330585,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
762,Vinícius Júnior,Brazil,6562.0,6562.0,1.0,63,63,1.0,0,59,4696.0,6562.0,0.715635476988723,0.715635476988723,False,1866.0,0.715635476988723,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
19599,E. Martínez,Argentina,6597.0,6597.0,1.0,64,64,1.0,0,53,4741.0,6597.0,0.718659996968319,0.718659996968319,False,1856.0,0.718659996968319,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
266345,É. Lira,Mexico,5966.0,5966.0,1.0,58,58,1.0,0,52,4139.0,5966.0,0.693764666443178,0.693764666443178,False,1827.0,0.693764666443178,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
7050,A. O Neill,Australia,4547.0,4547.0,1.0,39,39,1.0,0,34,2722.0,4547.0,0.5986364636023752,0.5986364636023752,False,1825.0,0.5986364636023752,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
78494,J. Waterman,Canada,3791.0,3611.0,0.9525191242416248,47,47,1.0,0,32,1799.0,3791.0,0.4745449749406489,0.4745449749406489,False,1812.0,0.4745449749406489,0.9525191242416248,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
16470,J. Alcívar,Ecuador,4452.0,4452.0,1.0,58,58,1.0,0,51,2645.0,4452.0,0.594115004492363,0.594115004492363,False,1807.0,0.594115004492363,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
2489,L. Díaz,Colombia,6514.0,6514.0,1.0,62,62,1.0,0,58,4720.0,6514.0,0.7245931839115751,0.7245931839115751,False,1794.0,0.7245931839115751,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
70767,B. Ojeda,Paraguay,4081.0,4081.0,1.0,38,38,1.0,0,35,2310.0,4081.0,0.5660377358490566,0.5660377358490566,False,1771.0,0.5660377358490566,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
94541,J. Bell,New Zealand,4331.0,3853.0,0.8896328792426691,32,32,1.0,0,26,2093.0,4331.0,0.4832602170399446,0.4832602170399446,False,1760.0,0.4832602170399446,0.8896328792426691,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
6808,J. Italiano,Australia,2476.0,2476.0,1.0,36,14,0.3888888888888889,22,9,732.0,2476.0,0.2956381260096931,0.2956381260096931,False,1744.0,0.2956381260096931,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
22222,Z. Çelik,Türkiye,5541.0,5541.0,1.0,52,52,1.0,0,49,3801.0,5541.0,0.6859772604223064,0.6859772604223064,False,1740.0,0.6859772604223064,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
407806,Rayan,Brazil,6482.0,6052.0,0.933662449861154,86,86,1.0,0,52,4318.0,6482.0,0.6661524220919469,0.6661524220919469,False,1734.0,0.6661524220919469,0.933662449861154,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
308689,S. Lopes Cabral,Cape Verde Islands,3799.0,3799.0,1.0,88,88,1.0,0,32,2068.0,3799.0,0.5443537773098184,0.5443537773098184,False,1731.0,0.5443537773098184,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
71230,C. Harvey,Panama,2955.0,2955.0,1.0,42,42,1.0,0,25,1260.0,2955.0,0.4263959390862944,0.4263959390862944,False,1695.0,0.4263959390862944,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
13151,J. Portilla,Colombia,3408.0,3408.0,1.0,43,43,1.0,0,36,1714.0,3408.0,0.5029342723004695,0.5029342723004695,False,1694.0,0.5029342723004695,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
51603,A. Canobbio,Uruguay,6333.0,6333.0,1.0,78,78,1.0,0,63,4649.0,6333.0,0.7340912679614716,0.7340912679614716,False,1684.0,0.7340912679614716,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
195107,D. Bobadilla,Paraguay,6047.0,6047.0,1.0,73,73,1.0,0,62,4366.0,6047.0,0.7220109145030593,0.7220109145030593,False,1681.0,0.7220109145030593,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
217,Lautaro Martínez,Argentina,4844.0,4844.0,1.0,63,63,1.0,0,55,3169.0,4844.0,0.6542113955408753,0.6542113955408753,False,1675.0,0.6542113955408753,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
2977,A. Godoy,Panama,3987.0,3987.0,1.0,60,60,1.0,0,42,2314.0,3987.0,0.5803862553298219,0.5803862553298219,False,1673.0,0.5803862553298219,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
295026,M. Baturina,Croatia,4021.0,3854.0,0.958468042775429,48,48,1.0,0,47,2182.0,4021.0,0.5426510818204426,0.5426510818204426,False,1672.0,0.5426510818204426,0.958468042775429,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
8601,F. Pierrot,Haiti,3111.0,3111.0,1.0,91,91,1.0,0,38,1440.0,3111.0,0.4628736740597878,0.4628736740597878,False,1671.0,0.4628736740597878,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
51494,M. Ugarte,Uruguay,3203.0,2981.0,0.9306899781454886,45,45,1.0,0,44,1322.0,3203.0,0.4127380580705588,0.4127380580705588,False,1659.0,0.4127380580705588,0.9306899781454886,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
20457,C. Burgess,Australia,6296.0,6296.0,1.0,55,55,1.0,0,55,4666.0,6296.0,0.7411054637865311,0.7411054637865311,False,1630.0,0.7411054637865311,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
129670,N. Mbuku,Congo DR,2710.0,2710.0,1.0,48,20,0.4166666666666667,28,18,1090.0,2710.0,0.4022140221402214,0.4022140221402214,False,1620.0,0.4022140221402214,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
927,Lee Kang-In,South Korea,3738.0,3738.0,1.0,56,56,1.0,0,49,2119.0,3738.0,0.566880684858213,0.566880684858213,False,1619.0,0.566880684858213,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
10135,Bruno Guimarães,Brazil,5540.0,5540.0,1.0,65,65,1.0,0,50,3921.0,5540.0,0.7077617328519855,0.7077617328519855,False,1619.0,0.7077617328519855,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
46731,P. Estupiñán,Ecuador,3104.0,3104.0,1.0,48,48,1.0,0,42,1492.0,3104.0,0.4806701030927835,0.4806701030927835,False,1612.0,0.4806701030927835,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
50272,O. Shukurov,Uzbekistan,2075.0,2075.0,1.0,29,15,0.5172413793103449,14,8,499.0,2075.0,0.2404819277108433,0.2404819277108433,False,1576.0,0.2404819277108433,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
517,J. Rodríguez,Colombia,3427.0,3427.0,1.0,58,58,1.0,0,31,1855.0,3427.0,0.5412897578056609,0.5412897578056609,False,1572.0,0.5412897578056609,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
66055,P. Musa,Croatia,4240.0,3708.0,0.8745283018867924,33,33,1.0,0,30,2163.0,4240.0,0.5101415094339623,0.5101415094339623,False,1545.0,0.5101415094339623,0.8745283018867924,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
186,Son Heung-Min,South Korea,4495.0,4495.0,1.0,43,43,1.0,0,37,2965.0,4495.0,0.6596218020022246,0.6596218020022246,False,1530.0,0.6596218020022246,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
392387,O. Makhanya,South Africa,4022.0,4022.0,1.0,37,37,1.0,0,33,2496.0,4022.0,0.6205867727498757,0.6205867727498757,False,1526.0,0.6205867727498757,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
2472,R. De Paul,Argentina,5168.0,5168.0,1.0,52,52,1.0,0,44,3650.0,5168.0,0.7062693498452013,0.7062693498452013,False,1518.0,0.7062693498452013,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
6009,J. Álvarez,Argentina,5662.0,5662.0,1.0,70,70,1.0,0,62,4147.0,5662.0,0.7324267043447545,0.7324267043447545,False,1515.0,0.7324267043447545,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
1084,M. Pongracic,Croatia,5594.0,5594.0,1.0,57,57,1.0,0,54,4083.0,5594.0,0.7298891669646049,0.7298891669646049,False,1511.0,0.7298891669646049,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
50270,Ryan Mendes,Cape Verde Islands,3983.0,3983.0,1.0,82,82,1.0,0,37,2475.0,3983.0,0.6213909113733367,0.6213909113733367,False,1508.0,0.6213909113733367,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
134995,Nawaf Boushal,Saudi Arabia,3958.0,3958.0,1.0,50,50,1.0,0,45,2450.0,3958.0,0.61899949469429,0.61899949469429,False,1508.0,0.61899949469429,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
2539,Ahmed Fathi,Qatar,2174.0,2174.0,1.0,27,19,0.7037037037037037,8,11,668.0,2174.0,0.3072677092916283,0.3072677092916283,False,1506.0,0.3072677092916283,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
30776,C. Romero,Argentina,4796.0,4796.0,1.0,58,58,1.0,0,40,3294.0,4796.0,0.6868223519599667,0.6868223519599667,False,1502.0,0.6868223519599667,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
1494,Jovane Cabral,Cape Verde Islands,3320.0,3320.0,1.0,38,38,1.0,0,31,1820.0,3320.0,0.5481927710843374,0.5481927710843374,False,1500.0,0.5481927710843374,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
197985,Seol Young-Woo,South Korea,5624.0,5624.0,1.0,56,56,1.0,0,48,4126.0,5624.0,0.7336415362731152,0.7336415362731152,False,1498.0,0.7336415362731152,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
44324,Feras Al Brikan,Saudi Arabia,4130.0,4130.0,1.0,52,52,1.0,0,50,2637.0,4130.0,0.6384987893462469,0.6384987893462469,False,1493.0,0.6384987893462469,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
295513,J. López,Argentina,6255.0,6255.0,1.0,82,82,1.0,0,75,4771.0,6255.0,0.7627498001598721,0.7627498001598721,False,1484.0,0.7627498001598721,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
292396,A. Londoño,Panama,3832.0,3832.0,1.0,52,52,1.0,0,40,2371.0,3832.0,0.6187369519832986,0.6187369519832986,False,1461.0,0.6187369519832986,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
417,A. Schöpf,Austria,2155.0,2155.0,1.0,56,33,0.5892857142857143,23,13,697.0,2155.0,0.3234338747099768,0.3234338747099768,False,1458.0,0.3234338747099768,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
180937,H. Falchener,Norway,3862.0,3682.0,0.9533920248575868,35,35,1.0,0,31,2227.0,3862.0,0.5766442257897463,0.5766442257897463,False,1455.0,0.5766442257897463,0.9533920248575868,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
2544,Akram Afif,Qatar,3842.0,3752.0,0.9765747006767308,37,37,1.0,0,26,2306.0,3842.0,0.6002082248828735,0.6002082248828735,False,1446.0,0.6002082248828735,0.9765747006767308,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
21101,S. Moutoussamy,Congo DR,3357.0,3357.0,1.0,82,32,0.3902439024390244,50,24,1912.0,3357.0,0.5695561513255883,0.5695561513255883,False,1445.0,0.5695561513255883,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
2851,K. Nordfeldt,Sweden,3870.0,3870.0,1.0,34,34,1.0,0,29,2430.0,3870.0,0.627906976744186,0.627906976744186,False,1440.0,0.627906976744186,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
51776,M. Araújo,Uruguay,5194.0,5194.0,1.0,58,58,1.0,0,47,3756.0,5194.0,0.7231420870234886,0.7231420870234886,False,1438.0,0.7231420870234886,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
199578,Z. Suzuki,Japan,3780.0,3780.0,1.0,45,45,1.0,0,29,2345.0,3780.0,0.6203703703703703,0.6203703703703703,False,1435.0,0.6203703703703703,1.0,True,False,minutes_exist_in_precheck_but_not_current_ledger,True
