fixture_id,attempts,last_run_utc,player_rows,lineup_rows,event_rows,status
1415630,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415643,2,2026-07-20T00:02:32.763690+00:00,0,4,4,rechecked_player_endpoint_empty
1415644,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415649,2,2026-07-20T00:02:32.763690+00:00,0,2,2,rechecked_player_endpoint_empty
1415657,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415668,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1415679,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415685,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1415692,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415695,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415697,2,2026-07-20T00:02:32.763690+00:00,0,3,2,rechecked_player_endpoint_empty
1415701,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415708,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1415717,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415721,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1415724,2,2026-07-20T00:02:32.763690+00:00,0,2,3,rechecked_player_endpoint_empty
1415732,2,2026-07-20T00:02:32.763690+00:00,0,2,4,rechecked_player_endpoint_empty
1415916,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415918,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1415919,2,2026-07-20T00:02:32.763690+00:00,0,3,0,rechecked_player_endpoint_empty
1415921,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1415923,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1415924,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1415926,2,2026-07-20T00:02:32.763690+00:00,0,3,2,rechecked_player_endpoint_empty
1415927,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1415928,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1419568,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1421138,2,2026-07-20T00:02:32.763690+00:00,0,3,2,rechecked_player_endpoint_empty
1421145,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1421175,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1421202,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1435928,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_no_target_player_returned
1435937,2,2026-07-20T00:02:32.763690+00:00,4,5,3,rechecked_completed
1435943,2,2026-07-20T00:02:32.763690+00:00,1,2,1,rechecked_completed
1435949,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_no_target_player_returned
1435960,2,2026-07-20T00:02:32.763690+00:00,8,9,3,rechecked_completed
1436778,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1436780,2,2026-07-20T00:02:32.763690+00:00,0,1,2,rechecked_player_endpoint_empty
1436783,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1437227,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1446895,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1446896,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1446899,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1446900,2,2026-07-20T00:02:32.763690+00:00,0,2,2,rechecked_player_endpoint_empty
1446901,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1446902,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1446903,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1446904,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1446906,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1446907,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1446909,2,2026-07-20T00:03:46.276365+00:00,0,2,1,rechecked_player_endpoint_empty
1446910,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1446911,2,2026-07-20T00:02:32.763690+00:00,0,3,3,rechecked_player_endpoint_empty
1446913,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1446917,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1446918,2,2026-07-20T00:02:32.763690+00:00,0,3,3,rechecked_player_endpoint_empty
1446919,2,2026-07-20T00:02:32.763690+00:00,0,2,2,rechecked_player_endpoint_empty
1446922,2,2026-07-20T00:02:32.763690+00:00,0,4,2,rechecked_player_endpoint_empty
1446923,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1446924,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1446925,2,2026-07-20T00:02:32.763690+00:00,0,1,2,rechecked_player_endpoint_empty
1446928,2,2026-07-20T00:03:46.276365+00:00,0,2,2,rechecked_player_endpoint_empty
1446929,2,2026-07-20T00:02:32.763690+00:00,0,3,2,rechecked_player_endpoint_empty
1451486,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1451495,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1451617,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1485346,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1485352,2,2026-07-20T00:03:46.276365+00:00,0,2,2,rechecked_player_endpoint_empty
1485353,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1485354,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1489326,2,2026-07-20T00:02:32.763690+00:00,0,5,3,rechecked_player_endpoint_empty
1489334,2,2026-07-20T00:02:32.763690+00:00,0,6,2,rechecked_player_endpoint_empty
1491601,2,2026-07-20T00:02:32.763690+00:00,0,3,2,rechecked_player_endpoint_empty
1491607,2,2026-07-20T00:02:32.763690+00:00,0,2,2,rechecked_player_endpoint_empty
1491631,2,2026-07-20T00:02:32.763690+00:00,0,4,1,rechecked_player_endpoint_empty
1491633,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1491649,2,2026-07-20T00:02:32.763690+00:00,0,4,2,rechecked_player_endpoint_empty
1505602,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1505608,2,2026-07-20T00:02:32.763690+00:00,0,1,2,rechecked_player_endpoint_empty
1505609,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1505611,2,2026-07-20T00:03:46.276365+00:00,0,2,1,rechecked_player_endpoint_empty
1505612,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1505614,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1521238,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1528518,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1528526,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1528532,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1537392,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1537393,2,2026-07-20T00:02:32.763690+00:00,0,3,2,rechecked_player_endpoint_empty
1537399,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1537400,2,2026-07-20T00:02:32.763690+00:00,0,3,2,rechecked_player_endpoint_empty
1537625,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1537626,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1540727,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1540975,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1540978,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1540980,2,2026-07-20T00:02:32.763690+00:00,0,1,0,rechecked_player_endpoint_empty
1540984,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1542139,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1542140,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1542141,2,2026-07-20T00:02:32.763690+00:00,0,2,0,rechecked_player_endpoint_empty
1542383,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1543176,2,2026-07-20T00:02:32.763690+00:00,0,2,2,rechecked_player_endpoint_empty
1543177,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1543178,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1543180,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1543778,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1543779,2,2026-07-20T00:02:32.763690+00:00,0,3,3,rechecked_player_endpoint_empty
1544965,2,2026-07-20T00:02:32.763690+00:00,0,2,1,rechecked_player_endpoint_empty
1544966,2,2026-07-20T00:02:32.763690+00:00,0,3,1,rechecked_player_endpoint_empty
1544967,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
1544969,2,2026-07-20T00:02:32.763690+00:00,0,3,0,rechecked_player_endpoint_empty
1546530,2,2026-07-20T00:02:32.763690+00:00,0,1,1,rechecked_player_endpoint_empty
