fixture_id,league_id,league_name,season,player_rows,lineup_rows,players_response_nonempty,lineups_response_nonempty,date_utc,sample_order,sample_count,is_latest_sample
1379349,119,Superliga,2025,40,40,True,True,2025-07-18 17:00:00+00:00,0,2,False
1545410,119,Superliga,2025,40,40,True,True,2026-05-21 16:30:00+00:00,1,2,True
1374073,128,Liga Profesional Argentina,2025,46,46,True,True,2025-07-11 23:00:00+00:00,0,2,False
1490750,128,Liga Profesional Argentina,2025,46,46,True,True,2025-12-14 00:00:00+00:00,1,2,True
1491818,128,Liga Profesional Argentina,2026,44,44,True,True,2026-01-22 20:00:00+00:00,0,2,False
1545443,128,Liga Profesional Argentina,2026,46,46,True,True,2026-05-24 18:30:00+00:00,1,2,True
1377867,135,Serie A,2025,49,49,True,True,2025-08-23 16:30:00+00:00,0,2,False
1378243,135,Serie A,2025,49,49,True,True,2026-05-24 18:45:00+00:00,1,2,True
1419601,136,Serie B,2025,45,45,True,True,2025-08-24 17:00:00+00:00,0,2,False
1419969,136,Serie B,2025,43,43,True,True,2026-05-08 18:30:00+00:00,1,2,True
1393800,137,Coppa Italia,2025,51,51,True,True,2025-08-15 16:30:00+00:00,0,2,False
1542548,137,Coppa Italia,2025,52,52,True,True,2026-05-13 19:00:00+00:00,1,2,True
1390824,140,La Liga,2025,44,44,True,True,2025-08-15 17:00:00+00:00,0,2,False
1391198,140,La Liga,2025,45,45,True,True,2026-05-24 19:00:00+00:00,1,2,True
1391254,141,Segunda División,2025,46,46,True,True,2025-08-15 19:30:00+00:00,0,2,False
1548054,141,Segunda División,2025,46,46,True,True,2026-06-09 19:00:00+00:00,1,2,True
1480734,143,Copa del Rey,2025,0,43,False,True,2025-10-28 18:00:00+00:00,0,2,False
1529694,143,Copa del Rey,2025,44,44,True,True,2026-04-18 19:00:00+00:00,1,2,True
1382426,144,Jupiler Pro League,2025,40,40,True,True,2025-07-25 18:45:00+00:00,0,2,False
1546340,144,Jupiler Pro League,2025,40,40,True,True,2026-05-31 16:30:00+00:00,1,2,True
1392552,145,Challenger Pro League,2025,40,40,True,True,2025-08-09 18:00:00+00:00,0,2,False
1392807,145,Challenger Pro League,2025,0,40,False,True,2026-04-17 18:00:00+00:00,1,2,True
1523065,169,Super League,2026,46,46,True,True,2026-03-08 07:30:00+00:00,0,2,False
1523197,169,Super League,2026,46,46,True,True,2026-07-14 11:35:00+00:00,1,2,True
1388009,172,First League,2025,31,38,True,True,2025-07-19 17:00:00+00:00,0,2,False
1546530,172,First League,2025,0,40,False,True,2026-05-29 16:00:00+00:00,1,2,True
1382666,179,Premiership,2025,40,40,True,True,2025-08-02 14:00:00+00:00,0,2,False
1540018,179,Premiership,2025,40,40,True,True,2026-05-17 13:00:00+00:00,1,2,True
1469558,188,A-League,2025,36,36,True,True,2025-10-17 08:00:00+00:00,0,2,False
1545369,188,A-League,2025,36,36,True,True,2026-05-23 08:10:00+00:00,1,2,True
1400742,197,Super League 1,2025,44,44,True,True,2025-08-23 17:00:00+00:00,0,2,False
1537107,197,Super League 1,2025,43,43,True,True,2026-05-21 16:00:00+00:00,1,2,True
1394436,203,Süper Lig,2025,41,42,True,True,2025-08-08 18:30:00+00:00,0,2,False
1394738,203,Süper Lig,2025,41,41,True,True,2026-05-17 17:00:00+00:00,1,2,True
1398320,204,1. Lig,2025,42,42,True,True,2025-08-09 16:00:00+00:00,0,2,False
1398691,204,1. Lig,2025,41,41,True,True,2026-05-02 13:00:00+00:00,1,2,True
1484203,206,Türkiye Kupası,2025,0,0,False,False,2025-10-29 12:00:00+00:00,0,2,False
1545069,206,Türkiye Kupası,2025,0,42,False,True,2026-05-22 17:45:00+00:00,1,2,True
1382294,207,Super League,2025,40,40,True,True,2025-07-25 18:30:00+00:00,0,2,False
1545231,207,Super League,2025,0,40,False,True,2026-05-21 18:15:00+00:00,1,2,True
1383921,210,HNL,2025,46,46,True,True,2025-08-02 19:00:00+00:00,0,2,False
1384094,210,HNL,2025,42,42,True,True,2026-05-23 16:45:00+00:00,1,2,True
1390027,218,Bundesliga,2025,40,40,True,True,2025-08-01 18:30:00+00:00,0,2,False
1545407,218,Bundesliga,2025,40,40,True,True,2026-05-19 16:30:00+00:00,1,2,True
1418747,233,Premier League,2025,40,40,True,True,2025-08-08 15:00:00+00:00,0,2,False
1533659,233,Premier League,2025,40,40,True,True,2026-05-29 14:00:00+00:00,1,2,True
1400031,235,Premier League,2025,46,46,True,True,2025-07-18 17:30:00+00:00,0,2,False
1545415,235,Premier League,2025,45,45,True,True,2026-05-23 15:30:00+00:00,1,2,True
1377764,239,Primera A,2025,36,36,True,True,2025-06-11 23:15:00+00:00,0,2,False
1490830,239,Primera A,2025,40,40,True,True,2025-12-17 00:30:00+00:00,1,2,True
1498262,239,Primera A,2026,38,38,True,True,2026-01-17 23:20:00+00:00,0,2,False
1546413,239,Primera A,2026,40,40,True,True,2026-06-08 22:00:00+00:00,1,2,True
1338424,242,Liga Pro,2025,45,44,True,True,2025-06-14 19:00:00+00:00,0,2,False
1479593,242,Liga Pro,2025,46,46,True,True,2025-12-21 21:30:00+00:00,1,2,True
1519262,242,Liga Pro,2026,45,45,True,True,2026-02-21 00:00:00+00:00,0,2,False
1519400,242,Liga Pro,2026,0,40,False,True,2026-07-16 21:30:00+00:00,1,2,True
1342725,244,Veikkausliiga,2025,31,39,True,True,2025-06-14 16:00:00+00:00,0,2,False
1457319,244,Veikkausliiga,2025,32,40,True,True,2025-11-09 13:00:00+00:00,1,2,True
1495644,244,Veikkausliiga,2026,32,40,True,True,2026-04-04 12:00:00+00:00,0,2,False
1495729,244,Veikkausliiga,2026,27,40,True,True,2026-07-10 16:00:00+00:00,1,2,True
1326471,253,Major League Soccer,2025,40,40,True,True,2025-06-12 23:30:00+00:00,0,2,False
1488536,253,Major League Soccer,2025,40,40,True,True,2025-12-06 19:30:00+00:00,1,2,True
1490775,253,Major League Soccer,2026,40,40,True,True,2026-02-21 19:30:00+00:00,0,2,False
1490328,253,Major League Soccer,2026,39,39,True,True,2026-07-17 02:30:00+00:00,1,2,True
1379481,262,Liga MX,2025,42,42,True,True,2025-07-12 01:00:00+00:00,0,2,False
1545451,262,Liga MX,2025,42,42,True,True,2026-05-25 01:00:00+00:00,1,2,True
1550895,262,Liga MX,2026,40,40,True,True,2026-07-17 03:10:00+00:00,0,1,True
1339110,265,Primera División,2025,36,36,True,True,2025-06-15 19:00:00+00:00,0,2,False
1339245,265,Primera División,2025,36,36,True,True,2025-12-07 21:00:00+00:00,1,2,True
1505354,265,Primera División,2026,40,41,True,True,2026-01-31 18:30:00+00:00,0,2,False
1505465,265,Primera División,2026,0,40,False,True,2026-06-14 21:30:00+00:00,1,2,True
1380175,271,NB I,2025,46,46,True,True,2025-07-26 18:15:00+00:00,0,2,False
1380369,271,NB I,2025,46,46,True,True,2026-05-16 15:15:00+00:00,1,2,True
1385757,283,Liga I,2025,42,42,True,True,2025-07-11 16:00:00+00:00,0,2,False
1546371,283,Liga I,2025,45,45,True,True,2026-05-29 17:30:00+00:00,1,2,True
1384891,286,Super Liga,2025,44,44,True,True,2025-07-19 18:00:00+00:00,0,2,False
1540321,286,Super Liga,2025,44,44,True,True,2026-05-24 17:30:00+00:00,1,2,True
1424021,288,Premier Soccer League,2025,40,40,True,True,2025-08-09 13:00:00+00:00,0,2,False
1429711,288,Premier Soccer League,2025,40,40,True,True,2026-05-23 13:00:00+00:00,1,2,True
1340803,292,K League 1,2025,0,40,False,True,2025-06-13 10:30:00+00:00,0,2,False
1482497,292,K League 1,2025,40,40,True,True,2025-11-30 07:30:00+00:00,1,2,True
1506896,292,K League 1,2026,40,40,True,True,2026-02-28 05:00:00+00:00,0,2,False
1506997,292,K League 1,2026,0,40,False,True,2026-07-12 10:30:00+00:00,1,2,True
1404268,296,Thai League 1,2025,0,46,False,True,2025-08-17 11:30:00+00:00,0,2,False
1491304,296,Thai League 1,2025,0,46,False,True,2026-05-10 11:00:00+00:00,1,2,True
1415916,301,Pro League,2025,0,44,False,True,2025-08-16 14:05:00+00:00,0,2,False
1544969,301,Pro League,2025,0,44,False,True,2026-05-16 15:30:00+00:00,1,2,True
1393729,305,Stars League,2025,0,46,False,True,2025-08-14 15:30:00+00:00,0,2,False
1497478,305,Stars League,2025,46,46,True,True,2026-04-27 16:30:00+00:00,1,2,True
1435914,307,Pro League,2025,39,39,True,True,2025-08-28 18:00:00+00:00,0,2,False
1438977,307,Pro League,2025,40,40,True,True,2026-05-21 18:00:00+00:00,1,2,True
1415589,318,1. Division,2025,0,46,False,True,2025-08-22 17:00:00+00:00,0,2,False
1543784,318,1. Division,2025,0,46,False,True,2026-05-22 14:30:00+00:00,1,2,True
1384101,332,Super Liga,2025,40,40,True,True,2025-07-26 18:30:00+00:00,0,2,False
1528532,332,Super Liga,2025,0,38,False,True,2026-05-16 15:00:00+00:00,1,2,True
1384652,345,Czech Liga,2025,43,43,True,True,2025-07-18 17:00:00+00:00,0,2,False
1542836,345,Czech Liga,2025,38,38,True,True,2026-05-24 12:00:00+00:00,1,2,True
1340613,357,Premier Division,2025,40,40,True,True,2025-06-13 18:45:00+00:00,0,2,False
1340699,357,Premier Division,2025,40,40,True,True,2025-11-01 16:30:00+00:00,1,2,True
1492620,357,Premier Division,2026,40,40,True,True,2026-02-08 14:00:00+00:00,0,2,False
1492735,357,Premier Division,2026,30,40,True,True,2026-07-10 19:00:00+00:00,1,2,True
1389594,383,Ligat Ha'al,2025,0,39,False,True,2025-08-23 17:30:00+00:00,0,2,False
1540731,383,Ligat Ha'al,2025,40,40,True,True,2026-05-23 18:00:00+00:00,1,2,True
1500511,475,Paulista - A1,2026,45,45,True,True,2026-01-10 19:00:00+00:00,0,2,False
1528825,475,Paulista - A1,2026,46,46,True,True,2026-03-08 23:30:00+00:00,1,2,True
1501283,526,Trophée des Champions,2025,40,40,True,True,2026-01-08 18:00:00+00:00,0,1,True
1381189,528,Community Shield,2025,40,40,True,True,2025-08-10 14:00:00+00:00,0,1,True
1377540,529,Super Cup,2025,40,40,True,True,2025-08-16 18:30:00+00:00,0,1,True
1377400,531,UEFA Super Cup,2025,42,42,True,True,2025-08-13 19:00:00+00:00,0,1,True
1482100,533,CAF Super Cup,2025,40,40,True,True,2025-10-18 17:00:00+00:00,0,1,True
1491502,547,Super Cup,2025,49,49,True,True,2025-12-18 19:00:00+00:00,0,2,False
1495114,547,Super Cup,2025,52,52,True,True,2025-12-22 19:00:00+00:00,1,2,True
1502168,551,Super Cup,2025,42,42,True,True,2026-01-05 17:30:00+00:00,0,2,False
1503186,551,Super Cup,2025,42,42,True,True,2026-01-10 15:45:00+00:00,1,2,True
1405523,556,Super Cup,2025,44,44,True,True,2026-01-07 19:00:00+00:00,0,2,False
1503770,556,Super Cup,2025,44,44,True,True,2026-01-11 19:00:00+00:00,1,2,True
1500877,624,Carioca - 1,2026,43,46,True,True,2026-01-11 21:00:00+00:00,0,2,False
1528849,624,Carioca - 1,2026,46,46,True,True,2026-03-08 21:00:00+00:00,1,2,True
1351423,772,Leagues Cup,2025,38,46,True,True,2025-07-29 23:00:00+00:00,0,2,False
1449981,772,Leagues Cup,2025,45,45,True,True,2025-09-01 00:00:00+00:00,1,2,True
1383477,848,UEFA Europa Conference League,2025,0,43,False,True,2025-07-10 18:45:00+00:00,0,2,False
1544608,848,UEFA Europa Conference League,2025,44,44,True,True,2026-05-27 19:00:00+00:00,1,2,True
1467392,1168,FIFA Intercontinental Cup,2025,45,45,True,True,2025-09-14 18:00:00+00:00,0,2,False
1491683,1168,FIFA Intercontinental Cup,2025,47,47,True,True,2025-12-17 17:00:00+00:00,1,2,True
