player_id,player_name,detailed_fixtures,detailed_minutes,current_window_fixtures,pre_world_cup_fixtures,provider_position_rate,passes_rate,has_lineup_evidence,world_cup_team,squad_position,reported_minutes,benchmark_precheck
726,Andrej Kramarić,39,2491.0,39,36,1.0,1.0,True,Croatia,Midfielder,2555.0,True
730,Thibaut Courtois,57,5096.0,51,51,1.0,1.0,True,Belgium,Goalkeeper,5280.0,True
732,Luca Zidane,7,660.0,7,4,1.0,1.0,True,Algeria,Goalkeeper,3273.0,True
744,Brahim Díaz,59,2867.0,55,53,1.0,1.0,True,Morocco,Midfielder,3132.0,True
747,Casemiro,42,3144.0,41,37,1.0,1.0,True,Brazil,Midfielder,4863.0,True
750,Álvaro Fidalgo,38,2438.0,36,35,1.0,1.0,True,Mexico,Midfielder,3372.0,True
753,Marcos Llorente,52,4068.0,52,49,1.0,1.0,True,Spain,Midfielder,4249.0,True
754,Luka Modrić,47,3322.0,41,43,1.0,1.0,True,Croatia,Midfielder,3574.0,True
756,Federico Valverde,54,4580.0,54,51,1.0,1.0,True,Uruguay,Midfielder,5892.0,True
762,Vinícius Júnior,65,5230.0,58,60,1.0,1.0,True,Brazil,Midfielder,6562.0,True
790,Edin Džeko,14,504.0,14,11,1.0,1.0,True,Bosnia & Herzegovina,Attacker,5088.0,True
792,Justin Kluivert,23,1043.0,23,21,1.0,1.0,True,Netherlands,Attacker,1165.0,False
794,Patrik Schick,45,3043.0,45,42,1.0,1.0,True,Czech Republic,Attacker,3159.0,True
818,Tomáš Chorý,32,2319.0,32,30,1.0,1.0,True,Czech Republic,Attacker,2423.0,True
842,Nikola Vlašić,38,3102.0,38,35,1.0,1.0,True,Croatia,Midfielder,3616.0,True
855,João Cancelo,39,2637.0,34,34,1.0,1.0,True,Portugal,Defender,2865.0,True
863,Rodrigo Bentancur,39,3006.0,39,36,1.0,1.0,True,Uruguay,Midfielder,3803.0,True
874,Cristiano Ronaldo,37,3180.0,37,32,1.0,1.0,True,Portugal,Attacker,3861.0,True
886,Diogo Dalot,38,2861.0,38,36,1.0,1.0,True,Portugal,Defender,3039.0,True
889,Victor Lindelöf,32,2186.0,32,28,1.0,1.0,True,Sweden,Midfielder,2303.0,True
903,Scott McTominay,46,3881.0,46,43,1.0,1.0,True,Scotland,Attacker,4242.0,True
906,Tahith Chong,11,533.0,11,8,1.0,0.9090909090909091,True,Curaçao,Midfielder,1362.0,False
909,Marcus Rashford,54,2820.0,54,49,1.0,1.0,True,England,Attacker,3099.0,True
925,Gonçalo Guedes,38,2321.0,38,38,1.0,1.0,True,Portugal,Attacker,2411.0,True
927,Kang-in Lee,46,2179.0,42,43,1.0,1.0,True,South Korea,Attacker,3738.0,True
931,Ferran Torres,56,2933.0,56,49,1.0,0.9821428571428571,True,Spain,Midfielder,3088.0,True
951,Michel Aebischer,22,1651.0,22,18,1.0,1.0,True,Switzerland,Midfielder,3771.0,True
952,Christian Fassnacht,40,2746.0,40,39,1.0,1.0,True,Switzerland,Midfielder,2821.0,True
957,Djibril Sow,26,1756.0,26,22,1.0,1.0,True,Switzerland,Midfielder,2785.0,True
972,Jonathan Tah,58,4539.0,53,54,1.0,1.0,True,Germany,Defender,5066.0,True
978,Kai Havertz,28,1421.0,28,24,1.0,1.0,True,Germany,Attacker,1652.0,False
1084,Marin Pongračić,28,2316.0,28,25,1.0,1.0,True,Croatia,Defender,5594.0,True
1095,Xaver Schlager,34,2306.0,34,30,1.0,1.0,True,Austria,Midfielder,2446.0,True
1100,Erling Haaland,61,4863.0,57,56,1.0,1.0,True,Norway,Attacker,5118.0,True
1111,Jack Hendry,15,1297.0,15,12,1.0,1.0,True,Scotland,Defender,3103.0,True
1115,Anthony Ralston,31,1493.0,31,29,1.0,1.0,True,Scotland,Defender,1772.0,False
1117,Kieran Tierney,46,3335.0,46,44,1.0,1.0,True,Scotland,Midfielder,3708.0,True
1119,Kristoffer Ajer,36,2635.0,36,31,1.0,1.0,True,Norway,Defender,3030.0,True
1125,Ryan Christie,30,1154.0,30,27,1.0,1.0,True,Scotland,Midfielder,1956.0,True
1138,Timothy Weah,44,3260.0,43,42,1.0,1.0,True,USA,Attacker,3633.0,True
1142,Yvon Mvogo,23,2070.0,23,23,1.0,1.0,True,Switzerland,Goalkeeper,3015.0,True
1145,Ibrahima Konaté,52,4294.0,52,51,1.0,1.0,True,France,Defender,4547.0,True
1149,Dayot Upamecano,54,4246.0,49,47,1.0,1.0,True,France,Defender,4452.0,True
1150,Tyler Adams,35,2511.0,30,31,1.0,1.0,True,USA,Midfielder,2773.0,True
1157,Konrad Laimer,55,3953.0,51,51,1.0,1.0,True,Austria,Defender,4131.0,True
1159,Marcel Sabitzer,42,2938.0,38,38,1.0,0.9761904761904762,True,Austria,Midfielder,3419.0,True
1165,Matheus Cunha,41,3055.0,40,36,1.0,1.0,True,Brazil,Attacker,3681.0,True
1231,Vladimír Coufal,38,3377.0,38,35,1.0,1.0,True,Czech Republic,Midfielder,3727.0,True
1237,Jaroslav Zelený,10,787.0,10,8,1.0,1.0,True,Czech Republic,Midfielder,2496.0,True
1243,Tomáš Souček,41,2643.0,41,38,1.0,0.975609756097561,True,Czech Republic,Midfielder,2700.0,True
1257,Jules Koundé,54,4139.0,54,47,1.0,1.0,True,France,Defender,4340.0,True
1271,Aurélien Tchouaméni,59,4835.0,53,55,1.0,1.0,True,France,Midfielder,5020.0,True
1290,Guillermo Varela,39,3106.0,38,36,1.0,1.0,True,Uruguay,Defender,5704.0,True
1305,Dominik Livaković,12,1110.0,12,8,1.0,1.0,True,Croatia,Goalkeeper,2271.0,True
1322,Nikola Moro,44,2733.0,44,44,1.0,1.0,True,Croatia,Midfielder,2779.0,True
1323,Dani Olmo,56,3265.0,56,49,1.0,1.0,True,Spain,Midfielder,3408.0,True
1324,Ivan Šunjić,11,828.0,11,7,1.0,1.0,True,Bosnia & Herzegovina,Midfielder,2938.0,True
1361,Ferdi Kadıoğlu,44,3676.0,44,42,1.0,1.0,True,Türkiye,Defender,3676.0,True
1411,Hannes Delcroix,8,661.0,8,5,1.0,1.0,True,Haiti,Defender,1750.0,False
1417,Alexis Saelemaekers,43,3162.0,43,39,1.0,1.0,True,Belgium,Attacker,3316.0,True
1422,Jérémy Doku,55,3517.0,52,50,1.0,1.0,True,Belgium,Midfielder,4019.0,True
1424,Edo Kayembe,34,2288.0,34,31,1.0,1.0,True,Congo DR,Midfielder,2973.0,True
1442,Sead Kolašinac,32,2151.0,32,28,1.0,1.0,True,Bosnia & Herzegovina,Defender,2790.0,True
1460,Bukayo Saka,55,3522.0,55,49,1.0,1.0,True,England,Midfielder,3928.0,True
1464,Granit Xhaka,42,3637.0,42,36,1.0,1.0,True,Switzerland,Midfielder,3946.0,True
1485,Bruno Fernandes,42,3624.0,42,37,1.0,1.0,True,Portugal,Midfielder,4783.0,True
1494,Jovane Cabral,9,493.0,9,7,1.0,1.0,True,Cape Verde Islands,Midfielder,3320.0,True
1496,Raphinha,38,2533.0,37,36,1.0,1.0,True,Brazil,Midfielder,3660.0,True
1567,Aïssa Mandi,49,4069.0,49,45,1.0,1.0,True,Algeria,Defender,4294.0,True
1578,Giovani Lo Celso,34,1858.0,34,33,1.0,0.9705882352941176,True,Argentina,Midfielder,2394.0,True
1590,José Sá,24,2160.0,24,24,1.0,1.0,True,Portugal,Goalkeeper,2248.0,True
1631,Ricardo Rodríguez,40,2889.0,40,34,1.0,1.0,True,Switzerland,Defender,3273.0,True
1640,Hakan Çalhanoğlu,32,2316.0,32,30,1.0,1.0,True,Türkiye,Midfielder,2898.0,True
1642,Franck Kessié,45,3798.0,45,41,1.0,1.0,True,Ivory Coast,Midfielder,4046.0,True
1646,Lucas Paquetá,45,3297.0,45,41,1.0,1.0,True,Brazil,Midfielder,3851.0,True
1719,Mert Müldür,39,2246.0,39,36,1.0,1.0,True,Türkiye,Defender,2516.0,True
1725,Dejan Ljubičić,10,735.0,10,10,1.0,1.0,True,Austria,Midfielder,2706.0,True
1741,Nikola Katić,10,858.0,10,6,1.0,1.0,True,Bosnia & Herzegovina,Defender,3129.0,True
1807,Evan Ndicka,46,3840.0,46,46,1.0,1.0,True,Ivory Coast,Defender,7332.0,True
1864,Pedro Neto,63,4656.0,57,58,1.0,1.0,True,Portugal,Midfielder,5367.0,True
1902,Duje Ćaleta-Car,31,2541.0,31,31,1.0,1.0,True,Croatia,Defender,2541.0,True
1929,Jhon Lucumí,50,4251.0,49,45,1.0,1.0,True,Colombia,Defender,5780.0,True
1934,Sander Berge,44,3499.0,44,39,1.0,1.0,True,Norway,Midfielder,3916.0,True
1942,Junya Ito,38,2420.0,38,34,1.0,1.0,True,Japan,Attacker,3139.0,True
1946,Leandro Trossard,56,3436.0,56,50,1.0,1.0,True,Belgium,Midfielder,3560.0,True
2001,Cyle Larin,32,1047.0,28,28,1.0,0.96875,True,Canada,Attacker,2043.0,True
2032,Jørgen Strand Larsen,50,3074.0,50,48,1.0,1.0,True,Norway,Attacker,3340.0,True
2194,Ramy Bensebaini,45,3605.0,40,41,1.0,0.9555555555555556,True,Algeria,Defender,4235.0,True
2218,Ismaïla Sarr,54,4252.0,54,50,1.0,1.0,True,Senegal,Midfielder,4521.0,True
2252,Tomáš Holeš,30,2344.0,30,28,1.0,1.0,True,Czech Republic,Defender,2436.0,True
2285,Antonio Rüdiger,35,2802.0,30,31,1.0,1.0,True,Germany,Defender,2847.0,True
2290,N'Golo Kanté,39,3333.0,39,39,1.0,1.0,True,France,Midfielder,4147.0,True
2410,Weverton,29,2662.0,23,29,1.0,1.0,True,Brazil,Goalkeeper,7181.0,True
2465,Juan Musso,18,1657.0,18,18,1.0,1.0,True,Argentina,Goalkeeper,1739.0,False
2467,Lisandro Martínez,25,1898.0,25,19,1.0,1.0,True,Argentina,Defender,2534.0,True
2468,Gonzalo Montiel,33,2553.0,32,28,1.0,1.0,True,Argentina,Defender,4694.0,True
2472,Rodrigo de Paul,33,2777.0,31,27,1.0,1.0,True,Argentina,Midfielder,5168.0,True
2481,Álvaro Montero,1,90.0,1,1,1.0,1.0,True,Colombia,Goalkeeper,4277.0,True
2482,Camilo Vargas,14,1308.0,14,9,1.0,1.0,True,Colombia,Goalkeeper,4992.0,True
2483,Deiver Machado,19,1252.0,18,18,1.0,1.0,True,Colombia,Defender,2026.0,True
2484,Yerry Mina,14,1149.0,14,13,1.0,1.0,True,Colombia,Defender,2834.0,True
2489,Luis Díaz,59,4816.0,58,54,1.0,1.0,True,Colombia,Midfielder,6514.0,True
2490,Jefferson Lerma,56,3233.0,55,51,1.0,0.9642857142857143,True,Colombia,Midfielder,4489.0,True
2499,Junior Alonso,30,2593.0,29,25,1.0,1.0,True,Paraguay,Defender,8456.0,True
2500,Fabián Balbuena,2,97.0,2,1,1.0,0.5,True,Paraguay,Defender,1843.0,True
2502,Gustavo Gómez,72,6321.0,66,67,1.0,1.0,True,Paraguay,Defender,9607.0,True
2507,Miguel Almirón,9,677.0,8,5,1.0,1.0,True,Paraguay,Midfielder,5522.0,True
2514,Alejandro Romero,6,190.0,3,5,1.0,1.0,True,Paraguay,Attacker,1595.0,False
2522,Antonio Sanabria,18,858.0,17,16,1.0,1.0,True,Paraguay,Attacker,1912.0,True
2530,Pedro Miguel,19,1661.0,19,16,1.0,1.0,True,Qatar,Defender,2728.0,True
2532,Boualem Khoukhi,18,1626.0,18,15,1.0,1.0,True,Qatar,Defender,2697.0,True
2533,Abdelaziz Hatem,3,142.0,3,2,1.0,1.0,True,Qatar,Midfielder,1047.0,False
2535,Assim Madibo,4,312.0,4,2,1.0,1.0,True,Qatar,Midfielder,1161.0,False
2539,Ahmed Fathi,5,331.0,5,2,1.0,1.0,True,Qatar,Midfielder,2174.0,True
2543,Almoez Ali,7,295.0,7,6,1.0,1.0,True,Qatar,Attacker,1920.0,True
2544,Akram Afif,22,1948.0,22,19,1.0,1.0,True,Qatar,Attacker,3842.0,True
2575,Jackson Porozo,11,928.0,10,10,1.0,1.0,True,Ecuador,Defender,3784.0,True
2583,Ángelo Preciado,21,1194.0,20,17,1.0,1.0,True,Ecuador,Defender,3039.0,True
2598,Ritsu Doan,44,3339.0,44,40,1.0,1.0,True,Japan,Attacker,4566.0,True
2601,Daichi Kamada,50,3539.0,50,46,1.0,0.98,True,Japan,Attacker,4544.0,True
2639,Sultan Mandash,22,898.0,22,21,1.0,1.0,True,Saudi Arabia,Midfielder,1627.0,False
2649,Ahmed Fatouh,14,988.0,14,11,1.0,1.0,True,Egypt,Defender,2382.0,True
2654,Mohamed Hany,42,3689.0,42,37,1.0,1.0,True,Egypt,Defender,4015.0,True
2656,Karim Hafez,29,1806.0,29,26,1.0,0.9655172413793104,True,Egypt,Defender,1824.0,True
2660,Nabil Donga,4,286.0,4,4,1.0,1.0,True,Egypt,Midfielder,1817.0,True
2664,Mahmoud Trézéguet,39,2814.0,38,35,1.0,1.0,True,Egypt,Attacker,3042.0,True
2676,Rúben Neves,46,3956.0,41,44,1.0,1.0,True,Portugal,Midfielder,4096.0,True
2682,Alireza Beiranvand,5,450.0,5,2,1.0,1.0,True,Iran,Goalkeeper,1946.0,True
2688,Milad Mohammadi,3,204.0,3,0,1.0,1.0,True,Iran,Defender,1372.0,False
2699,Saman Ghoddos,3,211.0,3,0,1.0,1.0,True,Iran,Midfielder,1842.0,True
2700,Alireza Jahanbakhsh,5,125.0,5,3,1.0,0.8,True,Iran,Midfielder,1372.0,False
2701,Bono,49,4571.0,44,43,1.0,1.0,True,Morocco,Goalkeeper,5213.0,True
2703,Ahmed Reda Tagnaouti,6,549.0,6,6,1.0,1.0,True,Morocco,Goalkeeper,999.0,False
2722,Ayoub El Kaabi,26,1829.0,26,25,1.0,1.0,True,Morocco,Attacker,3622.0,True
2724,Lucas Digne,49,3205.0,49,44,1.0,1.0,True,France,Defender,3617.0,True
2741,Mathew Ryan,19,1621.0,19,18,1.0,0.9473684210526315,True,Australia,Goalkeeper,4411.0,True
2742,Miloš Degenek,2,180.0,2,2,1.0,1.0,True,Australia,Defender,2452.0,True
2749,Jackson Irvine,30,1973.0,30,26,1.0,1.0,True,Australia,Midfielder,3334.0,True
2755,Awer Mabil,1,30.0,1,0,1.0,1.0,True,Australia,Midfielder,1791.0,False
2763,Mario Pašalić,50,2897.0,50,46,1.0,0.98,True,Croatia,Midfielder,2983.0,True
2803,Nico Elvedi,42,3837.0,42,36,1.0,1.0,True,Switzerland,Defender,4148.0,True
2807,Remo Freuler,46,3701.0,46,40,1.0,1.0,True,Switzerland,Midfielder,4049.0,True
2810,Denis Zakaria,37,3170.0,37,33,1.0,1.0,True,Switzerland,Defender,5608.0,True
2851,Kristoffer Nordfeldt,2,180.0,2,0,1.0,1.0,True,Sweden,Goalkeeper,3870.0,True
2860,Ken Sema,6,263.0,6,5,1.0,1.0,True,Sweden,Midfielder,1257.0,False
2864,Alexander Isak,25,1357.0,25,21,1.0,1.0,True,Sweden,Attacker,1644.0,False
2869,Edson Álvarez,27,1881.0,21,23,1.0,1.0,True,Mexico,Defender,2102.0,True
2873,César Montes,9,766.0,4,5,1.0,1.0,True,Mexico,Defender,3588.0,True
2878,Jorge Sánchez,28,2160.0,25,24,1.0,1.0,True,Mexico,Defender,3941.0,True
2879,Roberto Alvarado,42,3326.0,36,37,1.0,1.0,True,Mexico,Attacker,4012.0,True
2881,Jesús Gallardo,24,1965.0,19,19,1.0,1.0,True,Mexico,Defender,5035.0,True
2887,Raúl Jiménez,53,3354.0,47,49,1.0,0.9811320754716981,True,Mexico,Attacker,3693.0,True
2889,Alexis Vega,15,947.0,9,14,1.0,1.0,True,Mexico,Attacker,2659.0,True
2890,Hyeon-woo Jo,2,180.0,1,2,1.0,1.0,True,South Korea,Goalkeeper,4702.0,True
2892,Kim Seung-gyu,4,366.0,4,1,1.0,1.0,True,South Korea,Goalkeeper,3475.0,True
2897,Min-jae Kim,40,2324.0,40,37,1.0,0.925,True,South Korea,Defender,3693.0,True
2901,In-Beom Hwang,27,1656.0,27,24,1.0,1.0,True,South Korea,Midfielder,3073.0,True
2906,Jae-sung Lee,41,2906.0,41,39,1.0,1.0,True,South Korea,Attacker,4217.0,True
2909,Seung-Ho Paik,17,1367.0,17,14,1.0,0.9411764705882353,True,South Korea,Midfielder,4329.0,True
2912,Kim Moon-hwan,1,71.0,1,0,1.0,1.0,True,South Korea,Midfielder,2198.0,True
2920,Timothy Castagne,42,2870.0,42,36,1.0,0.9523809523809523,True,Belgium,Defender,3035.0,True
2926,Youri Tielemans,40,3059.0,40,35,1.0,1.0,True,Belgium,Midfielder,3751.0,True
2932,Jordan Pickford,46,4213.0,46,39,1.0,1.0,True,England,Goalkeeper,5413.0,True
2937,Declan Rice,61,4949.0,61,55,1.0,1.0,True,England,Midfielder,5332.0,True
2945,Dylan Bronn,9,540.0,9,8,1.0,1.0,True,Tunisia,Defender,1880.0,True
2968,Orlando Mosquera,22,1995.0,18,19,1.0,1.0,True,Panama,Goalkeeper,4112.0,True
2971,Fidel Escobar,12,1079.0,7,11,1.0,1.0,True,Panama,Defender,1381.0,False
2973,Amir Murillo,50,3628.0,46,47,1.0,1.0,True,Panama,Midfielder,3931.0,True
2975,César Blackman,7,539.0,6,5,1.0,1.0,True,Panama,Midfielder,2655.0,True
2977,Aníbal Godoy,18,1270.0,14,17,1.0,1.0,True,Panama,Midfielder,3987.0,True
2979,José Luis Rodríguez,19,1382.0,14,16,1.0,1.0,True,Panama,Attacker,4088.0,True
2983,José Fajardo,13,743.0,13,10,1.0,1.0,True,Panama,Attacker,3495.0,True
2986,Edouard Mendy,44,4023.0,44,42,1.0,1.0,True,Senegal,Goalkeeper,4203.0,True
2990,Idrissa Gueye,36,3125.0,36,32,1.0,1.0,True,Senegal,Midfielder,3395.0,True
3033,Cédric Bakambu,32,1621.0,32,29,1.0,1.0,True,Congo DR,Attacker,1666.0,False
3034,Meschack Elia,13,486.0,13,11,1.0,0.9230769230769231,True,Congo DR,Attacker,1221.0,False
3246,Nicolas Pépé,50,3426.0,50,46,1.0,1.0,True,Ivory Coast,Midfielder,3709.0,True
3275,Ronwen Williams,48,4336.0,48,44,1.0,1.0,True,South Africa,Goalkeeper,5506.0,True
3287,Teboho Mokoena,42,3348.0,42,39,1.0,1.0,True,South Africa,Midfielder,4078.0,True
3428,Jordan Ayew,36,2014.0,36,32,1.0,0.9722222222222222,True,Ghana,Attacker,2952.0,True
3608,Kwasi Sibo,26,1609.0,26,22,1.0,1.0,True,Ghana,Midfielder,2397.0,True
4399,Hicham Boudaoui,39,2583.0,39,36,1.0,1.0,True,Algeria,Midfielder,2797.0,True
4414,Oussama Benbot,1,90.0,1,0,1.0,1.0,True,Algeria,Goalkeeper,1014.0,False
4561,Zineddine Belaid,7,380.0,7,5,1.0,1.0,True,Algeria,Defender,924.0,False
5994,Jorge Carrascal,41,2312.0,41,41,1.0,1.0,True,Colombia,Midfielder,3100.0,True
5996,Enzo Fernández,68,5532.0,60,62,1.0,1.0,True,Argentina,Midfielder,7468.0,True
6002,Exequiel Palacios,28,1704.0,27,27,1.0,0.9642857142857143,True,Argentina,Defender,2009.0,True
