player_id,player_name,world_cup_team_id,world_cup_team,squad_position,age,number,has_2025_statistics,has_2026_statistics,failed_2025_query,failed_2026_query,competition_stat_lines,reported_minutes_across_lines,has_any_statistics,has_both_seasons,reported_minutes,detailed_match_minutes,detailed_minutes_share,rank_entry_precheck,benchmark_precheck
318,K. Koulibaly,13,Senegal,Defender,34,3,True,True,False,False,6,3136.0,True,True,3136.0,3136.0,1.0,True,True
328,Fabián Ruiz,9,Spain,Midfielder,29,8,True,True,False,False,8,2715.0,True,True,2715.0,2715.0,1.0,True,True
369,Diogo Costa,27,Portugal,Goalkeeper,26,1,True,True,False,False,6,7705.0,True,True,7705.0,7705.0,1.0,True,True
375,C. Mbemba,1508,Congo DR,Defender,31,22,True,True,False,False,7,2621.0,True,True,2621.0,2621.0,1.0,True,True
399,A. Nübel,25,Germany,Goalkeeper,29,21,True,True,False,False,6,4641.0,True,True,4641.0,4641.0,1.0,True,True
409,N. Bentaleb,1532,Algeria,Midfielder,31,19,True,True,False,False,7,2702.0,True,True,2702.0,2702.0,1.0,True,True
415,W. McKennie,2384,USA,Midfielder,27,8,True,True,False,False,7,4961.0,True,True,4961.0,4961.0,1.0,True,True
417,A. Schöpf,775,Austria,Midfielder,31,26,True,True,False,False,6,2155.0,True,True,2155.0,2155.0,1.0,True,True
421,B. Embolo,15,Switzerland,Attacker,28,7,True,True,False,False,6,3139.0,True,True,3139.0,3139.0,1.0,True,True
427,H. Wright,2384,USA,Attacker,27,19,True,True,False,False,7,2923.0,True,True,2923.0,2923.0,1.0,True,True
429,F. Muslera,7,Uruguay,Goalkeeper,39,23,True,True,False,False,8,4102.0,True,True,4102.0,4012.0,0.9780594831789371,True,True
440,Y. Nagatomo,12,Japan,Defender,39,5,True,True,False,False,9,2321.0,True,True,2321.0,2321.0,1.0,True,True
454,Y. Akgün,777,Türkiye,Midfielder,25,19,True,True,False,False,7,2658.0,True,True,2658.0,2658.0,1.0,True,True
497,M. Neuer,25,Germany,Goalkeeper,39,1,True,True,False,False,8,4320.0,True,True,4320.0,4320.0,1.0,True,True
502,J. Kimmich,25,Germany,Defender,30,6,True,True,False,False,8,5132.0,True,True,5132.0,5132.0,1.0,True,True
505,D. Alaba,775,Austria,Defender,33,8,True,True,False,False,7,941.0,True,True,941.0,941.0,1.0,True,False
509,A. Davies,5529,Canada,Defender,25,19,True,True,False,False,6,1076.0,True,True,1076.0,1076.0,1.0,True,False
511,L. Goretzka,25,Germany,Midfielder,30,8,True,True,False,False,8,2748.0,True,True,2748.0,2748.0,1.0,True,True
517,J. Rodríguez,8,Colombia,Attacker,34,10,True,True,False,False,7,3427.0,True,True,3427.0,3427.0,1.0,True,True
524,D. Kotarski,3,Croatia,Goalkeeper,25,23,True,True,False,False,5,4111.0,True,True,4111.0,4111.0,1.0,True,True
529,N. Tagliafico,26,Argentina,Defender,33,3,True,True,False,False,7,3844.0,True,True,3844.0,3844.0,1.0,True,True
538,F. de Jong,1118,Netherlands,Midfielder,28,21,True,True,False,False,7,3137.0,True,True,3137.0,3137.0,1.0,True,True
542,R. Gravenberch,1118,Netherlands,Midfielder,23,8,True,True,False,False,7,4785.0,True,True,4785.0,4785.0,1.0,True,True
544,N. Lang,1118,Netherlands,Attacker,26,17,True,True,False,False,10,2027.0,True,True,2027.0,2027.0,1.0,True,True
545,N. Mazraoui,31,Morocco,Defender,28,3,True,True,False,False,7,2775.0,True,True,2775.0,2630.0,0.9477477477477477,True,True
563,Álex Grimaldo,9,Spain,Defender,30,3,True,True,False,False,6,4263.0,True,True,4263.0,4263.0,1.0,True,True
567,Rúben Dias,27,Portugal,Defender,28,3,True,True,False,False,8,3579.0,True,True,3579.0,3579.0,1.0,True,True
583,João Félix,27,Portugal,Midfielder,26,11,True,True,False,False,4,3587.0,True,True,3587.0,3587.0,1.0,True,True
617,Ederson,6,Brazil,Goalkeeper,32,23,True,True,False,False,10,4226.0,True,True,4226.0,4226.0,1.0,True,True
618,Danilo,6,Brazil,Defender,34,13,True,True,False,False,16,7942.0,True,True,7942.0,4760.0,0.5993452530848653,False,False
619,Eric García,9,Spain,Defender,24,4,True,True,False,False,6,3998.0,True,True,3998.0,3998.0,1.0,True,True
622,Aymeric Laporte,9,Spain,Defender,31,14,True,True,False,False,6,3198.0,True,True,3198.0,3198.0,1.0,True,True
624,N. Otamendi,26,Argentina,Defender,37,19,True,True,False,False,9,6580.0,True,True,6580.0,6580.0,1.0,True,True
626,J. Stones,10,England,Defender,31,5,True,True,False,False,9,1685.0,True,True,1685.0,1685.0,1.0,True,False
629,K. De Bruyne,1,Belgium,Midfielder,34,7,True,True,False,False,4,2036.0,True,True,2036.0,2036.0,1.0,True,True
635,R. Mahrez,1532,Algeria,Midfielder,34,7,True,True,False,False,7,3891.0,True,True,3891.0,3891.0,1.0,True,True
636,Bernardo Silva,27,Portugal,Midfielder,31,10,True,True,False,False,8,4452.0,True,True,4452.0,4452.0,1.0,True,True
637,F. Nmecha,25,Germany,Midfielder,25,23,True,True,False,False,7,4103.0,True,True,4103.0,4103.0,1.0,True,True
644,L. Sané,25,Germany,Midfielder,30,19,True,True,False,False,8,3782.0,True,True,3782.0,3782.0,1.0,True,True
658,H. Aouar,1532,Algeria,Attacker,27,8,True,True,False,False,5,2930.0,True,True,2930.0,2930.0,1.0,True,True
667,M. Depay,1118,Netherlands,Attacker,31,10,True,True,False,False,10,4158.0,True,True,4158.0,4158.0,1.0,True,True
702,O. Baumann,25,Germany,Goalkeeper,35,12,True,True,False,False,4,3540.0,True,True,3540.0,3540.0,1.0,True,True
706,J. Brenet,5530,Curaçao,Defender,31,20,True,True,False,False,7,2731.0,True,True,2731.0,2731.0,1.0,True,True
711,S. Posch,775,Austria,Defender,28,5,True,True,False,False,7,2744.0,True,True,2744.0,2744.0,1.0,True,True
714,N. Amiri,25,Germany,Midfielder,29,20,True,True,False,False,5,2899.0,True,True,2899.0,2899.0,1.0,True,True
719,F. Grillitsch,775,Austria,Midfielder,30,10,True,True,False,False,4,1951.0,True,True,1951.0,1951.0,1.0,True,True
726,A. Kramaric,3,Croatia,Midfielder,34,9,True,True,False,False,4,2555.0,True,True,2555.0,2555.0,1.0,True,True
730,T. Courtois,1,Belgium,Goalkeeper,33,1,True,True,False,False,6,5280.0,True,True,5280.0,5280.0,1.0,True,True
732,L. Zidane,1532,Algeria,Goalkeeper,27,23,True,True,False,False,5,3273.0,True,True,3273.0,3273.0,1.0,True,True
744,Brahim Díaz,31,Morocco,Midfielder,26,10,True,True,False,False,8,3132.0,True,True,3132.0,3132.0,1.0,True,True
747,Casemiro,6,Brazil,Midfielder,33,5,True,True,False,False,9,4863.0,True,True,4863.0,4475.0,0.9202138597573515,True,True
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8,True,True,False,False,11,3372.0,True,True,3372.0,3163.0,0.9380189798339265,True,True
753,Marcos Llorente,9,Spain,Midfielder,30,5,True,True,False,False,7,4249.0,True,True,4249.0,4249.0,1.0,True,True
754,L. Modric,3,Croatia,Midfielder,40,10,True,True,False,False,7,3574.0,True,True,3574.0,3574.0,1.0,True,True
756,F. Valverde,7,Uruguay,Midfielder,27,8,True,True,False,False,7,5892.0,True,True,5892.0,5892.0,1.0,True,True
762,Vinícius Júnior,6,Brazil,Midfielder,25,7,True,True,False,False,9,6562.0,True,True,6562.0,6562.0,1.0,True,True
790,E. Dzeko,1113,Bosnia & Herzegovina,Attacker,39,11,True,True,False,False,6,5088.0,True,True,5088.0,5088.0,1.0,True,True
792,J. Kluivert,1118,Netherlands,Attacker,26,7,True,True,False,False,5,1165.0,True,True,1165.0,1092.0,0.9373390557939915,True,False
794,P. Schick,770,Czech Republic,Attacker,29,10,True,True,False,False,6,3159.0,True,True,3159.0,3159.0,1.0,True,True
818,T. Chorý,770,Czech Republic,Attacker,30,19,True,True,False,False,4,2423.0,True,True,2423.0,2423.0,1.0,True,True
842,N. Vlasic,3,Croatia,Midfielder,28,13,True,True,False,False,4,3616.0,True,True,3616.0,3616.0,1.0,True,True
855,João Cancelo,27,Portugal,Defender,31,20,True,True,False,False,8,2865.0,True,True,2865.0,2865.0,1.0,True,True
860,Alex Sandro,6,Brazil,Defender,34,6,True,True,False,False,15,6694.0,True,True,6694.0,4899.0,0.7318494173887063,False,False
863,R. Bentancur,7,Uruguay,Midfielder,28,6,True,True,False,False,8,3803.0,True,True,3803.0,3803.0,1.0,True,True
874,Cristiano Ronaldo,27,Portugal,Attacker,40,7,True,True,False,False,5,3861.0,True,True,3861.0,3861.0,1.0,True,True
886,Diogo Dalot,27,Portugal,Defender,26,5,True,True,False,False,5,3039.0,True,True,3039.0,3039.0,1.0,True,True
889,V. Lindelöf,5,Sweden,Midfielder,31,3,True,True,False,False,6,2303.0,True,True,2303.0,2303.0,1.0,True,True
903,S. McTominay,1108,Scotland,Attacker,29,4,True,True,False,False,7,4242.0,True,True,4242.0,4242.0,1.0,True,True
906,T. Chong,5530,Curaçao,Midfielder,26,21,True,True,False,False,7,1362.0,True,True,1362.0,1362.0,1.0,True,False
907,R. Lukaku,1,Belgium,Attacker,32,9,True,True,False,False,6,355.0,True,True,355.0,355.0,1.0,False,False
909,M. Rashford,10,England,Attacker,28,11,True,True,False,False,8,3099.0,True,True,3099.0,3099.0,1.0,True,True
925,Gonçalo Guedes,27,Portugal,Attacker,29,19,True,True,False,False,4,2411.0,True,True,2411.0,2411.0,1.0,True,True
927,Lee Kang-In,17,South Korea,Attacker,24,19,True,True,False,False,9,3738.0,True,True,3738.0,3738.0,1.0,True,True
931,Ferran Torres,9,Spain,Midfielder,25,7,True,True,False,False,7,3088.0,True,True,3088.0,3088.0,1.0,True,True
951,M. Aebischer,15,Switzerland,Midfielder,28,20,True,True,False,False,6,3771.0,True,True,3771.0,3771.0,1.0,True,True
952,C. Fassnacht,15,Switzerland,Midfielder,32,16,True,True,False,False,4,2821.0,True,True,2821.0,2821.0,1.0,True,True
957,D. Sow,15,Switzerland,Midfielder,28,15,True,True,False,False,5,2785.0,True,True,2785.0,2785.0,1.0,True,True
972,J. Tah,25,Germany,Defender,29,4,True,True,False,False,8,5066.0,True,True,5066.0,5066.0,1.0,True,True
978,K. Havertz,25,Germany,Attacker,26,7,True,True,False,False,8,1652.0,True,True,1652.0,1621.0,0.9812348668280871,True,False
1084,M. Pongracic,3,Croatia,Defender,28,3,True,True,False,False,6,5594.0,True,True,5594.0,5594.0,1.0,True,True
1095,X. Schlager,775,Austria,Midfielder,28,4,True,True,False,False,4,2446.0,True,True,2446.0,2446.0,1.0,True,True
1100,E. Haaland,1090,Norway,Attacker,25,9,True,True,False,False,9,5118.0,True,True,5118.0,5118.0,1.0,True,True
1106,C. Gordon,1108,Scotland,Goalkeeper,43,21,True,True,False,False,4,843.0,True,True,843.0,843.0,1.0,False,False
1111,J. Hendry,1108,Scotland,Defender,30,13,True,True,False,False,4,3103.0,True,True,3103.0,3103.0,1.0,True,True
1115,A. Ralston,1108,Scotland,Defender,27,24,True,True,False,False,6,1772.0,True,True,1772.0,1772.0,1.0,True,False
1117,K. Tierney,1108,Scotland,Midfielder,28,6,True,True,False,False,6,3708.0,True,True,3708.0,3708.0,1.0,True,True
1119,K. Ajer,1090,Norway,Defender,27,3,True,True,False,False,6,3030.0,True,True,3030.0,3030.0,1.0,True,True
1125,R. Christie,1108,Scotland,Midfielder,30,11,True,True,False,False,6,1956.0,True,True,1956.0,1866.0,0.9539877300613497,True,True
1138,T. Weah,2384,USA,Attacker,25,21,True,True,False,False,9,3633.0,True,True,3633.0,3633.0,1.0,True,True
1142,Y. Mvogo,15,Switzerland,Goalkeeper,31,12,True,True,False,False,5,3015.0,True,True,3015.0,3015.0,1.0,True,True
1145,I. Konaté,2,France,Defender,26,15,True,True,False,False,7,4547.0,True,True,4547.0,4547.0,1.0,True,True
1149,D. Upamecano,2,France,Defender,27,4,True,True,False,False,8,4452.0,True,True,4452.0,4452.0,1.0,True,True
1150,T. Adams,2384,USA,Midfielder,27,4,True,True,False,False,7,2773.0,True,True,2773.0,2504.0,0.9029931482149297,True,True
1157,K. Laimer,775,Austria,Defender,28,20,True,True,False,False,8,4131.0,True,True,4131.0,4131.0,1.0,True,True
1159,M. Sabitzer,775,Austria,Midfielder,31,9,True,True,False,False,7,3419.0,True,True,3419.0,3419.0,1.0,True,True
1165,Matheus Cunha,6,Brazil,Attacker,26,9,True,True,False,False,9,3681.0,True,True,3681.0,3650.0,0.9915783754414561,True,True
1231,V. Coufal,770,Czech Republic,Midfielder,33,5,True,True,False,False,4,3727.0,True,True,3727.0,3727.0,1.0,True,True
1237,J. Zelený,770,Czech Republic,Midfielder,33,20,True,True,False,False,4,2496.0,True,True,2496.0,2496.0,1.0,True,True
1243,T. Soucek,770,Czech Republic,Midfielder,30,22,True,True,False,False,5,2700.0,True,True,2700.0,2700.0,1.0,True,True
1257,J. Koundé,2,France,Defender,27,5,True,True,False,False,7,4340.0,True,True,4340.0,4340.0,1.0,True,True
1271,A. Tchouaméni,2,France,Midfielder,25,8,True,True,False,False,7,5020.0,True,True,5020.0,5020.0,1.0,True,True
1290,G. Varela,7,Uruguay,Defender,32,13,True,True,False,False,15,5704.0,True,True,5704.0,5704.0,1.0,True,True
1305,D. Livakovic,3,Croatia,Goalkeeper,31,1,True,True,False,False,9,2271.0,True,True,2271.0,2271.0,1.0,True,True
1322,N. Moro,3,Croatia,Midfielder,27,7,True,True,False,False,6,2779.0,True,True,2779.0,2779.0,1.0,True,True
1323,Dani Olmo,9,Spain,Midfielder,27,10,True,True,False,False,7,3408.0,True,True,3408.0,3408.0,1.0,True,True
1324,I. Sunjic,1113,Bosnia & Herzegovina,Midfielder,29,14,True,True,False,False,4,2938.0,True,True,2938.0,2938.0,1.0,True,True
1361,F. Kadioglu,777,Türkiye,Defender,26,20,True,True,False,False,4,3676.0,True,True,3676.0,3676.0,1.0,True,True
1411,H. Delcroix,2386,Haiti,Defender,26,5,True,True,False,False,5,1750.0,True,True,1750.0,1750.0,1.0,True,False
1417,A. Saelemaekers,1,Belgium,Attacker,26,22,True,True,False,False,6,3316.0,True,True,3316.0,3316.0,1.0,True,True
1422,J. Doku,1,Belgium,Midfielder,23,11,True,True,False,False,8,4019.0,True,True,4019.0,4019.0,1.0,True,True
1424,E. Kayembe,1508,Congo DR,Midfielder,27,25,True,True,False,False,6,2973.0,True,True,2973.0,2973.0,1.0,True,True
1442,S. Kolasinac,1113,Bosnia & Herzegovina,Defender,32,5,True,True,False,False,5,2790.0,True,True,2790.0,2790.0,1.0,True,True
1460,B. Saka,10,England,Midfielder,24,7,True,True,False,False,9,3928.0,True,True,3928.0,3809.0,0.969704684317719,True,True
1464,G. Xhaka,15,Switzerland,Midfielder,33,10,True,True,False,False,5,3946.0,True,True,3946.0,3946.0,1.0,True,True
1485,Bruno Fernandes,27,Portugal,Midfielder,31,8,True,True,False,False,7,4783.0,True,True,4783.0,4333.0,0.9059167886263851,True,True
1494,Jovane Cabral,1533,Cape Verde Islands,Midfielder,27,7,True,True,False,False,4,3320.0,True,True,3320.0,3320.0,1.0,True,True
1496,Raphinha,6,Brazil,Midfielder,29,11,True,True,False,False,8,3660.0,True,True,3660.0,3660.0,1.0,True,True
1567,A. Mandi,1532,Algeria,Defender,34,2,True,True,False,False,7,4294.0,True,True,4294.0,4294.0,1.0,True,True
1578,G. Lo Celso,26,Argentina,Midfielder,29,11,True,True,False,False,7,2394.0,True,True,2394.0,2394.0,1.0,True,True
1590,José Sá,27,Portugal,Goalkeeper,32,12,True,True,False,False,4,2248.0,True,True,2248.0,2248.0,1.0,True,True
1631,R. Rodríguez,15,Switzerland,Defender,33,13,True,True,False,False,6,3273.0,True,True,3273.0,3273.0,1.0,True,True
1640,H. Çalhanoglu,777,Türkiye,Midfielder,31,10,True,True,False,False,9,2898.0,True,True,2898.0,2898.0,1.0,True,True
1642,F. Kessié,1501,Ivory Coast,Midfielder,29,8,True,True,False,False,7,4046.0,True,True,4046.0,4046.0,1.0,True,True
1646,Lucas Paquetá,6,Brazil,Midfielder,28,20,True,True,False,False,10,3851.0,True,True,3851.0,3761.0,0.9766294468969099,True,True
1719,M. Müldür,777,Türkiye,Defender,26,18,True,True,False,False,9,2516.0,True,True,2516.0,2516.0,1.0,True,True
1725,D. Ljubičić,775,Austria,Midfielder,26,19,True,True,False,False,4,2706.0,True,True,2706.0,2706.0,1.0,True,True
1741,N. Katic,1113,Bosnia & Herzegovina,Defender,29,18,True,True,False,False,4,3129.0,True,True,3129.0,3129.0,1.0,True,True
1807,E. Ndicka,1501,Ivory Coast,Defender,26,21,True,True,False,False,8,7332.0,True,True,7332.0,7332.0,1.0,True,True
1864,Pedro Neto,27,Portugal,Midfielder,25,18,True,True,False,False,9,5367.0,True,True,5367.0,5367.0,1.0,True,True
1902,D. Caleta-Car,3,Croatia,Defender,29,5,True,True,False,False,4,2541.0,True,True,2541.0,2541.0,1.0,True,True
1929,J. Lucumí,8,Colombia,Defender,27,3,True,True,False,False,8,5780.0,True,True,5780.0,5780.0,1.0,True,True
1934,S. Berge,1090,Norway,Midfielder,27,8,True,True,False,False,6,3916.0,True,True,3916.0,3916.0,1.0,True,True
1942,J. Ito,12,Japan,Attacker,32,14,True,True,False,False,6,3139.0,True,True,3139.0,3139.0,1.0,True,True
1946,L. Trossard,1,Belgium,Midfielder,31,10,True,True,False,False,8,3560.0,True,True,3560.0,3535.0,0.9929775280898876,True,True
2001,C. Larin,5529,Canada,Attacker,30,9,True,True,False,False,11,2043.0,True,True,2043.0,2043.0,1.0,True,True
2032,J. Strand Larsen,1090,Norway,Attacker,25,11,True,True,False,False,8,3340.0,True,True,3340.0,3340.0,1.0,True,True
2098,G. Ochoa,16,Mexico,Goalkeeper,40,13,True,True,False,False,4,777.0,True,True,777.0,777.0,1.0,False,False
2120,N. Raskin,1,Belgium,Midfielder,24,23,True,True,False,False,7,5697.0,True,True,5697.0,4422.0,0.7761979989468141,False,False
2194,R. Bensebaïni,1532,Algeria,Defender,30,21,True,True,False,False,9,4235.0,True,True,4235.0,4235.0,1.0,True,True
2218,I. Sarr,13,Senegal,Midfielder,27,18,True,True,False,False,8,4521.0,True,True,4521.0,4521.0,1.0,True,True
2252,T. Holes,770,Czech Republic,Defender,32,3,True,True,False,False,4,2436.0,True,True,2436.0,2436.0,1.0,True,True
2285,A. Rüdiger,25,Germany,Defender,32,2,True,True,False,False,6,2847.0,True,True,2847.0,2847.0,1.0,True,True
2290,N. Kanté,2,France,Midfielder,34,13,True,True,False,False,10,4147.0,True,True,4147.0,4147.0,1.0,True,True
2291,M. Kovacic,3,Croatia,Midfielder,31,8,True,True,False,False,8,681.0,True,True,681.0,681.0,1.0,False,False
2331,Stopira,1533,Cape Verde Islands,Defender,37,2,True,True,False,False,4,848.0,True,True,848.0,848.0,1.0,False,False
2410,Weverton,6,Brazil,Goalkeeper,38,12,True,True,False,False,13,7181.0,True,True,7181.0,7181.0,1.0,True,True
2465,J. Musso,26,Argentina,Goalkeeper,31,1,True,True,False,False,7,1739.0,True,True,1739.0,1739.0,1.0,True,False
2467,Lisandro Martínez,26,Argentina,Defender,27,6,True,True,False,False,6,2534.0,True,True,2534.0,2166.0,0.8547750591949487,True,True
2468,G. Montiel,26,Argentina,Defender,28,4,True,True,False,False,10,4694.0,True,True,4694.0,4694.0,1.0,True,True
2472,R. De Paul,26,Argentina,Midfielder,31,7,True,True,False,False,9,5168.0,True,True,5168.0,5168.0,1.0,True,True
2481,Á. Montero,8,Colombia,Goalkeeper,30,24,True,True,False,False,9,4277.0,True,True,4277.0,4277.0,1.0,True,True
2482,C. Vargas,8,Colombia,Goalkeeper,36,12,True,True,False,False,6,4992.0,True,True,4992.0,4992.0,1.0,True,True
2483,D. Machado,8,Colombia,Defender,32,22,True,True,False,False,7,2026.0,True,True,2026.0,2026.0,1.0,True,True
2484,Y. Mina,8,Colombia,Defender,31,13,True,True,False,False,6,2834.0,True,True,2834.0,2834.0,1.0,True,True
2489,L. Díaz,8,Colombia,Midfielder,28,7,True,True,False,False,8,6514.0,True,True,6514.0,6514.0,1.0,True,True
2490,J. Lerma,8,Colombia,Midfielder,31,16,True,True,False,False,8,4489.0,True,True,4489.0,4489.0,1.0,True,True
2499,J. Alonso,2380,Paraguay,Defender,32,6,True,True,False,False,11,8456.0,True,True,8456.0,7690.0,0.9094134342478714,True,True
2500,F. Balbuena,2380,Paraguay,Defender,34,5,True,True,False,False,7,1843.0,True,True,1843.0,1843.0,1.0,True,True
2502,G. Gómez,2380,Paraguay,Defender,32,15,True,True,False,False,13,9607.0,True,True,9607.0,9607.0,1.0,True,True
2507,M. Almirón,2380,Paraguay,Midfielder,31,10,True,True,False,False,7,5522.0,True,True,5522.0,5522.0,1.0,True,True
2514,A. Romero,2380,Paraguay,Attacker,30,17,True,True,False,False,5,1595.0,True,True,1595.0,1595.0,1.0,True,False
2522,A. Sanabria,2380,Paraguay,Attacker,29,9,True,True,False,False,5,1912.0,True,True,1912.0,1912.0,1.0,True,True
2530,Pedro Miguel,1569,Qatar,Defender,35,2,True,True,False,False,7,2728.0,True,True,2728.0,2653.0,0.9725073313782991,True,True
2532,Boualem Khoukhi,1569,Qatar,Defender,35,16,True,True,False,False,6,2697.0,True,True,2697.0,2697.0,1.0,True,True
2533,Abdulaziz Hatem,1569,Qatar,Midfielder,35,6,True,True,False,False,5,1047.0,True,True,1047.0,1047.0,1.0,True,False
2535,Assim Madibo,1569,Qatar,Midfielder,29,23,True,True,False,False,6,1161.0,True,True,1161.0,1161.0,1.0,True,False
2537,Karim Boudiaf,1569,Qatar,Midfielder,35,12,True,True,False,False,6,899.0,True,True,899.0,899.0,1.0,False,False
2539,Ahmed Fathi,1569,Qatar,Midfielder,32,20,True,True,False,False,5,2174.0,True,True,2174.0,2174.0,1.0,True,True
2542,Ahmed Alaa,1569,Qatar,Attacker,32,7,True,True,False,False,5,706.0,True,True,706.0,706.0,1.0,False,False
2543,Almoez Ali,1569,Qatar,Attacker,29,19,True,True,False,False,6,1920.0,True,True,1920.0,1920.0,1.0,True,True
