player_id,player_name,world_cup_team_id,world_cup_team,squad_position,age,number
153083,E. Martínez,7,Uruguay,Midfielder,26,15
162891,J. Sanabria,7,Uruguay,Defender,25,25
51494,M. Ugarte,7,Uruguay,Midfielder,24,5
756,F. Valverde,7,Uruguay,Midfielder,27,8
108563,R. Zalazar,7,Uruguay,Midfielder,26,26
2612,G. de Arrascaeta,7,Uruguay,Midfielder,31,10
5995,N. de la Cruz,7,Uruguay,Midfielder,28,7
51776,M. Araújo,7,Uruguay,Midfielder,25,20
51603,A. Canobbio,7,Uruguay,Midfielder,27,14
16482,R. Aguirre,7,Uruguay,Attacker,31,19
51466,J. Piquerez,7,Uruguay,Attacker,27,22
51617,D. Núñez,7,Uruguay,Attacker,26,9
70078,F. Pellistri,7,Uruguay,Midfielder,24,11
51618,B. Rodríguez,7,Uruguay,Attacker,25,18
51530,F. Viñas,7,Uruguay,Midfielder,27,21
2481,Á. Montero,8,Colombia,Goalkeeper,30,24
313,D. Ospina,8,Colombia,Goalkeeper,37,1
2482,C. Vargas,8,Colombia,Goalkeeper,36,12
30,S. Arias,8,Colombia,Defender,33,4
13571,W. Ditta,8,Colombia,Defender,28,18
1929,J. Lucumí,8,Colombia,Defender,27,3
2483,D. Machado,8,Colombia,Defender,32,22
2484,Y. Mina,8,Colombia,Defender,31,13
64268,J. Mojica,8,Colombia,Defender,33,17
13736,D. Muñoz,8,Colombia,Defender,29,2
324034,G. Puerta,8,Colombia,Midfielder,22,14
168,D. Sánchez,8,Colombia,Defender,29,23
289592,K. Castaño,8,Colombia,Midfielder,25,5
2490,J. Lerma,8,Colombia,Midfielder,31,16
13151,J. Portilla,8,Colombia,Midfielder,27,15
13708,J. Arias,8,Colombia,Midfielder,28,11
5994,J. Carrascal,8,Colombia,Midfielder,27,8
6005,J. Quintero,8,Colombia,Midfielder,32,20
195104,R. Rios,8,Colombia,Midfielder,25,6
517,J. Rodríguez,8,Colombia,Attacker,34,10
13376,J. Campaz,8,Colombia,Midfielder,25,21
24810,J. Córdoba,8,Colombia,Attacker,32,9
47582,C. Hernández,8,Colombia,Attacker,26,19
2489,L. Díaz,8,Colombia,Midfielder,28,7
345748,A. Gómez,8,Colombia,Midfielder,23,26
47237,L. Suárez,8,Colombia,Attacker,28,25
182718,Joan García,9,Spain,Goalkeeper,24,13
19465,David Raya,9,Spain,Goalkeeper,30,1
47270,Unai Simón,9,Spain,Goalkeeper,28,23
396623,Pau Cubarsí Paredes,9,Spain,Defender,18,22
47380,Marc Cucurella,9,Spain,Defender,27,24
619,Eric García,9,Spain,Defender,24,4
563,Álex Grimaldo,9,Spain,Defender,30,3
622,Aymeric Laporte,9,Spain,Defender,31,14
753,Marcos Llorente,9,Spain,Midfielder,30,5
47519,Pedro Porro,9,Spain,Defender,26,12
295793,Marc Pubill,9,Spain,Defender,22,2
296667,Gavi,9,Spain,Attacker,21,9
47311,Mikel Merino,9,Spain,Midfielder,29,6
133609,Pedri,9,Spain,Midfielder,23,20
44,Rodri,9,Spain,Midfielder,29,16
328,Fabián Ruiz,9,Spain,Midfielder,29,8
47315,Martín Zubimendi,9,Spain,Midfielder,26,18
182219,Álex Baena,9,Spain,Midfielder,24,15
1323,Dani Olmo,9,Spain,Midfielder,27,10
47348,Borja Iglesias,9,Spain,Attacker,32,26
386828,Lamine Yamal,9,Spain,Midfielder,18,19
338751,Víctor Muñoz,9,Spain,Attacker,22,25
47323,Mikel Oyarzabal,9,Spain,Attacker,28,21
184226,Yeremy Pino,9,Spain,Midfielder,23,11
931,Ferran Torres,9,Spain,Midfielder,25,7
183799,Nico Williams,9,Spain,Attacker,23,17
19088,D. Henderson,10,England,Goalkeeper,28,13
2932,J. Pickford,10,England,Goalkeeper,31,1
162489,J. Trafford,10,England,Goalkeeper,23,23
18961,D. Burn,10,England,Defender,33,15
67971,M. Guéhi,10,England,Defender,25,6
19545,R. James,10,England,Defender,26,24
19354,E. Konsa,10,England,Defender,28,2
19720,T. Chalobah,10,England,Defender,26,12
307123,N. Oreilly,10,England,Defender,20,3
158698,J. Quansah,10,England,Defender,22,26
19235,D. Spence,10,England,Defender,25,25
626,J. Stones,10,England,Defender,31,5
138908,E. Anderson,10,England,Midfielder,23,8
129718,J. Bellingham,10,England,Midfielder,22,10
19586,E. Eze,10,England,Midfielder,27,21
292,J. Henderson,10,England,Midfielder,35,14
284322,K. Mainoo,10,England,Midfielder,20,16
2937,D. Rice,10,England,Midfielder,26,4
19170,M. Rogers,10,England,Midfielder,23,17
138787,A. Gordon,10,England,Midfielder,24,18
184,H. Kane,10,England,Attacker,32,9
136723,N. Madueke,10,England,Midfielder,23,20
909,M. Rashford,10,England,Attacker,28,11
1460,B. Saka,10,England,Midfielder,24,7
19974,I. Toney,10,England,Attacker,29,22
19366,O. Watkins,10,England,Midfielder,30,19
2967,L. Mejía,11,Panama,Goalkeeper,34,1
2968,O. Mosquera,11,Panama,Goalkeeper,31,22
57861,C. Samudio,11,Panama,Goalkeeper,31,12
7197,A. Andrade,11,Panama,Defender,27,16
2975,C. Blackman,11,Panama,Midfielder,27,2
57739,J. Córdoba,11,Panama,Defender,24,3
2970,É. Davis,11,Panama,Defender,34,15
2971,F. Escobar,11,Panama,Defender,30,4
328148,E. Fariña,11,Panama,Defender,24,5
57803,J. Gutiérrez,11,Panama,Defender,27,26
71230,C. Harvey,11,Panama,Midfielder,25,14
81659,R. Miller,11,Panama,Defender,33,25
2973,A. Murillo,11,Panama,Midfielder,29,23
57667,J. Ramos,11,Panama,Defender,28,13
57807,A. Carrasquilla,11,Panama,Midfielder,27,8
2977,A. Godoy,11,Panama,Midfielder,35,20
554208,C. Martinez,11,Panama,Midfielder,28,6
2979,J. Rodríguez,11,Panama,Attacker,27,7
46855,Y. Bárcenas,11,Panama,Midfielder,32,11
96615,I. Díaz,11,Panama,Attacker,28,10
2978,A. Quintero,11,Panama,Midfielder,38,19
57875,C. Yanis,11,Panama,Midfielder,29,21
2983,J. Fajardo,11,Panama,Attacker,32,17
292396,A. Londoño,11,Panama,Midfielder,24,24
57910,T. Rodríguez,11,Panama,Attacker,26,9
51648,C. Waterman,11,Panama,Attacker,34,18
304782,T. Hayakawa,12,Japan,Goalkeeper,26,23
33034,K. Osako,12,Japan,Goalkeeper,26,12
199578,Z. Suzuki,12,Japan,Goalkeeper,23,1
38114,K. Itakura,12,Japan,Defender,28,4
32893,H. Ito,12,Japan,Defender,26,21
440,Y. Nagatomo,12,Japan,Defender,39,5
33165,A. Seko,12,Japan,Defender,25,20
32887,Y. Sugawara,12,Japan,Midfielder,25,2
351014,J. Suzuki,12,Japan,Defender,22,25
32954,S. Taniguchi,12,Japan,Defender,34,3
2597,T. Tomiyasu,12,Japan,Defender,27,22
32858,T. Watanabe,12,Japan,Defender,28,16
2598,R. Doan,12,Japan,Attacker,27,10
2601,D. Kamada,12,Japan,Attacker,29,15
33889,K. Sano,12,Japan,Midfielder,25,24
32966,A. Tanaka,12,Japan,Midfielder,27,7
1942,J. Ito,12,Japan,Attacker,32,14
32862,T. Kubo,12,Japan,Attacker,24,8
33224,D. Maeda,12,Japan,Attacker,28,11
33321,Keito Nakamura,12,Japan,Midfielder,25,13
199143,Y. Suzuki,12,Japan,Midfielder,24,17
375930,K. Goto,12,Japan,Attacker,20,9
33289,Koki Ogawa,12,Japan,Attacker,28,19
422572,K. Shiogai,12,Japan,Attacker,20,26
72155,A. Ueda,12,Japan,Attacker,27,18
106851,S. Machino,12,Japan,Attacker,26,6
119853,M. Diaw,13,Senegal,Goalkeeper,32,23
20566,Y. Diouf,13,Senegal,Goalkeeper,26,1
2986,É. Mendy,13,Senegal,Goalkeeper,33,16
409303,E. Diouf,13,Senegal,Defender,21,25
158121,I. Jakobs,13,Senegal,Midfielder,26,14
318,K. Koulibaly,13,Senegal,Defender,34,3
313937,A. Mendy,13,Senegal,Defender,21,24
25916,M. Niakhaté,13,Senegal,Defender,29,19
276184,M. Sarr,13,Senegal,Defender,20,2
8450,A. Seck,13,Senegal,Defender,33,4
81,K. Diatta,13,Senegal,Defender,26,15
374058,L. Camara,13,Senegal,Midfielder,21,8
41552,P. Ciss,13,Senegal,Defender,31,6
327631,H. Diarra,13,Senegal,Attacker,21,21
2990,I. Gueye,13,Senegal,Midfielder,36,5
20696,P. Gueye,13,Senegal,Midfielder,26,26
630895,Bara Ndiaye,13,Senegal,Midfielder,18,22
237129,P. Sarr,13,Senegal,Midfielder,23,17
400948,Assane Diao,13,Senegal,Attacker,20,7
284072,B. Dieng,13,Senegal,Attacker,25,9
283058,N. Jackson,13,Senegal,Attacker,24,11
304,S. Mané,13,Senegal,Midfielder,33,10
446249,I. Mbaye,13,Senegal,Attacker,17,20
14379,C. Ndiaye,13,Senegal,Attacker,30,12
18592,I. Ndiaye,13,Senegal,Midfielder,25,13
2218,I. Sarr,13,Senegal,Midfielder,27,18
123468,M. Keller,15,Switzerland,Goalkeeper,23,21
25282,G. Kobel,15,Switzerland,Goalkeeper,28,1
1142,Y. Mvogo,15,Switzerland,Goalkeeper,31,12
5,M. Akanji,15,Switzerland,Defender,30,5
162414,A. Amenda,15,Switzerland,Defender,22,24
48372,E. Cömert,15,Switzerland,Defender,27,18
2803,N. Elvedi,15,Switzerland,Defender,29,4
349344,L. Jaquez,15,Switzerland,Defender,22,25
48489,M. Muheim,15,Switzerland,Defender,27,2
1631,R. Rodríguez,15,Switzerland,Defender,33,13
48378,S. Widmer,15,Switzerland,Defender,32,3
951,M. Aebischer,15,Switzerland,Midfielder,28,20
2807,R. Freuler,15,Switzerland,Midfielder,33,8
264705,A. Jashari,15,Switzerland,Midfielder,23,14
957,D. Sow,15,Switzerland,Midfielder,28,15
1464,G. Xhaka,15,Switzerland,Midfielder,33,10
2810,D. Zakaria,15,Switzerland,Defender,29,6
952,C. Fassnacht,15,Switzerland,Midfielder,32,16
48497,C. Itten,15,Switzerland,Attacker,29,26
163032,F. Rieder,15,Switzerland,Midfielder,23,22
48471,R. Vargas,15,Switzerland,Attacker,27,17
123469,Z. Amdouni,15,Switzerland,Attacker,25,23
421,B. Embolo,15,Switzerland,Attacker,28,7
406244,J. Manzambi,15,Switzerland,Attacker,20,9
48389,N. Okafor,15,Switzerland,Attacker,25,19
48648,D. Ndoye,15,Switzerland,Midfielder,25,11
35769,C. Acevedo,16,Mexico,Goalkeeper,29,12
2098,G. Ochoa,16,Mexico,Goalkeeper,40,13
270774,J. Rangel,16,Mexico,Goalkeeper,25,1
2881,J. Gallardo,16,Mexico,Defender,31,23
2873,C. Montes,16,Mexico,Defender,28,3
127227,I. Reyes,16,Mexico,Defender,25,15
2878,J. Sánchez,16,Mexico,Defender,28,2
35544,J. Vásquez,16,Mexico,Defender,27,5
2869,E. Álvarez,16,Mexico,Defender,28,4
390002,M. Chávez,16,Mexico,Defender,21,20
313383,O. Vargas,16,Mexico,Midfielder,20,18
35690,L. Chávez,16,Mexico,Midfielder,29,24
750,Álvaro Fidalgo,16,Mexico,Midfielder,28,8
212233,B. Gutiérrez,16,Mexico,Midfielder,22,26
266345,É. Lira,16,Mexico,Midfielder,25,6
482605,G. Mora,16,Mexico,Midfielder,17,19
35576,O. Pineda,16,Mexico,Midfielder,29,17
35970,L. Romo,16,Mexico,Midfielder,30,7
2879,R. Alvarado,16,Mexico,Attacker,27,25
94562,S. Giménez,16,Mexico,Attacker,24,11
291713,A. González,16,Mexico,Attacker,22,14
36111,C. Huerta,16,Mexico,Midfielder,25,21
2887,R. Jiménez,16,Mexico,Attacker,34,9
36088,G. Martínez,16,Mexico,Attacker,30,22
35532,J. Quiñones,16,Mexico,Midfielder,28,16
2889,A. Vega,16,Mexico,Attacker,28,10
2890,Jo Hyeon-Woo,17,South Korea,Goalkeeper,34,21
2892,Kim Seung-Gyu,17,South Korea,Goalkeeper,35,1
34374,Song Bum-Keun,17,South Korea,Goalkeeper,28,12
547307,Cho Wi-Je,17,South Korea,Defender,24,14
2897,Kim Min-Jae,17,South Korea,Defender,29,4
2912,Kim Moon-Hwan,17,South Korea,Midfielder,30,15
34418,Kim Tae-Hyeon,17,South Korea,Defender,25,5
237218,Lee Han-Beom,17,South Korea,Defender,23,2
99211,Park Jin-Seop,17,South Korea,Midfielder,30,16
237220,Lee Tae-Seok,17,South Korea,Midfielder,23,13
197985,Seol Young-Woo,17,South Korea,Midfielder,27,22
280358,J. Castrop,17,South Korea,Midfielder,22,23
304951,Lee Gi-Hyuk,17,South Korea,Defender,25,3
357286,Bae Jun-Ho,17,South Korea,Attacker,22,17
237050,Eom Ji-Sung,17,South Korea,Attacker,23,25
2901,Hwang In-Beom,17,South Korea,Midfielder,29,6
34168,Kim Jin-Gyu,17,South Korea,Midfielder,28,24
34431,Lee Dong-Gyeong,17,South Korea,Attacker,28,26
2906,Lee Jae-Sung,17,South Korea,Attacker,33,10
927,Lee Kang-In,17,South Korea,Attacker,24,19
2909,Paik Seung-Ho,17,South Korea,Midfielder,28,8
304958,Yang Hyun-Jun,17,South Korea,Attacker,23,20
24888,Hwang Hee-Chan,17,South Korea,Attacker,29,11
34211,Cho Gue-Sung,17,South Korea,Attacker,28,9
34710,Oh Hyeon-Gyu,17,South Korea,Attacker,24,18
186,Son Heung-Min,17,South Korea,Attacker,33,7
353883,P. Beach,20,Australia,Goalkeeper,22,18
6870,P. Izzo,20,Australia,Goalkeeper,30,12
2741,M. Ryan,20,Australia,Goalkeeper,33,1
225,A. Behich,20,Australia,Midfielder,35,16
337587,J. Bos,20,Australia,Midfielder,23,5
20457,C. Burgess,20,Australia,Defender,30,21
348568,A. Circati,20,Australia,Defender,22,3
33847,J. Geria,20,Australia,Defender,32,6
426480,L. Herrington,20,Australia,Defender,18,25
20079,H. Souttar,20,Australia,Defender,27,19
2742,M. Degenek,20,Australia,Defender,31,2
6808,J. Italiano,20,Australia,Defender,24,4
153622,K. Trewin,20,Australia,Defender,24,15
2749,J. Irvine,20,Australia,Midfielder,32,22
6832,C. Devlin,20,Australia,Midfielder,27,14
7050,A. O Neill,20,Australia,Midfielder,27,13
441269,Paul Okon-Engstler,20,Australia,Midfielder,20,24
6904,C. Metcalfe,20,Australia,Midfielder,26,8
38123,A. Hrustic,20,Australia,Midfielder,29,10
342035,C. Volpato,20,Australia,Attacker,22,20
338014,N. Irankunda,20,Australia,Midfielder,19,17
2751,M. Leckie,20,Australia,Midfielder,34,7
2755,A. Mabil,20,Australia,Midfielder,30,11
296645,T. Yengi,20,Australia,Attacker,25,26
198352,M. Touré,20,Australia,Attacker,21,9
312459,N. Velupillay,20,Australia,Midfielder,24,23
2682,A. Beiranvand,22,Iran,Goalkeeper,33,1
29755,H. Hosseini,22,Iran,Goalkeeper,33,22
2681,P. Niazmand,22,Iran,Goalkeeper,30,12
532950,D. Eiri,22,Iran,Defender,21,25
2691,R. Rezaeian,22,Iran,Midfielder,35,23
2685,E. Hajisafi,22,Iran,Defender,35,3
136880,Saleh Hardani,22,Iran,Defender,27,2
2687,H. Kanani,22,Iran,Defender,31,13
29704,S. Khalilzadeh,22,Iran,Defender,36,4
2688,M. Mohammadi,22,Iran,Defender,32,5
533035,A. Nemati,22,Iran,Defender,29,19
343405,A. Yousefi,22,Iran,Midfielder,23,17
2700,A. Jahanbakhsh,22,Iran,Midfielder,32,7
2683,R. Cheshmi,22,Iran,Midfielder,32,15
19614,S. Ezatolahi,22,Iran,Midfielder,29,6
2699,S. Ghoddos,22,Iran,Midfielder,32,14
423753,A. Razzaghinia,22,Iran,Midfielder,19,26
341844,M. Ghorbani,22,Iran,Midfielder,24,21
134217,M. Mohebi,22,Iran,Midfielder,27,8
2697,M. Torabi,22,Iran,Midfielder,31,16
29781,M. Ghaedi,22,Iran,Attacker,27,10
29937,A. Hosseinzadeh,22,Iran,Attacker,25,18
29720,A. Alipour,22,Iran,Attacker,30,11
89982,S. Moghanlou,22,Iran,Attacker,31,20
37892,D. Eckert Ayensa,22,Iran,Attacker,28,24
42315,M. Taremi,22,Iran,Attacker,33,9
193288,Nawaf Al Aqidi,23,Saudi Arabia,Goalkeeper,25,1
44449,Ahmed Al Kassar,23,Saudi Arabia,Goalkeeper,34,22
44411,Mohammed Al Owais,23,Saudi Arabia,Goalkeeper,34,21
44594,Saud Abdulhamid,23,Saudi Arabia,Defender,26,12
403087,Mohammed Abu Al Shamat,23,Saudi Arabia,Midfielder,23,26
134995,Nawaf Boushal,23,Saudi Arabia,Defender,26,13
44475,Abdulelah Al Amri,23,Saudi Arabia,Defender,28,4
202381,Moteb Al Harbi,23,Saudi Arabia,Defender,25,24
44335,Hassan Kadesh,23,Saudi Arabia,Defender,33,14
44507,Ali Lajami,23,Saudi Arabia,Defender,29,3
44367,Ali Majrashi,23,Saudi Arabia,Defender,26,2
44362,Hassan Tambakti,23,Saudi Arabia,Defender,26,5
543059,J. Thakri,23,Saudi Arabia,Defender,24,25
44339,Nasser Al Dawsari,23,Saudi Arabia,Midfielder,27,6
44349,Mohamed Kanno,23,Saudi Arabia,Attacker,31,23
269172,Ziyad Al Johani,23,Saudi Arabia,Midfielder,24,16
306380,Musab Al Juwayr,23,Saudi Arabia,Attacker,22,7
44315,Abdullah Al Khaibari,23,Saudi Arabia,Midfielder,29,15
593759,Ala Al Haji,23,Saudi Arabia,Midfielder,29,27
44701,Khalid Al Ghannam,23,Saudi Arabia,Attacker,25,17
2639,Sultan Mandash,23,Saudi Arabia,Midfielder,31,20
147812,Ayman Yahya,23,Saudi Arabia,Midfielder,24,8
44324,Feras Al Brikan,23,Saudi Arabia,Attacker,25,9
44382,Abdullah Al Hamdan,23,Saudi Arabia,Attacker,26,19
44551,Saleh Al Shehri,23,Saudi Arabia,Attacker,32,11
44340,Salem Al Dawsari,23,Saudi Arabia,Midfielder,34,10
702,O. Baumann,25,Germany,Goalkeeper,35,12
497,M. Neuer,25,Germany,Goalkeeper,39,1
399,A. Nübel,25,Germany,Goalkeeper,29,21
25368,W. Anton,25,Germany,Defender,29,3
280074,N. Brown,25,Germany,Defender,22,18
25158,D. Raum,25,Germany,Midfielder,27,22
2285,A. Rüdiger,25,Germany,Defender,32,2
26243,N. Schlotterbeck,25,Germany,Defender,26,15
972,J. Tah,25,Germany,Defender,29,4
163189,M. Thiaw,25,Germany,Defender,24,24
502,J. Kimmich,25,Germany,Defender,30,6
714,N. Amiri,25,Germany,Midfielder,29,20
511,L. Goretzka,25,Germany,Midfielder,30,8
18970,P. Groß,25,Germany,Midfielder,34,13
380978,A. Ouédraogo,25,Germany,Midfielder,17,25
128533,J. Leweling,25,Germany,Attacker,24,9
181812,J. Musiala,25,Germany,Attacker,22,10
637,F. Nmecha,25,Germany,Midfielder,25,23
328033,A. Pavlovic,25,Germany,Midfielder,21,5
644,L. Sané,25,Germany,Midfielder,30,19
137210,A. Stiller,25,Germany,Midfielder,24,16
203224,F. Wirtz,25,Germany,Attacker,22,17
978,K. Havertz,25,Germany,Attacker,26,7
158644,M. Beier,25,Germany,Attacker,23,14
26475,D. Undav,25,Germany,Attacker,29,26
158054,N. Woltemade,25,Germany,Attacker,23,11
19599,E. Martínez,26,Argentina,Goalkeeper,33,23
2465,J. Musso,26,Argentina,Goalkeeper,31,1
47296,G. Rulli,26,Argentina,Goalkeeper,33,12
2467,Lisandro Martínez,26,Argentina,Defender,27,6
6231,F. Medina,26,Argentina,Defender,26,25
6503,N. Molina,26,Argentina,Defender,27,26
2468,G. Montiel,26,Argentina,Defender,28,4
624,N. Otamendi,26,Argentina,Defender,37,19
30776,C. Romero,26,Argentina,Defender,27,13
529,N. Tagliafico,26,Argentina,Defender,33,3
319572,V. Barco,26,Argentina,Midfielder,21,8
5996,E. Fernández,26,Argentina,Midfielder,24,24
1578,G. Lo Celso,26,Argentina,Midfielder,29,11
6716,A. Mac Allister,26,Argentina,Midfielder,27,20
6002,E. Palacios,26,Argentina,Defender,27,14
271,L. Paredes,26,Argentina,Midfielder,31,5
26315,N. González,26,Argentina,Attacker,27,15
2472,R. De Paul,26,Argentina,Midfielder,31,7
6067,T. Almada,26,Argentina,Midfielder,24,16
6009,J. Álvarez,26,Argentina,Midfielder,25,9
350037,N. Paz,26,Argentina,Attacker,21,18
295513,J. López,26,Argentina,Attacker,25,21
217,Lautaro Martínez,26,Argentina,Attacker,28,22
154,L. Messi,26,Argentina,Attacker,38,10
323935,G. Simeone,26,Argentina,Midfielder,23,17
