player_id,player_name,team_id,team_name,position_group,minutes,shots,shots_on,goals,goals_conceded,assists,saves,passes,passes_accurate,key_passes,tackles,blocks,interceptions,duels,duels_won,dribbles_attempted,dribbles_completed,fouls_drawn,fouls_committed,yellow_cards,red_cards,provider_rating_mean,shots_p90,goals_p90,goals_conceded_p90,assists_p90,saves_p90,passes_p90,key_passes_p90,tackles_p90,blocks_p90,interceptions_p90,duels_p90,dribbles_completed_p90,fouls_drawn_p90,fouls_committed_p90,cards_p90,shots_on_target_rate,duel_win_rate,dribble_success_rate,pass_accuracy
153,Ousmane Dembélé,2,France,W,552.0,13.0,8.0,5.0,0.0,2.0,0.0,265.0,207.0,16.0,3.0,0.0,0.0,30.0,13.0,12.0,5.0,3.0,0.0,0.0,0.0,7.8428571428571425,2.119565217391304,0.8152173913043479,0.0,0.32608695652173914,0.0,43.20652173913044,2.608695652173913,0.4891304347826087,0.0,0.0,4.891304347826087,0.8152173913043479,0.4891304347826087,0.0,0.0,0.6153846153846154,0.43333333333333335,0.4166666666666667,78.11320754716981
154,Lionel Messi,26,Argentina,ST,620.0,28.0,18.0,8.0,0.0,4.0,0.0,314.0,257.0,26.0,10.0,0.0,1.0,90.0,51.0,35.0,24.0,16.0,2.0,0.0,0.0,9.071428571428571,4.064516129032258,1.1612903225806452,0.0,0.5806451612903226,0.0,45.58064516129033,3.774193548387097,1.4516129032258065,0.0,0.14516129032258066,13.06451612903226,3.483870967741936,2.3225806451612905,0.2903225806451613,0.0,0.6428571428571429,0.5666666666666667,0.6857142857142857,81.84713375796179
168,Davinson Sánchez,8,Colombia,CB,480.0,6.0,2.0,0.0,0.0,0.0,0.0,368.0,322.0,5.0,4.0,4.0,7.0,38.0,22.0,3.0,3.0,5.0,6.0,1.0,0.0,7.12,1.125,0.0,0.0,0.0,0.0,69.0,0.9375,0.75,0.75,1.3125,7.125,0.5625,0.9375,1.125,0.1875,0.3333333333333333,0.5789473684210527,1.0,87.5
184,Harry Kane,10,England,ST,654.0,18.0,12.0,6.0,0.0,1.0,0.0,106.0,75.0,5.0,3.0,3.0,1.0,58.0,22.0,6.0,1.0,9.0,8.0,1.0,0.0,7.185714285714285,2.4770642201834865,0.8256880733944955,0.0,0.13761467889908258,0.0,14.587155963302752,0.6880733944954129,0.41284403669724773,0.41284403669724773,0.13761467889908258,7.9816513761467895,0.13761467889908258,1.2385321100917432,1.1009174311926606,0.13761467889908258,0.6666666666666666,0.3793103448275862,0.16666666666666666,70.75471698113208
207,Ivan Perišić,3,Croatia,FB,360.0,2.0,2.0,1.0,0.0,1.0,0.0,142.0,128.0,5.0,9.0,1.0,4.0,33.0,17.0,1.0,0.0,1.0,4.0,2.0,0.0,7.0,0.5,0.25,0.0,0.25,0.0,35.5,1.25,2.25,0.25,1.0,8.25,0.0,0.25,1.0,0.5,1.0,0.5151515151515151,0.0,90.14084507042253
217,Lautaro Martínez,26,Argentina,ST,311.0,8.0,4.0,3.0,0.0,1.0,0.0,69.0,57.0,5.0,3.0,1.0,0.0,38.0,9.0,6.0,0.0,5.0,8.0,1.0,0.0,6.785714285714286,2.315112540192926,0.8681672025723473,0.0,0.28938906752411575,0.0,19.967845659163988,1.4469453376205788,0.8681672025723473,0.28938906752411575,0.0,10.996784565916398,0.0,1.4469453376205788,2.315112540192926,0.28938906752411575,0.5,0.23684210526315788,0.0,82.6086956521739
221,Eloy Room,5530,Curaçao,GK,270.0,0.0,0.0,0.0,9.0,0.0,20.0,74.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.233333333333333,0.0,0.0,3.0,0.0,6.666666666666666,24.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.351351351351354
225,Aziz Behich,20,Australia,FB,223.0,1.0,1.0,0.0,0.0,0.0,0.0,62.0,40.0,0.0,6.0,0.0,1.0,21.0,11.0,4.0,1.0,4.0,1.0,0.0,0.0,6.666666666666667,0.40358744394618834,0.0,0.0,0.0,0.0,25.022421524663677,0.0,2.42152466367713,0.0,0.40358744394618834,8.475336322869955,0.40358744394618834,1.6143497757847534,0.40358744394618834,0.0,1.0,0.5238095238095238,0.25,64.51612903225806
226,Denzel Dumfries,1118,Netherlands,FB,390.0,3.0,2.0,0.0,0.0,2.0,0.0,156.0,131.0,4.0,6.0,0.0,1.0,33.0,17.0,4.0,0.0,3.0,6.0,0.0,0.0,7.0,0.6923076923076923,0.0,0.0,0.46153846153846156,0.0,36.0,0.9230769230769231,1.3846153846153846,0.0,0.23076923076923078,7.615384615384616,0.0,0.6923076923076923,1.3846153846153846,0.0,0.6666666666666666,0.5151515151515151,0.0,83.97435897435898
228,Armando Obispo,5530,Curaçao,CB,270.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,88.0,0.0,3.0,3.0,7.0,18.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,6.366666666666667,0.0,0.0,0.0,0.0,0.0,33.33333333333333,0.0,1.0,1.0,2.333333333333333,6.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.5555555555555556,0.5,88.0
247,Cody Gakpo,1118,Netherlands,W,371.0,8.0,6.0,3.0,0.0,1.0,0.0,103.0,76.0,3.0,3.0,0.0,2.0,42.0,17.0,14.0,3.0,3.0,3.0,0.0,0.0,7.425000000000001,1.940700808625337,0.7277628032345014,0.0,0.24258760107816713,0.0,24.986522911051214,0.7277628032345014,0.7277628032345014,0.0,0.48517520215633425,10.18867924528302,0.7277628032345014,0.7277628032345014,0.7277628032345014,0.0,0.75,0.40476190476190477,0.21428571428571427,73.7864077669903
249,Donyell Malen,1118,Netherlands,W,187.0,4.0,2.0,0.0,0.0,0.0,0.0,35.0,28.0,4.0,0.0,0.0,0.0,18.0,8.0,10.0,4.0,2.0,0.0,0.0,0.0,6.633333333333333,1.9251336898395721,0.0,0.0,0.0,0.0,16.844919786096256,1.9251336898395721,0.0,0.0,0.0,8.663101604278074,1.9251336898395721,0.9625668449197861,0.0,0.0,0.5,0.4444444444444444,0.4,80.0
257,Marquinhos,6,Brazil,CB,450.0,1.0,0.0,0.0,0.0,0.0,0.0,389.0,368.0,1.0,5.0,3.0,3.0,18.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,7.340000000000001,0.2,0.0,0.0,0.0,0.0,77.80000000000001,0.2,1.0,0.6000000000000001,0.6000000000000001,3.6,0.0,0.4,0.0,0.0,0.0,0.7222222222222222,0.0,94.60154241645245
264,Thomas Meunier,1,Belgium,FB,190.0,2.0,1.0,0.0,0.0,1.0,0.0,112.0,90.0,3.0,3.0,0.0,2.0,29.0,8.0,2.0,1.0,0.0,9.0,0.0,0.0,6.766666666666667,0.9473684210526315,0.0,0.0,0.47368421052631576,0.0,53.05263157894736,1.4210526315789473,1.4210526315789473,0.0,0.9473684210526315,13.736842105263158,0.47368421052631576,0.0,4.263157894736842,0.0,0.5,0.27586206896551724,0.5,80.35714285714286
271,Leandro Paredes,26,Argentina,DM,398.0,3.0,1.0,0.0,0.0,0.0,0.0,524.0,497.0,4.0,9.0,2.0,3.0,26.0,16.0,3.0,2.0,2.0,5.0,1.0,0.0,7.333333333333333,0.678391959798995,0.0,0.0,0.0,0.0,118.49246231155779,0.9045226130653267,2.035175879396985,0.45226130653266333,0.678391959798995,5.8793969849246235,0.45226130653266333,0.45226130653266333,1.1306532663316584,0.22613065326633167,0.3333333333333333,0.6153846153846154,0.6666666666666666,94.8473282442748
272,Adrien Rabiot,2,France,DM,495.0,7.0,1.0,0.0,0.0,1.0,0.0,322.0,291.0,6.0,7.0,0.0,9.0,41.0,20.0,1.0,1.0,3.0,11.0,1.0,0.0,7.016666666666667,1.2727272727272727,0.0,0.0,0.18181818181818182,0.0,58.54545454545455,1.0909090909090908,1.2727272727272727,0.0,1.6363636363636365,7.454545454545455,0.18181818181818182,0.5454545454545454,2.0,0.18181818181818182,0.14285714285714285,0.4878048780487805,1.0,90.37267080745342
278,Kylian Mbappé,2,France,ST,608.0,30.0,19.0,8.0,0.0,3.0,0.0,202.0,173.0,16.0,1.0,0.0,0.0,55.0,21.0,29.0,11.0,8.0,6.0,1.0,0.0,7.957142857142857,4.440789473684211,1.1842105263157894,0.0,0.444078947368421,0.0,29.90131578947368,2.3684210526315788,0.14802631578947367,0.0,0.0,8.141447368421051,1.6282894736842104,1.1842105263157894,0.888157894736842,0.14802631578947367,0.6333333333333333,0.38181818181818183,0.3793103448275862,85.64356435643565
280,Alisson,6,Brazil,GK,450.0,0.0,0.0,0.0,4.0,0.0,14.0,109.0,85.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.12,0.0,0.0,0.8,0.0,2.8000000000000003,21.8,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,1.0,1.0,77.98165137614679
290,Virgil van Dijk,1118,Netherlands,CB,390.0,2.0,2.0,1.0,0.0,1.0,0.0,356.0,333.0,1.0,1.0,0.0,3.0,23.0,16.0,1.0,0.0,2.0,2.0,0.0,0.0,7.425000000000001,0.46153846153846156,0.23076923076923078,0.0,0.23076923076923078,0.0,82.15384615384616,0.23076923076923078,0.23076923076923078,0.0,0.6923076923076923,5.307692307692308,0.0,0.46153846153846156,0.46153846153846156,0.0,1.0,0.6956521739130435,0.0,93.53932584269663
304,Sadio Mané,13,Senegal,W,363.0,5.0,3.0,0.0,0.0,1.0,0.0,135.0,110.0,12.0,4.0,0.0,3.0,49.0,25.0,15.0,8.0,10.0,4.0,0.0,0.0,6.875,1.2396694214876034,0.0,0.0,0.24793388429752067,0.0,33.47107438016529,2.975206611570248,0.9917355371900827,0.0,0.743801652892562,12.148760330578513,1.9834710743801653,2.479338842975207,0.9917355371900827,0.0,0.6,0.5102040816326531,0.5333333333333333,81.48148148148148
318,Kalidou Koulibaly,13,Senegal,CB,162.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,69.0,0.0,5.0,0.0,2.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.75,0.0,0.0,0.0,0.0,0.0,45.0,0.0,2.7777777777777777,0.0,1.1111111111111112,5.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,85.18518518518519
328,Fabián Ruiz,9,Spain,DM,269.0,6.0,2.0,1.0,0.0,0.0,0.0,242.0,219.0,5.0,7.0,0.0,3.0,15.0,11.0,0.0,0.0,3.0,1.0,0.0,0.0,7.066666666666666,2.0074349442379185,0.3345724907063197,0.0,0.0,0.0,80.96654275092938,1.6728624535315986,2.342007434944238,0.0,1.0037174721189592,5.018587360594796,0.0,1.0037174721189592,0.3345724907063197,0.0,0.3333333333333333,0.7333333333333333,0.0,90.49586776859505
369,Diogo Costa,27,Portugal,GK,450.0,0.0,0.0,0.0,3.0,0.0,19.0,104.0,79.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,7.42,0.0,0.0,0.6000000000000001,0.0,3.8000000000000003,20.8,0.0,0.0,0.0,0.0,0.8,0.0,0.2,0.0,0.0,0.0,1.0,0.0,75.96153846153847
375,Chancel Mbemba,1508,Congo DR,CB,360.0,1.0,0.0,0.0,0.0,1.0,0.0,165.0,129.0,2.0,3.0,3.0,1.0,22.0,13.0,2.0,2.0,3.0,1.0,1.0,0.0,6.7,0.25,0.0,0.0,0.25,0.0,41.25,0.5,0.75,0.75,0.25,5.5,0.5,0.75,0.25,0.25,0.0,0.5909090909090909,1.0,78.18181818181819
409,Nabil Bentaleb,1532,Algeria,DM,288.0,0.0,0.0,0.0,0.0,0.0,0.0,283.0,259.0,4.0,8.0,0.0,3.0,22.0,12.0,2.0,1.0,3.0,2.0,0.0,0.0,6.925,0.0,0.0,0.0,0.0,0.0,88.4375,1.25,2.5,0.0,0.9375,6.875,0.3125,0.9375,0.625,0.0,0.0,0.5454545454545454,0.5,91.51943462897526
415,Weston McKennie,2384,USA,CM,444.0,3.0,1.0,0.0,0.0,0.0,0.0,215.0,172.0,8.0,8.0,0.0,7.0,42.0,17.0,9.0,6.0,2.0,8.0,1.0,0.0,7.0200000000000005,0.6081081081081081,0.0,0.0,0.0,0.0,43.58108108108108,1.6216216216216217,1.6216216216216217,0.0,1.418918918918919,8.513513513513514,1.2162162162162162,0.40540540540540543,1.6216216216216217,0.20270270270270271,0.3333333333333333,0.40476190476190477,0.6666666666666666,80.0
421,Breel Embolo,15,Switzerland,ST,506.0,7.0,5.0,2.0,0.0,2.0,0.0,74.0,54.0,8.0,1.0,0.0,2.0,53.0,25.0,5.0,3.0,11.0,9.0,2.0,1.0,6.8500000000000005,1.2450592885375493,0.3557312252964427,0.0,0.3557312252964427,0.0,13.162055335968379,1.4229249011857708,0.17786561264822134,0.0,0.3557312252964427,9.42687747035573,0.5335968379446641,1.9565217391304348,1.6007905138339922,0.7114624505928854,0.7142857142857143,0.4716981132075472,0.6,72.97297297297297
429,Fernando Muslera,7,Uruguay,GK,225.0,0.0,0.0,0.0,4.0,0.0,4.0,65.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8999999999999995,0.0,0.0,1.6,0.0,1.6,26.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
454,Yunus Akgün,777,Türkiye,W,88.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,39.0,2.0,0.0,0.0,0.0,7.0,2.0,4.0,1.0,1.0,2.0,1.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,49.09090909090909,2.0454545454545454,0.0,0.0,0.0,7.159090909090909,1.0227272727272727,1.0227272727272727,2.0454545454545454,1.0227272727272727,0.0,0.2857142857142857,0.25,81.25
497,Manuel Neuer,25,Germany,GK,390.0,0.0,0.0,0.0,5.0,0.0,5.0,102.0,94.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,6.775,0.0,0.0,1.153846153846154,0.0,1.153846153846154,23.53846153846154,0.0,0.0,0.0,0.0,0.46153846153846156,0.0,0.46153846153846156,0.0,0.0,0.0,1.0,0.0,92.15686274509804
502,Joshua Kimmich,25,Germany,FB,353.0,3.0,1.0,0.0,0.0,2.0,0.0,340.0,311.0,8.0,6.0,0.0,4.0,30.0,17.0,1.0,1.0,7.0,0.0,0.0,0.0,7.425,0.7648725212464589,0.0,0.0,0.509915014164306,0.0,86.68555240793201,2.039660056657224,1.5297450424929178,0.0,1.019830028328612,7.64872521246459,0.254957507082153,1.7847025495750708,0.0,0.0,0.3333333333333333,0.5666666666666667,1.0,91.47058823529412
505,David Alaba,775,Austria,CB,278.0,2.0,0.0,0.0,0.0,1.0,0.0,227.0,202.0,1.0,2.0,3.0,4.0,11.0,6.0,2.0,1.0,0.0,2.0,0.0,0.0,7.125,0.6474820143884892,0.0,0.0,0.3237410071942446,0.0,73.48920863309353,0.3237410071942446,0.6474820143884892,0.9712230215827338,1.2949640287769784,3.5611510791366907,0.3237410071942446,0.0,0.6474820143884892,0.0,0.0,0.5454545454545454,0.5,88.98678414096916
517,James Rodríguez,8,Colombia,W,317.0,3.0,3.0,0.0,0.0,0.0,0.0,227.0,197.0,11.0,4.0,1.0,1.0,22.0,12.0,5.0,3.0,5.0,0.0,0.0,0.0,7.0200000000000005,0.8517350157728707,0.0,0.0,0.0,0.0,64.44794952681389,3.1230283911671926,1.135646687697161,0.28391167192429023,0.28391167192429023,6.246056782334385,0.8517350157728707,1.4195583596214512,0.0,0.0,1.0,0.5454545454545454,0.6,86.78414096916299
529,Nicolás Tagliafico,26,Argentina,FB,357.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,142.0,2.0,5.0,1.0,3.0,39.0,25.0,1.0,1.0,13.0,4.0,0.0,0.0,6.616666666666667,0.0,0.0,0.0,0.0,0.0,41.09243697478991,0.5042016806722689,1.2605042016806722,0.25210084033613445,0.7563025210084033,9.831932773109244,0.25210084033613445,3.277310924369748,1.0084033613445378,0.0,0.0,0.6410256410256411,1.0,87.11656441717791
538,Frenkie de Jong,1118,Netherlands,CM,331.0,0.0,0.0,0.0,0.0,0.0,0.0,233.0,217.0,2.0,9.0,0.0,8.0,29.0,17.0,1.0,1.0,6.0,6.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,63.353474320241695,0.5438066465256798,2.447129909365559,0.0,2.175226586102719,7.885196374622357,0.2719033232628399,1.6314199395770395,1.6314199395770395,0.0,0.0,0.5862068965517241,1.0,93.13304721030043
542,Ryan Gravenberch,1118,Netherlands,CM,347.0,2.0,0.0,0.0,0.0,2.0,0.0,127.0,111.0,2.0,4.0,0.0,6.0,28.0,12.0,7.0,2.0,3.0,5.0,0.0,0.0,6.675,0.5187319884726225,0.0,0.0,0.5187319884726225,0.0,32.93948126801153,0.5187319884726225,1.037463976945245,0.0,1.5561959654178674,7.262247838616714,0.5187319884726225,0.7780979827089337,1.2968299711815563,0.0,0.0,0.42857142857142855,0.2857142857142857,87.4015748031496
545,Noussair Mazraoui,31,Morocco,FB,486.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,232.0,0.0,14.0,4.0,2.0,52.0,33.0,6.0,4.0,6.0,4.0,0.0,0.0,7.1000000000000005,0.0,0.0,0.0,0.0,0.0,47.59259259259259,0.0,2.5925925925925926,0.7407407407407407,0.37037037037037035,9.62962962962963,0.7407407407407407,1.1111111111111112,0.7407407407407407,0.0,0.0,0.6346153846153846,0.6666666666666666,90.27237354085604
567,Rúben Dias,27,Portugal,CB,360.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,240.0,0.0,5.0,2.0,5.0,36.0,22.0,3.0,2.0,3.0,6.0,1.0,0.0,7.25,0.0,0.0,0.0,0.0,0.0,65.25,0.0,1.25,0.5,1.25,9.0,0.5,0.75,1.5,0.25,0.0,0.6111111111111112,0.6666666666666666,91.95402298850574
583,João Félix,27,Portugal,W,204.0,5.0,1.0,0.0,0.0,0.0,0.0,56.0,46.0,2.0,6.0,1.0,4.0,34.0,17.0,10.0,5.0,6.0,3.0,0.0,0.0,6.666666666666667,2.2058823529411766,0.0,0.0,0.0,0.0,24.705882352941174,0.8823529411764706,2.6470588235294117,0.4411764705882353,1.7647058823529411,15.0,2.2058823529411766,2.6470588235294117,1.3235294117647058,0.0,0.2,0.5,0.5,82.14285714285714
618,Danilo,6,Brazil,FB,405.0,1.0,0.0,0.0,0.0,0.0,0.0,273.0,239.0,2.0,7.0,1.0,7.0,28.0,14.0,2.0,1.0,1.0,7.0,2.0,0.0,6.640000000000001,0.2222222222222222,0.0,0.0,0.0,0.0,60.666666666666664,0.4444444444444444,1.5555555555555554,0.2222222222222222,1.5555555555555554,6.222222222222221,0.2222222222222222,0.2222222222222222,1.5555555555555554,0.4444444444444444,0.0,0.5,0.5,87.54578754578755
622,Aymeric Laporte,9,Spain,CB,629.0,4.0,1.0,0.0,0.0,1.0,0.0,567.0,531.0,3.0,5.0,0.0,13.0,45.0,24.0,0.0,0.0,2.0,4.0,1.0,0.0,7.514285714285714,0.5723370429252782,0.0,0.0,0.14308426073131955,0.0,81.12877583465819,0.4292527821939587,0.7154213036565977,0.0,1.8600953895071541,6.43879173290938,0.0,0.2861685214626391,0.5723370429252782,0.14308426073131955,0.25,0.5333333333333333,0.0,93.65079365079364
624,Nicolás Otamendi,26,Argentina,CB,167.0,1.0,0.0,0.0,0.0,0.0,0.0,162.0,153.0,0.0,4.0,1.0,4.0,15.0,10.0,0.0,0.0,0.0,3.0,0.0,0.0,6.859999999999999,0.5389221556886228,0.0,0.0,0.0,0.0,87.3053892215569,0.0,2.155688622754491,0.5389221556886228,2.155688622754491,8.083832335329342,0.0,0.0,1.6167664670658684,0.0,0.0,0.6666666666666666,0.0,94.44444444444444
626,John Stones,10,England,CB,343.0,1.0,0.0,0.0,0.0,0.0,0.0,187.0,181.0,1.0,2.0,0.0,0.0,18.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,6.625,0.26239067055393583,0.0,0.0,0.0,0.0,49.067055393586,0.26239067055393583,0.5247813411078717,0.0,0.0,4.723032069970845,0.0,0.26239067055393583,0.26239067055393583,0.0,0.0,0.5555555555555556,0.0,96.79144385026738
629,Kevin De Bruyne,1,Belgium,AM,387.0,13.0,5.0,1.0,0.0,0.0,0.0,186.0,150.0,10.0,3.0,1.0,0.0,33.0,17.0,11.0,6.0,4.0,2.0,1.0,0.0,7.159999999999999,3.0232558139534884,0.23255813953488372,0.0,0.0,0.0,43.25581395348837,2.3255813953488373,0.6976744186046512,0.23255813953488372,0.0,7.674418604651163,1.3953488372093024,0.9302325581395349,0.46511627906976744,0.23255813953488372,0.38461538461538464,0.5151515151515151,0.5454545454545454,80.64516129032258
635,Riyad Mahrez,1532,Algeria,W,263.0,3.0,3.0,2.0,0.0,1.0,0.0,132.0,116.0,5.0,4.0,0.0,1.0,29.0,14.0,6.0,2.0,7.0,1.0,0.0,0.0,7.425,1.026615969581749,0.6844106463878327,0.0,0.34220532319391633,0.0,45.171102661596954,1.7110266159695817,1.3688212927756653,0.0,0.34220532319391633,9.923954372623573,0.6844106463878327,2.3954372623574143,0.34220532319391633,0.0,1.0,0.4827586206896552,0.3333333333333333,87.87878787878788
636,Bernardo Silva,27,Portugal,W,103.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,54.0,0.0,1.0,0.0,1.0,10.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,6.425,0.8737864077669902,0.0,0.0,0.0,0.0,52.42718446601941,0.0,0.8737864077669902,0.0,0.8737864077669902,8.737864077669903,0.0,0.0,2.6213592233009706,1.7475728155339805,0.0,0.1,0.0,90.0
658,Houssem Aouar,1532,Algeria,W,173.0,3.0,1.0,0.0,0.0,2.0,0.0,84.0,76.0,5.0,2.0,0.0,0.0,19.0,8.0,4.0,2.0,2.0,1.0,0.0,0.0,6.8999999999999995,1.560693641618497,0.0,0.0,1.0404624277456647,0.0,43.69942196531792,2.6011560693641615,1.0404624277456647,0.0,0.0,9.884393063583815,1.0404624277456647,1.0404624277456647,0.5202312138728323,0.0,0.3333333333333333,0.42105263157894735,0.5,90.47619047619048
