player_id,observations,majority_side,majority_share,accepted,source
318,3.0,R,1.0,True,grid:low_is_left
328,24.0,L,0.8333333333333334,True,grid:low_is_left
369,54.0,R,1.0,True,grid:low_is_left
375,8.0,R,1.0,True,grid:low_is_left
399,49.0,R,1.0,True,grid:low_is_left
409,15.0,R,1.0,True,grid:low_is_left
415,43.0,R,0.9767441860465116,True,grid:low_is_left
417,23.0,R,1.0,True,grid:low_is_left
421,26.0,R,1.0,True,grid:low_is_left
427,32.0,R,1.0,True,grid:low_is_left
429,43.0,R,1.0,True,grid:low_is_left
440,21.0,R,1.0,True,grid:low_is_left
454,12.0,R,0.8333333333333334,True,grid:low_is_left
497,45.0,R,1.0,True,grid:low_is_left
502,49.0,R,1.0,True,grid:low_is_left
505,4.0,R,1.0,True,grid:low_is_left
509,8.0,L,0.875,True,grid:low_is_left
511,6.0,R,1.0,True,grid:low_is_left
517,23.0,R,1.0,True,grid:low_is_left
524,45.0,R,1.0,True,grid:low_is_left
529,10.0,L,0.6,True,grid:low_is_left
538,21.0,R,1.0,True,grid:low_is_left
542,50.0,R,1.0,True,grid:low_is_left
544,20.0,L,0.55,False,grid:low_is_left
545,21.0,R,0.6190476190476191,True,grid:low_is_left
563,40.0,L,0.575,False,grid:low_is_left
583,34.0,R,0.9117647058823529,True,grid:low_is_left
617,39.0,R,1.0,True,grid:low_is_left
619,25.0,R,1.0,True,grid:low_is_left
622,28.0,R,1.0,True,grid:low_is_left
624,6.0,R,1.0,True,grid:low_is_left
626,4.0,R,1.0,True,grid:low_is_left
629,15.0,R,1.0,True,grid:low_is_left
635,45.0,R,1.0,True,grid:low_is_left
636,35.0,R,0.9428571428571428,True,grid:low_is_left
637,10.0,R,1.0,True,grid:low_is_left
644,42.0,R,0.9285714285714286,True,grid:low_is_left
658,28.0,R,0.9642857142857143,True,grid:low_is_left
667,25.0,R,1.0,True,grid:low_is_left
702,36.0,R,1.0,True,grid:low_is_left
706,23.0,R,1.0,True,grid:low_is_left
711,28.0,R,1.0,True,grid:low_is_left
714,10.0,R,1.0,True,grid:low_is_left
719,20.0,R,1.0,True,grid:low_is_left
726,25.0,R,1.0,True,grid:low_is_left
730,57.0,R,1.0,True,grid:low_is_left
732,34.0,R,1.0,True,grid:low_is_left
744,28.0,R,0.9642857142857143,True,grid:low_is_left
747,16.0,R,1.0,True,grid:low_is_left
750,18.0,R,0.9444444444444444,True,grid:low_is_left
753,38.0,R,1.0,True,grid:low_is_left
754,11.0,R,1.0,True,grid:low_is_left
756,46.0,R,1.0,True,grid:low_is_left
762,32.0,L,0.5625,False,grid:low_is_left
790,14.0,R,1.0,True,grid:low_is_left
792,9.0,R,1.0,True,grid:low_is_left
794,33.0,R,1.0,True,grid:low_is_left
818,21.0,R,1.0,True,grid:low_is_left
842,34.0,R,1.0,True,grid:low_is_left
855,33.0,R,0.5151515151515151,False,grid:low_is_left
863,28.0,R,0.8928571428571429,True,grid:low_is_left
874,25.0,R,1.0,True,grid:low_is_left
886,31.0,R,0.7096774193548387,True,grid:low_is_left
889,16.0,R,0.875,True,grid:low_is_left
903,30.0,R,1.0,True,grid:low_is_left
906,11.0,R,1.0,True,grid:low_is_left
909,26.0,L,0.7692307692307693,True,grid:low_is_left
925,25.0,R,0.72,True,grid:low_is_left
927,17.0,R,0.8823529411764706,True,grid:low_is_left
931,25.0,R,0.84,True,grid:low_is_left
951,36.0,R,1.0,True,grid:low_is_left
952,30.0,R,1.0,True,grid:low_is_left
957,26.0,R,0.9615384615384616,True,grid:low_is_left
972,4.0,R,1.0,True,grid:low_is_left
978,10.0,R,1.0,True,grid:low_is_left
1084,42.0,R,1.0,True,grid:low_is_left
1095,14.0,R,1.0,True,grid:low_is_left
1100,42.0,R,1.0,True,grid:low_is_left
1111,29.0,R,1.0,True,grid:low_is_left
1115,16.0,R,1.0,True,grid:low_is_left
1117,40.0,R,0.7,True,grid:low_is_left
1119,23.0,R,1.0,True,grid:low_is_left
1125,8.0,R,1.0,True,grid:low_is_left
1138,36.0,R,0.9444444444444444,True,grid:low_is_left
1142,31.0,R,1.0,True,grid:low_is_left
1145,49.0,R,1.0,True,grid:low_is_left
1149,8.0,R,1.0,True,grid:low_is_left
1150,26.0,R,1.0,True,grid:low_is_left
1157,42.0,R,0.5952380952380952,False,grid:low_is_left
1159,16.0,R,0.75,True,grid:low_is_left
1165,26.0,R,0.7307692307692307,True,grid:low_is_left
1231,35.0,R,1.0,True,grid:low_is_left
1237,28.0,R,0.9642857142857143,True,grid:low_is_left
1243,22.0,R,1.0,True,grid:low_is_left
1257,46.0,R,1.0,True,grid:low_is_left
1271,23.0,R,1.0,True,grid:low_is_left
1290,38.0,R,1.0,True,grid:low_is_left
1305,22.0,R,1.0,True,grid:low_is_left
1322,22.0,R,0.9090909090909091,True,grid:low_is_left
1323,13.0,R,0.6923076923076923,True,grid:low_is_left
1324,42.0,R,1.0,True,grid:low_is_left
1361,41.0,L,0.7073170731707317,True,grid:low_is_left
1411,14.0,R,1.0,True,grid:low_is_left
1417,38.0,R,1.0,True,grid:low_is_left
1422,31.0,L,0.9032258064516129,True,grid:low_is_left
1424,29.0,R,0.9310344827586207,True,grid:low_is_left
1442,20.0,L,0.5,False,grid:low_is_left
1460,37.0,R,1.0,True,grid:low_is_left
1464,27.0,R,1.0,True,grid:low_is_left
1485,6.0,R,1.0,True,grid:low_is_left
1494,19.0,R,0.8947368421052632,True,grid:low_is_left
1496,25.0,L,0.68,True,grid:low_is_left
1567,3.0,R,1.0,True,grid:low_is_left
1578,19.0,R,0.9473684210526315,True,grid:low_is_left
1590,24.0,R,1.0,True,grid:low_is_left
1631,32.0,R,0.8125,True,grid:low_is_left
1640,11.0,R,1.0,True,grid:low_is_left
1642,23.0,R,1.0,True,grid:low_is_left
1646,31.0,R,0.9032258064516129,True,grid:low_is_left
1719,22.0,R,0.7272727272727273,True,grid:low_is_left
1725,34.0,R,1.0,True,grid:low_is_left
1741,26.0,R,1.0,True,grid:low_is_left
1807,36.0,R,0.8611111111111112,True,grid:low_is_left
1864,45.0,R,0.9777777777777777,True,grid:low_is_left
1902,28.0,R,1.0,True,grid:low_is_left
1929,24.0,R,1.0,True,grid:low_is_left
1934,33.0,R,1.0,True,grid:low_is_left
1942,27.0,R,1.0,True,grid:low_is_left
1946,37.0,L,0.8918918918918919,True,grid:low_is_left
2001,5.0,R,1.0,True,grid:low_is_left
2032,21.0,R,1.0,True,grid:low_is_left
2194,15.0,L,1.0,True,grid:low_is_left
2218,45.0,R,1.0,True,grid:low_is_left
2252,22.0,R,1.0,True,grid:low_is_left
2285,25.0,R,0.96,True,grid:low_is_left
2290,33.0,R,1.0,True,grid:low_is_left
2410,51.0,R,1.0,True,grid:low_is_left
2465,18.0,R,1.0,True,grid:low_is_left
2467,1.0,R,1.0,False,grid:low_is_left
2468,32.0,R,1.0,True,grid:low_is_left
2472,42.0,R,1.0,True,grid:low_is_left
2481,20.0,R,1.0,True,grid:low_is_left
2482,40.0,R,1.0,True,grid:low_is_left
2483,19.0,R,0.8421052631578947,True,grid:low_is_left
2484,27.0,R,1.0,True,grid:low_is_left
2489,46.0,L,0.8913043478260869,True,grid:low_is_left
2490,14.0,R,0.9285714285714286,True,grid:low_is_left
2499,48.0,R,0.8333333333333334,True,grid:low_is_left
2500,12.0,R,1.0,True,grid:low_is_left
2502,63.0,R,1.0,True,grid:low_is_left
2507,29.0,R,0.896551724137931,True,grid:low_is_left
2514,15.0,R,1.0,True,grid:low_is_left
2522,14.0,R,1.0,True,grid:low_is_left
2530,16.0,R,1.0,True,grid:low_is_left
2532,2.0,R,1.0,True,grid:low_is_left
2533,4.0,R,1.0,True,grid:low_is_left
2535,6.0,R,1.0,True,grid:low_is_left
2539,10.0,R,1.0,True,grid:low_is_left
2543,1.0,R,1.0,False,grid:low_is_left
2544,24.0,R,0.875,True,grid:low_is_left
2575,38.0,R,1.0,True,grid:low_is_left
2583,24.0,R,1.0,True,grid:low_is_left
2598,38.0,R,1.0,True,grid:low_is_left
2601,9.0,R,1.0,True,grid:low_is_left
2639,17.0,R,1.0,True,grid:low_is_left
2649,13.0,R,0.7692307692307693,True,grid:low_is_left
2654,34.0,R,1.0,True,grid:low_is_left
2656,19.0,R,0.8421052631578947,True,grid:low_is_left
2660,21.0,R,1.0,True,grid:low_is_left
2664,21.0,R,0.6190476190476191,True,grid:low_is_left
2676,31.0,R,1.0,True,grid:low_is_left
2682,12.0,R,1.0,True,grid:low_is_left
2688,2.0,L,1.0,True,grid:low_is_left
2699,13.0,R,1.0,True,grid:low_is_left
2700,9.0,R,1.0,True,grid:low_is_left
2701,49.0,R,1.0,True,grid:low_is_left
2703,11.0,R,1.0,True,grid:low_is_left
2722,39.0,R,1.0,True,grid:low_is_left
2724,36.0,L,0.9722222222222222,True,grid:low_is_left
2741,36.0,R,1.0,True,grid:low_is_left
2742,19.0,R,1.0,True,grid:low_is_left
2749,16.0,R,1.0,True,grid:low_is_left
2755,19.0,R,1.0,True,grid:low_is_left
2763,8.0,R,1.0,True,grid:low_is_left
2803,20.0,R,1.0,True,grid:low_is_left
2807,25.0,R,0.92,True,grid:low_is_left
2810,25.0,R,1.0,True,grid:low_is_left
2851,31.0,R,1.0,True,grid:low_is_left
2860,13.0,R,0.6153846153846154,True,grid:low_is_left
2864,13.0,R,0.9230769230769231,True,grid:low_is_left
2869,15.0,R,1.0,True,grid:low_is_left
2873,27.0,R,1.0,True,grid:low_is_left
2878,33.0,R,0.9696969696969697,True,grid:low_is_left
2879,38.0,R,1.0,True,grid:low_is_left
2881,44.0,R,0.8409090909090909,True,grid:low_is_left
2887,33.0,R,1.0,True,grid:low_is_left
2889,25.0,R,0.84,True,grid:low_is_left
2890,41.0,R,1.0,True,grid:low_is_left
2892,30.0,R,1.0,True,grid:low_is_left
2901,17.0,R,1.0,True,grid:low_is_left
2906,15.0,R,1.0,True,grid:low_is_left
2909,39.0,R,1.0,True,grid:low_is_left
2912,28.0,R,1.0,True,grid:low_is_left
2920,31.0,R,0.967741935483871,True,grid:low_is_left
2926,11.0,R,1.0,True,grid:low_is_left
2932,45.0,R,1.0,True,grid:low_is_left
2937,32.0,L,0.75,True,grid:low_is_left
2945,14.0,R,1.0,True,grid:low_is_left
2968,44.0,R,1.0,True,grid:low_is_left
2971,2.0,R,1.0,True,grid:low_is_left
2973,37.0,R,0.972972972972973,True,grid:low_is_left
2975,30.0,R,0.9333333333333333,True,grid:low_is_left
2977,29.0,R,1.0,True,grid:low_is_left
2979,43.0,R,0.9534883720930233,True,grid:low_is_left
2983,21.0,R,1.0,True,grid:low_is_left
2986,44.0,R,1.0,True,grid:low_is_left
2990,29.0,R,1.0,True,grid:low_is_left
3033,17.0,R,1.0,True,grid:low_is_left
3034,13.0,R,0.8461538461538461,True,grid:low_is_left
3246,36.0,R,1.0,True,grid:low_is_left
3275,48.0,R,1.0,True,grid:low_is_left
3287,27.0,R,1.0,True,grid:low_is_left
3428,27.0,R,0.8888888888888888,True,grid:low_is_left
3608,17.0,R,1.0,True,grid:low_is_left
4399,28.0,R,1.0,True,grid:low_is_left
4414,11.0,R,1.0,True,grid:low_is_left
4561,6.0,R,1.0,True,grid:low_is_left
5994,27.0,R,0.9259259259259259,True,grid:low_is_left
5996,36.0,R,0.75,True,grid:low_is_left
6002,19.0,R,1.0,True,grid:low_is_left
6005,21.0,R,1.0,True,grid:low_is_left
6009,30.0,R,0.9666666666666667,True,grid:low_is_left
6067,19.0,L,0.6842105263157895,True,grid:low_is_left
6168,25.0,R,1.0,True,grid:low_is_left
6231,23.0,R,0.5652173913043478,False,grid:low_is_left
6236,8.0,R,1.0,True,grid:low_is_left
6503,31.0,R,1.0,True,grid:low_is_left
6610,37.0,R,1.0,True,grid:low_is_left
6716,14.0,R,0.9285714285714286,True,grid:low_is_left
6808,26.0,R,1.0,True,grid:low_is_left
6865,16.0,R,1.0,True,grid:low_is_left
6870,26.0,R,1.0,True,grid:low_is_left
6904,5.0,R,1.0,True,grid:low_is_left
6932,18.0,R,1.0,True,grid:low_is_left
6934,19.0,R,1.0,True,grid:low_is_left
6935,11.0,R,1.0,True,grid:low_is_left
6938,22.0,R,1.0,True,grid:low_is_left
7050,28.0,R,1.0,True,grid:low_is_left
7090,28.0,R,1.0,True,grid:low_is_left
7197,32.0,R,0.9375,True,grid:low_is_left
7318,39.0,R,1.0,True,grid:low_is_left
7327,12.0,R,0.75,True,grid:low_is_left
7328,19.0,R,0.9473684210526315,True,grid:low_is_left
7332,9.0,R,1.0,True,grid:low_is_left
7525,45.0,R,1.0,True,grid:low_is_left
7562,36.0,R,1.0,True,grid:low_is_left
7578,28.0,L,0.6785714285714286,True,grid:low_is_left
7598,37.0,R,1.0,True,grid:low_is_left
7722,16.0,R,1.0,True,grid:low_is_left
8445,17.0,R,1.0,True,grid:low_is_left
8450,16.0,R,1.0,True,grid:low_is_left
8486,28.0,R,1.0,True,grid:low_is_left
8489,31.0,R,1.0,True,grid:low_is_left
8492,26.0,R,1.0,True,grid:low_is_left
8601,18.0,R,1.0,True,grid:low_is_left
8794,26.0,R,1.0,True,grid:low_is_left
9026,40.0,R,1.0,True,grid:low_is_left
10097,14.0,R,1.0,True,grid:low_is_left
10135,40.0,R,1.0,True,grid:low_is_left
12303,38.0,R,1.0,True,grid:low_is_left
13151,23.0,R,1.0,True,grid:low_is_left
13376,27.0,R,0.9629629629629629,True,grid:low_is_left
13571,49.0,R,1.0,True,grid:low_is_left
13708,35.0,R,0.8857142857142857,True,grid:low_is_left
13736,50.0,R,1.0,True,grid:low_is_left
14268,48.0,R,1.0,True,grid:low_is_left
14301,29.0,R,1.0,True,grid:low_is_left
14379,24.0,R,1.0,True,grid:low_is_left
14395,20.0,R,1.0,True,grid:low_is_left
14701,20.0,R,1.0,True,grid:low_is_left
15286,30.0,R,1.0,True,grid:low_is_left
15304,17.0,R,1.0,True,grid:low_is_left
15769,6.0,R,1.0,True,grid:low_is_left
16360,53.0,R,1.0,True,grid:low_is_left
16367,3.0,L,0.6666666666666666,True,grid:low_is_left
16369,35.0,R,1.0,True,grid:low_is_left
16470,34.0,R,1.0,True,grid:low_is_left
16482,30.0,R,1.0,True,grid:low_is_left
16590,18.0,R,1.0,True,grid:low_is_left
16642,37.0,R,1.0,True,grid:low_is_left
16797,16.0,R,1.0,True,grid:low_is_left
16804,1.0,R,1.0,False,grid:low_is_left
16805,9.0,R,1.0,True,grid:low_is_left
16813,7.0,R,1.0,True,grid:low_is_left
16831,16.0,R,1.0,True,grid:low_is_left
16841,32.0,R,1.0,True,grid:low_is_left
16871,19.0,R,0.9473684210526315,True,grid:low_is_left
17269,9.0,R,0.5555555555555556,False,grid:low_is_left
18110,26.0,R,1.0,True,grid:low_is_left
18592,37.0,R,1.0,True,grid:low_is_left
18776,2.0,L,0.5,False,grid:low_is_left
18814,6.0,R,1.0,True,grid:low_is_left
18816,11.0,L,0.7272727272727273,True,grid:low_is_left
18830,23.0,R,1.0,True,grid:low_is_left
18846,31.0,R,1.0,True,grid:low_is_left
18861,9.0,L,0.8888888888888888,True,grid:low_is_left
18931,15.0,R,1.0,True,grid:low_is_left
18938,22.0,R,1.0,True,grid:low_is_left
18942,34.0,R,1.0,True,grid:low_is_left
18961,25.0,L,0.72,True,grid:low_is_left
18967,30.0,R,1.0,True,grid:low_is_left
18970,24.0,R,0.9166666666666666,True,grid:low_is_left
18979,18.0,R,1.0,True,grid:low_is_left
18997,35.0,R,1.0,True,grid:low_is_left
19047,19.0,R,0.6842105263157895,True,grid:low_is_left
19066,23.0,R,1.0,True,grid:low_is_left
19077,42.0,R,1.0,True,grid:low_is_left
19088,52.0,R,1.0,True,grid:low_is_left
19170,27.0,R,0.6296296296296297,True,grid:low_is_left
19172,11.0,R,1.0,True,grid:low_is_left
19182,15.0,R,1.0,True,grid:low_is_left
19191,35.0,R,0.9428571428571428,True,grid:low_is_left
19235,35.0,L,0.8,True,grid:low_is_left
19281,38.0,R,0.868421052631579,True,grid:low_is_left
19354,46.0,R,1.0,True,grid:low_is_left
19366,40.0,R,1.0,True,grid:low_is_left
19465,51.0,R,1.0,True,grid:low_is_left
19524,21.0,R,1.0,True,grid:low_is_left
19545,33.0,R,1.0,True,grid:low_is_left
19549,24.0,L,0.75,True,grid:low_is_left
19586,20.0,L,0.5,False,grid:low_is_left
19599,53.0,R,1.0,True,grid:low_is_left
19614,18.0,R,1.0,True,grid:low_is_left
19617,46.0,R,1.0,True,grid:low_is_left
19720,7.0,R,1.0,True,grid:low_is_left
19974,30.0,R,1.0,True,grid:low_is_left
19987,47.0,R,1.0,True,grid:low_is_left
20079,2.0,R,1.0,True,grid:low_is_left
20457,50.0,R,1.0,True,grid:low_is_left
20566,38.0,R,1.0,True,grid:low_is_left
20649,10.0,R,1.0,True,grid:low_is_left
20655,14.0,R,1.0,True,grid:low_is_left
20665,18.0,R,0.8888888888888888,True,grid:low_is_left
20696,8.0,L,0.75,True,grid:low_is_left
20836,10.0,R,0.8,True,grid:low_is_left
20844,20.0,R,1.0,True,grid:low_is_left
20850,35.0,R,1.0,True,grid:low_is_left
20869,14.0,R,1.0,True,grid:low_is_left
20995,10.0,R,1.0,True,grid:low_is_left
21010,18.0,R,1.0,True,grid:low_is_left
21098,33.0,L,0.7272727272727273,True,grid:low_is_left
21101,32.0,R,1.0,True,grid:low_is_left
21138,31.0,L,0.9354838709677419,True,grid:low_is_left
21509,30.0,R,1.0,True,grid:low_is_left
21587,13.0,R,1.0,True,grid:low_is_left
21613,20.0,R,1.0,True,grid:low_is_left
21628,34.0,R,1.0,True,grid:low_is_left
21996,33.0,R,0.8181818181818182,True,grid:low_is_left
22002,37.0,R,0.8108108108108109,True,grid:low_is_left
22090,47.0,R,1.0,True,grid:low_is_left
22139,38.0,R,1.0,True,grid:low_is_left
22147,16.0,R,1.0,True,grid:low_is_left
22149,34.0,R,0.9705882352941176,True,grid:low_is_left
22221,48.0,R,1.0,True,grid:low_is_left
22222,43.0,R,1.0,True,grid:low_is_left
22224,7.0,R,1.0,True,grid:low_is_left
22236,16.0,R,0.9375,True,grid:low_is_left
22265,11.0,R,1.0,True,grid:low_is_left
24012,12.0,R,1.0,True,grid:low_is_left
24810,29.0,R,1.0,True,grid:low_is_left
24845,42.0,R,0.9523809523809523,True,grid:low_is_left
24866,27.0,R,0.8148148148148148,True,grid:low_is_left
24888,19.0,R,0.8421052631578947,True,grid:low_is_left
25129,24.0,R,1.0,True,grid:low_is_left
25158,33.0,R,0.9696969696969697,True,grid:low_is_left
25282,58.0,R,1.0,True,grid:low_is_left
25287,4.0,R,1.0,True,grid:low_is_left
25297,17.0,R,1.0,True,grid:low_is_left
25300,29.0,R,1.0,True,grid:low_is_left
25314,19.0,R,0.5789473684210527,False,grid:low_is_left
25341,42.0,R,1.0,True,grid:low_is_left
25348,30.0,R,1.0,True,grid:low_is_left
25368,46.0,R,1.0,True,grid:low_is_left
25414,33.0,R,1.0,True,grid:low_is_left
25416,23.0,R,1.0,True,grid:low_is_left
25458,15.0,R,0.9333333333333333,True,grid:low_is_left
25915,34.0,L,0.8235294117647058,True,grid:low_is_left
25916,41.0,R,1.0,True,grid:low_is_left
25927,30.0,R,0.9666666666666667,True,grid:low_is_left
26161,14.0,R,1.0,True,grid:low_is_left
26232,34.0,R,1.0,True,grid:low_is_left
26240,25.0,R,1.0,True,grid:low_is_left
26243,5.0,R,0.6,True,grid:low_is_left
26300,1.0,R,1.0,False,grid:low_is_left
26315,23.0,L,0.9130434782608695,True,grid:low_is_left
26475,28.0,R,1.0,True,grid:low_is_left
28382,30.0,R,1.0,True,grid:low_is_left
29704,11.0,R,1.0,True,grid:low_is_left
29781,10.0,R,1.0,True,grid:low_is_left
30393,33.0,R,1.0,True,grid:low_is_left
30424,6.0,R,1.0,True,grid:low_is_left
30432,38.0,R,0.9736842105263158,True,grid:low_is_left
30484,9.0,R,1.0,True,grid:low_is_left
30497,30.0,R,1.0,True,grid:low_is_left
30504,16.0,R,1.0,True,grid:low_is_left
30521,7.0,R,1.0,True,grid:low_is_left
30776,4.0,R,1.0,True,grid:low_is_left
30807,13.0,R,0.8461538461538461,True,grid:low_is_left
30827,16.0,R,1.0,True,grid:low_is_left
32858,38.0,R,1.0,True,grid:low_is_left
32862,20.0,R,1.0,True,grid:low_is_left
32887,31.0,R,1.0,True,grid:low_is_left
32893,8.0,L,1.0,True,grid:low_is_left
32954,33.0,R,1.0,True,grid:low_is_left
32966,17.0,R,1.0,True,grid:low_is_left
33165,30.0,R,1.0,True,grid:low_is_left
33224,34.0,R,0.7352941176470589,True,grid:low_is_left
33289,18.0,R,1.0,True,grid:low_is_left
33321,33.0,R,0.8787878787878788,True,grid:low_is_left
33847,4.0,R,1.0,True,grid:low_is_left
33889,19.0,R,1.0,True,grid:low_is_left
34168,29.0,R,1.0,True,grid:low_is_left
34211,21.0,R,1.0,True,grid:low_is_left
34374,36.0,R,1.0,True,grid:low_is_left
34418,33.0,R,1.0,True,grid:low_is_left
34431,28.0,R,1.0,True,grid:low_is_left
34710,34.0,R,1.0,True,grid:low_is_left
35532,32.0,R,0.84375,True,grid:low_is_left
35533,19.0,R,1.0,True,grid:low_is_left
35544,12.0,R,0.9166666666666666,True,grid:low_is_left
35570,10.0,R,1.0,True,grid:low_is_left
35576,44.0,R,0.9772727272727273,True,grid:low_is_left
35769,34.0,R,1.0,True,grid:low_is_left
35885,27.0,R,0.9629629629629629,True,grid:low_is_left
35970,31.0,R,0.9354838709677419,True,grid:low_is_left
36088,12.0,R,1.0,True,grid:low_is_left
36111,11.0,R,0.9090909090909091,True,grid:low_is_left
36579,13.0,R,0.9230769230769231,True,grid:low_is_left
36777,27.0,R,1.0,True,grid:low_is_left
36842,30.0,R,1.0,True,grid:low_is_left
36857,3.0,R,1.0,True,grid:low_is_left
36899,23.0,R,1.0,True,grid:low_is_left
36902,22.0,R,0.5909090909090909,False,grid:low_is_left
36905,25.0,R,1.0,True,grid:low_is_left
36970,41.0,R,0.8292682926829268,True,grid:low_is_left
36980,16.0,R,1.0,True,grid:low_is_left
37066,22.0,R,1.0,True,grid:low_is_left
37127,27.0,R,1.0,True,grid:low_is_left
37143,16.0,R,1.0,True,grid:low_is_left
37155,38.0,R,1.0,True,grid:low_is_left
37175,10.0,R,1.0,True,grid:low_is_left
37272,25.0,R,1.0,True,grid:low_is_left
37435,29.0,R,1.0,True,grid:low_is_left
37436,18.0,R,1.0,True,grid:low_is_left
37461,34.0,R,1.0,True,grid:low_is_left
37724,26.0,R,0.5769230769230769,False,grid:low_is_left
37892,23.0,R,1.0,True,grid:low_is_left
38114,18.0,R,1.0,True,grid:low_is_left
38123,27.0,R,1.0,True,grid:low_is_left
38695,13.0,R,1.0,True,grid:low_is_left
38735,35.0,R,1.0,True,grid:low_is_left
38747,24.0,R,1.0,True,grid:low_is_left
38750,22.0,R,1.0,True,grid:low_is_left
39043,43.0,R,0.8837209302325582,True,grid:low_is_left
39058,37.0,R,0.972972972972973,True,grid:low_is_left
39064,42.0,R,0.9285714285714286,True,grid:low_is_left
39073,40.0,R,0.875,True,grid:low_is_left
39082,41.0,R,1.0,True,grid:low_is_left
39143,27.0,R,0.6296296296296297,True,grid:low_is_left
39254,31.0,R,1.0,True,grid:low_is_left
39362,27.0,R,1.0,True,grid:low_is_left
41112,47.0,R,1.0,True,grid:low_is_left
41552,32.0,R,1.0,True,grid:low_is_left
41585,8.0,R,1.0,True,grid:low_is_left
41608,11.0,R,1.0,True,grid:low_is_left
41621,48.0,R,1.0,True,grid:low_is_left
41627,13.0,R,0.8461538461538461,True,grid:low_is_left
41764,13.0,R,1.0,True,grid:low_is_left
42012,24.0,R,1.0,True,grid:low_is_left
42021,20.0,R,1.0,True,grid:low_is_left
42060,19.0,R,0.8421052631578947,True,grid:low_is_left
42075,22.0,R,0.7272727272727273,True,grid:low_is_left
42207,16.0,R,1.0,True,grid:low_is_left
42261,11.0,R,1.0,True,grid:low_is_left
42286,7.0,R,1.0,True,grid:low_is_left
42288,9.0,R,1.0,True,grid:low_is_left
42315,20.0,R,1.0,True,grid:low_is_left
44315,17.0,R,1.0,True,grid:low_is_left
44324,23.0,R,0.8260869565217391,True,grid:low_is_left
44335,29.0,R,1.0,True,grid:low_is_left
44339,12.0,R,0.75,True,grid:low_is_left
44340,20.0,R,0.8,True,grid:low_is_left
44349,18.0,R,1.0,True,grid:low_is_left
44362,20.0,R,1.0,True,grid:low_is_left
44367,35.0,R,1.0,True,grid:low_is_left
44382,6.0,R,1.0,True,grid:low_is_left
44411,3.0,R,1.0,True,grid:low_is_left
44475,14.0,R,1.0,True,grid:low_is_left
44507,3.0,R,1.0,True,grid:low_is_left
44551,6.0,R,1.0,True,grid:low_is_left
44594,27.0,R,0.9629629629629629,True,grid:low_is_left
44701,25.0,R,1.0,True,grid:low_is_left
44791,12.0,R,1.0,True,grid:low_is_left
44798,25.0,R,0.88,True,grid:low_is_left
44811,40.0,R,1.0,True,grid:low_is_left
44814,22.0,R,0.9545454545454546,True,grid:low_is_left
44865,32.0,R,1.0,True,grid:low_is_left
44871,12.0,R,0.8333333333333334,True,grid:low_is_left
45020,5.0,R,0.8,True,grid:low_is_left
45078,10.0,R,1.0,True,grid:low_is_left
45307,19.0,R,1.0,True,grid:low_is_left
46245,29.0,R,1.0,True,grid:low_is_left
46334,34.0,L,0.8529411764705882,True,grid:low_is_left
46417,30.0,R,1.0,True,grid:low_is_left
46458,11.0,R,1.0,True,grid:low_is_left
46601,37.0,R,1.0,True,grid:low_is_left
46672,46.0,R,1.0,True,grid:low_is_left
46731,18.0,L,1.0,True,grid:low_is_left
46746,33.0,R,1.0,True,grid:low_is_left
