avatar_id,position_group,metric,mean,arithmetic_mean,median,std,ci95_low,ci95_high,position_percentile,direction,actual_n
SYN-DM20,DM,interceptions_p90,1.0225666568613643,1.0724634661455001,1.130931235726973,0.7252023778140496,0.6937589979586402,1.3876814104652953,62.06896551724138,1,20
SYN-DM20,DM,tackles_p90,2.604981944798478,2.61732239809179,2.70979020979021,1.0999604793142888,2.1021779493381225,3.107633851904646,62.06896551724138,1,20
SYN-DM20,DM,duel_win_rate,0.5887787744418984,0.5795380339508862,0.5972222222222223,0.13271991069289735,0.5206950768956744,0.6451576164544034,62.06896551724138,1,20
SYN-DM20,DM,passes_p90,66.19388262009139,67.71797120494195,65.17616372391653,16.952638000293437,59.18826778007876,74.73272930298845,58.620689655172406,1,20
SYN-DM20,DM,pass_accuracy,57.23317755793724,58.94912092841613,55.32539952397144,17.232813538129378,50.323803570986904,65.87990050914884,65.51724137931035,1,20
SYN-DM20,DM,key_passes_p90,0.8434154284699376,0.9847077122340779,0.8342245989304813,0.8239255702516157,0.5943354003871485,1.2451973481741578,51.724137931034484,1,20
SYN-DM20,DM,cards_p90,0.03601752881949511,0.07938873569927425,0.0,0.17071464077341814,0.0,0.11614430349008148,65.51724137931035,-1,20
SYN-CM20,CM,passes_p90,59.48851541125898,58.532210524883475,62.79001841012085,15.694141210531944,51.59600354534741,66.5828795318668,73.07692307692307,1,20
SYN-CM20,CM,pass_accuracy,53.6086185490711,53.358522846129745,54.811112534153004,18.434348437464095,44.65402517619054,62.36226785982127,78.84615384615384,1,20
SYN-CM20,CM,key_passes_p90,1.1500273369510934,1.261312853167432,0.95,0.8000346042903297,0.838560869097277,1.5777998381330582,75.0,1,20
SYN-CM20,CM,assists_p90,0.10296728786183183,0.16041339964857712,0.0,0.25831939858199104,0.014497422680412372,0.2503614961574247,76.92307692307693,1,20
SYN-CM20,CM,dribbles_completed_p90,0.6501783147648352,0.6681945998638164,0.53125,0.4720827192630292,0.42619679938913163,0.8952488560397585,51.92307692307693,1,20
SYN-CM20,CM,tackles_p90,2.3653553993674588,2.3793843328826405,2.418255220169505,0.9553401288653012,1.8852176355786756,2.8496752151574722,57.692307692307686,1,20
SYN-CM20,CM,interceptions_p90,1.0808837063615677,1.094999394872859,1.02734375,0.6219497234697743,0.8023421667225401,1.3849850151218637,65.38461538461539,1,20
SYN-AM20,AM,goals_p90,0.24243848292069617,0.26531550891631955,0.23255813953488372,0.283486758629503,0.11820376629647514,0.38846676795705926,52.94117647058824,1,17
SYN-AM20,AM,assists_p90,0.09370696481443228,0.1312525026829988,0.0,0.26471307546352574,0.00946601941747574,0.24466018233021078,70.58823529411765,1,17
SYN-AM20,AM,shots_p90,1.4694411314665359,1.4744042815265601,1.4210526315789473,0.7825074829843139,1.0779936322270178,1.878260433992885,52.94117647058824,1,17
SYN-AM20,AM,shots_on_target_rate,0.4995299145299146,0.49958521870286576,0.5,0.32005230868636336,0.3351410256410256,0.6701175213675211,47.05882352941176,1,17
SYN-AM20,AM,key_passes_p90,1.1178763610915088,1.2534958717671978,1.1650485436893203,1.0946237609702927,0.7236116991230779,1.7357397793893796,47.05882352941176,1,17
SYN-AM20,AM,dribbles_completed_p90,0.9465145090191769,1.0508461354090777,0.84375,1.1467865856705002,0.4467504560544491,1.5490153692090165,52.94117647058824,1,17
SYN-AM20,AM,pass_accuracy,33.374805921545686,34.806670186530084,32.93125,13.425290796596656,28.44613869084559,40.7102677814768,52.94117647058824,1,17
SYN-W20,W,goals_p90,0.3357285975884952,0.3675344208782712,0.3536359425660028,0.35021079109016273,0.17405481820719051,0.5239381537226454,58.97435897435898,1,20
SYN-W20,W,assists_p90,0.24339882180660619,0.2641541370383781,0.30467571644042235,0.2338157194856029,0.1430327294698929,0.3677728296254909,58.97435897435898,1,20
SYN-W20,W,shots_on_target_rate,0.6668232808857808,0.6334586247086247,0.6201923076923077,0.28644346384898134,0.511421182983683,0.7719605914918414,74.35897435897436,1,20
SYN-W20,W,key_passes_p90,2.1771784373957628,2.154082496804296,2.2072884719465993,0.9477132852821067,1.7157041649670635,2.6259379873317226,69.23076923076923,1,20
SYN-W20,W,dribbles_completed_p90,1.682385914632623,1.7789187119911876,1.768179712830014,0.7957793235343652,1.4146445148287883,2.0983047530762677,58.97435897435898,1,20
SYN-W20,W,dribble_success_rate,0.49663541867489236,0.5077250016065806,0.5,0.1382212631950912,0.44106026785714286,0.5656064967105262,56.41025641025641,1,20
SYN-W20,W,duel_win_rate,0.47755196989009896,0.4793308294513327,0.4666666666666667,0.06004102574891196,0.4506865364106305,0.5052699032477084,64.1025641025641,1,20
SYN-ST20,ST,goals_p90,0.7331390973517785,0.7156168497289301,0.8182494421026532,0.3974766176568249,0.5320599982344577,0.9129188784364151,64.1025641025641,1,20
SYN-ST20,ST,assists_p90,0.17318785550620677,0.21943189330959484,0.06880733944954129,0.2834252553868368,0.06748719524905379,0.31809770892833933,76.92307692307693,1,20
SYN-ST20,ST,shots_p90,2.4721609382814567,2.4870842980661276,2.667103538663172,1.1086015907624382,1.9154136802055937,3.0302512169552447,66.66666666666666,1,20
SYN-ST20,ST,shots_on_target_rate,0.6497570852350264,0.6512342396165927,0.6483516483516484,0.20492521019106563,0.5653774498581484,0.7462475463670314,61.53846153846154,1,20
SYN-ST20,ST,key_passes_p90,1.259213364956187,1.3190466736868087,1.2783195798949736,0.9206841086788887,0.8766839188503432,1.6832242619792073,69.23076923076923,1,20
SYN-ST20,ST,duel_win_rate,0.48112934643378114,0.4794454026128635,0.5,0.08664601178359103,0.44205560993203963,0.5201474810329504,64.1025641025641,1,20
SYN-ST20,ST,fouls_drawn_p90,1.3405720081801595,1.4190419923076178,1.2057416267942584,0.8555575532283268,0.956433656242251,1.7795435576167318,64.1025641025641,1,20
