fixture_id,team_id,team_name,player_id,player_name,position_group,classification_rule,role_source,role_share,precise_role_minutes,formation,minutes,provider_rating,shots,shots_on,goals,goals_conceded,assists,saves,passes,passes_accurate,key_passes,tackles,blocks,interceptions,duels,duels_won,dribbles_attempted,dribbles_completed,fouls_drawn,fouls_committed,yellow_cards,red_cards
1489369,1531,South Africa,3275,Ronwen Williams,GK,"rol primario del torneo: GK, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,367.0,5-3-2,90.0,6.2,0.0,0.0,0.0,2.0,0.0,2.0,40.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489369,1531,South Africa,46601,Khuliso Mudau,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,367.0,5-3-2,90.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,29.0,25.0,0.0,4.0,0.0,1.0,11.0,7.0,0.0,0.0,3.0,2.0,0.0,0.0
1489369,1531,South Africa,46458,Nkosinathi Sibisi,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,90.0,5-3-2,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,41.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1489369,1531,South Africa,406752,Ime Okon,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,367.0,5-3-2,90.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,49.0,45.0,0.0,2.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
1489369,1531,South Africa,510799,Mbekezeli Mbokazi,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,367.0,5-3-2,90.0,6.5,1.0,1.0,0.0,0.0,0.0,0.0,30.0,23.0,1.0,2.0,1.0,1.0,10.0,5.0,0.0,0.0,3.0,1.0,0.0,0.0
1489369,1531,South Africa,46334,Aubrey Modiba,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,354.0,5-3-2,77.0,5.9,1.0,1.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,3.0,0.0,0.0,11.0,5.0,2.0,0.0,2.0,2.0,0.0,0.0
1489369,1531,South Africa,3287,Teboho Mokoena,CM,"rol primario del torneo: CM, 65.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,0.6498194945848376,277.0,5-3-2,90.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,42.0,39.0,1.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0
1489369,1531,South Africa,158433,Siphephelo Sithole,DM,"rol primario del torneo: DM, 79.2% de minutos con rol inicial preciso",aparicion secundaria reasignada al rol primario estable,0.7923728813559322,236.0,4-2-3-1,49.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,19.0,17.0,0.0,0.0,2.0,1.0,8.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0
1489369,1531,South Africa,268710,Jayden Adams,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,106.0,5-3-2,61.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,16.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1489369,1531,South Africa,127429,Iqraam Rayners,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,142.0,5-3-2,76.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489369,1531,South Africa,98936,Lyle Foster,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,56.0,5-3-2,56.0,5.9,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
1489369,1531,South Africa,201354,Evidence Makgopa,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,176.0,4-2-3-1,14.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1489369,1531,South Africa,179893,Oswin Appollis,W,"rol primario del torneo: W, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,249.0,4-2-3-1,13.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1539000,5529,Canada,51274,Maxime Crépeau,GK,"rol primario del torneo: GK, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,457.0,4-4-2,90.0,6.9,0.0,0.0,0.0,1.0,0.0,2.0,24.0,17.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1539000,5529,Canada,78547,Alistair Johnston,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,457.0,4-4-2,90.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,36.0,24.0,1.0,1.0,0.0,0.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,0.0
1539000,5529,Canada,327738,Luc De Fougerolles,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,341.0,4-4-2,90.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,50.0,39.0,0.0,3.0,0.0,0.0,22.0,11.0,0.0,0.0,4.0,2.0,1.0,0.0
1539000,5529,Canada,51295,Derek Cornelius,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,322.0,4-4-2,90.0,6.7,1.0,0.0,0.0,0.0,0.0,0.0,66.0,50.0,0.0,4.0,0.0,1.0,16.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0
1539000,5529,Canada,50816,Richie Laryea,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,438.0,4-4-2,90.0,8.2,1.0,1.0,0.0,0.0,0.0,0.0,37.0,27.0,2.0,5.0,0.0,0.0,11.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0
1539000,5529,Canada,51016,Tajon Buchanan,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,380.0,4-4-2,61.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0,0.0,10.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0
1539000,5529,Canada,328046,Ismael Koné,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,147.0,4-4-2,90.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,59.0,50.0,0.0,1.0,0.0,2.0,17.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0
1539000,5529,Canada,35570,Stephen Eustaquio,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,366.0,4-4-2,89.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,42.0,3.0,1.0,0.0,0.0,7.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0
1539000,5529,Canada,44798,Liam Millar,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,131.0,4-4-2,61.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,28.0,21.0,1.0,2.0,0.0,0.0,13.0,6.0,3.0,2.0,0.0,1.0,0.0,0.0
1539000,5529,Canada,8489,Jonathan David,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,428.0,4-4-2,61.0,6.2,2.0,1.0,0.0,0.0,0.0,0.0,14.0,8.0,0.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
1539000,5529,Canada,351587,Tani Oluwaseyi,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,209.0,4-4-2,76.0,6.3,2.0,1.0,0.0,0.0,0.0,0.0,20.0,6.0,2.0,0.0,0.0,0.0,19.0,8.0,2.0,1.0,2.0,0.0,0.0,0.0
1539000,5529,Canada,362145,Ali Ahmed,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,207.0,4-4-2,29.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
1539000,5529,Canada,2001,Cyle Larin,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,148.0,4-4-2,14.0,7.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,9026,Nikola Vasilj,GK,"rol primario del torneo: GK, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,360.0,4-4-2,90.0,6.2,0.0,0.0,0.0,1.0,0.0,1.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,7318,Amar Dedić,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,270.0,4-4-2,90.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,22.0,14.0,0.0,2.0,1.0,0.0,10.0,6.0,2.0,0.0,1.0,1.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,1741,Nikola Katić,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,318.0,4-4-2,90.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,0.0,5.0,2.0,3.0,24.0,15.0,0.0,0.0,0.0,2.0,1.0,0.0
1539000,1113,Bosnia & Herzegovina,271350,Tarik Muharemović,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,260.0,4-4-2,90.0,7.9,1.0,0.0,0.0,0.0,0.0,0.0,31.0,24.0,0.0,1.0,1.0,2.0,11.0,9.0,1.0,1.0,1.0,1.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,1442,Sead Kolašinac,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,339.0,4-4-2,84.0,7.9,0.0,0.0,0.0,0.0,1.0,0.0,21.0,15.0,1.0,2.0,2.0,0.0,9.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,329409,Esmir Bajraktarević,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,164.0,4-4-2,74.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,2.0,13.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,264094,Benjamin Tahirović,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,153.0,4-4-2,90.0,6.3,1.0,0.0,0.0,0.0,0.0,0.0,24.0,17.0,0.0,3.0,0.0,1.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,162222,Ivan Bašić,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,152.0,4-4-2,62.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,5.0,0.0,0.0,2.0,5.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,322101,Amar Memić,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,164.0,4-4-2,74.0,6.2,1.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,46930,Ermedin Demirović,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,356.0,4-4-2,90.0,6.9,1.0,1.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,3.0,0.0,0.0,22.0,11.0,2.0,0.0,1.0,4.0,1.0,0.0
1539000,1113,Bosnia & Herzegovina,77037,Jovo Lukić,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,62.0,4-4-2,62.0,7.5,3.0,2.0,1.0,0.0,0.0,0.0,17.0,7.0,0.0,1.0,0.0,0.0,13.0,10.0,2.0,0.0,0.0,1.0,1.0,0.0
1539000,1113,Bosnia & Herzegovina,70514,Armin Gigović,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,51.0,5-3-2,28.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,0.0,2.0,0.0,1.0,8.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,1324,Ivan Šunjić,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,182.0,5-3-2,16.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
1539000,1113,Bosnia & Herzegovina,395559,Kerim Alajbegović,CM,"rol primario del torneo: CM, 65.5% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,0.6551724137931034,261.0,4-4-2,16.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
1489370,2384,USA,50728,Matthew Freese,GK,"rol primario del torneo: GK, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,360.0,4-2-3-1,90.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489370,2384,USA,355994,Alexander Freeman,CB,"rol primario del torneo: CB, 75.0% de minutos con rol inicial preciso",aparicion secundaria reasignada al rol primario estable,0.75,360.0,3-5-2,90.0,7.2,0.0,0.0,0.0,0.0,1.0,0.0,74.0,64.0,1.0,1.0,0.0,2.0,14.0,9.0,3.0,2.0,0.0,1.0,0.0,0.0
1489370,2384,USA,126949,Chris Richards,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,360.0,4-2-3-1,90.0,6.9,1.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,0.0,1.0,0.0,1.0,10.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0
1489370,2384,USA,19023,Tim Ream,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,360.0,4-2-3-1,90.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,90.0,84.0,0.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0
1489370,2384,USA,19549,Antonee Robinson,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,349.0,4-2-3-1,90.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,57.0,44.0,1.0,1.0,1.0,0.0,11.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0
1489370,2384,USA,1150,Tyler Adams,CM,"rol primario del torneo: CM, 73.7% de minutos con rol inicial preciso",aparicion secundaria reasignada al rol primario estable,0.7368421052631579,342.0,3-5-2,90.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,52.0,1.0,2.0,1.0,2.0,14.0,9.0,2.0,2.0,3.0,2.0,1.0,0.0
1489370,2384,USA,162037,Malik Tillman,CM,"rol primario del torneo: CM, 76.7% de minutos con rol inicial preciso",aparicion secundaria reasignada al rol primario estable,0.7670454545454546,352.0,3-5-2,82.0,7.2,3.0,2.0,0.0,0.0,1.0,0.0,38.0,30.0,3.0,0.0,0.0,1.0,17.0,7.0,3.0,2.0,4.0,1.0,0.0,0.0
1489370,2384,USA,38735,Sergiño Dest,FB,"rol primario del torneo: FB, 74.6% de minutos con rol inicial preciso",aparicion secundaria reasignada al rol primario estable,0.7464788732394366,284.0,3-5-2,72.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,34.0,27.0,0.0,0.0,0.0,1.0,9.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0
1489370,2384,USA,415,Weston McKennie,CM,"rol primario del torneo: CM, 79.7% de minutos con rol inicial preciso",aparicion secundaria reasignada al rol primario estable,0.7972972972972973,444.0,3-5-2,90.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,51.0,40.0,3.0,0.0,0.0,0.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
1489370,2384,USA,17,Christian Pulišić,ST,"rol primario del torneo: ST, 76.6% de minutos con rol inicial preciso",aparicion secundaria reasignada al rol primario estable,0.765625,192.0,3-5-2,45.0,7.7,0.0,0.0,0.0,0.0,1.0,0.0,22.0,18.0,2.0,2.0,0.0,0.0,10.0,7.0,6.0,4.0,1.0,1.0,0.0,0.0
1489370,2384,USA,138835,Folarin Balogun,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,314.0,4-2-3-1,72.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,11.0,5.0,3.0,1.0,4.0,0.0,0.0,0.0
1489370,2384,USA,201713,Sebastian Berhalter,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,90.0,4-3-3,45.0,6.9,1.0,0.0,0.0,0.0,0.0,0.0,28.0,20.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
1489370,2384,USA,1138,Tim Weah,W,"rol primario del torneo: W, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,58.0,4-3-3,18.0,6.3,1.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
1489370,2384,USA,73868,Ricardo Pepi,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,164.0,4-3-3,18.0,6.2,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1489370,2384,USA,161921,Giovanni Reyna,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol primario inferido para aparicion no titular,1.0,76.0,4-3-3,8.0,7.9,1.0,1.0,1.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0
1489370,2380,Paraguay,70852,Orlando Gill,GK,"rol primario del torneo: GK, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,480.0,4-4-2,90.0,6.2,0.0,0.0,0.0,4.0,0.0,3.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489370,2380,Paraguay,195992,Juan Cáceres,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,439.0,4-4-2,79.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,31.0,19.0,0.0,5.0,0.0,0.0,17.0,10.0,2.0,2.0,2.0,3.0,1.0,0.0
1489370,2380,Paraguay,2502,Gustavo Gómez,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,480.0,4-4-2,90.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,29.0,23.0,0.0,0.0,0.0,1.0,6.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
1489370,2380,Paraguay,6168,Omar Alderete,CB,"rol primario del torneo: CB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,322.0,4-4-2,90.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,32.0,21.0,1.0,0.0,1.0,2.0,6.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
1489370,2380,Paraguay,2499,Junior Alonso,FB,"rol primario del torneo: FB, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,389.0,4-4-2,90.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,36.0,25.0,1.0,2.0,0.0,2.0,9.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0
1489370,2380,Paraguay,278370,Diego Gómez,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,307.0,4-4-2,80.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,22.0,0.0,2.0,0.0,2.0,13.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0
1489370,2380,Paraguay,6236,Andrés Cubas,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,480.0,4-4-2,90.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,0.0,5.0,3.0,0.0,12.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
1489370,2380,Paraguay,195107,Damián Bobadilla,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,144.0,4-4-2,45.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489370,2380,Paraguay,2507,Miguel Almirón,CM,"rol primario del torneo: CM, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,288.0,4-4-2,79.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,2.0,2.0,0.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,1.0,0.0
1489370,2380,Paraguay,2522,Antonio Sanabria,ST,"rol primario del torneo: ST, 100.0% de minutos con rol inicial preciso",rol inicial preciso consistente con rol primario,1.0,62.0,4-4-2,62.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
