world_id,outer_seed,inner_matches,synthetic_coordination,real_coordination,shared_tempo_sigma,ability_scale,shot_edge_scale,conversion_edge_scale,synthetic_win_probability,draw_probability,real_win_probability,mean_total_goals
17,279080945,80,0.9589917857726772,0.9807550626281136,0.2419644436058438,0.6237761001545333,0.9479789321585224,0.8976325471576858,0.2,0.2625,0.5375,2.975
18,745526036,80,1.0082457184517284,1.023020097959359,0.2148776107065425,0.6601304631495015,0.9239724860298402,0.8291417245110082,0.2,0.25,0.55,3.075
19,2629925947,80,1.03018616905292,1.0432464337617855,0.1132640320814846,0.6918645667254553,0.8173697549459348,0.7532316230509766,0.2625,0.1875,0.55,2.925
20,2442039896,80,0.966144108295128,0.9689948474423544,0.2047932626278706,0.712675287074105,0.86966346289381,0.8399515471678185,0.1875,0.25,0.5625,3.0
21,3612324068,80,1.0177834236740209,0.937510163632511,0.1955524862220571,0.6434612755898719,0.8621236404238882,0.8334026540906017,0.25,0.3125,0.4375,2.7875
22,3491319937,80,0.9453196312762636,0.9639384834228052,0.2298299644779671,0.7714564376680533,1.0127350068490897,0.8304245759103456,0.325,0.2875,0.3875,2.9875
23,569006047,80,0.8987781980166059,0.9636656593209024,0.2420652151419225,0.7260171326027808,0.9558705950691458,0.7926979689333328,0.25,0.275,0.475,2.925
24,3345269992,80,0.996293410883332,0.9571488281405072,0.2272461340496954,0.7998250559506941,0.9352188761944898,0.6783367263845803,0.3,0.2875,0.4125,2.775
25,3474043224,80,0.9531469595232565,1.0076147356470793,0.1854046170267351,0.859962861885158,0.9451138941327172,0.8412988022185391,0.3,0.175,0.525,3.1
26,880599917,80,0.9311447942963462,1.000169301194008,0.2105838497634731,0.7430830287412031,1.099709073200739,0.7154265256673388,0.3125,0.225,0.4625,3.1
27,2346292844,80,0.9776902486300448,0.9705855615072596,0.2962888864144468,0.683430726851924,0.9731584246659304,1.0090095048512453,0.275,0.2,0.525,3.425
28,1930240553,80,1.05,0.9761368001126604,0.1917178656219603,0.8264995125465123,1.0720033246327223,0.8354826557676116,0.375,0.225,0.4,2.7125
29,3944713814,80,0.9219006271052584,1.0046526004397416,0.1667030350777783,0.7635400992624453,0.8337979246767991,0.7370992841764785,0.225,0.3625,0.4125,2.8
30,3053320015,80,0.9713707471858072,1.0320518128795555,0.2289078283002102,0.8131947038989737,0.8944830730270548,0.8631077188928556,0.3375,0.1875,0.475,3.475
31,4009460698,80,0.9831113128406684,1.040461427651916,0.1708950978797687,0.7880233836369207,0.9751108724349156,0.5932140410004078,0.25,0.2875,0.4625,2.95
32,3855195633,80,0.99309828198557,1.032902813429848,0.163746561340516,0.7746471872812709,0.97991836634592,0.7657167591093299,0.325,0.25,0.425,3.1
33,765491271,80,0.9623346631018824,0.9962853553456243,0.2339982292336254,0.7020747709312839,1.0221777920811164,0.8898859802040104,0.275,0.3375,0.3875,2.9125
34,1264906959,80,1.011460216833047,0.9969206765891908,0.2011096136053683,0.7196228500814141,1.070507164546102,0.7117114489009814,0.25,0.2125,0.5375,2.7
35,1728378126,80,1.0072114135522034,0.9699546102343112,0.1357892699700451,0.7466842220935034,0.9993637007146992,0.8494766769950428,0.35,0.2,0.45,3.0625
36,2614278374,80,0.8860051445469445,0.9966398752697402,0.2027160371345547,0.6873047866743568,1.024744530809154,0.8111476753119449,0.3625,0.175,0.4625,3.0375
37,3155383482,80,0.9436803995454024,0.9458668126994496,0.1399124658585747,0.728447917146787,0.9603923019817534,0.9233817581513092,0.3125,0.2,0.4875,2.8875
38,3059522360,80,0.9898359305415402,0.9498496513704624,0.1642714372962235,0.7707523345069491,1.024327308547564,0.740354238171365,0.3125,0.2125,0.475,2.7125
39,401364280,80,0.970532130213966,0.9977796812546464,0.1476102641226339,0.6908796572067762,0.9699507993489748,0.7880047007012017,0.175,0.3,0.525,2.9625
40,48134167,80,0.9321482237886723,0.8945456389191776,0.1991703688556174,0.675246531084573,1.011828258727641,0.7574198007094545,0.4,0.1625,0.4375,3.325
41,1494797581,80,1.032543223925138,0.9389061770203946,0.2089907424277873,0.5634392548834116,0.970558738668736,0.8079543977731427,0.2375,0.2125,0.55,2.725
42,2549071758,80,0.9761137870668236,1.0277916296631622,0.2462667227720593,0.6471394918680156,0.8927795129991065,0.6840473932641311,0.25,0.275,0.475,3.2375
43,1330026112,80,0.9995542984457886,0.9490063322467088,0.2557956321946694,0.8474701649973688,0.9442298145789187,0.7496782412038666,0.3125,0.2875,0.4,2.6375
44,3478989632,80,0.9529358947868526,0.978649233152052,0.1541990139943759,0.6931084787163065,0.8845554594260875,0.6360054941066556,0.25,0.325,0.425,2.5375
45,2046728640,80,1.019573931599605,0.9746950327792137,0.2087395222503902,0.7856694044404743,1.0067531271959254,0.7773139338496333,0.325,0.25,0.425,2.525
46,3743398296,80,0.979059613416498,0.93855648187396,0.2230741015609932,0.6883768411661315,1.0594759525630686,0.7599229596695785,0.3625,0.1875,0.45,2.925
47,397333815,80,0.924241970075813,0.9456411760001155,0.1942100985557076,0.7353024819460934,1.0038559971235983,0.8268916035966557,0.25,0.1875,0.5625,2.3875
48,876204293,80,0.9515110230209852,0.9753309940174626,0.2976055520526984,0.6687861856073075,0.9491286435487242,0.8845018594852394,0.2375,0.2375,0.525,3.0625
49,1436572587,80,0.9540931666985404,0.9613882910561644,0.1835688570501964,0.7150350462269265,0.8745472311149695,0.8168293194111956,0.3125,0.2125,0.475,3.275
50,692474312,80,0.980292484013344,0.97017593320168,0.1504799287348525,0.8488745851212081,1.1214486003966604,0.9207534312536548,0.1875,0.2625,0.55,2.875
51,484257685,80,0.930390721444627,0.9511400257780988,0.2776844522416783,0.8134114897118653,0.9760330151236944,0.6924640745432045,0.2875,0.275,0.4375,2.875
52,2177379863,80,1.0251191447823127,1.020875049600379,0.1404616024498961,0.7096394213324926,0.9381751948907312,0.7721564236452969,0.2375,0.2625,0.5,2.9
53,182251706,80,0.9835269009567924,0.9446684409750352,0.156581315017429,0.7728088047634312,0.9218847682738116,0.7429548213614731,0.2625,0.2125,0.525,3.0125
54,894267828,80,0.9948734376488676,0.964975287111836,0.2510995888569413,0.7361742923788661,0.8836087831784666,0.6594478994165783,0.325,0.175,0.5,2.6875
55,1397721966,80,0.955884336672968,0.9065397540460652,0.1818269424792937,0.6340893544394521,0.8463503959135702,0.9527264950435186,0.2875,0.25,0.4625,3.075
56,2794969157,80,0.96063213327873,0.9483798673000003,0.2306958739946365,0.669157190494724,0.947621791592992,0.8194561791329811,0.325,0.2625,0.4125,3.0125
57,999968518,80,0.8744741006283454,0.92861688210249,0.2613240408088115,0.8241229874584585,1.0779770217695577,0.8132542084948748,0.2625,0.1625,0.575,2.8375
58,1757175834,80,0.977902934805222,0.9832887889897672,0.1010569010851388,0.9226851211197876,1.0111470632305255,0.675474323486389,0.275,0.225,0.5,2.825
59,2870741391,80,0.9551999050321132,1.011239043741225,0.147675977521224,0.658214155165177,0.933860853825808,0.840108685305695,0.3875,0.175,0.4375,2.925
60,3169665795,80,1.0113419932872945,1.0254273477594449,0.1686137158762962,0.7254454538704814,0.9474342264995548,0.8791977312322563,0.3125,0.2875,0.4,2.9625
61,3275238155,80,0.9820053998665956,0.91433934443462,0.2307760671121977,0.7176265844643192,1.0128787454975523,0.877031619313632,0.275,0.2875,0.4375,2.7125
62,2188308460,80,0.9665917952736564,0.9661358310405463,0.2652118175525201,0.6496276171703212,0.9774319362299254,0.758430269240402,0.3625,0.2625,0.375,3.0875
63,2861142210,80,0.9074793014845448,0.9766557970062648,0.1494101627911366,0.6068127714969164,0.9570795570286084,0.7845405926643111,0.3,0.2125,0.4875,3.2875
64,619233535,80,0.9365576533118763,0.941724821404934,0.2233032653788485,0.6582064081813139,0.9553109491643555,0.6745621917141396,0.375,0.2625,0.3625,2.4
65,4178784412,80,0.9623065599598366,0.946187852464896,0.2118329373377896,0.7586008414599906,0.8331075356047758,0.8813972556051455,0.25,0.2375,0.5125,3.125
66,3675851131,80,1.0238608169292425,0.9543041674753866,0.1611165571505458,0.6730565974577983,0.9270764555546244,0.7275921394143097,0.1875,0.35,0.4625,3.0125
67,1720182095,80,0.9539998943826108,0.9577559191989812,0.1816605822867086,0.6084069765342948,1.0857901069589144,0.7913187881681188,0.3125,0.25,0.4375,2.925
68,226465188,80,0.958602120505389,0.917187013509616,0.1135176502059334,0.7100051351268969,0.8630981925082023,0.7300247385456848,0.2375,0.2625,0.5,2.925
69,1094536781,80,0.90531985874875,0.9486237634621414,0.1840966205085667,0.7030908014981573,0.9221726734451596,0.7924402664456003,0.275,0.2625,0.4625,2.7875
70,2491985701,80,1.0313610552135262,0.976131097144452,0.1716769672955822,0.8189033253774207,1.0225968274912969,0.7384377888440141,0.325,0.1875,0.4875,2.6875
71,356375288,80,0.9661762602574806,1.0143668656167608,0.1836564468122085,0.7231649652492184,0.9585951276467448,0.8604790346703529,0.275,0.275,0.45,2.775
72,3341598236,80,0.9868391457197672,0.9657526634524044,0.2472075191348079,0.7991319880444501,0.8082252789190508,0.7644450961051565,0.325,0.2125,0.4625,2.75
73,3193173197,80,0.9334452775160044,0.9782367263888064,0.2099597833794498,0.7449988412782744,1.091233902203943,0.8535926501783733,0.225,0.2875,0.4875,2.775
74,4040999293,80,0.9675343429899678,0.9743954869074736,0.186630394452629,0.82333513537418,0.9642396231444044,0.7024147682936169,0.225,0.25,0.525,2.8375
75,958785089,80,0.8892675892875661,0.9535075539264666,0.1643616176062493,0.8029864185605464,1.0552364080756074,0.8042613222929393,0.25,0.175,0.575,3.0375
76,1267798578,80,0.9119731524930276,0.9843398086750544,0.2368990626939456,0.7577847242424909,0.8824623785210011,0.6770292387542597,0.225,0.275,0.5,2.7875
77,214409455,80,0.966946857044782,0.996997492991194,0.2203646227632848,0.8073177756506497,0.972076506765478,0.7785257889727301,0.1625,0.2625,0.575,2.9125
78,2019799840,80,1.0180629842043731,0.9350167443986284,0.2308921524156505,0.585688117118079,1.084257126719029,0.7930393337234487,0.2625,0.3,0.4375,2.775
79,3088125633,80,0.943323380647244,0.931660213069026,0.218705483063845,0.7410836609752259,0.8094812247837508,0.8353907473403644,0.2,0.2625,0.5375,2.85
80,12552694,80,0.9540765244291142,0.9417663367493152,0.1878869382096011,0.6467228919509017,1.0603219964021695,0.8596423331473749,0.2875,0.225,0.4875,2.7125
81,4291584464,80,0.9530660985524736,0.9866624639609428,0.1886450115607401,0.6885472893395793,0.8029469915002824,0.8098682412752807,0.225,0.2375,0.5375,2.7125
82,2287914585,80,0.9559466216302464,0.9472560459749232,0.0908152578482844,0.7182282798678938,0.8869885499511946,0.846280763345393,0.3875,0.2625,0.35,2.4875
83,2312343456,80,0.9392678826604208,0.9478971240252304,0.2151987353556261,0.7378304042173323,0.9771144906452816,0.8506181273639689,0.175,0.2125,0.6125,3.425
84,3991291827,80,1.0337321201207632,0.9607214606960768,0.2704505053516774,0.6023984539010423,1.028658759926672,0.7716190964264467,0.2875,0.275,0.4375,2.9125
85,1893378847,80,0.9532645003749494,0.911611325240146,0.1557413527242274,0.9075594936211326,0.8861688426783485,0.8418031942413031,0.325,0.225,0.45,2.8875
86,112586047,80,1.019059117186977,0.9623736261354284,0.1474986262665255,0.7282634007855537,0.9757579666806124,0.7602966731686637,0.375,0.275,0.35,2.7
87,3965604289,80,0.9400155018714188,0.9945387141092912,0.2279204497139253,0.7877933740728973,0.9616322549163592,0.8259812578245136,0.2875,0.175,0.5375,2.85
88,2024508609,80,0.9355325529140784,0.9484855887605744,0.1781208516714884,0.7575967235083675,1.110656076684663,0.8528678411685923,0.3,0.3,0.4,3.075
89,1798954604,80,1.0022824731134146,0.9522793094930728,0.1749814679812226,0.783344797482396,0.9690654998433208,0.7235788315723646,0.3875,0.375,0.2375,2.8125
90,3650335085,80,0.9985925882723368,0.9423021192099924,0.2111469490523075,0.740982668583699,1.022847343671887,0.7365269987177164,0.2625,0.275,0.4625,2.725
91,2319518163,80,1.0043878572751626,0.9269184741722576,0.1902479428117747,0.7146145079103282,0.8525970801453726,0.8129045223917409,0.325,0.25,0.425,3.2
92,3802394240,80,0.9197348796834304,1.0343016079971017,0.218266898831043,0.6988398421238832,0.9813808481049352,0.7975029297103509,0.325,0.35,0.325,3.2
93,1931966281,80,0.9780694007121612,1.0238044057955238,0.2357889185400687,0.8036368684742959,1.0420697865523407,0.7890514168403204,0.2625,0.25,0.4875,2.7875
94,1331804836,80,0.9665927465578128,0.9349289104360587,0.2420556365684679,0.7391089093436141,1.0391893945563997,0.758642365877095,0.3125,0.1875,0.5,2.9375
95,1864259293,80,0.9743482733462728,0.93606511632599,0.1792639549960122,0.696876038192917,0.9198710584052184,0.7528763320052737,0.3625,0.225,0.4125,2.9
96,2113814071,80,0.9626795940836932,0.8704547233230358,0.1819899750713558,0.8448398488355842,0.8855286597943106,0.7328712012361207,0.375,0.25,0.375,2.5375
97,4224321692,80,0.9257629591958962,0.9621971149826204,0.2628499109769875,0.7594037616622441,1.0244001962285028,0.9180816736946068,0.175,0.3125,0.5125,2.525
98,3732690119,80,0.95421813055349,0.9522512703282948,0.198782264203417,0.708813932068095,0.9907379212098336,0.7953053703988803,0.2625,0.175,0.5625,2.725
99,1809484217,80,0.986327128698116,0.9686132477199272,0.206093980550597,0.609409523181409,0.9521849388530432,0.8609508805099226,0.3,0.3,0.4,3.175
100,1853842047,80,1.0008332359526282,0.9602124499601492,0.1884161999506238,0.8358418191359622,0.8625473044196217,0.9427716006374978,0.275,0.2375,0.4875,2.9875
101,2543975469,80,0.9662924348541828,1.0439336137586448,0.2294671519201033,0.7686447296947885,0.9999426268132235,0.7882334535097228,0.275,0.1875,0.5375,2.875
102,2701404943,80,0.99274401016213,0.9445966634917854,0.2306494386186957,0.7529607036186527,0.9742966632486404,0.7857420785781379,0.2,0.35,0.45,2.7
103,1435651189,80,0.9554766065161936,0.983058290426983,0.204458275503238,0.8239155502033443,1.067942870410998,0.783027683988224,0.2375,0.3,0.4625,2.45
104,665313655,80,0.9618908879801537,0.9241871077878407,0.1484297813434586,0.684257794724248,0.9651425950315552,0.6522831063550799,0.2625,0.2875,0.45,3.125
105,4275912206,80,1.01174137729945,0.931511927289828,0.1688651731433625,0.7786578877336053,0.9514660171886687,0.7225684372083389,0.3125,0.2625,0.425,2.5
106,1959643154,80,0.929369810440334,0.9871121731099904,0.2131816006910759,0.8333583961287555,0.9081651852876608,0.7569556288156937,0.3125,0.2875,0.4,3.1125
107,1201501567,80,0.9555564715343448,0.9890084362922328,0.2302514693671456,0.5803675968204345,1.0804094535203557,0.8568836526645266,0.3625,0.275,0.3625,2.3625
108,3174560855,80,0.9401409849282796,0.9264390482173244,0.2387715226674679,0.7362773421679183,1.045035590168015,0.8489802749365243,0.2875,0.175,0.5375,3.15
109,2760461732,80,0.9582510109896674,0.9643432045949988,0.215266302653008,0.6729565680254114,1.0262124207139025,0.7689128527042692,0.1875,0.325,0.4875,2.95
110,2667763184,80,0.9823833323723762,1.05,0.1854530631916931,0.827352409772496,0.8370773151089428,0.8498636471603388,0.2125,0.3,0.4875,3.6
111,2699070053,80,0.9382286262908298,1.0236032512444568,0.1907571406615045,0.7451710737423656,0.7498616708287319,0.8296148959508611,0.275,0.2,0.525,2.7875
112,3934443878,80,0.9464652851469296,0.9106188027159612,0.2036329371377016,0.8646213302970991,0.9689409200522496,0.6843299344869425,0.2625,0.325,0.4125,2.625
113,2826146501,80,0.9081883979568488,0.9876015899097094,0.1672359813796788,0.683172070594209,0.9422692846473744,0.7047529799663556,0.3125,0.325,0.3625,3.075
114,448366279,80,0.9408463131177514,0.9218932251196827,0.1879274892023469,0.6342826531172713,0.9659600491090714,0.7213474284458752,0.275,0.225,0.5,3.0625
115,2668556498,80,0.9562837626633374,0.9713455796945684,0.2775577885579696,0.7290179960087457,0.9504943139178216,0.7221456776684994,0.3875,0.2,0.4125,2.7125
116,3705464669,80,0.9943623712422632,0.9884074935438888,0.2060648101227934,0.7249768199651299,0.9606703398326224,0.8445743872619986,0.25,0.3125,0.4375,2.55
117,1981155004,80,1.05,0.9632609229166956,0.2361523996968696,0.8044371199422512,0.8443887800843528,0.8451318605376781,0.3,0.225,0.475,3.1625
118,3763302793,80,1.0214637930058437,0.8910660606993395,0.1474549950745493,0.6955380826912,0.954637621507071,0.8060062011284017,0.2875,0.325,0.3875,2.7625
119,1038517335,80,0.9215236138113942,0.96140545627951,0.1873017962541042,0.8074650160136241,0.919461550534611,0.7111478070981812,0.2375,0.2875,0.475,3.1875
