player_id,fixtures,starts,minutes_num,shots_total,shots_on,goals_total,assists,saves,passes_total,passes_completed,passes_key,tackles_total,blocks,interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_drawn,fouls_committed,yellow,red,player_name,league_factor,shots_total_p90,shots_on_p90,goals_total_p90,assists_p90,saves_p90,passes_total_p90,passes_completed_p90,passes_key_p90,tackles_total_p90,blocks_p90,interceptions_p90,duels_total_p90,duels_won_p90,dribbles_attempts_p90,dribbles_success_p90,fouls_drawn_p90,fouls_committed_p90,pass_completion,duel_success,dribble_success_rate,shot_accuracy,build_up_raw,progression_raw,creation_raw,finishing_raw,defending_raw,duels_raw,retention_raw,goalkeeping_raw,build_up,progression,creation,finishing,defending,duels,retention,goalkeeping,world_cup_team,resolved_role,role_stability,role_observations,role_distribution,role_source,flexible,position_group,overall,uncertainty
513776,45,39,3400.0,52.0,30.0,14.0,10.0,0.0,1496.0,1272.0,77.0,51.0,1.0,27.0,543.0,272.0,273.0,159.0,54.0,25.0,3,0,Yan Diomande,0.9917176470588236,1.3650701730103807,0.7875404844290658,0.36751889273356403,0.2625134948096886,0.0,39.272018823529415,33.39171653979239,2.021353910034602,1.3388188235294116,0.02625134948096886,0.7087864359861592,14.25448276816609,7.14036705882353,7.166618408304498,4.173964567474049,1.4175728719723184,0.6562837370242215,0.8502673796791443,0.5009208103130756,0.5824175824175825,0.5769230769230769,42.971800782636045,14.782134892733565,6.497208996539792,5.196553973915357,3.856323238754325,11.499276313292167,4.172153102391945,0.17005347593582887,0.5628810939948773,0.9479034393133059,0.7813369242176342,0.7528306116547484,0.4750234392860379,0.8219999908665638,0.5939561024456859,0.5064845258399157,Ivory Coast,RW,0.6153846153846154,39,RW:24 | ST:8 | LW:7,grid_centered_v2,False,W,0.802016077781343,0.08003675626198987
47296,39,39,3517.0,1.0,0.0,0.0,0.0,120.0,1253.0,987.0,1.0,4.0,0.0,0.0,37.0,32.0,1.0,1.0,16.0,2.0,2,0,Gerónimo Rulli,0.9958629513790161,0.02548412443108088,0.0,0.0,0.0,3.058094931729706,31.931607912144347,25.15283081347683,0.02548412443108088,0.10193649772432352,0.0,0.0,0.9429126039499927,0.8154919817945881,0.02548412443108088,0.02548412443108088,0.4077459908972941,0.05096824886216176,0.7877094972067039,0.8648648648648649,1.0,0.0,34.11292923949472,0.31345473050229483,0.0637103110777022,0.0,0.18348569590378233,3.736283369107018,4.898851726260437,4.7446842970359,0.3904433189984522,0.3132519600017333,0.3113556798959514,0.3168013406328847,0.22069563747837845,0.19601571760061798,0.8121829957357221,0.9996646498695336,Argentina,GK,1.0,39,GK:39,grid_centered_v2,False,GK,0.7997316705882923,0.07869420522338788
49866,45,45,4058.0,0.0,0.0,0.0,0.0,137.0,1711.0,1280.0,3.0,1.0,0.0,0.0,33.0,32.0,1.0,1.0,18.0,0.0,6,0,Uğurcan Çakır,0.9452193198620011,0.0,0.0,0.0,0.0,2.871994631320472,35.86848769481261,26.83323451160733,0.06289039338657967,0.020963464462193226,0.0,0.0,0.6917943272523764,0.6708308627901832,0.020963464462193226,0.020963464462193226,0.37734236031947804,0.0,0.7481005260081823,0.9696969696969697,1.0,0.0,34.9691133996434,0.3542825494110655,0.15722598346644917,0.0,0.03773423603194781,3.8482541169971656,4.806230628907426,4.457612052182344,0.4066191877694123,0.3154939190159777,0.3178348703035046,0.3168013406328847,0.2128695064155096,0.20278793112153792,0.7901960898762513,0.9996646498695336,Türkiye,GK,1.0,45,GK:45,grid_centered_v2,False,GK,0.7996688084635637,0.07326101247418863
313,31,31,2808.0,0.0,0.0,0.0,0.0,76.0,1037.0,830.0,2.0,0.0,0.0,0.0,23.0,21.0,1.0,1.0,13.0,1.0,3,0,David Ospina,0.8547115384615386,0.0,0.0,0.0,0.0,2.0819896449704145,28.408200813609472,22.737518491124263,0.05478920118343197,0.0,0.0,0.0,0.6300758136094676,0.5752866124260356,0.027394600591715983,0.027394600591715983,0.35612980769230773,0.027394600591715983,0.8003857280617165,0.9130434782608695,1.0,0.0,32.90291197003404,0.3451719674556214,0.13697300295857992,0.0,0.0,3.544531692179058,4.964375871473019,3.283061613067965,0.36799444390385627,0.3149928840351315,0.3164255409031815,0.3168013406328847,0.21087667676486685,0.18481824923811205,0.826638814267003,0.9996646498695336,Colombia,GK,1.0,34,GK:34,grid_centered_v2,False,GK,0.7974102683490653,0.08807048459279793
22221,48,48,4291.0,0.0,0.0,0.0,0.0,125.0,1390.0,1096.0,0.0,0.0,0.0,1.0,20.0,20.0,4.0,4.0,10.0,0.0,4,0,Mike Maignan,0.9968538802144022,0.0,0.0,0.0,0.0,2.6135180965770277,29.062321233936547,22.915326670787376,0.0,0.0,0.0,0.02090814477261622,0.41816289545232443,0.41816289545232443,0.08363257909046488,0.08363257909046488,0.20908144772616222,0.0,0.7884892086330936,1.0,1.0,0.0,32.79027477109879,0.3136221715892433,0.0,0.0,0.04181628954523244,3.585428053633254,4.959712230215828,4.07797498659216,0.36593189758298883,0.31326113691203183,0.3069832687185164,0.3168013406328847,0.21308591031127358,0.18716419379937263,0.8256396907081553,0.9996646498695336,France,GK,1.0,48,GK:48,grid_centered_v2,False,GK,0.7968478905510646,0.07124422728028139
138804,46,46,4140.0,0.0,0.0,0.0,0.0,144.0,1766.0,1312.0,3.0,1.0,0.0,1.0,28.0,21.0,2.0,2.0,7.0,1.0,0,0,Matěj Kovář,0.9330434782608699,0.0,0.0,0.0,0.0,2.9208317580340277,35.82075614366731,26.612022684310027,0.0608506616257089,0.0202835538752363,0.0,0.0202835538752363,0.5679395085066165,0.4259546313799623,0.0405671077504726,0.0405671077504726,0.1419848771266541,0.0202835538752363,0.7429218573046432,0.75,1.0,0.0,34.81408802051779,0.28194139886578456,0.15212665406427225,0.0,0.07707750472589794,2.846336483931947,4.698603816256233,4.52983200851197,0.40367412369763395,0.31152742374070985,0.31747971115316065,0.3168013406328847,0.21496190627307282,0.1482264814350669,0.7623444480878765,0.9996646498695336,Czech Republic,GK,1.0,43,GK:43,grid_centered_v2,False,GK,0.7949020493809518,0.07253185207353657
280,42,42,3746.0,0.0,0.0,0.0,0.0,100.0,1226.0,960.0,0.0,1.0,0.0,0.0,20.0,17.0,2.0,2.0,7.0,1.0,1,0,Alisson,0.9891884676988788,0.0,0.0,0.0,0.0,2.3765873489828913,29.136960898530244,22.81523855023575,0.0,0.02376587348982891,0.0,0.0,0.4753174697965782,0.40401984932709145,0.04753174697965782,0.04753174697965782,0.1663611144288024,0.02376587348982891,0.7830342577487766,0.85,1.0,0.0,32.687488848058024,0.20200992466354573,0.0,0.0,0.04277857228169204,3.115627789057928,4.878718632241531,3.721487875024092,0.3640540202475182,0.30717669572704664,0.3069832687185164,0.3168013406328847,0.21313694763575505,0.16157621062024044,0.8075592148004573,0.9996646498695336,Brazil,GK,1.0,40,GK:40,grid_centered_v2,False,GK,0.7937602436978158,0.07625091353727916
278,51,47,4228.0,189.0,116.0,50.0,9.0,0.0,1575.0,1355.0,115.0,7.0,0.0,3.0,394.0,182.0,226.0,110.0,56.0,23.0,7,0,Kylian Mbappé,0.9995033112582781,4.021180540327179,2.4680261517351996,1.063804375747931,0.19148478763462756,0.0,33.509837836059816,28.829098582768925,2.446750064220241,0.14893261260471033,0.0,0.06382826254487585,8.382778480893696,3.8722479277224684,4.808395778380647,2.340369626645448,1.1914609008376826,0.48935001284404817,0.8603174603174604,0.4619289340101523,0.48672566371681414,0.6137566137566137,41.48086366260391,10.850804632628893,7.1700414925410545,13.193184845925956,0.39573522777823034,6.806933900841912,4.032840878377914,0.17206349206349209,0.533782965010901,0.8698449274637489,0.8160293833101301,0.9821944192848714,0.23245724740051035,0.43833117041914016,0.5430312403091672,0.5331326384177729,France,ST,0.5625,48,ST:27 | RW:18 | LW:3,public_anchor,False,ST,0.7893944460969375,0.07177305766790869
369,53,53,4730.0,0.0,0.0,0.0,0.0,113.0,1596.0,1218.0,0.0,0.0,0.0,1.0,21.0,20.0,1.0,1.0,8.0,0.0,3,0,Diogo Costa,0.9232748414376324,0.0,0.0,0.0,0.0,1.9851385068542753,28.03788545964091,21.397333640252274,0.0,0.0,0.0,0.017567597405790045,0.36891954552159095,0.3513519481158009,0.017567597405790045,0.017567597405790045,0.14054077924632036,0.0,0.7631578947368421,0.9523809523809523,1.0,0.0,31.695995825259466,0.1141893831376353,0.0,0.0,0.03513519481158009,3.349035584504978,4.852005012531329,3.1303393392287813,0.34615874798291235,0.30243581522229135,0.3069832687185164,0.3168013406328847,0.21273180574052875,0.17391798175935522,0.8012910364032589,0.9996646498695336,Portugal,GK,1.0,54,GK:54,grid_centered_v2,False,GK,0.789240962485315,0.06785757999509485
702,36,36,3270.0,0.0,0.0,0.0,0.0,102.0,1310.0,934.0,1.0,0.0,0.0,0.0,20.0,16.0,2.0,2.0,7.0,1.0,4,0,Oliver Baumann,1.0,0.0,0.0,0.0,0.0,2.807339449541284,36.05504587155963,25.706422018348622,0.027522935779816512,0.0,0.0,0.0,0.5504587155963302,0.4403669724770642,0.055045871559633024,0.055045871559633024,0.19266055045871558,0.027522935779816512,0.7129770992366412,0.8,1.0,0.0,34.104243994677496,0.2834862385321101,0.06880733944954127,0.0,0.0,3.0165137614678903,4.613218012465859,4.353604594159254,0.39028039208030835,0.3116118423743702,0.3117069583487194,0.3168013406328847,0.21087667676486685,0.1565532781254342,0.7385060618811581,0.9996646498695336,Germany,GK,1.0,36,GK:36,grid_centered_v2,False,GK,0.7886475451264789,0.08161219552686716
353883,39,39,3554.0,0.0,0.0,0.0,0.0,122.0,1452.0,1066.0,1.0,0.0,0.0,0.0,25.0,22.0,1.0,1.0,5.0,1.0,1,0,Patrick Beach,0.8664181204276871,0.0,0.0,0.0,0.0,2.6767785487608338,31.858052891809272,23.388901089992206,0.02194080777672815,0.0,0.0,0.0,0.5485201944182037,0.48269777108801926,0.02194080777672815,0.02194080777672815,0.10970403888364073,0.02194080777672815,0.7341597796143251,0.88,1.0,0.0,32.73399990722576,0.1491974928817514,0.054852019441820374,0.0,0.0,3.315776879523227,4.719803964027999,4.161999779064116,0.36490325858431694,0.30432071758971746,0.3107456980646201,0.3168013406328847,0.21087667676486685,0.17211495306366098,0.7680258376420372,0.9996646498695336,Australia,GK,1.0,39,GK:39,grid_centered_v2,False,GK,0.7880000847914126,0.0782834984778631
119853,33,32,2892.0,0.0,0.0,0.0,1.0,86.0,1059.0,759.0,3.0,2.0,0.0,2.0,18.0,16.0,1.0,1.0,8.0,0.0,1,0,Mory Diaw,1.0,0.0,0.0,0.0,0.03112033195020747,2.676348547717842,32.95643153526971,23.62033195020747,0.09336099585062241,0.06224066390041494,0.0,0.06224066390041494,0.5601659751037344,0.4979253112033195,0.03112033195020747,0.03112033195020747,0.24896265560165975,0.0,0.71671388101983,0.8888888888888888,1.0,0.0,32.93496320806837,0.3703319502074689,0.4045643153526971,0.0,0.23651452282157676,3.3637621023513136,4.664054139124961,4.157865597780729,0.36858223483122143,0.31637759702736157,0.33531049987738176,0.3168013406328847,0.22359369545445462,0.174721089439741,0.7528821313598668,0.9996646498695336,Senegal,GK,1.0,32,GK:32,grid_centered_v2,False,GK,0.7864643240984678,0.0867820277013058
295026,38,24,2182.0,27.0,15.0,9.0,4.0,0.0,1068.0,933.0,78.0,26.0,2.0,6.0,275.0,139.0,64.0,36.0,68.0,19.0,1,0,Martin Baturina,1.0,1.1136571952337306,0.618698441796517,0.3712190650779102,0.16498625114573787,0.0,44.05132905591201,38.483043079743354,3.2172318973418883,1.0724106324472962,0.08249312557286893,0.24747937671860679,11.342804766269477,5.733272227314391,2.639780018331806,1.4848762603116408,2.8047662694775437,0.7836846929422548,0.8735955056179775,0.5054545454545455,0.5625,0.5555555555555556,48.097449510293615,10.905591200733273,8.950504124656279,4.947041450249516,2.5160403299725025,9.542944754603784,4.209571312409358,0.1747191011235955,0.6585634932644272,0.8714170038384117,0.8871332057314731,0.7356321775576359,0.37194358671972466,0.6875557708587852,0.6073426031990524,0.5680277089818596,Croatia,LW,0.5833333333333334,24,LW:14 | ST:8 | RW:2,grid_centered_v2,True,W,0.7861253044449796,0.09990829892615097
269349,47,47,4220.0,0.0,0.0,0.0,0.0,115.0,1628.0,1176.0,0.0,0.0,0.0,0.0,26.0,24.0,2.0,2.0,9.0,0.0,4,0,Lukáš Horníček,0.9200000000000004,0.0,0.0,0.0,0.0,2.2563981042654038,31.942748815165892,23.074123222748824,0.0,0.0,0.0,0.0,0.510142180094787,0.47090047393364953,0.03924170616113746,0.03924170616113746,0.17658767772511857,0.0,0.7223587223587223,0.9230769230769231,1.0,0.0,32.43320502579271,0.18639810426540293,0.0,0.0,0.0,3.4284914327378786,4.697486297486298,3.52906890086985,0.35942616518784426,0.3063308901404088,0.3069832687185164,0.3168013406328847,0.21087667676486685,0.17828576541244834,0.7620423248394755,0.9996646498695336,Czech Republic,GK,1.0,51,GK:51,grid_centered_v2,False,GK,0.7860071391917338,0.07184105679037783
2986,44,44,4023.0,0.0,0.0,0.0,0.0,94.0,1234.0,951.0,2.0,1.0,0.0,0.0,21.0,18.0,2.0,2.0,9.0,0.0,6,0,Edouard Mendy,0.906923625981442,0.0,0.0,0.0,0.0,1.9071772000504597,25.036773030449652,19.2949523111488,0.04057823829894595,0.020289119149472973,0.0,0.0,0.4260715021389325,0.36520414469051354,0.04057823829894595,0.04057823829894595,0.18260207234525677,0.0,0.7706645056726094,0.8571428571428571,1.0,0.0,30.614316982115472,0.26578746085809596,0.10144559574736486,0.0,0.036520414469051354,3.08271437399529,4.840182912711275,3.0148987012102113,0.32712177303632684,0.31064543352938867,0.3139614565590607,0.3168013406328847,0.21280518843620094,0.1598939409693591,0.7984684660842388,0.9996646498695336,Senegal,GK,1.0,44,GK:44,grid_centered_v2,False,GK,0.7850101819481448,0.07357900682997164
343027,48,32,2918.0,76.0,44.0,14.0,9.0,0.0,1662.0,1431.0,80.0,65.0,4.0,25.0,459.0,204.0,171.0,76.0,54.0,61.0,1,0,Désiré Doué,0.9870459218642905,2.3137059991609825,1.339513999514253,0.42620899984544414,0.27399149990064264,0.0,50.597096981652015,43.56464848420219,2.4354799991168234,1.978827499282419,0.12177399995584118,0.7610874997240074,13.973566494932776,6.2104739977479,5.20583849811221,2.3137059991609825,1.6439489994038559,1.857053499326578,0.8610108303249098,0.4444444444444444,0.4444444444444444,0.5789473684210527,49.1649243980998,10.990103496014667,7.595653247245593,6.442886334925613,5.218015898107795,10.027996930180393,3.8427514039688355,0.17220216606498195,0.6772241785584308,0.873810283203822,0.835680724003633,0.82709945566046,0.5819248803916547,0.7256174621436461,0.47228400784862223,0.5349659175114091,France,RW,0.7435897435897436,39,RW:29 | LW:8 | ST:2,grid_centered_v2,False,W,0.7807672854512899,0.08639453946646761
15304,11,11,1020.0,0.0,0.0,0.0,0.0,30.0,355.0,256.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,1.0,5.0,0.0,0,0,Vozinha,0.9073529411764706,0.0,0.0,0.0,0.0,2.4018166089965396,28.421496539792386,20.495501730103804,0.0,0.0,0.0,0.0,0.8006055363321799,0.7205449826989619,0.08006055363321798,0.08006055363321798,0.40030276816608995,0.0,0.7211267605633803,0.9,1.0,0.0,30.81784245699108,0.4003027681660899,0.0,0.0,0.0,3.708762975778547,4.683943661971831,3.7469502656074853,0.3306628293614674,0.3180313383935857,0.3069832687185164,0.3168013406328847,0.21087667676486685,0.19437765297047951,0.7583600829775198,0.9996646498695336,Cape Verde Islands,GK,1.0,17,GK:17,grid_centered_v2,False,GK,0.779702135747165,0.14612645611411573
6005,41,19,1988.0,54.0,30.0,5.0,10.0,0.0,1516.0,1263.0,80.0,8.0,1.0,2.0,103.0,48.0,50.0,24.0,15.0,3.0,0,0,Juan Fernando Quintero,0.9151659959758552,2.237277032415823,1.2429316846754574,0.2071552807792429,0.4143105615584858,0.0,62.80948113226644,52.32742392483676,3.3144844924678862,0.3314484492467886,0.04143105615584858,0.08286211231169716,4.2673987840524035,1.9886906954807317,2.0715528077924286,0.9943453477403659,0.6214658423377287,0.12429316846754573,0.83311345646438,0.46601941747572817,0.48,0.5555555555555556,55.72107190606517,8.762668376961972,10.564919319741389,4.508457715890694,0.8079055950390474,4.182225226100209,3.9563614111382175,0.166622691292876,0.7786542814471658,0.7969928179431129,0.9295988575596766,0.7036055237598023,0.2565212716665669,0.22401490189819198,0.5146153928879355,0.46099773181426307,Colombia,AM,1.0,21,AM:21,grid_centered_v2,False,AM,0.7789936724714601,0.10466964414976596
2892,32,32,2886.0,0.0,0.0,0.0,0.0,72.0,1203.0,836.0,0.0,1.0,0.0,0.0,17.0,14.0,1.0,1.0,3.0,1.0,1,0,Seung-gyu Kim,0.864033264033264,0.0,0.0,0.0,0.0,1.9400331084322764,32.414719853389286,22.525939981241432,0.0,0.02694490428378162,0.0,0.0,0.45806337282428755,0.37722865997294264,0.02694490428378162,0.02694490428378162,0.08083471285134486,0.02694490428378162,0.6949293433083957,0.8235294117647058,1.0,0.0,31.95985751673507,0.10777961713512647,0.0,0.0,0.04850082771080692,2.9987083592562374,4.559508873942565,3.0490355313100936,0.35088124200566956,0.3020914183878334,0.3069832687185164,0.3168013406328847,0.21344062734441843,0.1556645249857479,0.7227428136634456,0.9996646498695336,South Korea,GK,1.0,30,GK:30,grid_centered_v2,False,GK,0.7784032278788943,0.0868721908712883
2482,40,40,3655.0,0.0,0.0,0.0,1.0,121.0,1220.0,874.0,3.0,1.0,0.0,1.0,10.0,9.0,1.0,1.0,5.0,0.0,2,0,Camilo Vargas,0.9270588235294119,0.0,0.0,0.0,0.022827713848877447,2.762153375714171,27.849810895630487,19.951421903918888,0.06848314154663235,0.022827713848877447,0.0,0.022827713848877447,0.22827713848877446,0.20544942463989702,0.022827713848877447,0.022827713848877447,0.11413856924438723,0.0,0.7163934426229508,0.9,1.0,0.0,30.579217251700754,0.23740822402832545,0.29676028003540683,0.0,0.0867453126257343,2.987629194495856,4.667377049180328,4.2865087520958465,0.3265130594054332,0.3090992819783767,0.3276344846401002,0.3168013406328847,0.2154783509616553,0.15511359037965247,0.7538031005679097,0.9996646498695336,Colombia,GK,1.0,40,GK:40,grid_centered_v2,False,GK,0.7781886343945167,0.0771943024342948
