review_id,player_name,national_team,provider_squad_group,annual_minutes,classified_position_minutes,complete_lineup_observations,reviewer_primary_role,reviewer_secondary_role,confidence_1_3,evidence_or_rationale
V31-0093,I. Perisic,Croatia,Defender,3330,3089,39,,,,
V31-0094,Y. Medina,Ecuador,Midfielder,2164,541,7,,,,
V31-0095,A. Dedic,Bosnia & Herzegovina,Defender,3532,2919,33,,,,
V31-0096,H. Mejbri,Tunisia,Attacker,2012,1151,16,,,,
V31-0097,C. Yirenkyi,Ghana,Midfielder,2886,259,3,,,,
V31-0098,R. Mahrez,Algeria,Midfielder,3761,3324,40,,,,
V31-0099,R. Rangel,Mexico,Goalkeeper,3734,3007,34,,,,
V31-0100,Daichi Kamada,Japan,Attacker,3539,3135,38,,,,
V31-0101,F. Wirtz,Germany,Attacker,3865,3636,44,,,,
V31-0102,L. Foster,South Africa,Attacker,1861,1567,20,,,,
V31-0103,R. Veiga,Portugal,Defender,3809,3549,40,,,,
V31-0104,A. Abdi,Tunisia,Midfielder,2316,771,10,,,,
V31-0105,J. Leweling,Germany,Attacker,3563,3065,36,,,,
V31-0106,M. McKenzie,USA,Defender,2855,948,11,,,,
V31-0107,I. Yuksek,Türkiye,Midfielder,2742,1932,25,,,,
V31-0108,N. Jackson,Senegal,Attacker,1977,1718,23,,,,
V31-0109,R. Ait-Nouri,Algeria,Defender,2260,1836,25,,,,
V31-0110,G. Yassine,Morocco,Attacker,1785,1228,16,,,,
V31-0111,Y. Sugawara,Japan,Midfielder,2735,1824,22,,,,
V31-0112,L. Geertruida,Netherlands,Defender,1882,1661,19,,,,
V31-0113,A. Bardakci,Türkiye,Defender,3960,3870,45,,,,
V31-0114,L. Suarez,Colombia,Attacker,4490,1753,20,,,,
V31-0115,P. Schick,Czech Republic,Attacker,3043,2619,33,,,,
V31-0116,V. Munoz,Spain,Attacker,2764,2423,29,,,,
V31-0117,O. Watkins,England,Midfielder,3849,3454,42,,,,
V31-0118,M. Akanji,Switzerland,Defender,4307,2850,31,,,,
V31-0119,M. Amoura,Algeria,Attacker,2462,1874,23,,,,
V31-0120,A. Robertson,Scotland,Defender,2248,1484,18,,,,
V31-0121,A. Saelemaekers,Belgium,Attacker,3162,2915,36,,,,
V31-0122,G. Lagerbielke,Sweden,Defender,3951,2242,25,,,,
V31-0123,A. Masuaku,Congo DR,Defender,1062,666,9,,,,
V31-0124,M. Abu Al Shamat,Saudi Arabia,Midfielder,2629,1263,15,,,,
V31-0125,F. Conceicao,Portugal,Midfielder,2827,2340,36,,,,
V31-0126,G. Lo Celso,Argentina,Midfielder,1858,1237,17,,,,
V31-0127,M. van de Ven,Netherlands,Midfielder,4216,4216,48,,,,
V31-0128,E. Wahi,Ivory Coast,Attacker,1851,1077,14,,,,
V31-0129,C. De Ketelaere,Belgium,Attacker,3389,3139,41,,,,
V31-0130,Bono,Morocco,Goalkeeper,4091,3485,37,,,,
V31-0131,K. Lenini,Cape Verde Islands,Midfielder,1562,351,4,,,,
V31-0132,T. Holes,Czech Republic,Defender,2344,1451,17,,,,
V31-0133,C. Gakpo,Netherlands,Attacker,3972,3634,44,,,,
V31-0134,T. Courtois,Belgium,Goalkeeper,4556,4916,56,,,,
V31-0135,Leandro Paredes,Argentina,Midfielder,3687,386,5,,,,
V31-0136,F. de Jong,Netherlands,Midfielder,2906,2613,30,,,,
V31-0137,D. Svensson,Sweden,Defender,3559,3752,43,,,,
V31-0138,K. Thorstvedt,Norway,Midfielder,2541,2288,27,,,,
V31-0139,M. Sabitzer,Austria,Midfielder,2709,2714,32,,,,
V31-0140,D. Dalot,Portugal,Defender,2861,2667,31,,,,
V31-0141,E. Demirovic,Bosnia & Herzegovina,Attacker,2738,2532,30,,,,
V31-0142,C. Talbi,Morocco,Midfielder,1909,1497,19,,,,
V31-0143,Y. Titraoui,Algeria,Midfielder,2904,810,9,,,,
V31-0144,M. Cucurella,Spain,Defender,4501,4665,55,,,,
V31-0145,I. Ndiaye,Senegal,Midfielder,3381,3119,37,,,,
V31-0146,R. Laryea,Canada,Defender,2278,779,9,,,,
V31-0147,K. Rodriguez,Ecuador,Attacker,2362,1096,15,,,,
V31-0148,D. Kotarski,Croatia,Goalkeeper,4080,720,8,,,,
V31-0149,A. Al Khaibari,Saudi Arabia,Midfielder,2388,1056,13,,,,
V31-0150,H. Boudaoui,Algeria,Midfielder,2583,1562,19,,,,
V31-0151,M. Freese,USA,Goalkeeper,3525,1369,16,,,,
V31-0152,T. Oluwaseyi,Canada,Attacker,2299,1525,20,,,,
V31-0153,K. Koulibaly,Senegal,Defender,2476,2412,28,,,,
V31-0154,T. Adams,USA,Midfielder,2142,2352,29,,,,
V31-0155,M. De Cuyper,Belgium,Defender,1953,1673,23,,,,
V31-0156,M. Penders,Belgium,Goalkeeper,4639,4001,46,,,,
V31-0157,Y. Fofana,Ivory Coast,Goalkeeper,3150,990,11,,,,
V31-0158,M. Ryan,Australia,Goalkeeper,3241,1440,16,,,,
V31-0159,P. Wanner,Austria,Midfielder,2499,2346,28,,,,
V31-0160,J. Rodriguez,Colombia,Attacker,1855,1606,21,,,,
V31-0161,J. Mojica,Colombia,Defender,3217,1671,19,,,,
V31-0162,H. Diarra,Senegal,Attacker,1930,1740,22,,,,
V31-0163,A. Bouaddi,Morocco,Midfielder,3549,3335,41,,,,
V31-0164,Lee Jae-Sung,South Korea,Attacker,2906,2134,27,,,,
V31-0165,K. Jakic,Croatia,Midfielder,1841,1297,17,,,,
V31-0166,B. Silva,Portugal,Midfielder,3967,2801,35,,,,
V31-0167,A. Mandi,Algeria,Defender,4069,3742,42,,,,
V31-0168,R. Sosa,Paraguay,Attacker,2850,1200,16,,,,
V31-0169,A. Circati,Australia,Defender,3196,975,11,,,,
V31-0170,M. Salah,Egypt,Attacker,4145,3322,39,,,,
V31-0171,F. Kadioglu,Türkiye,Defender,3676,3565,41,,,,
V31-0172,A. Schlager,Austria,Goalkeeper,4140,630,7,,,,
V31-0173,J. Lucumi,Colombia,Defender,4155,2264,26,,,,
V31-0174,I. Maza,Algeria,Attacker,3625,3196,40,,,,
V31-0175,N. Vasilj,Bosnia & Herzegovina,Goalkeeper,3630,3540,39,,,,
V31-0176,Son Heung-Min,South Korea,Attacker,2965,989,13,,,,
V31-0177,L. Martinez,Argentina,Defender,1898,1585,18,,,,
V31-0178,J. Quinones,Mexico,Midfielder,3138,1920,22,,,,
V31-0179,J. M. Gimenez,Uruguay,Defender,1537,1040,14,,,,
V31-0180,R. Williams,South Africa,Goalkeeper,4336,907,11,,,,
V31-0181,Samu Costa,Portugal,Midfielder,2828,1515,18,,,,
V31-0182,L. Camara,Senegal,Midfielder,2949,2653,33,,,,
V31-0183,D. Raya,Spain,Goalkeeper,4620,4620,51,,,,
V31-0184,S. Abdulhamid,Saudi Arabia,Defender,2232,1175,14,,,,
V31-0185,D. Doudera,Czech Republic,Midfielder,1961,1419,18,,,,
V31-0186,E. Agbadou,Ivory Coast,Defender,2928,1530,17,,,,
V31-0187,M. Merino,Spain,Midfielder,2081,1680,21,,,,
V31-0188,Kieran Tierney,Scotland,Midfielder,3486,2973,38,,,,
V31-0189,Casemiro,Brazil,Midfielder,3049,2962,38,,,,
V31-0190,G. Martinelli,Brazil,Midfielder,2608,1747,25,,,,
V31-0191,O. Kossounou,Ivory Coast,Defender,2534,2202,27,,,,
V31-0192,R. Gravenberch,Netherlands,Midfielder,4478,4405,51,,,,
V31-0193,J. Scally,USA,Defender,2879,1939,22,,,,
V31-0194,A. Ahmed,Canada,Midfielder,2614,847,14,,,,
V31-0195,W. McKennie,USA,Midfielder,4364,4276,50,,,,
V31-0196,T. Castagne,Belgium,Defender,2870,2354,27,,,,
V31-0197,I. Reyes,Mexico,Defender,3565,945,11,,,,
V31-0198,M. Vina,Uruguay,Defender,1293,135,2,,,,
V31-0199,Jamal Musiala,Germany,Attacker,1452,1127,16,,,,
V31-0200,A. Robinson,USA,Midfielder,2136,1762,21,,,,
V31-0201,J. Alvarez,Argentina,Midfielder,4147,3481,47,,,,
V31-0202,R. Rodriguez,Switzerland,Defender,2889,2110,25,,,,
V31-0203,N. Mukau,Congo DR,Midfielder,2821,2378,33,,,,
V31-0204,H. Kadesh,Saudi Arabia,Defender,2745,931,11,,,,
V31-0205,G. Inacio,Portugal,Defender,3802,1478,17,,,,
V31-0206,M. De Roon,Netherlands,Midfielder,3928,3689,46,,,,
V31-0207,Kim Min-Jae,South Korea,Defender,2324,1895,23,,,,
V31-0208,W. Semedo,Cape Verde Islands,Midfielder,1530,141,2,,,,
V31-0209,M. Thiaw,Germany,Defender,4688,4486,51,,,,
V31-0210,W. Anton,Germany,Defender,3981,1080,12,,,,
V31-0211,N. Seiwald,Austria,Midfielder,3367,2895,34,,,,
V31-0212,E. Shomurodov,Uzbekistan,Attacker,3532,1181,14,,,,
V31-0213,C. Inao Oulai,Ivory Coast,Midfielder,2727,948,11,,,,
V31-0214,Y. Belammari,Morocco,Defender,910,0,0,,,,
V31-0215,T. Araujo,Portugal,Defender,2708,2111,24,,,,
V31-0216,R. Roefs,Netherlands,Goalkeeper,3360,3360,37,,,,
V31-0217,D. Gomez,Paraguay,Midfielder,2959,2856,38,,,,
V31-0218,S. Kalajdzic,Austria,Attacker,1430,45,1,,,,
V31-0219,Alisson,Brazil,Goalkeeper,3746,3566,40,,,,
V31-0220,Andres Gomez,Colombia,Midfielder,3764,444,7,,,,
V31-0221,O. Marmoush,Egypt,Midfielder,2227,1155,17,,,,
V31-0222,T. Koopmeiners,Netherlands,Midfielder,2803,2305,28,,,,
V31-0223,E. Guessand,Ivory Coast,Attacker,2106,1702,22,,,,
V31-0224,F. Nmecha,Germany,Midfielder,3403,3456,43,,,,
V31-0225,T. Reijnders,Netherlands,Midfielder,3015,2399,31,,,,
V31-0226,S. Moutoussamy,Congo DR,Midfielder,3285,757,9,,,,
V31-0227,A. Freeman,USA,Defender,1752,1182,13,,,,
V31-0228,S. Berhalter,USA,Midfielder,3197,1699,22,,,,
V31-0229,R. Silva,Portugal,Goalkeeper,4215,1755,19,,,,
V31-0230,M. Beier,Germany,Attacker,2762,2500,33,,,,
V31-0231,M. Ben Ouanes,Tunisia,Midfielder,2307,1472,17,,,,
V31-0232,D. Burn,England,Defender,3516,3297,39,,,,
V31-0233,P. Beach,Australia,Goalkeeper,3554,389,4,,,,
V31-0234,M. Tillman,USA,Midfielder,2716,2740,33,,,,
V31-0235,A. Gordon,England,Midfielder,3291,3001,41,,,,
V31-0236,B. Nygren,Sweden,Midfielder,3496,2903,36,,,,
V31-0237,N. Vlasic,Croatia,Midfielder,3544,1756,21,,,,
V31-0238,J. Quansah,England,Defender,3829,3677,42,,,,
V31-0239,V. Barco,Argentina,Midfielder,3378,2768,33,,,,
V31-0240,H. Tambakti,Saudi Arabia,Defender,3102,2397,29,,,,
V31-0241,D. Munoz,Colombia,Defender,4369,4006,47,,,,
V31-0242,Lautaro Martinez,Argentina,Attacker,3169,2957,40,,,,
V31-0243,E. Martinez,Argentina,Goalkeeper,4741,4401,49,,,,
V31-0244,Y. Suzuki,Japan,Midfielder,2864,2571,31,,,,
V31-0245,A. O'Neill,Australia,Midfielder,2722,905,11,,,,
V31-0246,S. Amrabat,Morocco,Midfielder,2369,1808,22,,,,
V31-0247,M. Al Juwayr,Saudi Arabia,Attacker,2816,1528,20,,,,
V31-0248,A. Kramaric,Croatia,Midfielder,2491,1962,25,,,,
V31-0249,D. Spence,England,Defender,3384,3083,37,,,,
V31-0250,N. Paz,Argentina,Attacker,3370,2385,28,,,,
V31-0251,M. Lacroix,France,Defender,4992,90,1,,,,
V31-0252,M. Diaw,Senegal,Goalkeeper,2892,1020,11,,,,
V31-0253,T. Heggem,Norway,Defender,3414,1689,19,,,,
V31-0254,N. Sibisi,South Africa,Defender,2135,1960,22,,,,
V31-0255,E. Anderson,England,Midfielder,4793,4158,47,,,,
V31-0256,M. Odegaard,Norway,Midfielder,2454,2121,28,,,,
V31-0257,I. Sangare,Ivory Coast,Midfielder,3440,3115,38,,,,
V31-0258,Y. Ayari,Sweden,Midfielder,2377,1903,22,,,,
V31-0259,G. Xhaka,Switzerland,Midfielder,3637,3569,39,,,,
V31-0260,H. Calhanoglu,Türkiye,Midfielder,2316,2230,29,,,,
V31-0261,I. Konate,France,Defender,4294,4241,49,,,,
V31-0262,C. Operi,Ivory Coast,Defender,2444,765,9,,,,
V31-0263,M. Muldur,Türkiye,Defender,2261,1747,21,,,,
V31-0264,Endrick,Brazil,Attacker,1841,1638,20,,,,
V31-0265,K. Yildiz,Türkiye,Midfielder,3909,3739,45,,,,
V31-0266,A. Schjelderup,Norway,Attacker,2698,2100,28,,,,
V31-0267,Trincao,Portugal,Midfielder,4194,1529,18,,,,
V31-0268,T. Kubo,Japan,Attacker,1820,1577,20,,,,
V31-0269,B. Iglesias,Spain,Attacker,2718,1215,18,,,,
V31-0270,K. Alajbegovic,Bosnia & Herzegovina,Midfielder,2637,261,3,,,,
V31-0271,P. Estupinan,Ecuador,Midfielder,1492,1236,16,,,,
V31-0272,J. Tah,Germany,Defender,4147,4237,49,,,,
V31-0273,P. Izzo,Australia,Goalkeeper,2340,0,0,,,,
V31-0274,B. Fernandes,Portugal,Midfielder,3624,3579,41,,,,
V31-0275,Luis Diaz,Colombia,Midfielder,4720,4424,52,,,,
V31-0276,J. Stanek,Czech Republic,Goalkeeper,2250,1620,18,,,,
V31-0277,R. Pepi,USA,Attacker,1913,1470,19,,,,
V31-0278,O. Baumann,Germany,Goalkeeper,3270,2820,31,,,,
V31-0279,D. Caleta-Car,Croatia,Defender,2541,2124,24,,,,
V31-0280,O. Vargas,Mexico,Midfielder,1958,1273,16,,,,
V31-0281,H. Aouar,Algeria,Attacker,2736,1457,18,,,,
V31-0282,D. Upamecano,France,Defender,3956,4025,48,,,,
V31-0283,L. Messi,Argentina,Attacker,3834,1920,23,,,,
V31-0284,M. Diouf,Senegal,Defender,3496,2863,32,,,,
V31-0285,V. Gyökeres,Sweden,Attacker,3863,3180,42,,,,
V31-0286,M. Pubill,Spain,Defender,2783,2488,29,,,,
V31-0287,I. Williams,Ghana,Midfielder,2836,2623,35,,,,
V31-0288,I. Jakobs,Senegal,Midfielder,2648,2393,30,,,,
V31-0289,Y. Diomande,Ivory Coast,Midfielder,3400,2935,35,,,,
V31-0290,P. David,Canada,Attacker,1946,1267,18,,,,
V31-0291,Mauricio,Paraguay,Midfielder,3703,1389,19,,,,
V31-0292,E. Mendy,Senegal,Goalkeeper,4023,3753,41,,,,
V31-0293,B. Zeneli,Sweden,Midfielder,1991,325,4,,,,
V31-0294,A. Gouiri,Algeria,Attacker,1955,1568,21,,,,
V31-0295,Jeremy Arevalo,Ecuador,Attacker,1033,0,0,,,,
V31-0296,B. Gutierrez,Mexico,Midfielder,2073,808,11,,,,
V31-0297,J. Irvine,Australia,Midfielder,1973,1828,21,,,,
V31-0298,Bremer,Brazil,Defender,2569,980,13,,,,
V31-0299,R. Vargas,Switzerland,Attacker,1897,1222,16,,,,
V31-0300,A. Guler,Türkiye,Attacker,3531,3567,47,,,,
V31-0301,J. Opoku,Ghana,Defender,3154,1031,12,,,,
V31-0302,O. Kokcu,Türkiye,Midfielder,3163,1207,15,,,,
V31-0303,G. Kobel,Switzerland,Goalkeeper,4860,5220,57,,,,
V31-0304,J. Kayembe,Congo DR,Defender,3120,1222,14,,,,
V31-0305,J. Lopez,Argentina,Attacker,4771,2356,30,,,,
V31-0306,L. Cerv,Czech Republic,Midfielder,3966,876,10,,,,
V31-0307,G. Mensah,Ghana,Defender,2783,2171,25,,,,
V31-0308,M. Senesi,Argentina,Midfielder,3461,3380,38,,,,
V31-0309,G. Til,Netherlands,Midfielder,2990,2671,33,,,,
V31-0310,R. Zalazar,Uruguay,Midfielder,2638,2252,29,,,,
V31-0311,J. Lerma,Colombia,Midfielder,3137,2339,28,,,,
V31-0312,Z. Celik,Türkiye,Defender,3801,2337,27,,,,
V31-0313,J. Casimir,Haiti,Midfielder,2035,1532,20,,,,
V31-0314,F. Balogun,USA,Attacker,3565,2767,34,,,,
V31-0315,T. Mbatha,South Africa,Midfielder,1931,1741,23,,,,
V31-0316,E. Elmali,Türkiye,Midfielder,2176,1838,22,,,,
V31-0317,A. Mac Allister,Argentina,Midfielder,4617,4050,48,,,,
V31-0318,M. Experience,Haiti,Defender,1847,630,7,,,,
V31-0319,Edmilson Junior,Qatar,Attacker,1945,1945,23,,,,
V31-0320,J. Neves,Portugal,Midfielder,3100,3213,38,,,,
V31-0321,S. Chaine,South Africa,Goalkeeper,2700,2610,29,,,,
V31-0322,R. Ade,Haiti,Defender,3760,815,9,,,,
V31-0323,Jude Bellingham,England,Midfielder,3335,3403,42,,,,
V31-0324,A. Majrashi,Saudi Arabia,Defender,2723,2385,30,,,,
V31-0325,A. Zendejas,USA,Attacker,2378,624,7,,,,
V31-0326,Ederson,Brazil,Midfielder,3189,2971,37,,,,
V31-0327,H. Tabakovic,Bosnia & Herzegovina,Attacker,2674,1598,20,,,,
V31-0328,G. Gudmundsson,Sweden,Midfielder,3271,2919,34,,,,
V31-0329,M. Murillo,Panama,Midfielder,3262,1686,20,,,,
V31-0330,K. Diatta,Senegal,Defender,2180,1474,17,,,,
V31-0331,Jeremy Doku,Belgium,Midfielder,3271,2593,34,,,,
V31-0332,Ousmane Dembele,France,Midfielder,2764,2510,34,,,,
V31-0333,M. Pongracic,Croatia,Defender,4083,847,10,,,,
V31-0334,G. Gomez,Paraguay,Defender,5750,3354,37,,,,
V31-0335,Y. Pino,Spain,Midfielder,3417,2858,38,,,,
V31-0336,J. Gallardo,Mexico,Defender,3742,1254,14,,,,
V31-0337,Kim Seung-Gyu,South Korea,Goalkeeper,2886,0,0,,,,
V31-0338,A. Tchouameni,France,Midfielder,4300,4432,53,,,,
V31-0339,Raphinha,Brazil,Midfielder,2438,2171,29,,,,
V31-0340,J. Pickford,England,Goalkeeper,4213,3643,40,,,,
V31-0341,G. Varela,Uruguay,Defender,3574,1318,14,,,,
V31-0342,R. Dias,Portugal,Defender,3015,2016,23,,,,
V31-0343,M. Maignan,France,Goalkeeper,4291,4111,46,,,,
V31-0344,A. Wan-Bissaka,Congo DR,Defender,2889,2309,26,,,,
V31-0345,S. McTominay,Scotland,Attacker,3971,2743,31,,,,
V31-0346,A. Salah-Eddine,Morocco,Defender,2066,1751,22,,,,
V31-0347,R. Freuler,Switzerland,Midfielder,3701,2011,23,,,,
V31-0348,Joao Felix,Portugal,Midfielder,3478,2480,29,,,,
V31-0349,D. Ndoye,Switzerland,Midfielder,2422,2138,28,,,,
V31-0350,E. Ndicka,Ivory Coast,Defender,3840,865,10,,,,
V31-0351,A. Laporte,Spain,Defender,3063,2902,34,,,,
V31-0352,T. Chalobah,England,Defender,3722,3673,42,,,,
V31-0353,F. Vinas,Uruguay,Midfielder,2723,2325,28,,,,
V31-0354,E. Eze,England,Midfielder,3421,2812,38,,,,
V31-0355,E. Fernandez,Argentina,Midfielder,4949,4873,57,,,,
V31-0356,N. Madueke,England,Midfielder,2553,2042,31,,,,
V31-0357,W. Zaire-Emery,France,Midfielder,4243,4027,48,,,,
V31-0358,T. Buchanan,Canada,Midfielder,2725,2512,35,,,,
V31-0359,M. Thuram,France,Midfielder,2882,2737,36,,,,
V31-0360,N. Kante,France,Midfielder,3453,2097,24,,,,
V31-0361,Q. Timber,Netherlands,Midfielder,3032,2653,32,,,,
V31-0362,N. Molina,Argentina,Defender,2996,2280,28,,,,
V31-0363,J. Hato,Netherlands,Defender,2298,1446,19,,,,
V31-0364,R. Belghali,Algeria,Defender,2874,1442,17,,,,
V31-0365,J. Campaz,Colombia,Midfielder,2319,57,1,,,,
V31-0366,Z. Al Johani,Saudi Arabia,Midfielder,2074,1730,21,,,,
V31-0367,M. Cunha,Brazil,Attacker,2976,2856,35,,,,
V31-0368,M. Aebischer,Switzerland,Midfielder,3145,1580,19,,,,
V31-0369,A. Baena,Spain,Midfielder,2730,2138,33,,,,
V31-0370,N. Gonzalez,Argentina,Attacker,2275,1667,23,,,,
V31-0371,P. M. Sarr,Senegal,Midfielder,2367,1996,23,,,,
V31-0372,M. Sarr,Senegal,Defender,2084,1064,13,,,,
V31-0373,B. A. Yilmaz,Türkiye,Midfielder,3689,3382,41,,,,
V31-0374,L. Romo,Mexico,Midfielder,2918,975,12,,,,
V31-0375,B. Saka,England,Midfielder,3522,3103,39,,,,
V31-0376,J. McGinn,Scotland,Midfielder,3300,2925,38,,,,
V31-0377,R. Neves,Portugal,Midfielder,3476,2459,28,,,,
V31-0378,Pathe Ciss,Senegal,Defender,3307,1529,17,,,,
V31-0379,D. Moreira,Belgium,Attacker,2992,2504,31,,,,
V31-0380,G. Guedes,Portugal,Attacker,2321,1787,24,,,,
V31-0381,D. Zakaria,Switzerland,Defender,3170,1655,19,,,,
V31-0382,A. Theate,Belgium,Defender,3210,3103,34,,,,
V31-0383,B. Aaronson,USA,Attacker,2771,2471,32,,,,
V31-0384,N. Saliba,Canada,Midfielder,2540,853,11,,,,
V31-0385,A. Al Amri,Saudi Arabia,Defender,2682,1976,23,,,,
